time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
100.9,"(0.106552, 0.0703576, 2.10917e-05)","(-0.0531008, 0.987807, 0.146348)","(-0.0630805, -0.994797, -0.0799992)","(0.172852, -0.967916, -0.182376)","(0.42282, -0.859178, 0.288161)","(0.267073, -0.891112, 0.366866)","(-0.134785, -0.989615, 0.0499449)","(0.00658459, -0.999934, -0.0094501)","(-0.127647, -0.945574, -0.299326)","(0.249417, -0.939206, -0.235974)",0
100.933,"(0.106646, 0.0635016, 2.27581e-05)","(-0.0543122, 0.96676, 0.249851)","(-0.040714, -0.993985, -0.101664)","(0.106692, -0.981317, -0.160104)","(0.302472, -0.920879, 0.245951)","(0.18931, -0.908957, 0.371429)","(-0.121099, -0.992448, -0.0195603)","(0.0461127, -0.998866, 0.0118438)","(-0.102818, -0.942111, -0.319148)","(0.206147, -0.950289, -0.233353)",0
100.967,"(0.106093, 0.0584042, 2.68794e-05)","(-0.0466138, 0.954682, 0.293956)","(-0.0516302, -0.984201, -0.16936)","(-0.00300377, -0.994513, -0.104569)","(0.102522, -0.958702, 0.265292)","(-0.0309556, -0.903233, 0.428032)","(-0.108232, -0.991817, -0.0677149)","(0.0659801, -0.997391, 0.0292888)","(-0.0904484, -0.945328, -0.313327)","(0.209465, -0.94802, -0.239547)",0
101,"(0.104894, 0.0566266, 3.16117e-05)","(-0.00681301, 0.958942, 0.283521)","(-0.120532, -0.957936, -0.260442)","(-0.0763331, -0.99656, 0.032283)","(-0.126903, -0.941599, 0.311909)","(-0.348235, -0.74335, 0.571107)","(-0.0973409, -0.991492, -0.0864247)","(0.0761587, -0.996468, 0.0353722)","(-0.0732933, -0.947769, -0.310423)","(0.232958, -0.940274, -0.248226)",0
101.033,"(0.102853, 0.0580497, 3.60573e-05)","(0.038749, 0.974421, 0.221363)","(-0.251479, -0.903924, -0.345947)","(-0.125416, -0.961761, 0.243489)","(-0.349004, -0.879612, 0.323233)","(-0.551903, -0.379506, 0.742548)","(-0.0937158, -0.993674, -0.06189)","(0.0746583, -0.99701, 0.0199422)","(-0.0547722, -0.954496, -0.293152)","(0.254789, -0.931126, -0.260937)",0
101.067,"(0.100288, 0.0617853, 3.36856e-05)","(0.0877675, 0.981406, 0.170704)","(-0.379932, -0.811561, -0.44387)","(-0.129857, -0.931173, 0.340668)","(-0.614233, -0.768265, 0.180241)","(-0.613455, -0.0257737, 0.789309)","(-0.084962, -0.995567, -0.0403395)","(0.0703651, -0.997412, 0.0147746)","(-0.0416309, -0.961205, -0.272675)","(0.260852, -0.929506, -0.260718)",0
101.1,"(0.0979917, 0.0652115, 3.22805e-05)","(0.116835, 0.988575, 0.09523)","(-0.50084, -0.739878, -0.449154)","(-0.0483518, -0.776777, 0.627917)","(-0.872858, -0.478439, 0.0959974)","(-0.477145, 0.307387, 0.823314)","(-0.0663931, -0.997406, -0.0277947)","(0.0593108, -0.997911, 0.0255951)","(-0.0458298, -0.973415, -0.224416)","(0.264702, -0.935297, -0.234847)",0
101.133,"(0.0962794, 0.0682905, 2.91746e-05)","(0.137254, 0.990382, 0.0174387)","(-0.669838, -0.621224, -0.406691)","(0.212311, -0.482751, 0.849632)","(-0.974715, -0.00112465, 0.223451)","(-0.32357, 0.488218, 0.810522)","(-0.0496679, -0.998759, -0.0037044)","(0.0457383, -0.998048, 0.0425181)","(-0.0561583, -0.983047, -0.174542)","(0.26408, -0.942511, -0.204779)",1
101.167,"(0.0962794, 0.0682905, 2.91746e-05)","(0.143689, 0.989052, -0.0336044)","(-0.870758, -0.481032, -0.101923)","(0.404927, -0.0257846, 0.913986)","(-0.758587, 0.425083, 0.493812)","(-0.00035295, 0.590153, 0.807291)","(-0.0560392, -0.998338, 0.0134688)","(0.024912, -0.998253, 0.0535805)","(-0.0601274, -0.986028, -0.155349)","(0.263501, -0.946346, -0.187074)",0
101.2,"(0.094204, 0.0702161, 2.27853e-05)","(0.142689, 0.989761, -0.00348551)","(-0.93003, -0.280576, 0.237322)","(0.533543, 0.141208, 0.833902)","(-0.340564, 0.619756, 0.707049)","(0.226917, 0.507796, 0.831055)","(-0.0742394, -0.996953, 0.023949)","(0.00909624, -0.998152, 0.0600745)","(-0.0533552, -0.985647, -0.160169)","(0.259097, -0.941158, -0.217003)",0
101.233,"(0.094204, 0.0702161, 2.27853e-05)","(0.135499, 0.989192, 0.0560192)","(-0.826248, -0.160856, 0.539851)","(0.559028, 0.144196, 0.816514)","(-0.0211777, 0.618224, 0.785717)","(0.381645, 0.400838, 0.832872)","(-0.0914584, -0.995611, 0.0198662)","(-0.000173613, -0.998244, 0.0592427)","(-0.0417728, -0.984699, -0.169181)","(0.257272, -0.932765, -0.252508)",0
101.267,"(0.094204, 0.0702161, 2.27853e-05)","(0.123619, 0.987543, 0.0973489)","(-0.692815, -0.106493, 0.713208)","(0.62193, 0.158589, 0.766846)","(0.303462, 0.496534, 0.813244)","(0.496759, 0.320043, 0.806723)","(-0.0935472, -0.995555, 0.0109329)","(0.000392957, -0.998657, 0.0517995)","(-0.0397689, -0.982108, -0.184072)","(0.2538, -0.927982, -0.272826)",0
101.3,"(0.0975289, 0.0697834, 2.12434e-05)","(0.104902, 0.989092, 0.103407)","(-0.568417, -0.0464209, 0.82143)","(0.712879, 0.163462, 0.68197)","(0.462287, 0.377986, 0.802133)","(0.593074, 0.283094, 0.753738)","(-0.0939193, -0.995579, 0.00149805)","(0.000459743, -0.999247, 0.0387852)","(-0.0481239, -0.978599, -0.20007)","(0.243659, -0.932916, -0.265139)",0
101.333,"(0.10051, 0.0691544, 1.64384e-05)","(0.0733601, 0.992969, 0.092906)","(-0.472617, -0.0155983, 0.88113)","(0.790708, 0.15865, 0.59128)","(0.566233, 0.278746, 0.775681)","(0.662551, 0.237866, 0.710244)","(-0.0982478, -0.995144, -0.00603347)","(-0.00163516, -0.999707, 0.0241437)","(-0.0641906, -0.974569, -0.214695)","(0.226971, -0.939276, -0.25738)",0
101.367,"(0.104202, 0.0678462, 1.24459e-05)","(0.0347192, 0.99589, 0.0836548)","(-0.450578, -0.0130125, 0.892642)","(0.831021, 0.132446, 0.540243)","(0.598667, 0.239187, 0.764453)","(0.697205, 0.202567, 0.687657)","(-0.122339, -0.992429, 0.0108841)","(-0.00411611, -0.999746, 0.0221707)","(-0.0649471, -0.970656, -0.231535)","(0.20542, -0.942286, -0.264385)",0
101.4,"(0.107589, 0.0657264, 1.05985e-05)","(-0.00812881, 0.996239, 0.0862655)","(-0.413392, -0.016114, 0.91041)","(0.827316, 0.124544, 0.547756)","(0.642216, 0.207296, 0.737961)","(0.712845, 0.170917, 0.680176)","(-0.158781, -0.985738, 0.0557578)","(-0.00306994, -0.999165, 0.0407332)","(-0.0631154, -0.965115, -0.254104)","(0.169126, -0.94272, -0.287533)",0
101.433,"(0.110032, 0.0633134, 8.69848e-06)","(-0.0372828, 0.993616, 0.106481)","(-0.376225, -0.0101224, 0.926473)","(0.785566, 0.120474, 0.606937)","(0.674748, 0.194595, 0.711933)","(0.714962, 0.165678, 0.67925)","(-0.189183, -0.977224, 0.0961403)","(0.00678303, -0.997307, 0.0730187)","(-0.0625425, -0.958397, -0.278501)","(0.13726, -0.945821, -0.29425)",0
101.467,"(0.111139, 0.0610721, 7.3751e-06)","(-0.0471257, 0.989681, 0.135318)","(-0.342948, -0.00635479, 0.939333)","(0.746138, 0.121759, 0.654563)","(0.690301, 0.200819, 0.695094)","(0.70103, 0.181867, 0.689551)","(-0.198014, -0.975613, 0.0947072)","(0.0230524, -0.994013, 0.106802)","(-0.0764815, -0.954856, -0.287055)","(0.124648, -0.952587, -0.277563)",0
101.5,"(0.111139, 0.0610721, 7.3751e-06)","(-0.035922, 0.986468, 0.159971)","(-0.338215, -0.0133485, 0.940974)","(0.714125, 0.0966445, 0.693314)","(0.687632, 0.201449, 0.697553)","(0.660784, 0.187963, 0.72666)","(-0.182883, -0.981579, 0.0552807)","(0.0380267, -0.99183, 0.121765)","(-0.0951148, -0.952112, -0.290579)","(0.139208, -0.95705, -0.254317)",0
101.533,"(0.108317, 0.0624417, 1.37299e-05)","(-0.0128366, 0.986407, 0.163819)","(-0.335593, -0.0237596, 0.941707)","(0.713466, 0.0651447, 0.697655)","(0.683897, 0.205119, 0.700151)","(0.648235, 0.160483, 0.744337)","(-0.145087, -0.989252, 0.0181678)","(0.0488201, -0.991942, 0.11691)","(-0.116329, -0.955193, -0.272164)","(0.16151, -0.9595, -0.23081)",0
101.567,"(0.10589, 0.0653316, 1.58617e-05)","(0.016273, 0.989224, 0.1455)","(-0.31557, -0.0367034, 0.948192)","(0.720462, 0.0244325, 0.693064)","(0.679949, 0.202294, 0.704803)","(0.636687, 0.111124, 0.763074)","(-0.103376, -0.994604, 0.00872958)","(0.0526995, -0.994317, 0.0924969)","(-0.130501, -0.959344, -0.250256)","(0.175735, -0.958747, -0.223431)",0
101.6,"(0.103419, 0.0683132, 1.79482e-05)","(0.0412228, 0.993615, 0.105019)","(-0.298183, -0.0606465, 0.95258)","(0.744525, -0.0114802, 0.667495)","(0.672191, 0.210382, 0.709858)","(0.655554, 0.0612518, 0.75266)","(-0.0693609, -0.997456, 0.0164737)","(0.0507307, -0.996043, 0.0729686)","(-0.134324, -0.967224, -0.215489)","(0.184934, -0.960544, -0.207736)",0
101.633,"(0.101157, 0.0710222, 1.91556e-05)","(0.0583411, 0.996425, 0.0610969)","(-0.289917, -0.0780217, 0.953866)","(0.789591, -0.0312222, 0.612839)","(0.669301, 0.217201, 0.710535)","(0.687724, 0.0457277, 0.724531)","(-0.0554942, -0.998133, 0.0255261)","(0.0446273, -0.997216, 0.0597352)","(-0.124468, -0.971752, -0.200512)","(0.189391, -0.960948, -0.201767)",0
101.667,"(0.101157, 0.0710222, 1.91556e-05)","(0.0687495, 0.99743, 0.0201855)","(-0.290634, -0.0845588, 0.953091)","(0.827723, -0.0415609, 0.559596)","(0.673093, 0.224374, 0.7047)","(0.721008, 0.0449758, 0.691466)","(-0.0458604, -0.998353, 0.0344674)","(0.0388787, -0.997654, 0.0563531)","(-0.120702, -0.974054, -0.191444)","(0.191518, -0.960596, -0.201436)",0
101.7,"(0.0989612, 0.0723257, 1.83021e-05)","(0.0766633, 0.996375, 0.0368664)","(-0.289381, -0.075562, 0.954227)","(0.805945, -0.0409915, 0.59057)","(0.665124, 0.218007, 0.714201)","(0.708321, 0.0450172, 0.704454)","(-0.0401571, -0.99884, 0.0265791)","(0.0365419, -0.997876, 0.0539343)","(-0.11679, -0.972658, -0.200739)","(0.195928, -0.958682, -0.206256)",0
101.733,"(0.0989612, 0.0723257, 1.83021e-05)","(0.0826994, 0.994121, 0.0698806)","(-0.28677, -0.0663909, 0.955696)","(0.764663, -0.0467751, 0.642731)","(0.656686, 0.207882, 0.724947)","(0.674752, 0.0389562, 0.737016)","(-0.0380415, -0.999152, 0.0157673)","(0.0353641, -0.997937, 0.0535875)","(-0.112183, -0.970586, -0.213023)","(0.205029, -0.954049, -0.218527)",0
101.767,"(0.0989612, 0.0723257, 1.83021e-05)","(0.0855018, 0.988956, 0.121061)","(-0.287885, -0.0670033, 0.955318)","(0.697179, -0.0735026, 0.713119)","(0.636094, 0.198461, 0.745652)","(0.616835, 0.0381501, 0.786167)","(-0.0393811, -0.999218, -0.00347727)","(0.0345964, -0.997787, 0.0567772)","(-0.105333, -0.968821, -0.224257)","(0.219811, -0.949315, -0.224689)",0
101.8,"(0.0989612, 0.0723257, 1.83021e-05)","(0.0872428, 0.986853, 0.136049)","(-0.292893, -0.0704146, 0.953549)","(0.675997, -0.101178, 0.729925)","(0.629925, 0.196441, 0.751402)","(0.594005, 0.0454423, 0.803177)","(-0.0402901, -0.999096, -0.0135691)","(0.0346119, -0.997642, 0.059273)","(-0.0955664, -0.968673, -0.229215)","(0.231323, -0.944858, -0.231806)",0
101.833,"(0.0989612, 0.0723257, 1.83021e-05)","(0.0856586, 0.98716, 0.134824)","(-0.316222, -0.0775735, 0.945508)","(0.661431, -0.121386, 0.740118)","(0.616274, 0.196271, 0.762682)","(0.581598, 0.0534871, 0.811716)","(-0.0432275, -0.998899, -0.0182328)","(0.0342675, -0.997608, 0.0600302)","(-0.0870243, -0.971458, -0.220671)","(0.236018, -0.943145, -0.234036)",0
101.867,"(0.100972, 0.0703769, 1.86241e-05)","(0.0718555, 0.988495, 0.133096)","(-0.334787, -0.0826513, 0.938662)","(0.664564, -0.116254, 0.738132)","(0.615406, 0.195599, 0.763555)","(0.5932, 0.0504208, 0.803475)","(-0.0621256, -0.997965, -0.0143395)","(0.0334108, -0.997446, 0.063136)","(-0.0704203, -0.972808, -0.22065)","(0.22523, -0.941191, -0.251853)",0
101.9,"(0.10297, 0.0682442, 1.74283e-05)","(0.0456761, 0.990199, 0.131985)","(-0.364775, -0.0875133, 0.926974)","(0.695691, -0.0959415, 0.711906)","(0.608518, 0.202307, 0.767319)","(0.627273, 0.0525877, 0.777022)","(-0.106858, -0.994185, 0.0133105)","(0.0324512, -0.997259, 0.0665005)","(-0.0491186, -0.970487, -0.236097)","(0.198809, -0.939311, -0.279587)",0
101.933,"(0.104859, 0.0658736, 1.77737e-05)","(0.0172209, 0.990703, 0.134946)","(-0.383031, -0.0875369, 0.919579)","(0.730356, -0.0731705, 0.679137)","(0.613479, 0.220072, 0.758427)","(0.666149, 0.0861619, 0.740825)","(-0.159272, -0.985873, 0.0518411)","(0.0337396, -0.996831, 0.0720337)","(-0.0322312, -0.963563, -0.265531)","(0.171387, -0.9326, -0.317621)",0
101.967,"(0.106215, 0.0634999, 1.84515e-05)","(0.00285436, 0.990515, 0.137372)","(-0.391868, -0.0930362, 0.915305)","(0.755727, -0.0579619, 0.652316)","(0.61534, 0.239941, 0.750856)","(0.690957, 0.126786, 0.711691)","(-0.189243, -0.978395, 0.0832457)","(0.038782, -0.996302, 0.0766646)","(-0.0307688, -0.956227, -0.291002)","(0.151244, -0.926309, -0.345075)",0
102,"(0.106193, 0.0613291, 1.92269e-05)","(0.00336612, 0.988692, 0.149924)","(-0.380219, -0.108877, 0.918465)","(0.730956, -0.073139, 0.678494)","(0.610887, 0.261876, 0.747153)","(0.671851, 0.171804, 0.720486)","(-0.186353, -0.979484, 0.0767043)","(0.0427164, -0.996195, 0.0759706)","(-0.0455148, -0.955255, -0.292261)","(0.150784, -0.923374, -0.353051)",0
102.033,"(0.106193, 0.0613291, 1.92269e-05)","(0.0202717, 0.985178, 0.170334)","(-0.362898, -0.122771, 0.923706)","(0.675047, -0.0992664, 0.731067)","(0.59784, 0.27199, 0.754061)","(0.622741, 0.167696, 0.764246)","(-0.1546, -0.987349, 0.0352368)","(0.0438528, -0.99656, 0.0703237)","(-0.0700883, -0.958045, -0.277915)","(0.156173, -0.927629, -0.339285)",0
102.067,"(0.102709, 0.0618565, 2.20451e-05)","(0.0424727, 0.982807, 0.179687)","(-0.352535, -0.118948, 0.928208)","(0.629615, -0.129677, 0.766008)","(0.590188, 0.268422, 0.761333)","(0.580685, 0.135959, 0.802696)","(-0.110742, -0.993849, -0.000975956)","(0.04156, -0.997151, 0.0629434)","(-0.0925922, -0.96086, -0.261103)","(0.165038, -0.939023, -0.301661)",0
102.1,"(0.100705, 0.06363, 2.08834e-05)","(0.0689595, 0.985818, 0.152997)","(-0.34404, -0.0994793, 0.93367)","(0.631047, -0.152806, 0.760546)","(0.595856, 0.253454, 0.762048)","(0.569479, 0.0869622, 0.817393)","(-0.0645121, -0.997716, -0.0200367)","(0.0421288, -0.997459, 0.057447)","(-0.105682, -0.966002, -0.235948)","(0.175131, -0.948631, -0.263492)",0
102.133,"(0.0988552, 0.0652898, 1.972e-05)","(0.084291, 0.988747, 0.123591)","(-0.333793, -0.0833391, 0.938955)","(0.644008, -0.169796, 0.745938)","(0.601341, 0.240252, 0.762015)","(0.573541, 0.0562756, 0.817241)","(-0.0368487, -0.999127, -0.0196897)","(0.0432561, -0.997279, 0.0596945)","(-0.100381, -0.970667, -0.21847)","(0.194713, -0.954684, -0.225092)",0
102.167,"(0.0976861, 0.0669274, 1.89133e-05)","(0.0921225, 0.990176, 0.105187)","(-0.317668, -0.0782128, 0.944971)","(0.653842, -0.180272, 0.734842)","(0.59557, 0.238433, 0.767102)","(0.578019, 0.0486349, 0.814573)","(-0.0263757, -0.999451, -0.0200354)","(0.0443371, -0.997098, 0.0618905)","(-0.0931421, -0.974382, -0.204707)","(0.213881, -0.953494, -0.212376)",0
102.2,"(0.0976861, 0.0669274, 1.89133e-05)","(0.0927591, 0.988127, 0.122475)","(-0.309675, -0.0855522, 0.946986)","(0.644382, -0.184449, 0.742125)","(0.590736, 0.241527, 0.769867)","(0.570297, 0.0445468, 0.82023)","(-0.0259768, -0.99944, -0.0210738)","(0.0426476, -0.997087, 0.0632373)","(-0.0883208, -0.974699, -0.205334)","(0.228812, -0.950418, -0.210596)",0
102.233,"(0.0976861, 0.0669274, 1.89133e-05)","(0.092115, 0.987109, 0.130881)","(-0.304305, -0.0937987, 0.947945)","(0.667494, -0.191371, 0.719603)","(0.589399, 0.241573, 0.770877)","(0.57945, 0.0388258, 0.814082)","(-0.0270012, -0.999433, -0.0201185)","(0.0404447, -0.997345, 0.060565)","(-0.0894107, -0.974085, -0.207761)","(0.230176, -0.948473, -0.217754)",0
102.267,"(0.0977241, 0.0693833, 1.52002e-05)","(0.0905673, 0.987521, 0.128837)","(-0.310127, -0.102972, 0.945102)","(0.688954, -0.201163, 0.69633)","(0.588957, 0.23724, 0.772559)","(0.590859, 0.0213262, 0.806493)","(-0.0289458, -0.999355, -0.0212655)","(0.0380218, -0.997478, 0.0599336)","(-0.0874835, -0.973758, -0.210101)","(0.230147, -0.948633, -0.217089)",0
102.3,"(0.0977241, 0.0693833, 1.52002e-05)","(0.0795799, 0.990271, 0.114155)","(-0.316774, -0.109473, 0.942162)","(0.717812, -0.213615, 0.662657)","(0.586499, 0.229666, 0.776706)","(0.615374, -0.000750211, 0.788235)","(-0.0330174, -0.999295, -0.0178752)","(0.0351114, -0.997689, 0.0581773)","(-0.0834485, -0.974007, -0.210587)","(0.226432, -0.948516, -0.221461)",0
102.333,"(0.100517, 0.0703533, 1.33734e-05)","(0.0617281, 0.992591, 0.104652)","(-0.328443, -0.122708, 0.936519)","(0.736744, -0.230114, 0.635811)","(0.579783, 0.227832, 0.782268)","(0.634668, -0.0214317, 0.772488)","(-0.0443395, -0.998979, -0.00865428)","(0.0324003, -0.997895, 0.0561684)","(-0.0754611, -0.97343, -0.216196)","(0.21761, -0.945466, -0.242364)",0
102.367,"(0.10254, 0.0697016, 1.27805e-05)","(0.0376683, 0.995361, 0.0885317)","(-0.363523, -0.15085, 0.919291)","(0.787545, -0.267511, 0.555168)","(0.570471, 0.247238, 0.783221)","(0.687697, -0.0277691, 0.725467)","(-0.0726334, -0.99733, 0.00760165)","(0.0283686, -0.998283, 0.051253)","(-0.0639446, -0.972029, -0.225987)","(0.206932, -0.938937, -0.27491)",0
102.4,"(0.104851, 0.067934, 1.29442e-05)","(0.0178604, 0.996904, 0.0765791)","(-0.443952, -0.1921, 0.875216)","(0.821239, -0.316924, 0.474474)","(0.571561, 0.299614, 0.763904)","(0.727357, 0.00617323, 0.686231)","(-0.115534, -0.992975, 0.0255501)","(0.0261496, -0.998519, 0.0477116)","(-0.0519489, -0.964975, -0.257148)","(0.189556, -0.928918, -0.318089)",0
102.433,"(0.106543, 0.0657606, 1.52472e-05)","(-0.000607929, 0.996172, 0.0874119)","(-0.547071, -0.252098, 0.798223)","(0.800149, -0.416978, 0.431149)","(0.574504, 0.354261, 0.737865)","(0.68562, 0.120734, 0.717877)","(-0.155926, -0.987305, 0.0302563)","(0.0232461, -0.998501, 0.0495544)","(-0.0477291, -0.947843, -0.315142)","(0.177711, -0.921142, -0.34629)",0
102.467,"(0.107468, 0.0634319, 1.95632e-05)","(-0.0101909, 0.99095, 0.133845)","(-0.633667, -0.321618, 0.703582)","(0.72187, -0.517573, 0.459371)","(0.550409, 0.414174, 0.724921)","(0.522812, 0.321003, 0.789699)","(-0.175709, -0.98419, 0.0222714)","(0.0281297, -0.998349, 0.0500754)","(-0.0518517, -0.922269, -0.383055)","(0.162403, -0.906904, -0.38878)",0
102.5,"(0.106945, 0.0615011, 2.41188e-05)","(-0.00575472, 0.980301, 0.197426)","(-0.669976, -0.410097, 0.618831)","(0.60977, -0.607661, 0.50885)","(0.43224, 0.457217, 0.777252)","(0.269958, 0.494642, 0.826106)","(-0.164101, -0.986354, -0.0133121)","(0.0354202, -0.997812, 0.0558336)","(-0.0630083, -0.902324, -0.426429)","(0.160134, -0.900965, -0.403261)",0
102.533,"(0.106945, 0.0615011, 2.41188e-05)","(0.0242998, 0.97668, 0.213319)","(-0.697914, -0.528539, 0.483284)","(0.467077, -0.711185, 0.525409)","(0.164426, 0.476481, 0.863673)","(0.124862, 0.567608, 0.813776)","(-0.127412, -0.991134, -0.0376631)","(0.0470232, -0.996702, 0.0661401)","(-0.061172, -0.908567, -0.413236)","(0.162819, -0.921115, -0.353607)",0
102.567,"(0.103132, 0.0636944, 3.10024e-05)","(0.0623805, 0.987647, 0.143745)","(-0.709928, -0.665016, 0.231854)","(0.280403, -0.817644, 0.502824)","(-0.265125, 0.41163, 0.871934)","(0.0850767, 0.556596, 0.826416)","(-0.0783131, -0.996135, -0.0397651)","(0.053862, -0.996683, 0.0609989)","(-0.0650347, -0.936295, -0.345141)","(0.172184, -0.946114, -0.274264)",0
102.6,"(0.101127, 0.0658831, 3.15509e-05)","(0.0936712, 0.994385, 0.0492451)","(-0.694223, -0.71975, -0.00383658)","(0.0987364, -0.867547, 0.487456)","(-0.614859, 0.229083, 0.754632)","(0.102925, 0.459451, 0.882219)","(-0.0485963, -0.998792, -0.00732168)","(0.0588274, -0.996891, 0.0524207)","(-0.0616165, -0.959388, -0.27528)","(0.175974, -0.962594, -0.206025)",0
102.633,"(0.0994754, 0.0681427, 3.07848e-05)","(0.101708, 0.99462, -0.0196574)","(-0.664644, -0.735992, -0.128701)","(0.00851359, -0.89217, 0.451619)","(-0.764395, 0.0945054, 0.637784)","(0.13132, 0.271123, 0.953545)","(-0.0426856, -0.998712, 0.0274355)","(0.0560527, -0.997767, 0.0363096)","(-0.0839962, -0.968696, -0.233607)","(0.168872, -0.964284, -0.204057)",0
102.667,"(0.0994754, 0.0681427, 3.07848e-05)","(0.0807479, 0.996332, -0.0283102)","(-0.646985, -0.756552, -0.0950754)","(0.0310268, -0.975965, 0.215706)","(-0.762876, 0.0621378, 0.643552)","(0.293073, -0.244037, 0.924421)","(-0.056968, -0.997481, 0.042261)","(0.0473384, -0.998768, 0.0149057)","(-0.0997794, -0.966242, -0.237531)","(0.145478, -0.963411, -0.22511)",0
102.7,"(0.0994754, 0.0681427, 3.07848e-05)","(0.0457565, 0.998798, 0.0175503)","(-0.580741, -0.810272, 0.0787327)","(0.0542939, -0.997639, -0.0420425)","(-0.557331, 0.146146, 0.817327)","(0.337958, -0.659582, 0.671368)","(-0.0781516, -0.996194, 0.0385882)","(0.0383534, -0.999231, -0.00815525)","(-0.120037, -0.959419, -0.255159)","(0.108413, -0.961597, -0.252146)",0
102.733,"(0.100562, 0.0698801, 4.15263e-05)","(-0.000843556, 0.995889, 0.0905809)","(-0.464681, -0.845607, 0.262717)","(0.0470409, -0.970435, -0.236736)","(-0.196064, 0.233103, 0.952482)","(0.317262, -0.866165, 0.386139)","(-0.0955719, -0.995129, 0.0241766)","(0.0538988, -0.998266, -0.0236599)","(-0.124556, -0.95368, -0.273824)","(0.0630946, -0.959521, -0.274478)",0
102.767,"(0.100562, 0.0698801, 4.15263e-05)","(-0.0383869, 0.986735, 0.157734)","(-0.3041, -0.880951, 0.362557)","(-0.0594969, -0.98537, -0.159708)","(0.221798, 0.230224, 0.947524)","(0.0731743, -0.830209, 0.552628)","(-0.107147, -0.994141, 0.0142375)","(0.0883578, -0.996047, 0.00913192)","(-0.126211, -0.950844, -0.282784)","(0.0339695, -0.964633, -0.2614)",0
102.8,"(0.102123, 0.0714197, 5.2185e-05)","(-0.0604275, 0.976634, 0.206238)","(-0.210526, -0.913307, 0.34864)","(-0.161593, -0.978488, -0.128251)","(0.443604, 0.138213, 0.885502)","(-0.131304, -0.865767, 0.482915)","(-0.107285, -0.994101, 0.0158909)","(0.151005, -0.985863, 0.0726108)","(-0.124938, -0.953978, -0.272609)","(0.0028535, -0.968372, -0.249493)",0
102.833,"(0.102123, 0.0714197, 5.2185e-05)","(-0.065495, 0.970529, 0.231914)","(-0.159697, -0.946281, 0.281157)","(-0.232591, -0.968418, -0.0898178)","(0.470837, -0.0581708, 0.8803)","(-0.412652, -0.79684, 0.441322)","(-0.107075, -0.992962, 0.0506092)","(0.202229, -0.968903, 0.142585)","(-0.122911, -0.953324, -0.2758)","(-0.0159169, -0.967405, -0.252732)",0
102.867,"(0.102256, 0.0735661, 5.01941e-05)","(-0.0236474, 0.966137, 0.256945)","(-0.181856, -0.957819, 0.222511)","(-0.266502, -0.963833, -0.00183228)","(0.360319, -0.308844, 0.880219)","(-0.538111, -0.72439, 0.430925)","(-0.112878, -0.986657, 0.117328)","(0.259302, -0.942784, 0.209573)","(-0.117069, -0.951908, -0.283136)","(-0.0503813, -0.958634, -0.280146)",0
102.9,"(0.102256, 0.0735661, 5.01941e-05)","(0.041091, 0.969714, 0.240763)","(-0.240708, -0.969845, -0.0382062)","(-0.215381, -0.966795, 0.137544)","(-0.0442007, -0.591776, 0.80489)","(-0.67934, -0.446437, 0.582402)","(-0.118936, -0.979039, 0.165339)","(0.304565, -0.913606, 0.269378)","(-0.107398, -0.949375, -0.295215)","(-0.0809715, -0.950143, -0.301117)",0
102.933,"(0.101662, 0.0702088, 4.56898e-05)","(0.113934, 0.966011, 0.232038)","(-0.302813, -0.925073, -0.229227)","(-0.1005, -0.932325, 0.347375)","(-0.420234, -0.71705, 0.556096)","(-0.635572, -0.150308, 0.757269)","(-0.121784, -0.972611, 0.19798)","(0.327908, -0.885613, 0.328887)","(-0.103108, -0.950331, -0.293666)","(-0.0972881, -0.944126, -0.314899)",0
102.967,"(0.101298, 0.0673285, 4.66829e-05)","(0.161162, 0.960062, 0.228711)","(-0.359032, -0.868544, -0.341654)","(0.104586, -0.860874, 0.497954)","(-0.661259, -0.687144, 0.300948)","(-0.593682, 0.0440868, 0.803491)","(-0.119476, -0.973706, 0.193967)","(0.326352, -0.87316, 0.362058)","(-0.10778, -0.95066, -0.29091)","(-0.100944, -0.944064, -0.313931)",0
103,"(0.101234, 0.0647752, 4.72634e-05)","(0.193167, 0.95248, 0.235518)","(-0.414166, -0.87297, -0.257664)","(0.289524, -0.746315, 0.599324)","(-0.704222, -0.673087, 0.225887)","(-0.531075, 0.165803, 0.830944)","(-0.117245, -0.970781, 0.209374)","(0.308879, -0.871504, 0.380886)","(-0.120844, -0.947419, -0.296301)","(-0.094251, -0.949185, -0.300274)",0
103.033,"(0.101858, 0.062428, 4.92014e-05)","(0.218511, 0.947032, 0.235337)","(-0.454602, -0.867472, -0.202064)","(0.451189, -0.619922, 0.64197)","(-0.7176, -0.668775, 0.194396)","(-0.561029, 0.186447, 0.806526)","(-0.121358, -0.971854, 0.201922)","(0.300544, -0.871189, 0.388204)","(-0.140096, -0.941931, -0.305187)","(-0.0910953, -0.952322, -0.291178)",0
