time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
2.99234,"(0.008961, -0.000069, -0.040422)","(-0.007344, 0.990176, 0.139635)","(-0.65852, -0.751186, 0.045512)","(0.201766, -0.569426, -0.796897)","(-0.132768, 0.197546, 0.971261)","(0.455309, -0.890332, 0.00198)","(0.018889, -0.88938, 0.456778)","(0.109341, -0.945307, 0.307309)","(-0.223434, -0.879978, -0.419186)","(0.109736, -0.872882, -0.475431)",
3.03672,"(0.020273, -0.000973, -0.046497)","(-0.001668, 0.990201, 0.139639)","(-0.647298, -0.760432, 0.052425)","(0.1829, -0.574473, -0.797827)","(-0.065814, 0.24604, 0.967023)","(0.440532, -0.893771, -0.084287)","(-0.000651, -0.881868, 0.471496)","(0.088845, -0.945026, 0.314694)","(-0.232908, -0.881799, -0.410103)","(0.096281, -0.87648, -0.471712)",
3.081383,"(0.031004, -0.002912, -0.051861)","(0.003721, 0.990195, 0.139643)","(-0.635973, -0.768827, 0.066652)","(0.16655, -0.575259, -0.800836)","(0.010232, 0.295739, 0.955214)","(0.440006, -0.884534, -0.154901)","(-0.019831, -0.873424, 0.486557)","(0.070577, -0.943586, 0.323518)","(-0.241632, -0.882161, -0.404235)","(0.082297, -0.877849, -0.471814)",
3.126228,"(0.041172, -0.00584, -0.056556)","(0.00885, 0.990162, 0.139645)","(-0.624002, -0.776138, 0.09073)","(0.151259, -0.571734, -0.806375)","(0.093927, 0.345674, 0.933642)","(0.454272, -0.865655, -0.210425)","(-0.038789, -0.863947, 0.502086)","(0.054482, -0.941076, 0.333778)","(-0.249448, -0.881192, -0.401591)","(0.067793, -0.877072, -0.475552)",
3.171089,"(0.050515, -0.009578, -0.060481)","(0.01358, 0.990108, 0.13965)","(-0.609667, -0.782628, 0.125699)","(0.13819, -0.564867, -0.813529)","(0.180259, 0.393942, 0.901286)","(0.482492, -0.838233, -0.2541)","(-0.057211, -0.853677, 0.517651)","(0.041032, -0.937679, 0.345071)","(-0.255902, -0.879076, -0.40217)","(0.053053, -0.874254, -0.482561)",
3.215782,"(0.058811, -0.013807, -0.063568)","(0.017797, 0.990041, 0.139649)","(-0.59189, -0.787687, 0.170923)","(0.130146, -0.557144, -0.820154)","(0.264697, 0.436164, 0.860056)","(0.52134, -0.803188, -0.288259)","(-0.074928, -0.843192, 0.532366)","(0.030612, -0.933784, 0.356526)","(-0.260567, -0.876117, -0.405616)","(0.038285, -0.869713, -0.492071)",
3.260857,"(0.065887, -0.018126, -0.065782)","(0.021412, 0.989969, 0.139653)","(-0.56868, -0.791574, 0.223638)","(0.129379, -0.55148, -0.824094)","(0.341956, 0.468831, 0.81441)","(0.567376, -0.761333, -0.313779)","(-0.09176, -0.83313, 0.545413)","(0.023496, -0.929792, 0.367335)","(-0.263123, -0.87255, -0.411611)","(0.023659, -0.863752, -0.503361)",
3.305809,"(0.07172, -0.022163, -0.067134)","(0.024411, 0.989899, 0.139656)","(-0.539501, -0.79426, 0.279446)","(0.138416, -0.549358, -0.824043)","(0.410105, 0.488858, 0.769955)","(0.616828, -0.713783, -0.331718)","(-0.107806, -0.824093, 0.556101)","(0.019714, -0.926166, 0.376601)","(-0.263352, -0.868707, -0.419518)","(0.009154, -0.856853, -0.51548)",
3.350533,"(0.076167, -0.025506, -0.067602)","(0.026729, 0.989839, 0.139655)","(-0.506728, -0.795533, 0.332197)","(0.158459, -0.550742, -0.819496)","(0.468177, 0.492764, 0.73348)","(0.66527, -0.663972, -0.341404)","(-0.122717, -0.816884, 0.563596)","(0.020071, -0.923379, 0.383365)","(-0.261158, -0.864936, -0.428581)","(-0.005687, -0.849615, -0.527373)",
3.39566,"(0.0792, -0.027932, -0.067188)","(0.028328, 0.989795, 0.139656)","(-0.47456, -0.794177, 0.379573)","(0.188868, -0.554575, -0.810417)","(0.518765, 0.479542, 0.707759)","(0.710357, -0.615047, -0.342214)","(-0.136261, -0.812042, 0.567469)","(0.022994, -0.921748, 0.387107)","(-0.256624, -0.861415, -0.438302)","(-0.01912, -0.842422, -0.538479)",
3.440903,"(0.080842, -0.029322, -0.065792)","(0.02924, 0.989768, 0.139656)","(-0.444197, -0.792569, 0.41776)","(0.228123, -0.559626, -0.79673)","(0.563044, 0.447418, 0.694838)","(0.751695, -0.568698, -0.333972)","(-0.148383, -0.810011, 0.567331)","(0.029098, -0.921429, 0.387456)","(-0.249847, -0.858162, -0.44848)","(-0.031903, -0.835396, -0.548723)",
3.485847,"(0.081071, -0.029643, -0.063394)","(0.029456, 0.989761, 0.13966)","(-0.418719, -0.789503, 0.448731)","(0.273177, -0.564924, -0.778611)","(0.602227, 0.398109, 0.691977)","(0.789187, -0.526362, -0.316429)","(-0.158698, -0.811067, 0.563014)","(0.038025, -0.922521, 0.384069)","(-0.241114, -0.855234, -0.458735)","(-0.0436, -0.82885, -0.55777)",
3.531113,"(0.079864, -0.02886, -0.059851)","(0.028993, 0.989776, 0.139655)","(-0.395795, -0.78803, 0.471546)","(0.321128, -0.570011, -0.756283)","(0.632774, 0.335506, 0.697878)","(0.823015, -0.488345, -0.290113)","(-0.166737, -0.815423, 0.554333)","(0.049406, -0.925123, 0.376439)","(-0.230799, -0.852718, -0.46862)","(-0.053814, -0.823016, -0.565464)",
3.576927,"(0.077015, -0.02705, -0.055603)","(0.027865, 0.989808, 0.139657)","(-0.375141, -0.788604, 0.48721)","(0.370293, -0.574942, -0.729606)","(0.654053, 0.260265, 0.710265)","(0.853835, -0.453592, -0.255381)","(-0.171845, -0.822666, 0.541932)","(0.063184, -0.928754, 0.365272)","(-0.219034, -0.850996, -0.477315)","(-0.061967, -0.818323, -0.571408)",
3.62178,"(0.07264, -0.024057, -0.049982)","(0.026034, 0.989857, 0.139658)","(-0.357888, -0.791259, 0.495808)","(0.41873, -0.579875, -0.698864)","(0.664109, 0.173598, 0.727202)","(0.881793, -0.421107, -0.212391)","(-0.173428, -0.833537, 0.524537)","(0.078982, -0.933743, 0.349123)","(-0.206705, -0.84982, -0.48485)","(-0.067854, -0.814964, -0.575525)",
3.66745,"(0.066693, -0.02049, -0.044424)","(0.023571, 0.98992, 0.139654)","(-0.345234, -0.795137, 0.498568)","(0.46312, -0.584798, -0.665981)","(0.66134, 0.080886, 0.745713)","(0.905985, -0.390659, -0.163025)","(-0.172204, -0.845585, 0.505304)","(0.096315, -0.938475, 0.331646)","(-0.192932, -0.850079, -0.490044)","(-0.070767, -0.813379, -0.577414)",
3.712486,"(0.059279, -0.016207, -0.037916)","(0.020405, 0.98999, 0.139652)","(-0.336771, -0.799952, 0.496651)","(0.503816, -0.590136, -0.6308)","(0.645218, -0.017797, 0.763792)","(0.927164, -0.359499, -0.105489)","(-0.166976, -0.859863, 0.482446)","(0.11508, -0.943411, 0.311018)","(-0.179327, -0.850961, -0.493668)","(-0.070785, -0.813227, -0.577625)",
3.757317,"(0.050698, -0.011849, -0.031256)","(0.016672, 0.99006, 0.139651)","(-0.332712, -0.80489, 0.49138)","(0.538724, -0.596288, -0.595161)","(0.616017, -0.114046, 0.779434)","(0.944386, -0.326154, -0.041939)","(-0.158506, -0.874432, 0.458525)","(0.134251, -0.947552, 0.290037)","(-0.165972, -0.852447, -0.495769)","(-0.067602, -0.814229, -0.576595)",
3.802124,"(0.041142, -0.007795, -0.0246)","(0.012423, 0.990123, 0.13965)","(-0.334357, -0.807848, 0.485374)","(0.564865, -0.604281, -0.561937)","(0.576824, -0.205282, 0.790654)","(0.957182, -0.287859, 0.030644)","(-0.14722, -0.888502, 0.434616)","(0.153807, -0.950516, 0.269931)","(-0.153054, -0.854132, -0.497025)","(-0.061692, -0.815798, -0.575038)",
3.847519,"(0.030864, -0.004396, -0.018124)","(0.007706, 0.990172, 0.139642)","(-0.341202, -0.809097, 0.478481)","(0.578387, -0.61539, -0.535503)","(0.529986, -0.286984, 0.79797)","(0.963487, -0.241964, 0.114656)","(-0.133621, -0.901317, 0.412036)","(0.174063, -0.951994, 0.251814)","(-0.140798, -0.855488, -0.498314)","(-0.054036, -0.817422, -0.573499)",
3.893608,"(0.020024, -0.001866, -0.011759)","(0.002574, 0.990199, 0.139641)","(-0.353575, -0.808764, 0.469985)","(0.581262, -0.629111, -0.516094)","(0.478319, -0.357302, 0.802213)","(0.959964, -0.188241, 0.207449)","(-0.117629, -0.912694, 0.391349)","(0.194644, -0.951989, 0.236288)","(-0.129842, -0.855926, -0.500531)","(-0.044645, -0.818553, -0.572693)",
3.939842,"(0.008942, -0.000379, -0.00527)","(-0.002891, 0.990198, 0.13964)","(-0.372524, -0.807408, 0.457512)","(0.579731, -0.641826, -0.501967)","(0.426262, -0.413928, 0.804341)","(0.944044, -0.131179, 0.302612)","(-0.101035, -0.922328, 0.372964)","(0.21526, -0.950649, 0.22345)","(-0.119189, -0.855025, -0.504704)","(-0.034034, -0.818701, -0.573211)",
3.984924,"(-0.00193, -0.000065, 0.001105)","(-0.00857, 0.990172, 0.139595)","(-0.398127, -0.804927, 0.439986)","(0.582557, -0.647122, -0.491792)","(0.37784, -0.455658, 0.805986)","(0.914968, -0.079756, 0.395567)","(-0.08377, -0.929955, 0.358002)","(0.23541, -0.94799, 0.214236)","(-0.110023, -0.85235, -0.511268)","(-0.022829, -0.817592, -0.575345)",
4.02964,"(-0.012408, -0.00075, 0.007064)","(-0.014087, 0.990103, 0.139633)","(-0.430023, -0.799819, 0.418772)","(0.591352, -0.646581, -0.481909)","(0.333365, -0.484113, 0.809013)","(0.876558, -0.036983, 0.479874)","(-0.066071, -0.936078, 0.345532)","(0.255012, -0.944269, 0.208145)","(-0.10228, -0.848806, -0.518717)","(-0.011495, -0.815128, -0.579167)",
4.074486,"(-0.022693, -0.002536, 0.012483)","(-0.019613, 0.99001, 0.13963)","(-0.469273, -0.790622, 0.393318)","(0.604612, -0.643498, -0.469419)","(0.293433, -0.498653, 0.815624)","(0.832352, -0.000009, 0.554247)","(-0.047139, -0.940663, 0.336052)","(0.274831, -0.939167, 0.205995)","(-0.095875, -0.844316, -0.527198)","(-0.000061, -0.810769, -0.585367)",
4.119415,"(-0.032593, -0.00531, 0.017281)","(-0.024996, 0.989889, 0.139625)","(-0.514316, -0.777007, 0.362959)","(0.619438, -0.639614, -0.455182)","(0.25874, -0.499423, 0.826819)","(0.784522, 0.02906, 0.61942)","(-0.027328, -0.943773, 0.329464)","(0.294347, -0.932951, 0.207276)","(-0.091055, -0.839012, -0.53644)","(0.011388, -0.804889, -0.593316)",
4.164024,"(-0.041877, -0.008973, 0.021321)","(-0.030079, 0.989748, 0.139624)","(-0.562741, -0.758917, 0.32767)","(0.639257, -0.63054, -0.440194)","(0.228864, -0.486677, 0.84307)","(0.735339, 0.055311, 0.675438)","(-0.006994, -0.945321, 0.326067)","(0.31287, -0.925889, 0.211759)","(-0.088088, -0.832937, -0.546312)","(0.022779, -0.797822, -0.602463)",
4.209404,"(-0.050164, -0.013127, 0.02449)","(-0.034667, 0.989598, 0.139621)","(-0.610759, -0.737387, 0.288504)","(0.656008, -0.623155, -0.425831)","(0.201879, -0.461985, 0.863606)","(0.688785, 0.071505, 0.721431)","(0.013143, -0.945458, 0.32548)","(0.329175, -0.918618, 0.218597)","(-0.087268, -0.826594, -0.555992)","(0.03405, -0.790363, -0.611691)",
4.254173,"(-0.057461, -0.017518, 0.026813)","(-0.038757, 0.989447, 0.139617)","(-0.655772, -0.713745, 0.246029)","(0.670851, -0.615269, -0.414008)","(0.173887, -0.426899, 0.887424)","(0.64595, 0.079241, 0.759256)","(0.032477, -0.94433, 0.327394)","(0.34337, -0.911343, 0.227051)","(-0.087953, -0.820259, -0.56519)","(0.04496, -0.783202, -0.620139)",
4.299591,"(-0.063393, -0.0216, 0.028215)","(-0.042145, 0.989309, 0.139615)","(-0.693446, -0.691246, 0.203255)","(0.680828, -0.608721, -0.407348)","(0.142855, -0.385078, 0.911761)","(0.61041, 0.077113, 0.788323)","(0.051338, -0.94224, 0.33098)","(0.352947, -0.905261, 0.236498)","(-0.091493, -0.814636, -0.572711)","(0.056663, -0.776848, -0.627134)",
4.345383,"(-0.068028, -0.025096, 0.028773)","(-0.044836, 0.98919, 0.139614)","(-0.722808, -0.67203, 0.161013)","(0.684189, -0.604378, -0.408182)","(0.105977, -0.338149, 0.935107)","(0.582999, 0.064318, 0.809923)","(0.068992, -0.939429, 0.335729)","(0.358294, -0.900571, 0.246167)","(-0.096935, -0.810119, -0.578197)","(0.068813, -0.771969, -0.631925)",
4.390434,"(-0.071251, -0.0277, 0.028482)","(-0.046767, 0.989101, 0.139612)","(-0.74287, -0.658309, 0.12155)","(0.678871, -0.602815, -0.419224)","(0.062956, -0.288508, 0.955406)","(0.565152, 0.04016, 0.824009)","(0.084929, -0.936077, 0.341389)","(0.358957, -0.897683, 0.255567)","(-0.104031, -0.807039, -0.581263)","(0.081306, -0.769011, -0.634043)",
4.436279,"(-0.073018, -0.029223, 0.027314)","(-0.047879, 0.989048, 0.13961)","(-0.753755, -0.651201, 0.088269)","(0.663758, -0.603742, -0.441499)","(0.015741, -0.239372, 0.9708)","(0.557189, 0.004987, 0.830371)","(0.098395, -0.9325, 0.347509)","(0.355116, -0.896698, 0.264243)","(-0.112146, -0.805801, -0.581471)","(0.093594, -0.768307, -0.633202)",
4.481194,"(-0.0734, -0.029667, 0.025244)","(-0.048197, 0.989032, 0.139614)","(-0.7573, -0.650146, 0.061702)","(0.637683, -0.60597, -0.475564)","(-0.034953, -0.190649, 0.981036)","(0.558035, -0.043068, 0.828699)","(0.109486, -0.928702, 0.354295)","(0.346795, -0.897596, 0.272131)","(-0.121185, -0.806365, -0.578869)","(0.105908, -0.769977, -0.629222)",1
4.525986,"(-0.072409, -0.029023, 0.022344)","(-0.047776, 0.989053, 0.139613)","(-0.755303, -0.653938, 0.043387)","(0.601705, -0.607758, -0.518249)","(-0.085101, -0.145781, 0.98565)","(0.565944, -0.102811, 0.818008)","(0.11755, -0.925052, 0.361193)","(0.334758, -0.900099, 0.278853)","(-0.130452, -0.808889, -0.573306)","(0.11752, -0.773879, -0.622335)",
4.5709,"(-0.070002, -0.02731, 0.018675)","(-0.046658, 0.989107, 0.139612)","(-0.749703, -0.660972, 0.032591)","(0.556567, -0.607302, -0.566936)","(-0.133198, -0.105308, 0.985479)","(0.57849, -0.175665, 0.79655)","(0.122157, -0.92177, 0.36799)","(0.319579, -0.903886, 0.284357)","(-0.139557, -0.813388, -0.564734)","(0.127835, -0.779909, -0.612699)",
4.615318,"(-0.066241, -0.024591, 0.014154)","(-0.044825, 0.989191, 0.139616)","(-0.741854, -0.669968, 0.028227)","(0.504631, -0.603036, -0.617815)","(-0.177118, -0.069782, 0.981713)","(0.59258, -0.262168, 0.761654)","(0.123412, -0.918841, 0.374833)","(0.301567, -0.908745, 0.288512)","(-0.148526, -0.819766, -0.553104)","(0.136676, -0.788142, -0.600127)",
4.659981,"(-0.06117, -0.021054, 0.008966)","(-0.042328, 0.989301, 0.139616)","(-0.732831, -0.679801, 0.028793)","(0.450456, -0.594589, -0.665997)","(-0.214194, -0.039563, 0.97599)","(0.603804, -0.35905, 0.711691)","(0.121069, -0.916382, 0.381558)","(0.281097, -0.914448, 0.29115)","(-0.157098, -0.82759, -0.538902)","(0.143744, -0.798092, -0.585138)",
4.705063,"(-0.054765, -0.016923, 0.003117)","(-0.039156, 0.989431, 0.139617)","(-0.723179, -0.6899, 0.032402)","(0.397727, -0.583034, -0.708438)","(-0.242993, -0.012943, 0.969942)","(0.607867, -0.463286, 0.644876)","(0.115209, -0.91422, 0.388496)","(0.258772, -0.920596, 0.292473)","(-0.165479, -0.836459, -0.52245)","(0.148355, -0.809546, -0.568002)",
4.749771,"(-0.047055, -0.01256, -0.003316)","(-0.035325, 0.989575, 0.139622)","(-0.713256, -0.699916, 0.037194)","(0.350233, -0.570924, -0.742552)","(-0.261553, 0.012131, 0.965113)","(0.601357, -0.568573, 0.561333)","(0.106005, -0.9121, 0.396025)","(0.235364, -0.926706, 0.29295)","(-0.173867, -0.845765, -0.504432)","(0.149797, -0.821935, -0.549531)",
4.794441,"(-0.038284, -0.008442, -0.010085)","(-0.030955, 0.989721, 0.139623)","(-0.703733, -0.709264, 0.041275)","(0.310194, -0.561533, -0.767111)","(-0.267626, 0.037138, 0.962807)","(0.584141, -0.665109, 0.465198)","(0.093974, -0.909764, 0.40435)","(0.211503, -0.932344, 0.29326)","(-0.182316, -0.85473, -0.486001)","(0.148176, -0.834204, -0.531175)",
4.839828,"(-0.028562, -0.004919, -0.017077)","(-0.026108, 0.98986, 0.139627)","(-0.694083, -0.718571, 0.043646)","(0.277573, -0.556863, -0.782852)","(-0.260661, 0.065129, 0.963231)","(0.558073, -0.747598, 0.360072)","(0.079593, -0.90679, 0.414001)","(0.18751, -0.937211, 0.294068)","(-0.191099, -0.862767, -0.468097)","(0.143568, -0.845728, -0.513937)",
4.884872,"(-0.017911, -0.002223, -0.024242)","(-0.020793, 0.989986, 0.139626)","(-0.683869, -0.728269, 0.044142)","(0.250901, -0.557251, -0.79153)","(-0.239734, 0.098412, 0.965838)","(0.525997, -0.813115, 0.249341)","(0.063048, -0.902894, 0.425214)","(0.163386, -0.941063, 0.296151)","(-0.200414, -0.86966, -0.451139)","(0.136078, -0.856005, -0.498736)",
4.931435,"(-0.0068, -0.000576, -0.03124)","(-0.015236, 0.990086, 0.139632)","(-0.673493, -0.737909, 0.043571)","(0.228827, -0.561607, -0.795132)","(-0.204523, 0.136638, 0.969278)","(0.49343, -0.858347, 0.140596)","(0.045165, -0.89798, 0.437712)","(0.140026, -0.943695, 0.29972)","(-0.209996, -0.875029, -0.43615)","(0.126271, -0.86445, -0.486603)",
4.977013,"(0.004964, 0, -0.038172)","(-0.009352, 0.990159, 0.139635)","(-0.662383, -0.747848, 0.044402)","(0.207798, -0.567962, -0.796391)","(-0.15336, 0.181331, 0.971391)","(0.462699, -0.885799, 0.035633)","(0.02565, -0.891761, 0.45178)","(0.116883, -0.945123, 0.305092)","(-0.220045, -0.879, -0.423012)","(0.114182, -0.871126, -0.4776)",
5.022781,"(0.01646, -0.000542, -0.044497)","(-0.003591, 0.990196, 0.139637)","(-0.65114, -0.757351, 0.049363)","(0.189019, -0.573209, -0.79731)","(-0.089869, 0.229233, 0.969214)","(0.443754, -0.894374, -0.05637)","(0.006003, -0.884551, 0.466406)","(0.095617, -0.945262, 0.311989)","(-0.229735, -0.881352, -0.412845)","(0.100958, -0.875512, -0.472532)",
5.068413,"(0.027692, -0.002196, -0.050249)","(0.002059, 0.9902, 0.139642)","(-0.639577, -0.766285, 0.061222)","(0.171528, -0.575478, -0.799627)","(-0.01454, 0.280061, 0.959872)","(0.438677, -0.888534, -0.134427)","(-0.013832, -0.87618, 0.481787)","(0.076086, -0.944155, 0.320596)","(-0.238981, -0.882191, -0.405743)","(0.086748, -0.877649, -0.471389)",
5.11451,"(0.038297, -0.004896, -0.05527)","(0.007397, 0.990174, 0.139643)","(-0.627557, -0.774172, 0.082644)","(0.155669, -0.573149, -0.804529)","(0.069058, 0.331317, 0.940989)","(0.448465, -0.872098, -0.195768)","(-0.033333, -0.866789, 0.497561)","(0.058896, -0.941902, 0.330685)","(-0.247302, -0.881601, -0.402023)","(0.072034, -0.87751, -0.474118)",
5.160446,"(0.048167, -0.008537, -0.059534)","(0.012388, 0.990124, 0.139647)","(-0.61376, -0.780996, 0.115515)","(0.141197, -0.566901, -0.811595)","(0.157781, 0.381609, 0.910758)","(0.473979, -0.846157, -0.243646)","(-0.052468, -0.856421, 0.513605)","(0.044265, -0.938641, 0.342044)","(-0.254371, -0.87973, -0.401708)","(0.056912, -0.875181, -0.480436)",
5.205864,"(0.056947, -0.012784, -0.062914)","(0.016848, 0.990058, 0.139651)","(-0.596568, -0.786576, 0.159392)","(0.131462, -0.558859, -0.818776)","(0.245182, 0.426932, 0.870411)","(0.511347, -0.812147, -0.280965)","(-0.070792, -0.845658, 0.52901)","(0.032797, -0.934729, 0.353845)","(-0.25964, -0.876879, -0.404561)","(0.041786, -0.870929, -0.489628)",
5.251137,"(0.064425, -0.017178, -0.065366)","(0.020664, 0.989985, 0.139651)","(-0.574362, -0.79081, 0.21149)","(0.128796, -0.552452, -0.823534)","(0.325568, 0.462542, 0.824658)","(0.556731, -0.771167, -0.308791)","(-0.088102, -0.835297, 0.542694)","(0.024783, -0.930663, 0.365036)","(-0.262751, -0.873377, -0.41009)","(0.026891, -0.865174, -0.500751)",
5.297943,"(0.070577, -0.021338, -0.066917)","(0.02382, 0.989914, 0.139654)","(-0.546203, -0.793809, 0.267452)","(0.135557, -0.549495, -0.824427)","(0.396268, 0.485789, 0.77909)","(0.606114, -0.72436, -0.328523)","(-0.104433, -0.825913, 0.554041)","(0.020215, -0.926892, 0.374784)","(-0.263508, -0.869541, -0.417687)","(0.012278, -0.85839, -0.512851)",
5.346298,"(0.07549, -0.024985, -0.067584)","(0.026372, 0.989849, 0.139655)","(-0.512658, -0.795294, 0.323558)","(0.154162, -0.550296, -0.820615)","(0.458742, 0.493438, 0.738968)","(0.656986, -0.672714, -0.340333)","(-0.120193, -0.817986, 0.562541)","(0.019842, -0.923787, 0.382391)","(-0.261715, -0.86558, -0.426939)","(-0.003205, -0.850888, -0.525337)",
5.392281,"(0.078973, -0.027747, -0.067269)","(0.028211, 0.989798, 0.139656)","(-0.47768, -0.794153, 0.37569)","(0.185573, -0.554138, -0.811476)","(0.514372, 0.481706, 0.709494)","(0.70625, -0.619588, -0.342523)","(-0.135038, -0.812383, 0.567273)","(0.022575, -0.921843, 0.386905)","(-0.257153, -0.861734, -0.437363)","(-0.017874, -0.843091, -0.537474)",1
5.43763,"(0.080768, -0.029255, -0.065931)","(0.029194, 0.98977, 0.139656)","(-0.446288, -0.792774, 0.415134)","(0.224959, -0.559232, -0.797905)","(0.559891, 0.450413, 0.69545)","(0.748747, -0.572029, -0.334906)","(-0.147536, -0.810059, 0.567484)","(0.02854, -0.921406, 0.387552)","(-0.250423, -0.858396, -0.447711)","(-0.030981, -0.83591, -0.547992)",
5.482887,"(0.081104, -0.029654, -0.063595)","(0.029464, 0.989761, 0.139661)","(-0.420478, -0.789679, 0.446774)","(0.269786, -0.564546, -0.780067)","(0.599677, 0.402151, 0.691854)","(0.786597, -0.52928, -0.318007)","(-0.158026, -0.81089, 0.563458)","(0.037291, -0.922399, 0.384434)","(-0.241805, -0.855429, -0.458008)","(-0.042803, -0.829299, -0.557164)",
5.528908,"(0.079984, -0.028949, -0.060141)","(0.029044, 0.989774, 0.139656)","(-0.397235, -0.788068, 0.47027)","(0.317912, -0.569684, -0.757887)","(0.631026, 0.340022, 0.697274)","(0.820887, -0.490733, -0.292106)","(-0.166275, -0.815013, 0.555073)","(0.048587, -0.924889, 0.37712)","(-0.231521, -0.852878, -0.467971)","(-0.053182, -0.82338, -0.564993)",
5.574333,"(0.077189, -0.027164, -0.05584)","(0.027936, 0.989806, 0.139656)","(-0.37607, -0.788529, 0.486614)","(0.367915, -0.574703, -0.730996)","(0.653263, 0.264187, 0.709544)","(0.852406, -0.455218, -0.257257)","(-0.171664, -0.822234, 0.542644)","(0.062463, -0.928545, 0.365926)","(-0.219632, -0.851068, -0.476912)","(-0.061617, -0.818524, -0.571158)",
5.619987,"(0.072931, -0.024251, -0.050319)","(0.026156, 0.989854, 0.139659)","(-0.358758, -0.791057, 0.495502)","(0.41605, -0.579595, -0.700694)","(0.663878, 0.178761, 0.726162)","(0.880295, -0.422898, -0.215031)","(-0.173426, -0.832854, 0.525621)","(0.078039, -0.933443, 0.350135)","(-0.207432, -0.849857, -0.484473)","(-0.067595, -0.815106, -0.575355)",
5.664452,"(0.066954, -0.020652, -0.044676)","(0.02368, 0.989917, 0.139654)","(-0.345669, -0.794953, 0.49856)","(0.461426, -0.584593, -0.667335)","(0.661702, 0.084707, 0.744967)","(0.905083, -0.391862, -0.165134)","(-0.17234, -0.845042, 0.506165)","(0.095605, -0.938269, 0.332432)","(-0.193456, -0.850065, -0.489863)","(-0.070703, -0.813416, -0.57737)",
5.709702,"(0.059806, -0.016495, -0.038351)","(0.020633, 0.989986, 0.139652)","(-0.337043, -0.799782, 0.49674)","(0.501319, -0.589743, -0.633153)","(0.646731, -0.011379, 0.762634)","(0.925884, -0.3616, -0.109476)","(-0.167426, -0.858907, 0.483992)","(0.113814, -0.943109, 0.312397)","(-0.18022, -0.850882, -0.493479)","(-0.070874, -0.813199, -0.577655)",
5.754478,"(0.051262, -0.012115, -0.031672)","(0.016918, 0.990057, 0.13965)","(-0.332787, -0.804652, 0.491719)","(0.536704, -0.59591, -0.597361)","(0.618134, -0.108151, 0.778597)","(0.943455, -0.328282, -0.046077)","(-0.159118, -0.873533, 0.460024)","(0.133091, -0.947322, 0.29132)","(-0.166789, -0.852344, -0.495673)","(-0.067928, -0.814147, -0.576672)",
5.799461,"(0.041772, -0.008036, -0.025018)","(0.012707, 0.990119, 0.13965)","(-0.334101, -0.807706, 0.485785)","(0.563585, -0.603664, -0.563881)","(0.579569, -0.199753, 0.790062)","(0.956522, -0.290526, 0.025711)","(-0.148008, -0.887639, 0.436109)","(0.152526, -0.950372, 0.271164)","(-0.153856, -0.854027, -0.496957)","(-0.062102, -0.815688, -0.575148)",
5.845055,"(0.031488, -0.004574, -0.0185)","(0.007999, 0.99017, 0.139644)","(-0.340653, -0.809072, 0.478913)","(0.577915, -0.61465, -0.536862)","(0.532916, -0.282458, 0.797633)","(0.963355, -0.244904, 0.109406)","(-0.134512, -0.900598, 0.413316)","(0.172858, -0.951949, 0.252811)","(-0.141471, -0.85543, -0.498222)","(-0.054541, -0.817334, -0.573576)",
5.891541,"(0.020619, -0.001977, -0.012107)","(0.002859, 0.990198, 0.13964)","(-0.352738, -0.808813, 0.470528)","(0.581309, -0.628342, -0.516978)","(0.481159, -0.353839, 0.80205)","(0.960455, -0.191293, 0.202318)","(-0.118495, -0.912123, 0.392416)","(0.193527, -0.952023, 0.237064)","(-0.13045, -0.855931, -0.500365)","(-0.045188, -0.818516, -0.572704)",
5.936089,"(0.009435, -0.000421, -0.00556)","(-0.002642, 0.990199, 0.139639)","(-0.371539, -0.807488, 0.458173)","(0.579769, -0.641367, -0.50251)","(0.428537, -0.411707, 0.804272)","(0.945037, -0.133687, 0.298383)","(-0.101794, -0.921938, 0.373722)","(0.214347, -0.950736, 0.223957)","(-0.119635, -0.855102, -0.504469)","(-0.034525, -0.818718, -0.573157)",
5.981087,"(-0.001055, -0.000039, 0.0006)","(-0.008096, 0.990174, 0.139607)","(-0.395732, -0.805219, 0.441609)","(0.581965, -0.64708, -0.492548)","(0.381588, -0.452866, 0.805794)","(0.917781, -0.083504, 0.388209)","(-0.085217, -0.929422, 0.359044)","(0.233771, -0.948271, 0.214789)","(-0.110709, -0.852646, -0.510626)","(-0.02375, -0.81776, -0.57507)",
6.026825,"(-0.011514, -0.000645, 0.006574)","(-0.013611, 0.99011, 0.139632)","(-0.426969, -0.800419, 0.420746)","(0.590383, -0.646744, -0.482877)","(0.337018, -0.482231, 0.808623)","(0.8801, -0.040409, 0.473065)","(-0.067646, -0.935617, 0.346476)","(0.253313, -0.944648, 0.2085)","(-0.102894, -0.849153, -0.518027)","(-0.012472, -0.815423, -0.578731)",
6.072365,"(-0.022056, -0.002394, 0.01216)","(-0.019271, 0.990016, 0.13963)","(-0.466622, -0.791324, 0.395057)","(0.603684, -0.643753, -0.470264)","(0.295793, -0.498141, 0.815084)","(0.835262, -0.002161, 0.549848)","(-0.048356, -0.940418, 0.336565)","(0.273591, -0.939521, 0.206028)","(-0.096234, -0.844621, -0.526644)","(-0.000781, -0.811088, -0.584924)",
