time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
25.4588,"(0.0832654, -0.0295465, 1.90925e-05)","(0.52092, 0.00842158, 0.853564)","(-0.162825, 0.982422, 0.0912968)","(-0.838119, -0.1874, 0.512287)","(0.319175, -0.0340545, 0.947084)","(-0.162825, 0.982422, 0.0912968)","(-0.933698, -0.184321, 0.306976)","(-0.162825, 0.982422, 0.0912968)","(0, 0, 0)","(0.355444, -0.886167, 0.297266)","(0, 0, 0)","(-0.202674, -0.972897, 0.111329)","(-0.294461, -0.954849, 0.039443)","(-0.252536, -0.962363, 0.100416)","(0.323923, -0.943604, -0.0684498)","(0.469026, -0.880701, -0.066184)",0
25.4921,"(0.0789956, -0.0248538, 1.63443e-05)","(0.474921, 0.0303331, 0.879506)","(-0.142782, 0.988728, 0.0450683)","(-0.868524, -0.148518, 0.472872)","(0.283013, -0.00205058, 0.959114)","(-0.142782, 0.988727, 0.0450683)","(-0.94856, -0.150666, 0.278448)","(-0.142782, 0.988728, 0.0450683)","(0, 0, 0)","(0.349709, -0.871947, 0.342654)","(0, 0, 0)","(-0.265834, -0.957282, 0.113766)","(-0.293374, -0.95357, 0.0680877)","(-0.338162, -0.935241, 0.104745)","(0.324482, -0.944888, -0.0435668)","(0.409657, -0.910528, -0.0558465)",0
25.5255,"(0.0750353, -0.0216203, 1.56827e-05)","(0.42843, 0.0504533, 0.902165)","(-0.12098, 0.992651, 0.00283962)","(-0.895495, -0.110989, 0.431011)","(0.277073, 0.0306214, 0.960361)","(-0.12098, 0.992651, 0.00283961)","(-0.953365, -0.116745, 0.278327)","(-0.12098, 0.992651, 0.00283961)","(0, 0, 0)","(0.34746, -0.846537, 0.403295)","(0, 0, 0)","(-0.337914, -0.930761, 0.139637)","(-0.299519, -0.949557, 0.0928956)","(-0.397294, -0.911281, 0.10828)","(0.333491, -0.942073, -0.0358182)","(0.363619, -0.931244, -0.0237772)",0
25.5589,"(0.071308, -0.0192356, 1.56168e-05)","(0.401131, 0.0507879, 0.914612)","(-0.0995155, 0.994971, -0.011344)","(-0.910535, -0.0863858, 0.404306)","(0.304595, 0.0404069, 0.951625)","(-0.0995155, 0.994971, -0.0113439)","(-0.947234, -0.0915158, 0.307201)","(-0.0995155, 0.994971, -0.0113439)","(0, 0, 0)","(0.332417, -0.837132, 0.434407)","(0, 0, 0)","(-0.419819, -0.888506, 0.185226)","(-0.34279, -0.935602, 0.0845165)","(-0.434813, -0.89347, 0.112467)","(0.337922, -0.938683, -0.0684284)","(0.354885, -0.93491, -0.000415157)",0
25.5922,"(0.0682671, -0.0177122, 1.6753e-05)","(0.397045, 0.0369194, 0.917056)","(-0.0739118, 0.997231, -0.00817782)","(-0.914701, -0.0645473, 0.398944)","(0.364352, 0.0338126, 0.930647)","(-0.0739118, 0.997231, -0.00817781)","(-0.928164, -0.0667786, 0.36613)","(-0.0739118, 0.997231, -0.00817782)","(0, 0, 0)","(0.314239, -0.835468, 0.45083)","(0, 0, 0)","(-0.50597, -0.826006, 0.248411)","(-0.366092, -0.928662, 0.0596951)","(-0.472941, -0.873837, 0.112853)","(0.266024, -0.95956, -0.0920606)","(0.348388, -0.937349, 0.00185864)",0
25.6256,"(0.0656325, -0.0171741, 1.35891e-05)","(0.401274, 0.0230006, 0.915669)","(-0.0477738, 0.998849, -0.00430659)","(-0.91468, -0.0420565, 0.401985)","(0.440597, 0.0232835, 0.897403)","(-0.0477738, 0.998849, -0.00430659)","(-0.896406, -0.0414004, 0.441296)","(-0.0477738, 0.998849, -0.00430659)","(0, 0, 0)","(0.317208, -0.820919, 0.474838)","(0, 0, 0)","(-0.598668, -0.734912, 0.318591)","(-0.325504, -0.945538, 0.00201434)","(-0.509623, -0.854154, 0.103463)","(0.247619, -0.963802, -0.0988465)","(0.227955, -0.973625, 0.00957123)",0
25.659,"(0.0656325, -0.0171741, 1.35891e-05)","(0.415944, 0.0234049, 0.909089)","(-0.0270759, 0.99954, -0.0136585)","(-0.909053, -0.0188219, 0.416255)","(0.522179, 0.0240574, 0.852496)","(-0.0270759, 0.99954, -0.0136585)","(-0.852496, -0.0155686, 0.522501)","(-0.0270759, 0.99954, -0.0136585)","(-0.306301, -0.936898, -0.168526)","(0.330835, -0.777139, 0.535354)","(-0.442112, -0.815342, 0.373838)","(-0.659865, -0.630577, 0.408596)","(-0.25395, -0.966503, -0.03716)","(-0.560875, -0.821643, 0.101595)","(0.236744, -0.967875, -0.084672)","(0.0608896, -0.997212, 0.0431262)",0
25.6923,"(0.0624329, -0.0167695, 6.34566e-06)","(0.436938, 0.0415125, 0.898533)","(-0.0209158, 0.999127, -0.0361686)","(-0.899301, -0.00246783, 0.437323)","(0.599874, 0.0408156, 0.799053)","(-0.0209158, 0.999127, -0.0361686)","(-0.799949, 0.00620103, 0.600035)","(-0.0209158, 0.999127, -0.0361686)","(-0.328925, -0.927431, -0.177991)","(0.353597, -0.688881, 0.632781)","(-0.464352, -0.816992, 0.341907)","(-0.678335, -0.543748, 0.494165)","(-0.164076, -0.983675, -0.0739141)","(-0.612595, -0.783317, 0.105557)","(0.289916, -0.953973, -0.076712)","(-0.130658, -0.988305, 0.078618)",0
25.7257,"(0.0618371, -0.0144919, 4.30122e-06)","(0.461028, 0.0579918, 0.885489)","(-0.0242061, 0.998316, -0.052722)","(-0.887046, 0.00323075, 0.46167)","(0.647066, 0.0557793, 0.760391)","(-0.0242061, 0.998316, -0.052722)","(-0.762087, 0.0164774, 0.647264)","(-0.0242061, 0.998316, -0.052722)","(-0.342565, -0.923048, -0.175018)","(0.382752, -0.545072, 0.745921)","(-0.480376, -0.815218, 0.323509)","(-0.671968, -0.489129, 0.556068)","(-0.135905, -0.987074, -0.0849349)","(-0.670128, -0.733061, 0.116406)","(0.295613, -0.951405, -0.0862601)","(-0.22976, -0.968924, 0.0916353)",0
25.7591,"(0.0621824, -0.00894134, 4.33847e-06)","(0.480169, 0.0700489, 0.874374)","(-0.0362296, 0.997546, -0.059909)","(-0.876426, -0.00291115, 0.481527)","(0.678628, 0.0687051, 0.731262)","(-0.0362296, 0.997546, -0.059909)","(-0.733575, 0.0141985, 0.679461)","(-0.0362296, 0.997546, -0.059909)","(-0.353803, -0.918803, -0.174996)","(0.425937, -0.336385, 0.839895)","(-0.519991, -0.803721, 0.289207)","(-0.676072, -0.439671, 0.591283)","(-0.119463, -0.988122, -0.096665)","(-0.726215, -0.678071, 0.113279)","(0.283811, -0.954244, -0.0941774)","(-0.280824, -0.956547, 0.0784596)",0
25.7924,"(0.0627417, -0.000437307, 8.27983e-06)","(0.50289, 0.0535371, 0.862691)","(-0.0466956, 0.998332, -0.033957)","(-0.86337, -0.0238275, 0.504008)","(0.736188, 0.060748, 0.674046)","(-0.0466956, 0.998332, -0.033957)","(-0.675269, -0.00796236, 0.737529)","(-0.0466956, 0.998332, -0.033957)","(-0.333289, -0.927647, -0.168492)","(0.456713, -0.097119, 0.884297)","(-0.528941, -0.794178, 0.299171)","(-0.718145, -0.378483, 0.583968)","(-0.117086, -0.98661, -0.113544)","(-0.767887, -0.632906, 0.0988935)","(0.268542, -0.957303, -0.107036)","(-0.296335, -0.954288, 0.0389928)",0
25.8258,"(0.063706, 0.0104507, 1.4133e-05)","(0.535519, 0.0232445, 0.844203)","(-0.067394, 0.997574, 0.0174371)","(-0.842666, -0.0677451, 0.534159)","(0.826487, 0.0561683, 0.560148)","(-0.067394, 0.997574, 0.0174371)","(-0.558443, -0.0549862, 0.827719)","(-0.067394, 0.997574, 0.0174371)","(-0.290153, -0.942156, -0.16779)","(0.458524, 0.130819, 0.879)","(-0.502794, -0.801306, 0.324202)","(-0.777802, -0.294029, 0.555492)","(-0.111679, -0.983794, -0.140278)","(-0.776833, -0.625411, 0.0734197)","(0.24311, -0.961613, -0.12727)","(-0.269843, -0.962197, -0.036915)",0
25.8592,"(0.0655353, 0.0238814, 1.98774e-05)","(0.567411, 0.00527926, 0.823417)","(-0.101152, 0.992747, 0.0649793)","(-0.817272, -0.120417, 0.56353)","(0.89499, 0.0669113, 0.44104)","(-0.101152, 0.992747, 0.0649793)","(-0.433105, -0.101814, 0.895575)","(-0.101152, 0.992747, 0.0649793)","(-0.223405, -0.961612, -0.159349)","(0.457173, 0.31732, 0.830843)","(-0.435611, -0.827243, 0.354842)","(-0.885246, -0.172531, 0.431941)","(-0.112759, -0.980578, -0.160473)","(-0.794478, -0.604158, 0.0616239)","(0.200912, -0.967385, -0.154273)","(-0.192292, -0.965708, -0.174449)",0
25.8925,"(0.0676569, 0.0377863, 2.45176e-05)","(0.598163, 0.0115259, 0.801292)","(-0.13866, 0.986222, 0.0902157)","(-0.788964, -0.164545, 0.591997)","(0.923124, 0.0958388, 0.372366)","(-0.13866, 0.986222, 0.0902157)","(-0.358278, -0.134604, 0.923861)","(-0.13866, 0.986222, 0.0902157)","(-0.155963, -0.97811, -0.137757)","(0.475786, 0.515635, 0.712565)","(-0.344292, -0.859794, 0.377118)","(-0.988269, 0.0111596, 0.152315)","(-0.150549, -0.975554, -0.160095)","(-0.82239, -0.556147, 0.119896)","(0.184954, -0.967793, -0.170787)","(-0.0492668, -0.951952, -0.302259)",0
25.9259,"(0.0701917, 0.0484959, 2.97159e-05)","(0.61203, 0.028294, 0.790328)","(-0.16567, 0.981743, 0.0934521)","(-0.773242, -0.188016, 0.605597)","(0.911687, 0.116056, 0.394155)","(-0.16567, 0.981743, 0.0934521)","(-0.37602, -0.150599, 0.914291)","(-0.16567, 0.981743, 0.0934521)","(-0.103338, -0.986116, -0.129987)","(0.463984, 0.632792, 0.619914)","(-0.265781, -0.883507, 0.385715)","(-0.971991, 0.213941, -0.0972781)","(-0.265184, -0.960271, -0.0869335)","(-0.842267, -0.505541, 0.187121)","(0.177581, -0.972478, -0.150838)","(0.111357, -0.922679, -0.369138)",0
25.9593,"(0.0735435, 0.0556041, 3.46262e-05)","(0.62332, 0.0457888, 0.780625)","(-0.182135, 0.979329, 0.0879823)","(-0.760469, -0.196934, 0.618792)","(0.891168, 0.126714, 0.435617)","(-0.182135, 0.979329, 0.0879823)","(-0.415415, -0.158405, 0.895733)","(-0.182135, 0.979329, 0.0879823)","(-0.108448, -0.984723, -0.136233)","(0.416481, 0.683667, 0.599285)","(-0.243527, -0.887648, 0.390866)","(-0.901859, 0.431161, -0.0273841)","(-0.398335, -0.916293, 0.041658)","(-0.832884, -0.486052, 0.264685)","(0.201831, -0.97286, -0.11317)","(0.263516, -0.919083, -0.292995)",0
25.9926,"(0.0762531, 0.0589531, 3.74284e-05)","(0.614735, 0.0691769, 0.785694)","(-0.19539, 0.978449, 0.066786)","(-0.764256, -0.194692, 0.614823)","(0.856278, 0.137938, 0.497756)","(-0.19539, 0.978449, 0.066786)","(-0.478, -0.15587, 0.864419)","(-0.19539, 0.978449, 0.066786)","(-0.180765, -0.971905, -0.15075)","(0.282527, 0.639019, 0.715425)","(-0.326393, -0.866308, 0.378125)","(-0.841184, 0.399451, 0.364482)","(-0.490035, -0.862233, 0.128139)","(-0.798944, -0.538178, 0.268425)","(0.228685, -0.970036, -0.0820576)","(0.372457, -0.907867, -0.192494)",0
26.026,"(0.0776427, 0.0562086, 3.67161e-05)","(0.601405, 0.10897, 0.791478)","(-0.213303, 0.97659, 0.0278281)","(-0.770063, -0.186104, 0.610219)","(0.790195, 0.158057, 0.592123)","(-0.213303, 0.97659, 0.0278281)","(-0.573612, -0.151953, 0.80491)","(-0.213303, 0.97659, 0.0278281)","(-0.297326, -0.926928, -0.228913)","(0.0775356, 0.401211, 0.912698)","(-0.540002, -0.795799, 0.274046)","(-0.504751, 0.449042, 0.737285)","(-0.503551, -0.849699, 0.156358)","(-0.734247, -0.626198, 0.262216)","(0.259523, -0.963565, -0.0647381)","(0.419585, -0.904625, -0.0748484)",1
26.0594,"(0.0782374, 0.0447936, 3.3848e-05)","(0.586475, 0.127104, 0.799932)","(-0.220041, 0.97547, 0.00636761)","(-0.779538, -0.179844, 0.599981)","(0.724625, 0.159943, 0.670326)","(-0.220041, 0.97547, 0.00636762)","(-0.652683, -0.153406, 0.741938)","(-0.220041, 0.97547, 0.00636762)","(-0.435109, -0.843182, -0.315791)","(-0.173648, -0.0188182, 0.984628)","(-0.78933, -0.570953, 0.225768)","(-0.286183, 0.486921, 0.825231)","(-0.482152, -0.87202, 0.0843224)","(-0.602617, -0.757531, 0.250998)","(0.308184, -0.944571, -0.113173)","(0.396117, -0.917341, 0.0397175)",0
26.0927,"(0.0777091, 0.0276766, 2.86132e-05)","(0.583658, 0.119214, 0.803201)","(-0.213123, 0.976976, 0.00985811)","(-0.783549, -0.176899, 0.595615)","(0.652615, 0.134733, 0.745614)","(-0.213123, 0.976976, 0.00985813)","(-0.727421, -0.164182, 0.66626)","(-0.213123, 0.976976, 0.00985812)","(-0.523645, -0.752492, -0.39944)","(-0.261081, -0.461891, 0.84764)","(-0.948764, -0.235957, 0.210168)","(-0.27336, 0.533301, 0.80054)","(-0.414127, -0.909608, -0.0333657)","(-0.434463, -0.86993, 0.233376)","(0.329211, -0.925271, -0.188399)","(0.312973, -0.942068, 0.120645)",0
26.1261,"(0.0758566, 0.00726881, 2.33106e-05)","(0.585853, 0.0861733, 0.805823)","(-0.190824, 0.98104, 0.0338728)","(-0.787533, -0.17347, 0.591354)","(0.602156, 0.0903009, 0.793255)","(-0.190824, 0.98104, 0.0338728)","(-0.775507, -0.169377, 0.608195)","(-0.190824, 0.98104, 0.0338728)","(-0.623232, -0.750742, -0.219017)","(-0.330214, -0.724442, 0.605097)","(-0.845231, 0.081274, 0.528184)","(-0.688709, 0.489108, 0.535213)","(-0.319745, -0.928342, -0.18959)","(-0.299195, -0.929856, 0.214125)","(0.359179, -0.88404, -0.299105)","(0.258461, -0.952782, 0.159389)",0
26.1595,"(0.0740863, -0.014091, 2.26609e-05)","(0.570121, 0.0531844, 0.819837)","(-0.159625, 0.986014, 0.0479285)","(-0.805697, -0.157571, 0.570985)","(0.525156, 0.0456514, 0.84978)","(-0.159625, 0.986014, 0.0479285)","(-0.83579, -0.159062, 0.525505)","(-0.159625, 0.986014, 0.0479285)","(-0.643392, -0.76533, 0.0177765)","(-0.402237, -0.827856, 0.390972)","(-0.623638, 0.153947, 0.766405)","(-0.975516, 0.183952, 0.120543)","(-0.229155, -0.911505, -0.341536)","(-0.259503, -0.942643, 0.20996)","(0.358533, -0.863775, -0.354044)","(0.268161, -0.946577, 0.179113)",0
26.1928,"(0.0726569, -0.033791, 2.74289e-05)","(0.548518, 0.0317437, 0.835536)","(-0.137169, 0.989122, 0.053118)","(-0.824728, -0.143462, 0.54703)","(0.480735, 0.0202053, 0.876633)","(-0.137169, 0.989122, 0.053118)","(-0.865999, -0.145565, 0.478389)","(-0.137169, 0.989122, 0.053118)","(-0.61729, -0.759789, 0.204143)","(-0.553199, -0.790174, 0.263812)","(-0.466504, -0.0723419, 0.881556)","(-0.985232, 0.0662191, -0.157903)","(-0.175656, -0.891237, -0.418141)","(-0.281108, -0.930713, 0.23399)","(0.361003, -0.85549, -0.371232)","(0.311813, -0.925628, 0.214444)",0
26.2262,"(0.0715589, -0.0466498, 3.8353e-05)","(0.533561, 0.024222, 0.845415)","(-0.116778, 0.992131, 0.0451464)","(-0.837685, -0.122799, 0.53217)","(0.508962, 0.0195986, 0.860566)","(-0.116778, 0.992131, 0.0451464)","(-0.852938, -0.123351, 0.507229)","(-0.116778, 0.992131, 0.0451464)","(-0.571427, -0.809123, 0.137081)","(-0.643512, -0.648404, 0.406774)","(-0.518868, -0.468178, 0.715252)","(-0.968143, 0.181846, 0.172136)","(-0.151169, -0.880125, -0.450032)","(-0.315308, -0.910625, 0.2671)","(0.345694, -0.864603, -0.364634)","(0.348578, -0.899409, 0.263734)",0
26.2596,"(0.0712336, -0.0527205, 4.67576e-05)","(0.543456, 0.0364538, 0.838646)","(-0.108061, 0.993797, 0.0262924)","(-0.832688, -0.104631, 0.543767)","(0.599137, 0.0412925, 0.799581)","(-0.108061, 0.993797, 0.0262924)","(-0.793872, -0.100753, 0.599681)","(-0.108061, 0.993797, 0.0262924)","(-0.497346, -0.866949, 0.0323456)","(-0.595525, -0.33379, 0.730708)","(-0.441117, -0.771756, 0.458048)","(-0.63316, 0.271945, 0.724676)","(-0.174189, -0.887373, -0.426881)","(-0.332564, -0.892899, 0.303534)","(0.35931, -0.865062, -0.350091)","(0.365447, -0.886687, 0.283256)",0
26.2929,"(0.0712336, -0.0527205, 4.67576e-05)","(0.558061, 0.0600556, 0.827624)","(-0.107029, 0.994256, -0.000137893)","(-0.823007, -0.0881005, 0.561157)","(0.683264, 0.0727266, 0.72654)","(-0.107029, 0.994256, -0.000137884)","(-0.722735, -0.0757921, 0.686957)","(-0.107029, 0.994256, -0.000137889)","(-0.397313, -0.916996, -0.0355168)","(-0.414736, 0.133531, 0.900091)","(-0.341134, -0.884126, 0.319296)","(-0.246831, 0.422463, 0.872124)","(-0.23277, -0.882941, -0.407717)","(-0.342077, -0.881229, 0.326218)","(0.39516, -0.856509, -0.332025)","(0.366545, -0.88672, 0.281732)",0
26.3263,"(0.0735285, -0.0531336, 4.65423e-05)","(0.563331, 0.0892054, 0.821402)","(-0.123796, 0.992045, -0.0228337)","(-0.816768, -0.088767, 0.570097)","(0.729916, 0.106808, 0.67514)","(-0.123796, 0.992045, -0.0228336)","(-0.672204, -0.0660683, 0.737413)","(-0.123796, 0.992045, -0.0228336)","(-0.32055, -0.946005, -0.0481861)","(-0.218641, 0.466946, 0.85683)","(-0.28998, -0.902906, 0.317288)","(-0.252393, 0.484745, 0.837448)","(-0.291898, -0.871408, -0.394265)","(-0.353175, -0.870526, 0.342713)","(0.428994, -0.850453, -0.304456)","(0.364546, -0.892092, 0.26698)",0
26.3597,"(0.0761215, -0.0509467, 3.94635e-05)","(0.560796, 0.0958854, 0.822383)","(-0.144629, 0.989341, -0.0169344)","(-0.815317, -0.109426, 0.568581)","(0.708263, 0.113761, 0.696723)","(-0.144629, 0.989341, -0.0169344)","(-0.691365, -0.0882086, 0.717101)","(-0.144629, 0.989341, -0.0169344)","(-0.305209, -0.941179, -0.145018)","(-0.227119, 0.386588, 0.893849)","(-0.389486, -0.886498, 0.249845)","(-0.212478, 0.62283, 0.752952)","(-0.315553, -0.868032, -0.383336)","(-0.362604, -0.872068, 0.328657)","(0.439457, -0.850733, -0.288325)","(0.355721, -0.90354, 0.238911)",0
26.393,"(0.0791905, -0.048997, 2.749e-05)","(0.550617, 0.0969666, 0.829107)","(-0.167298, 0.985896, -0.00451559)","(-0.817968, -0.136182, 0.558913)","(0.670135, 0.115104, 0.73326)","(-0.167298, 0.985896, -0.00451558)","(-0.723621, -0.119021, 0.679858)","(-0.167298, 0.985896, -0.00451559)","(-0.374093, -0.89941, -0.226086)","(-0.296854, 0.00370172, 0.954916)","(-0.641773, -0.727877, 0.241498)","(-0.279906, 0.57998, 0.765033)","(-0.322644, -0.870467, -0.371736)","(-0.370396, -0.871458, 0.321508)","(0.429902, -0.861202, -0.271138)","(0.353554, -0.900095, 0.254617)",0
26.4264,"(0.0820154, -0.0482937, 1.94408e-05)","(0.535788, 0.0945265, 0.839045)","(-0.190171, 0.981696, 0.0104212)","(-0.8225, -0.165361, 0.544197)","(0.612485, 0.109927, 0.782801)","(-0.190171, 0.981696, 0.0104212)","(-0.767075, -0.155558, 0.622413)","(-0.190171, 0.981696, 0.0104212)","(-0.464433, -0.872591, -0.151284)","(-0.37542, -0.512877, 0.772022)","(-0.785821, -0.388477, 0.481218)","(-0.587173, 0.491336, 0.643286)","(-0.335521, -0.870813, -0.359319)","(-0.389229, -0.860208, 0.329458)","(0.428021, -0.866779, -0.255916)","(0.342581, -0.89621, 0.281863)",0
26.4598,"(0.0839853, -0.0486668, 1.56142e-05)","(0.51691, 0.107967, 0.849204)","(-0.212575, 0.977132, 0.00495433)","(-0.829128, -0.18329, 0.528158)","(0.586397, 0.12317, 0.800605)","(-0.212575, 0.977132, 0.00495434)","(-0.781494, -0.173604, 0.599274)","(-0.212575, 0.977132, 0.00495434)","(-0.528239, -0.845555, 0.0774667)","(-0.419873, -0.787833, 0.450584)","(-0.676172, 0.104142, 0.729346)","(-0.982495, 0.0898292, 0.1632)","(-0.352665, -0.868736, -0.347744)","(-0.40644, -0.849225, 0.337082)","(0.427143, -0.872187, -0.238407)","(0.334116, -0.897172, 0.288876)",0
26.4931,"(0.0839853, -0.0486668, 1.56142e-05)","(0.501087, 0.118495, 0.857246)","(-0.2245, 0.974468, -0.00344761)","(-0.83576, -0.190806, 0.514876)","(0.556813, 0.131241, 0.820204)","(-0.2245, 0.974468, -0.0034476)","(-0.799689, -0.1824, 0.572038)","(-0.2245, 0.974468, -0.00344761)","(-0.518534, -0.802412, 0.295393)","(-0.453738, -0.870417, 0.191038)","(-0.426805, 0.324872, 0.843976)","(-0.96819, -0.114969, -0.222241)","(-0.366722, -0.8661, -0.339684)","(-0.422192, -0.841097, 0.338098)","(0.429898, -0.872589, -0.231897)","(0.32778, -0.901777, 0.281705)",0
26.5265,"(0.0854235, -0.050185, 2.17892e-05)","(0.493887, 0.12472, 0.860535)","(-0.22703, 0.973827, -0.0108326)","(-0.839365, -0.190027, 0.509269)","(0.545914, 0.136477, 0.826651)","(-0.22703, 0.973827, -0.0108326)","(-0.806496, -0.18177, 0.562604)","(-0.22703, 0.973827, -0.0108326)","(-0.513419, -0.775363, 0.367713)","(-0.521304, -0.844631, 0.121822)","(-0.399415, 0.316048, 0.86057)","(-0.967313, -0.165149, -0.192434)","(-0.374831, -0.875058, -0.306227)","(-0.426887, -0.840034, 0.33483)","(0.434041, -0.873667, -0.219808)","(0.327765, -0.90668, 0.265521)",0
26.5599,"(0.0854235, -0.050185, 2.17892e-05)","(0.496158, 0.147208, 0.855662)","(-0.22533, 0.973574, -0.0371566)","(-0.838867, -0.174058, 0.515758)","(0.572685, 0.161926, 0.803624)","(-0.22533, 0.973574, -0.0371566)","(-0.789047, -0.158468, 0.593542)","(-0.22533, 0.973574, -0.0371566)","(-0.516402, -0.808971, 0.280882)","(-0.621881, -0.72307, 0.300723)","(-0.482233, 0.0496819, 0.874633)","(-0.959018, -0.0890755, 0.268981)","(-0.383682, -0.893103, -0.234852)","(-0.422854, -0.841696, 0.335772)","(0.43736, -0.879619, -0.187048)","(0.324481, -0.907055, 0.268259)",0
26.5932,"(0.0847835, -0.0522017, 3.46288e-05)","(0.514453, 0.15032, 0.84424)","(-0.220777, 0.974537, -0.0391756)","(-0.828844, -0.16635, 0.534177)","(0.626642, 0.171858, 0.760121)","(-0.220777, 0.974537, -0.0391755)","(-0.747827, -0.143263, 0.648252)","(-0.220777, 0.974537, -0.0391756)","(-0.458635, -0.884233, 0.0882409)","(-0.565774, -0.491116, 0.662348)","(-0.567184, -0.433781, 0.700097)","(-0.64406, -0.0136552, 0.764853)","(-0.386651, -0.907016, -0.166804)","(-0.418819, -0.839366, 0.346491)","(0.436781, -0.882047, -0.176681)","(0.321254, -0.906869, 0.272735)",1
26.6266,"(0.0847835, -0.0522017, 3.46288e-05)","(0.546235, 0.170477, 0.820101)","(-0.214767, 0.974831, -0.0598348)","(-0.80982, -0.143589, 0.568835)","(0.710717, 0.197459, 0.675197)","(-0.214767, 0.974831, -0.0598348)","(-0.670224, -0.102857, 0.734997)","(-0.214767, 0.974831, -0.0598348)","(-0.327684, -0.939419, -0.10057)","(-0.408975, 0.0407516, 0.911635)","(-0.46418, -0.769186, 0.439192)","(-0.331068, 0.178721, 0.926527)","(-0.386239, -0.916377, -0.105227)","(-0.407842, -0.839783, 0.358371)","(0.43149, -0.88503, -0.174752)","(0.31376, -0.908329, 0.276574)",0
26.66,"(0.0847835, -0.0522017, 3.46288e-05)","(0.583118, 0.16872, 0.794674)","(-0.213418, 0.975629, -0.0509883)","(-0.78419, -0.139287, 0.604686)","(0.758716, 0.197126, 0.62088)","(-0.213418, 0.975629, -0.0509883)","(-0.616218, -0.0928254, 0.782086)","(-0.213418, 0.975629, -0.0509883)","(-0.186179, -0.964519, -0.187191)","(-0.193234, 0.356763, 0.913992)","(-0.30834, -0.908703, 0.281401)","(-0.214524, 0.387983, 0.896353)","(-0.394398, -0.917586, -0.0498654)","(-0.409535, -0.831287, 0.375823)","(0.431647, -0.885498, -0.171973)","(0.30879, -0.911854, 0.270502)",0
26.6933,"(0.0847835, -0.0522017, 3.46288e-05)","(0.607796, 0.179375, 0.773569)","(-0.214456, 0.975048, -0.0573529)","(-0.764589, -0.131197, 0.631024)","(0.788471, 0.207397, 0.579051)","(-0.214456, 0.975048, -0.0573529)","(-0.576564, -0.0789774, 0.813226)","(-0.214456, 0.975048, -0.0573529)","(-0.112368, -0.973406, -0.199636)","(-0.165357, 0.53502, 0.828499)","(-0.230445, -0.898875, 0.372717)","(-0.332182, 0.399916, 0.854238)","(-0.400539, -0.915962, -0.0241118)","(-0.40645, -0.827492, 0.38737)","(0.433073, -0.884597, -0.173023)","(0.300877, -0.915918, 0.265644)",0
26.7267,"(0.0849861, -0.0543714, 3.39068e-05)","(0.614481, 0.181396, 0.767795)","(-0.218289, 0.974307, -0.0554505)","(-0.758158, -0.133589, 0.638241)","(0.761553, 0.205987, 0.614497)","(-0.218289, 0.974307, -0.0554505)","(-0.61009, -0.0923801, 0.786928)","(-0.218289, 0.974307, -0.0554505)","(-0.119109, -0.965882, -0.229968)","(-0.187228, 0.14959, 0.97086)","(-0.351036, -0.787238, 0.506982)","(-0.353167, 0.279693, 0.892774)","(-0.409965, -0.91032, -0.0569813)","(-0.404576, -0.821576, 0.401659)","(0.43182, -0.886548, -0.166023)","(0.297506, -0.910543, 0.287056)",0
26.7601,"(0.0849861, -0.0543714, 3.39068e-05)","(0.610143, 0.159082, 0.776156)","(-0.228388, 0.973348, -0.0208016)","(-0.759617, -0.164358, 0.62926)","(0.707897, 0.17615, 0.683998)","(-0.228388, 0.973348, -0.0208016)","(-0.670719, -0.139615, 0.728453)","(-0.228388, 0.973348, -0.0208016)","(-0.210605, -0.975599, -0.06206)","(-0.365938, -0.380477, 0.84931)","(-0.440987, -0.420896, 0.792702)","(-0.768669, 0.180525, 0.613644)","(-0.415536, -0.896509, -0.153629)","(-0.399486, -0.810921, 0.427572)","(0.431797, -0.876973, -0.21088)","(0.293301, -0.90715, 0.30175)",0
26.7934,"(0.085971, -0.056795, 2.10904e-05)","(0.597571, 0.171397, 0.783283)","(-0.238681, 0.970608, -0.0308278)","(-0.766475, -0.168533, 0.619768)","(0.625885, 0.175877, 0.759826)","(-0.238681, 0.970608, -0.0308278)","(-0.743938, -0.161783, 0.64837)","(-0.238681, 0.970608, -0.0308278)","(-0.346708, -0.92214, 0.171614)","(-0.384272, -0.791423, 0.475378)","(-0.458507, 0.0790883, 0.885165)","(-0.958928, -0.0695648, 0.274986)","(-0.428527, -0.88741, -0.169909)","(-0.399938, -0.799754, 0.447708)","(0.442406, -0.882414, -0.160068)","(0.291093, -0.896673, 0.333531)",0
26.8268,"(0.085971, -0.056795, 2.10904e-05)","(0.582826, 0.176399, 0.79322)","(-0.245706, 0.968723, -0.0346986)","(-0.775434, -0.175127, 0.606657)","(0.564331, 0.172867, 0.807247)","(-0.245706, 0.968723, -0.0346986)","(-0.788661, -0.180003, 0.587889)","(-0.245706, 0.968723, -0.0346986)","(-0.471642, -0.781306, 0.408797)","(-0.353362, -0.894727, 0.27313)","(-0.331341, 0.396918, 0.855961)","(-0.921177, -0.368016, -0.126477)","(-0.427539, -0.894237, -0.13248)","(-0.398157, -0.808746, 0.432898)","(0.445579, -0.8872, -0.119729)","(0.292712, -0.90005, 0.322846)",0
