time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
12.6,"(-0.0942499, -0.00630062, -1.62469e-05)","(0.983135, -0.0494204, 0.176077)","(0.0581695, 0.996984, -0.0513671)","(-0.172994, 0.0608008, 0.983044)","(0.947165, -0.0396516, 0.318287)","(0.0581695, 0.996984, -0.0513671)","(-0.315363, 0.0673636, 0.946577)","(0.0581695, 0.996984, -0.0513671)","(0.053377, -0.973111, -0.224068)","(0.0326433, -0.983732, -0.17665)","(-0.287654, -0.918534, 0.271203)","(-0.170597, -0.98117, 0.090567)","(-0.103474, -0.99373, 0.0423426)","(0.0212332, -0.999371, 0.0283908)","(-0.0317674, -0.930846, -0.364029)","(0.0959521, -0.914108, -0.393953)",0
12.6333,"(-0.0990506, -0.00537283, -1.97475e-05)","(0.989346, -0.0532461, 0.135496)","(0.0659059, 0.993404, -0.0938306)","(-0.129461, 0.101723, 0.986353)","(0.95539, -0.0355241, 0.293205)","(0.065906, 0.993404, -0.0938306)","(-0.288032, 0.108986, 0.951399)","(0.0659059, 0.993404, -0.0938306)","(0.0980276, -0.980867, -0.168196)","(0.0322724, -0.993031, -0.113351)","(-0.08069, -0.967271, 0.240573)","(-0.25756, -0.962919, 0.0803071)","(-0.0583168, -0.997972, 0.0255291)","(0.0194475, -0.999163, 0.0359914)","(-0.051644, -0.943247, -0.328051)","(0.0967713, -0.922458, -0.373774)",0
12.6667,"(-0.104018, -0.0030286, -2.07467e-05)","(0.98965, -0.0593923, 0.130633)","(0.0764917, 0.988188, -0.132789)","(-0.121097, 0.141386, 0.98252)","(0.947447, -0.0297662, 0.318524)","(0.0764917, 0.988188, -0.132789)","(-0.310996, 0.150116, 0.938481)","(0.0764917, 0.988188, -0.132789)","(0.139118, -0.984969, -0.102388)","(0.0356813, -0.999349, -0.00536147)","(0.116008, -0.964427, 0.237534)","(-0.305137, -0.942549, 0.13599)","(-0.0248342, -0.999502, 0.0194611)","(0.0106035, -0.999122, 0.040531)","(-0.0578361, -0.956018, -0.287548)","(0.117654, -0.926199, -0.358209)",0
12.7,"(-0.109283, 0.000352931, -2.04229e-05)","(0.989478, -0.0676893, 0.127871)","(0.0888328, 0.981952, -0.166971)","(-0.114106, 0.176604, 0.977645)","(0.935257, -0.0236037, 0.353182)","(0.0888328, 0.981952, -0.166971)","(-0.342761, 0.187768, 0.920466)","(0.0888328, 0.981952, -0.166971)","(0.11973, -0.990101, -0.0732481)","(0.0167534, -0.995918, 0.0886914)","(0.145882, -0.958251, 0.245912)","(-0.332429, -0.915563, 0.226351)","(0.00122134, -0.99979, 0.0204483)","(0.0168368, -0.998826, 0.0454184)","(-0.0479729, -0.96994, -0.23857)","(0.132661, -0.933845, -0.332166)",0
12.7333,"(-0.114425, 0.00419375, -1.88735e-05)","(0.987724, -0.0754482, 0.136783)","(0.100245, 0.977805, -0.183977)","(-0.119761, 0.195477, 0.973368)","(0.921572, -0.0212949, 0.387622)","(0.100245, 0.977805, -0.183977)","(-0.375016, 0.20854, 0.903257)","(0.100245, 0.977805, -0.183977)","(0.0817595, -0.993634, -0.0775073)","(-0.0245454, -0.988307, 0.150487)","(0.131782, -0.958677, 0.252134)","(-0.376229, -0.876256, 0.301042)","(0.0204376, -0.999493, 0.0244176)","(0.0281667, -0.99813, 0.0542567)","(-0.0170432, -0.976403, -0.215284)","(0.152938, -0.933708, -0.323728)",0
12.7667,"(-0.119029, 0.00650072, -1.98446e-05)","(0.985646, -0.0835268, 0.146717)","(0.110962, 0.975519, -0.189868)","(-0.127246, 0.203464, 0.970779)","(0.917938, -0.0274295, 0.395775)","(0.110962, 0.975519, -0.189868)","(-0.380873, 0.218145, 0.898526)","(0.110962, 0.975519, -0.189868)","(0.0433239, -0.995615, -0.0829105)","(-0.0703533, -0.981796, 0.176426)","(0.138848, -0.947702, 0.287372)","(-0.39766, -0.824451, 0.402674)","(0.032289, -0.999102, 0.0274296)","(0.0376889, -0.997417, 0.0611465)","(0.0180905, -0.977909, -0.208246)","(0.181075, -0.930198, -0.319287)",0
12.8,"(-0.123286, 0.00751964, -2.24653e-05)","(0.984511, -0.0878381, 0.151733)","(0.115934, 0.975388, -0.187556)","(-0.131553, 0.202252, 0.970458)","(0.919402, -0.0339285, 0.391853)","(0.115934, 0.975388, -0.187556)","(-0.375882, 0.217844, 0.900698)","(0.115934, 0.975388, -0.187556)","(0.0269055, -0.998213, -0.0533482)","(-0.117712, -0.976504, 0.180508)","(0.141677, -0.945867, 0.291999)","(-0.460196, -0.765772, 0.449235)","(0.0384395, -0.998885, 0.0274025)","(0.0369913, -0.997295, 0.0635139)","(0.0446125, -0.976729, -0.209786)","(0.212182, -0.923722, -0.318931)",0
12.8333,"(-0.126918, 0.00746392, -2.58593e-05)","(0.984043, -0.0909143, 0.152953)","(0.117297, 0.977885, -0.173154)","(-0.133838, 0.188329, 0.972944)","(0.926152, -0.0444865, 0.374519)","(0.117297, 0.977885, -0.173154)","(-0.358597, 0.204237, 0.910876)","(0.117297, 0.977885, -0.173154)","(0.0198862, -0.999084, -0.0378843)","(-0.17191, -0.968822, 0.17841)","(0.147003, -0.940478, 0.306418)","(-0.549796, -0.6997, 0.456228)","(0.0402527, -0.998893, 0.0243615)","(0.0292541, -0.997466, 0.0648581)","(0.065673, -0.97487, -0.212875)","(0.228551, -0.919074, -0.321042)",1
12.8667,"(-0.129979, 0.00648426, -2.75672e-05)","(0.981924, -0.0910358, 0.165944)","(0.116447, 0.981357, -0.152903)","(-0.148958, 0.16951, 0.974206)","(0.918323, -0.0480688, 0.392902)","(0.116447, 0.981357, -0.152903)","(-0.378319, 0.186326, 0.906729)","(0.116447, 0.981357, -0.152903)","(0.0172707, -0.99985, -0.00163039)","(-0.212212, -0.943698, 0.253772)","(0.0944942, -0.956107, 0.277363)","(-0.661395, -0.621092, 0.420476)","(0.0395972, -0.999058, 0.0177268)","(0.00305562, -0.99758, 0.0694667)","(0.0765312, -0.974255, -0.21206)","(0.246096, -0.911103, -0.330648)",0
12.9,"(-0.13254, 0.0052911, -2.86957e-05)","(0.973644, -0.0890091, 0.209986)","(0.115084, 0.985719, -0.122936)","(-0.196158, 0.144183, 0.969914)","(0.89433, -0.0512545, 0.444463)","(0.115084, 0.985719, -0.122936)","(-0.431961, 0.162197, 0.887188)","(0.115084, 0.985719, -0.122936)","(-0.057010725, -0.9846805, -0.0509952925)","(-0.204493, -0.909041, 0.363081)","(-0.02809335, -0.92136025, 0.31278775)","(-0.707061, -0.537048, 0.460048)","(0.0404168, -0.999129, 0.0104163)","(-0.0473214, -0.995602, 0.0808571)","(0.0835494, -0.976107, -0.200586)","(0.264008, -0.909154, -0.322085)",0
12.9333,"(-0.134701, 0.00443717, -2.6544e-05)","(0.953508, -0.0827534, 0.289784)","(0.114705, 0.988348, -0.100059)","(-0.278179, 0.128981, 0.95183)","(0.855178, -0.0481918, 0.516089)","(0.114705, 0.988348, -0.100059)","(-0.505333, 0.145377, 0.850591)","(0.114705, 0.988348, -0.100059)","(-0.13129215, -0.969511, -0.100360195)","(-0.120643, -0.87319, 0.472213)","(-0.1506809, -0.8866135, 0.3482125)","(-0.705292, -0.45795, 0.541152)","(0.0447333, -0.998999, 0.000903095)","(-0.132376, -0.985119, 0.109624)","(0.117321, -0.975847, -0.18428)","(0.310607, -0.889776, -0.334398)",0
12.9667,"(-0.134701, 0.00443717, -2.6544e-05)","(0.921663, -0.0724899, 0.381159)","(0.114743, 0.989435, -0.0886165)","(-0.370721, 0.125337, 0.920248)","(0.830554, -0.0466174, 0.554983)","(0.114743, 0.989435, -0.0886165)","(-0.544994, 0.137282, 0.827124)","(0.114743, 0.989435, -0.0886165)","(-0.205573575, -0.9543415, -0.149725097)","(-0.0303637, -0.868477, 0.494798)","(-0.27326845, -0.85186675, 0.38363725)","(-0.682612, -0.368664, 0.630973)","(0.0436037, -0.999049, -0.000286325)","(-0.199062, -0.971554, 0.128282)","(0.191344, -0.966411, -0.171573)","(0.32026, -0.896694, -0.305569)",0
13,"(-0.136814, 0.0016024, -2.45088e-05)","(0.88053, -0.0520355, 0.471126)","(0.110914, 0.989103, -0.0968185)","(-0.461088, 0.136823, 0.876742)","(0.828702, -0.0382933, 0.558378)","(0.110914, 0.989103, -0.0968185)","(-0.548635, 0.142188, 0.823882)","(0.110914, 0.989103, -0.0968185)","(-0.279855, -0.939172, -0.19909)","(0.0375937, -0.877546, 0.478017)","(-0.395856, -0.81712, 0.419062)","(-0.653178, -0.319471, 0.68651)","(0.0311382, -0.999506, -0.00416884)","(-0.238676, -0.96203, 0.132411)","(0.265257, -0.949807, -0.165851)","(0.317592, -0.916465, -0.243367)",0
13.0333,"(-0.136839, -0.00466235, -2.15129e-05)","(0.843895, -0.0148642, 0.536302)","(0.0836183, 0.990915, -0.105339)","(-0.529562, 0.131935, 0.837948)","(0.839448, -0.0127827, 0.543289)","(0.0836183, 0.990915, -0.105339)","(-0.53651, 0.134403, 0.833122)","(0.0836183, 0.990915, -0.105339)","(-0.290784, -0.936378, -0.196575)","(0.0799999, -0.884193, 0.46022)","(-0.367246, -0.816603, 0.445297)","(-0.462433, -0.303873, 0.832956)","(0.00651456, -0.999628, -0.026479)","(-0.267214, -0.951346, 0.153419)","(0.29907, -0.939049, -0.169542)","(0.295026, -0.95057, -0.0968277)",0
13.0667,"(-0.136263, -0.0149756, -1.86375e-05)","(0.819669, 0.00677522, 0.572797)","(0.0290604, 0.998048, -0.0552851)","(-0.571757, 0.0615077, 0.818114)","(0.853483, 0.00675601, 0.521077)","(0.0290604, 0.998048, -0.055285)","(-0.519563, 0.0628836, 0.852115)","(0.0290604, 0.998048, -0.0552851)","(-0.260941, -0.937183, -0.231511)","(0.155348, -0.924143, 0.349038)","(-0.387616, -0.804967, 0.449203)","(-0.147637, -0.469331, 0.870592)","(-0.0750377, -0.995775, -0.0529265)","(-0.315033, -0.925023, 0.212339)","(0.349049, -0.91659, -0.195008)","(0.289616, -0.956156, -0.0434512)",0
13.1,"(-0.135168, -0.028673, -1.84403e-05)","(0.81343, 0.0156157, 0.581454)","(-0.0407074, 0.998698, 0.0307404)","(-0.581779, -0.0487512, 0.811884)","(0.865325, 0.0212916, 0.500758)","(-0.0407074, 0.998698, 0.0307404)","(-0.499975, -0.0470893, 0.864759)","(-0.0407074, 0.998698, 0.0307404)","(-0.237202, -0.922923, -0.303231)","(0.246704, -0.943925, 0.219416)","(-0.404655, -0.808148, 0.427963)","(0.24301, -0.614611, 0.750466)","(-0.18791, -0.982182, 0.00289989)","(-0.375426, -0.880356, 0.289878)","(0.398451, -0.885055, -0.240655)","(0.30029, -0.951734, -0.0634697)",0
13.1333,"(-0.133966, -0.0447798, -2.2336e-05)","(0.814567, 0.00161264, 0.580068)","(-0.0978289, 0.98605, 0.134668)","(-0.571995, -0.166445, 0.803192)","(0.865074, 0.01638, 0.501377)","(-0.0978289, 0.98605, 0.134668)","(-0.492002, -0.165577, 0.854703)","(-0.0978289, 0.98605, 0.134668)","(-0.201982, -0.888534, -0.41196)","(0.333359, -0.939154, 0.0828383)","(-0.472494, -0.803783, 0.361501)","(0.440895, -0.732327, 0.518949)","(-0.310442, -0.938427, 0.151595)","(-0.434878, -0.827235, 0.355756)","(0.455812, -0.853577, -0.252273)","(0.335717, -0.931717, -0.138557)",0
13.1667,"(-0.132661, -0.0602436, -2.3741e-05)","(0.809328, -0.00628377, 0.587324)","(-0.136341, 0.970849, 0.197137)","(-0.571613, -0.239563, 0.784773)","(0.845328, 0.00802694, 0.534187)","(-0.136341, 0.970849, 0.197137)","(-0.517084, -0.239414, 0.82177)","(-0.136341, 0.970849, 0.197137)","(-0.207273, -0.846272, -0.490776)","(0.387475, -0.919748, 0.0626662)","(-0.499929, -0.820002, 0.278689)","(0.523623, -0.752091, 0.400222)","(-0.384114, -0.866587, 0.318566)","(-0.485543, -0.773526, 0.407314)","(0.468128, -0.849615, -0.242922)","(0.379904, -0.915599, -0.131728)",0
13.2,"(-0.131521, -0.0725949, -2.43676e-05)","(0.801112, -0.0202623, 0.598172)","(-0.160929, 0.955672, 0.246562)","(-0.577015, -0.293604, 0.762135)","(0.817147, -0.0135092, 0.576271)","(-0.160929, 0.955672, 0.246562)","(-0.554434, -0.293768, 0.778655)","(-0.160929, 0.955672, 0.246562)","(-0.217352, -0.802478, -0.555686)","(0.410392, -0.90843, 0.0795758)","(-0.557787, -0.820874, 0.122636)","(0.558271, -0.736683, 0.381617)","(-0.432797, -0.803434, 0.408878)","(-0.528412, -0.724935, 0.44187)","(0.472331, -0.851066, -0.229325)","(0.426385, -0.895826, -0.125267)",0
13.2333,"(-0.130618, -0.0809665, -2.7874e-05)","(0.78714, -0.0244323, 0.616291)","(-0.172841, 0.950436, 0.258452)","(-0.592265, -0.310046, 0.743703)","(0.788114, -0.0242035, 0.615054)","(-0.172841, 0.950436, 0.258452)","(-0.591044, -0.310012, 0.744688)","(-0.172841, 0.950436, 0.258452)","(-0.228976, -0.776193, -0.587448)","(0.409062, -0.907223, 0.0980534)","(-0.57614, -0.817296, -0.00950416)","(0.559459, -0.726952, 0.39818)","(-0.486758, -0.763164, 0.425026)","(-0.554196, -0.69671, 0.45548)","(0.482027, -0.840748, -0.246561)","(0.457219, -0.876719, -0.149381)",0
13.2667,"(-0.130155, -0.0857733, -3.11523e-05)","(0.77716, -0.0283772, 0.628663)","(-0.173526, 0.950462, 0.257897)","(-0.605048, -0.30965, 0.733507)","(0.769767, -0.0321568, 0.637514)","(-0.173526, 0.950462, 0.257897)","(-0.614445, -0.309241, 0.725829)","(-0.173526, 0.950462, 0.257897)","(-0.225096, -0.758573, -0.611472)","(0.394514, -0.914107, 0.0936373)","(-0.588151, -0.803516, -0.0918679)","(0.548731, -0.728713, 0.409721)","(-0.521472, -0.741701, 0.421838)","(-0.565801, -0.684904, 0.459103)","(0.485525, -0.833218, -0.264599)","(0.476214, -0.856831, -0.197638)",0
13.3,"(-0.130203, -0.0879378, -2.75942e-05)","(0.762396, -0.026415, 0.646572)","(-0.169708, 0.956018, 0.239225)","(-0.624454, -0.292083, 0.724393)","(0.751322, -0.031511, 0.659183)","(-0.169708, 0.956018, 0.239225)","(-0.637735, -0.291545, 0.712948)","(-0.169708, 0.956018, 0.239225)","(-0.210736, -0.762942, -0.611154)","(0.386148, -0.913481, 0.128227)","(-0.564125, -0.824289, -0.0480731)","(0.524957, -0.743121, 0.41496)","(-0.539084, -0.731666, 0.417196)","(-0.567411, -0.680772, 0.463244)","(0.492695, -0.833125, -0.251306)","(0.486183, -0.846828, -0.21566)",0
13.3333,"(-0.130203, -0.0879378, -2.75942e-05)","(0.749442, -0.0366247, 0.661056)","(-0.159311, 0.959062, 0.234136)","(-0.642551, -0.280769, 0.712949)","(0.731165, -0.0443914, 0.680755)","(-0.159311, 0.959062, 0.234136)","(-0.663266, -0.279633, 0.694178)","(-0.159311, 0.959062, 0.234136)","(-0.164568, -0.780025, -0.60372)","(0.380405, -0.913052, 0.147065)","(-0.542034, -0.840299, 0.00981433)","(0.502374, -0.751251, 0.428068)","(-0.533708, -0.733685, 0.42055)","(-0.561553, -0.686287, 0.462243)","(0.490993, -0.840907, -0.227599)","(0.479029, -0.852401, -0.209626)",0
13.3667,"(-0.130203, -0.0879378, -2.75942e-05)","(0.731439, -0.052109, 0.679913)","(-0.144105, 0.962617, 0.229351)","(-0.666359, -0.265493, 0.696763)","(0.696397, -0.0652377, 0.714685)","(-0.144105, 0.962617, 0.229351)","(-0.702891, -0.262222, 0.661198)","(-0.144105, 0.962617, 0.229351)","(-0.115763, -0.796494, -0.593461)","(0.37352, -0.908566, 0.187058)","(-0.523772, -0.850353, 0.050613)","(0.489063, -0.766295, 0.416665)","(-0.531088, -0.736831, 0.418361)","(-0.556781, -0.697485, 0.451121)","(0.488107, -0.847413, -0.208907)","(0.480478, -0.855037, -0.19507)",0
13.4,"(-0.132189, -0.0876292, -2.85073e-05)","(0.702622, -0.0647186, 0.708614)","(-0.121816, 0.969871, 0.210977)","(-0.700953, -0.234611, 0.673515)","(0.629343, -0.0862916, 0.772322)","(-0.121816, 0.969871, 0.210977)","(-0.767291, -0.227229, 0.599693)","(-0.121816, 0.969871, 0.210977)","(-0.0554553, -0.834714, -0.547885)","(0.358918, -0.913428, 0.191904)","(-0.479306, -0.871306, 0.105318)","(0.466261, -0.802921, 0.371374)","(-0.536342, -0.733843, 0.416907)","(-0.565104, -0.710987, 0.418515)","(0.490797, -0.850763, -0.187939)","(0.488829, -0.85596, -0.168457)",0
13.4333,"(-0.133498, -0.0859771, -2.60777e-05)","(0.651715, -0.0640466, 0.755755)","(-0.0933181, 0.981214, 0.168854)","(-0.75316, -0.182283, 0.632079)","(0.512498, -0.0910915, 0.853843)","(-0.0933181, 0.981214, 0.168854)","(-0.853659, -0.170854, 0.492011)","(-0.0933181, 0.981214, 0.168854)","(0.0419309, -0.883308, -0.466915)","(0.323486, -0.922117, 0.212268)","(-0.330214, -0.924804, 0.188937)","(0.406397, -0.861466, 0.304495)","(-0.551231, -0.736863, 0.391379)","(-0.579853, -0.725875, 0.369968)","(0.49973, -0.853285, -0.148911)","(0.508031, -0.851897, -0.127187)",1
13.4667,"(-0.134922, -0.0827686, -2.18189e-05)","(0.581986, -0.0517953, 0.811548)","(-0.0640118, 0.991408, 0.114077)","(-0.811123, -0.12007, 0.572418)","(0.382872, -0.0760082, 0.920669)","(-0.0640118, 0.991408, 0.114077)","(-0.921807, -0.106385, 0.372766)","(-0.0640118, 0.991408, 0.114077)","(0.151197, -0.916389, -0.370636)","(0.267306, -0.936749, 0.22594)","(-0.155907, -0.95569, 0.249699)","(0.333342, -0.903738, 0.268591)","(-0.550657, -0.752994, 0.360246)","(-0.589503, -0.746172, 0.309375)","(0.494539, -0.862957, -0.103618)","(0.535753, -0.839727, -0.0884691)",0
13.5,"(-0.136416, -0.0764606, -1.55306e-05)","(0.513733, -0.0424888, 0.856897)","(-0.0335217, 0.996892, 0.0712933)","(-0.857312, -0.065586, 0.510602)","(0.279969, -0.0576879, 0.958274)","(-0.0335217, 0.996892, 0.0712933)","(-0.95946, -0.0526917, 0.276876)","(-0.0335217, 0.996892, 0.0712933)","(0.231446, -0.919779, -0.316921)","(0.213214, -0.94891, 0.232614)","(-0.0383328, -0.958965, 0.280922)","(0.230453, -0.946927, 0.224099)","(-0.523328, -0.79554, 0.305359)","(-0.573715, -0.775804, 0.26264)","(0.478254, -0.873535, -0.0906008)","(0.552267, -0.831538, -0.059554)",0
13.5333,"(-0.137294, -0.0691448, -9.50014e-06)","(0.45992, -0.0422421, 0.886955)","(-0.00889765, 0.998547, 0.0531433)","(-0.887906, -0.0323053, 0.458889)","(0.22724, -0.0490953, 0.9726)","(-0.00889765, 0.998547, 0.0531433)","(-0.973818, -0.0208559, 0.22637)","(-0.00889765, 0.998547, 0.0531433)","(0.265152, -0.916607, -0.299209)","(0.170727, -0.953043, 0.250121)","(-0.00709974, -0.963174, 0.268784)","(0.148199, -0.982095, 0.116308)","(-0.452151, -0.853239, 0.25989)","(-0.545783, -0.805085, 0.232291)","(0.43452, -0.895486, -0.0964233)","(0.551964, -0.833142, -0.0347974)",0
13.5667,"(-0.138456, -0.0610315, -4.56637e-06)","(0.380678, -0.0343356, 0.92407)","(0.00955302, 0.999346, 0.0348736)","(-0.92476, -0.00568374, 0.380509)","(0.177651, -0.0354234, 0.983456)","(0.00955302, 0.999346, 0.0348736)","(-0.984098, 0.00249253, 0.177611)","(0.00955302, 0.999346, 0.0348736)","(0.320339, -0.898345, -0.2716848)","(0.15303, -0.943512, 0.293881)","(0.117549808, -0.9257498, 0.1881174)","(0.138466, -0.987075, 0.0806808)","(-0.342794, -0.921485, 0.182639)","(-0.501781, -0.843597, 0.191206)","(0.38541, -0.915403, -0.116175)","(0.540133, -0.841578, 0.00160144)",0
13.6,"(-0.139425, -0.0506874, 4.62774e-07)","(0.297489, -0.0314559, 0.954207)","(0.0335561, 0.99914, 0.0243561)","(-0.954158, 0.024374, 0.298309)","(0.129451, -0.0274985, 0.991205)","(0.0335561, 0.99914, 0.0243562)","(-0.991036, 0.0297906, 0.130231)","(0.0335561, 0.99914, 0.0243561)","(0.375526, -0.880083, -0.2441606)","(0.252953, -0.921282, 0.295389)","(0.242199356, -0.8883256, 0.1074508)","(0.307587, -0.951206, 0.0244616)","(-0.220682, -0.968401, 0.116182)","(-0.449794, -0.882782, 0.135578)","(0.353787, -0.927014, -0.124416)","(0.512364, -0.858698, 0.0110164)",0
13.6333,"(-0.139724, -0.039477, 1.41655e-05)","(0.214836, -0.0309733, 0.976159)","(0.0543725, 0.99831, 0.0204944)","(-0.975057, 0.0491611, 0.21644)","(0.105796, -0.0260928, 0.994045)","(0.0543725, 0.99831, 0.0204944)","(-0.992873, 0.0519041, 0.107281)","(0.0543725, 0.99831, 0.0204944)","(0.430713, -0.861821, -0.2166364)","(0.34998, -0.892793, 0.283609)","(0.366848904, -0.8509014, 0.0267842)","(0.490972, -0.868953, 0.0621885)","(-0.136473, -0.990573, 0.0118272)","(-0.405832, -0.909443, 0.0906311)","(0.344476, -0.927887, -0.142693)","(0.483141, -0.87551, 0.00754728)",0
13.6667,"(-0.13926, -0.0295658, 3.09651e-05)","(0.0528285, 0.00877441, 0.998565)","(0.0863295, 0.996228, -0.00873246)","(-0.995775, 0.0764321, 0.0508933)","(-0.079888, 0.0192397, 0.996618)","(0.0863295, 0.996228, -0.00873246)","(-0.994099, 0.0712045, -0.0818313)","(0.0863295, 0.996228, -0.00873246)","(0.4859, -0.843559, -0.1891122)","(0.21957, -0.92638, 0.305957)","(0.491498452, -0.8134772, -0.0538824)","(0.264841, -0.954429, 0.137568)","(-0.10302, -0.992611, -0.0641098)","(-0.36638, -0.929249, 0.0475654)","(0.308305, -0.94528, -0.10674)","(0.458048, -0.888751, 0.0176979)",0
13.7,"(-0.139141, -0.0197275, 4.66277e-05)","(-0.150419, 0.0539092, 0.987152)","(0.105675, 0.993823, -0.0339074)","(-0.983812, 0.0889426, -0.155576)","(-0.307243, 0.0688492, 0.949137)","(0.105675, 0.993823, -0.0339074)","(-0.946935, 0.075088, -0.312532)","(0.105675, 0.993823, -0.0339074)","(0.541087, -0.825297, -0.161588)","(-0.0845392, -0.951945, 0.294371)","(0.616148, -0.776053, -0.134549)","(-0.192418, -0.962171, 0.192879)","(-0.0766732, -0.989795, -0.12011)","(-0.35917, -0.933264, 0.00381488)","(0.213261, -0.976985, -0.00444565)","(0.436419, -0.895547, 0.086801)",0
13.7333,"(-0.138277, -0.00921872, 6.47699e-05)","(-0.37201, 0.0962112, 0.923229)","(0.127597, 0.990593, -0.0494381)","(-0.919145, 0.101684, -0.38057)","(-0.574071, 0.117634, 0.810311)","(0.127597, 0.990593, -0.0494381)","(-0.808435, 0.0769746, -0.58353)","(0.127597, 0.990593, -0.0494381)","(0.500192, -0.851874, -0.155305)","(-0.378361, -0.895595, 0.233992)","(0.588161, -0.78116, -0.209419)","(-0.570431, -0.818477, 0.0685896)","(-0.043522, -0.990977, -0.126766)","(-0.331954, -0.94089, -0.0673246)","(0.11324, -0.984575, 0.133375)","(0.406825, -0.893675, 0.189311)",0
13.7667,"(-0.13709, -0.000542629, 7.81041e-05)","(-0.615835, 0.107761, 0.780471)","(0.129904, 0.990947, -0.0339005)","(-0.776933, 0.0819604, -0.624226)","(-0.754095, 0.121928, 0.645348)","(0.129904, 0.990947, -0.0339005)","(-0.643529, 0.0594163, -0.763112)","(0.129904, 0.990947, -0.0339005)","(0.460858, -0.874691, -0.150085)","(-0.439363, -0.887249, 0.140535)","(0.538881, -0.777463, -0.324281)","(-0.575168, -0.809718, -0.116355)","(0.00550054, -0.991361, -0.131045)","(-0.304501, -0.942576, -0.137224)","(0.0329446, -0.962604, 0.268901)","(0.32973, -0.912759, 0.241143)",0
13.8,"(-0.135649, 0.0061664, 7.83229e-05)","(-0.883624, 0.120972, 0.4523)","(0.127993, 0.991352, -0.0289563)","(-0.451433, 0.0354072, -0.891602)","(-0.904018, 0.125116, 0.408775)","(0.127993, 0.991352, -0.0289563)","(-0.408543, 0.0280282, -0.912309)","(0.127993, 0.991352, -0.0289563)","(0.374522, -0.916857, -0.138226)","(-0.457931, -0.88176, 0.113128)","(0.420342, -0.751363, -0.50869)","(-0.583976, -0.78279, -0.21497)","(0.0230038, -0.99252, -0.119897)","(-0.244631, -0.960239, -0.134525)","(0.0120062, -0.96761, 0.252166)","(0.224517, -0.959165, 0.172032)",0
13.8333,"(-0.134316, 0.0105111, 7.3768e-05)","(-0.987643, 0.117359, 0.103865)","(0.115375, 0.992569, -0.0386639)","(-0.107411, -0.0247483, -0.993907)","(-0.970319, 0.120269, 0.209801)","(0.115375, 0.992569, -0.0386639)","(-0.212773, -0.0126977, -0.977019)","(0.115375, 0.992569, -0.0386639)","(0.291208, -0.94599, -0.142479)","(-0.448343, -0.886831, 0.111885)","(0.290875, -0.71761, -0.632793)","(-0.589519, -0.779811, -0.210624)","(0.0305262, -0.994501, -0.100176)","(-0.18283, -0.976762, -0.111846)","(-0.00982312, -0.977295, 0.211654)","(0.119014, -0.988832, 0.0897011)",0
13.8667,"(-0.132558, 0.012682, 6.84936e-05)","(-0.994963, 0.095341, -0.0309788)","(0.0966946, 0.994537, -0.039331)","(0.0268677, -0.0434548, -0.998694)","(-0.986159, 0.101122, 0.131396)","(0.0966946, 0.994537, -0.039331)","(-0.134675, -0.0261942, -0.990544)","(0.0966946, 0.994537, -0.039331)","(0.22845, -0.962993, -0.14302)","(-0.419096, -0.899571, 0.123006)","(0.15116, -0.711766, -0.685959)","(-0.58596, -0.786681, -0.194381)","(0.0112926, -0.997331, -0.0721352)","(-0.121269, -0.990061, -0.0712248)","(-0.0102568, -0.992197, 0.124258)","(0.0519455, -0.998643, 0.00373072)",0
13.9,"(-0.132558, 0.012682, 6.84936e-05)","(-0.996215, 0.0793551, -0.0354776)","(0.0821352, 0.995342, -0.0504737)","(0.0313227, -0.05337, -0.998083)","(-0.989185, 0.0871324, 0.117984)","(0.0821352, 0.995342, -0.0504737)","(-0.121773, -0.040008, -0.991751)","(0.0821352, 0.995342, -0.0504737)","(0.118813, -0.985893, -0.117892)","(-0.39104, -0.906322, 0.160211)","(-0.188693, -0.695961, -0.692844)","(-0.558431, -0.803824, -0.204993)","(-0.00119491, -0.996666, -0.0815759)","(-0.0703967, -0.993745, -0.0866925)","(-0.0447045, -0.994053, 0.0993022)","(0.0248651, -0.99969, -0.00109867)",0
13.9333,"(-0.128209, 0.0112095, 5.59096e-05)","(-0.964874, 0.037021, -0.260092)","(0.0642415, 0.995597, -0.0682546)","(0.257068, -0.0769343, -0.963326)","(-0.997978, 0.0620159, 0.0139616)","(0.0642415, 0.995597, -0.0682546)","(-0.0178912, -0.0660948, -0.997653)","(0.0642415, 0.995597, -0.0682546)","(-0.00398037, -0.996619, 0.0820629)","(-0.383264, -0.901082, 0.20288)","(-0.643613, -0.511976, -0.568896)","(-0.482964, -0.852475, -0.200081)","(0.00292114, -0.996219, -0.0868231)","(-0.0369746, -0.99362, -0.106542)","(-0.123961, -0.99119, 0.0466463)","(-0.00385685, -0.999257, -0.0383514)",0
