time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
22.6667,"(0.0366684, -0.0247414, 2.23799e-05)","(0.98864, 0.148359, 0.0240783)","(-0.151203, 0.984005, 0.0941873)","(-0.00934928, -0.0974181, 0.9952)","(0.988118, 0.153135, -0.0131093)","(-0.151203, 0.984005, 0.0941873)","(0.027596, -0.091004, 0.995468)","(-0.151203, 0.984005, 0.0941873)","(-0.403223, -0.914798, -0.0235569)","(0.206773, -0.844247, 0.494461)","(0.587517, -0.652415, 0.478726)","(-0.108438, -0.178336, 0.977976)","(-0.126442, -0.988226, 0.0861527)","(0.0990041, -0.990831, 0.0919376)","(-0.136574, -0.866291, -0.480507)","(0.226311, -0.870516, -0.437019)",0
22.7,"(0.0331226, -0.0242732, 2.89313e-05)","(0.98706, 0.140135, -0.0779415)","(-0.131711, 0.987225, 0.0896651)","(0.0895052, -0.079706, 0.992792)","(0.988695, 0.138209, -0.058148)","(-0.131711, 0.987225, 0.0896651)","(0.0697134, -0.0819084, 0.994199)","(-0.131711, 0.987225, 0.0896651)","(-0.43547, -0.899127, 0.0440018)","(0.280275, -0.754641, 0.593265)","(0.651417, -0.6226, 0.433617)","(-0.0600946, 0.30165, 0.951523)","(-0.0170061, -0.998521, 0.0516339)","(0.0955555, -0.990842, 0.0954002)","(-0.21197, -0.845411, -0.490254)","(0.198875, -0.866609, -0.457643)",0
22.7333,"(0.0288685, -0.0256884, 3.32599e-05)","(0.965263, 0.128564, -0.227462)","(-0.111806, 0.990161, 0.0841494)","(0.236377, -0.0589815, 0.96987)","(0.978247, 0.124572, -0.165877)","(-0.111806, 0.990161, 0.0841494)","(0.175013, -0.0664648, 0.98232)","(-0.111806, 0.990161, 0.0841494)","(-0.445961, -0.890609, 0.0890767)","(0.244096, -0.74787, 0.617339)","(0.715271, -0.588405, 0.377051)","(-0.0815579, 0.434402, 0.897019)","(0.0466242, -0.998771, 0.0168223)","(0.105983, -0.989923, 0.0939119)","(-0.256432, -0.821564, -0.509191)","(0.148141, -0.872286, -0.466015)",0
22.7667,"(0.0246076, -0.0291477, 3.83796e-05)","(0.921396, 0.107454, -0.373474)","(-0.0866485, 0.993225, 0.0774326)","(0.379891, -0.0420623, 0.924074)","(0.947504, 0.104145, -0.302309)","(-0.0866485, 0.993225, 0.0774326)","(0.308965, -0.049981, 0.949759)","(-0.0866485, 0.993225, 0.0774326)","(-0.449771, -0.88917, 0.0841593)","(0.262803, -0.752266, 0.604177)","(0.770806, -0.569729, 0.285075)","(-0.0963426, 0.574928, 0.812512)","(0.100746, -0.993876, -0.0453874)","(0.135821, -0.983954, 0.1157)","(-0.293632, -0.809037, -0.509156)","(0.0873432, -0.916474, -0.390444)",0
22.8,"(0.0199509, -0.0337756, 4.20763e-05)","(0.881322, 0.0827718, -0.46521)","(-0.0634746, 0.996358, 0.056945)","(0.468235, -0.0213415, 0.883346)","(0.912535, 0.0810447, -0.400889)","(-0.0634746, 0.996358, 0.056945)","(0.40411, -0.0276169, 0.914293)","(-0.0634746, 0.996358, 0.056945)","(-0.449856, -0.880315, 0.150582)","(0.34765, -0.584084, 0.733475)","(0.794789, -0.535214, 0.286105)","(-0.0562355, 0.648731, 0.758937)","(0.127313, -0.987744, -0.090293)","(0.180287, -0.961205, 0.208762)","(-0.299122, -0.808525, -0.506768)","(0.0379972, -0.952888, -0.300932)",0
22.8333,"(0.0150824, -0.038558, 4.1307e-05)","(0.866198, 0.0579105, -0.496334)","(-0.0379362, 0.998031, 0.0499574)","(0.498139, -0.0247449, 0.866744)","(0.891433, 0.056609, -0.449603)","(-0.0379362, 0.998031, 0.0499574)","(0.451454, -0.0280354, 0.891854)","(-0.0379362, 0.998031, 0.0499574)","(-0.469042, -0.861059, 0.19641)","(0.400778, -0.408513, 0.820058)","(0.808188, -0.507229, 0.29925)","(-0.048208, 0.722286, 0.689912)","(0.153915, -0.980976, -0.118307)","(0.239147, -0.917438, 0.317987)","(-0.30513, -0.806598, -0.506257)","(-0.00924275, -0.973242, -0.229595)",0
22.8667,"(0.0101836, -0.0427739, 3.87707e-05)","(0.857775, 0.0421863, -0.512291)","(-0.017613, 0.998475, 0.052318)","(0.513603, -0.0360826, 0.857269)","(0.879553, 0.0405617, -0.474068)","(-0.017613, 0.998475, 0.052318)","(0.475352, -0.0379285, 0.878978)","(-0.017613, 0.998475, 0.052318)","(-0.477572, -0.831474, 0.28386)","(0.33958, -0.224102, 0.91349)","(0.813891, -0.46711, 0.345529)","(-0.0428272, 0.650663, 0.758158)","(0.16589, -0.97891, -0.119226)","(0.306546, -0.856547, 0.415158)","(-0.300145, -0.807596, -0.507643)","(-0.0603891, -0.971069, -0.231038)",0
22.9,"(0.00570661, -0.0466076, 3.89141e-05)","(0.846831, 0.028922, -0.531076)","(0.00199939, 0.998358, 0.0572543)","(0.531774, -0.0496601, 0.845429)","(0.866898, 0.0269921, -0.497754)","(0.00199939, 0.998358, 0.0572543)","(0.498393, -0.0507789, 0.865463)","(0.00199939, 0.998358, 0.0572543)","(-0.473027, -0.799916, 0.369297)","(0.241524, -0.115734, 0.963469)","(0.81645, -0.43219, 0.382912)","(-0.0529598, 0.598615, 0.799284)","(0.175755, -0.974293, -0.140937)","(0.377938, -0.804353, 0.458453)","(-0.287952, -0.819054, -0.49622)","(-0.0989328, -0.976579, -0.191066)",0
22.9333,"(0.00173322, -0.0502635, 3.81478e-05)","(0.841605, 0.0162293, -0.539849)","(0.0204118, 0.997886, 0.0616944)","(0.539596, -0.0630279, 0.839562)","(0.864491, 0.0134237, -0.50247)","(0.0204118, 0.997886, 0.0616944)","(0.502124, -0.0636253, 0.862452)","(0.0204118, 0.997886, 0.0616944)","(-0.470849, -0.773131, 0.424936)","(0.157493, -0.00855812, 0.987483)","(0.810026, -0.420188, 0.409023)","(-0.0621804, 0.530004, 0.845712)","(0.182728, -0.969784, -0.161646)","(0.424742, -0.7653, 0.483642)","(-0.260414, -0.831093, -0.491396)","(-0.111967, -0.980718, -0.160174)",0
22.9667,"(-0.00167004, -0.0534392, 3.64679e-05)","(0.838252, -0.00247637, -0.545278)","(0.0417291, 0.997347, 0.0596452)","(0.543589, -0.0727185, 0.836196)","(0.863323, -0.00602085, -0.504616)","(0.0417291, 0.997347, 0.0596452)","(0.502838, -0.0723369, 0.861348)","(0.0417291, 0.997347, 0.0596452)","(-0.494559, -0.763488, 0.415329)","(0.123225, 0.186543, 0.974688)","(0.840113, -0.442836, 0.31322)","(-0.0852671, 0.592375, 0.801137)","(0.202006, -0.963604, -0.175103)","(0.452294, -0.740107, 0.497665)","(-0.232728, -0.840468, -0.489337)","(-0.102098, -0.985545, -0.13519)",0
23,"(-0.00455996, -0.0562684, 3.41573e-05)","(0.838439, -0.0241483, -0.544461)","(0.0641058, 0.996452, 0.0545389)","(0.54113, -0.0806014, 0.837067)","(0.868129, -0.0287498, -0.495504)","(0.0641058, 0.996452, 0.0545389)","(0.492114, -0.0790236, 0.866937)","(0.0641058, 0.996452, 0.0545389)","(-0.537535, -0.769479, 0.344902)","(0.0194594, 0.531244, 0.846995)","(0.865064, -0.479092, 0.148779)","(-0.107291, 0.705587, 0.700454)","(0.227426, -0.958816, -0.170144)","(0.468837, -0.72776, 0.500557)","(-0.217667, -0.846401, -0.486031)","(-0.0920001, -0.983333, -0.156821)",0
23.0333,"(-0.00693865, -0.0587186, 3.16073e-05)","(0.838194, -0.0405715, -0.543861)","(0.0816909, 0.995317, 0.0516719)","(0.539163, -0.0877179, 0.837621)","(0.869275, -0.045815, -0.492201)","(0.0816909, 0.995317, 0.0516719)","(0.487479, -0.0850795, 0.86898)","(0.0816908, 0.995317, 0.0516719)","(-0.588831, -0.792004, 0.161269)","(-0.194673, 0.94749, 0.253701)","(0.860831, -0.496731, -0.110579)","(-0.402508, 0.892933, 0.201638)","(0.259906, -0.953819, -0.15059)","(0.478898, -0.71654, 0.507176)","(-0.22217, -0.850837, -0.476148)","(-0.0876997, -0.979545, -0.181111)",0
23.0667,"(-0.00902751, -0.0606653, 2.82346e-05)","(0.837428, -0.0488924, -0.544357)","(0.0924117, 0.994317, 0.0528484)","(0.538673, -0.0945614, 0.837192)","(0.870102, -0.0548421, -0.48981)","(0.0924117, 0.994317, 0.0528483)","(0.484121, -0.091244, 0.870231)","(0.0924117, 0.994317, 0.0528484)","(-0.611119, -0.787599, -0.0788709)","(-0.513186, 0.463247, -0.722525)","(0.810536, -0.488576, -0.322995)","(-0.859395, 0.00418443, -0.511296)","(0.288754, -0.949673, -0.121417)","(0.481402, -0.714261, 0.508018)","(-0.243173, -0.852348, -0.463)","(-0.0876155, -0.975612, -0.201256)",0
23.1,"(-0.0108577, -0.0625657, 2.50383e-05)","(0.836381, -0.0497762, -0.545883)","(0.0961819, 0.993746, 0.0567356)","(0.539646, -0.099956, 0.835937)","(0.871598, -0.0565668, -0.486947)","(0.0961819, 0.993746, 0.0567356)","(0.480693, -0.0962861, 0.871587)","(0.0961819, 0.993746, 0.0567356)","(-0.594589, -0.75151, -0.285825)","(-0.402816, -0.397886, -0.824273)","(0.745093, -0.469844, -0.473374)","(-0.379588, -0.804805, -0.456292)","(0.311578, -0.946491, -0.0841052)","(0.479472, -0.717684, 0.505012)","(-0.266988, -0.850898, -0.452426)","(-0.0880004, -0.971046, -0.222095)",0
23.1333,"(-0.0126893, -0.0643446, 2.36743e-05)","(0.834959, -0.0488293, -0.548142)","(0.0977182, 0.993383, 0.0603497)","(0.54157, -0.103952, 0.834204)","(0.874305, -0.0567388, -0.48205)","(0.0977182, 0.993383, 0.0603497)","(0.475437, -0.099872, 0.874063)","(0.0977183, 0.993383, 0.0603497)","(-0.575781, -0.720686, -0.386118)","(-0.361844, -0.737581, -0.570125)","(0.700044, -0.466686, -0.540503)","(-0.186358, -0.978843, -0.0844865)","(0.332846, -0.941068, -0.0600332)","(0.482487, -0.722272, 0.495509)","(-0.291623, -0.841879, -0.454088)","(-0.0910679, -0.969135, -0.229095)",0
23.1667,"(-0.0144648, -0.0662238, 2.23213e-05)","(0.834019, -0.0525451, -0.549228)","(0.103651, 0.992653, 0.0624273)","(0.54189, -0.108992, 0.833352)","(0.877513, -0.0617511, -0.475561)","(0.103651, 0.992653, 0.0624273)","(0.468193, -0.104039, 0.87748)","(0.103651, 0.992653, 0.0624273)","(-0.571643, -0.705572, -0.418799)","(-0.394903, -0.735389, -0.550685)","(0.684793, -0.487268, -0.541875)","(-0.1966, -0.974077, -0.111906)","(0.363777, -0.930129, -0.0502581)","(0.487034, -0.720876, 0.493089)","(-0.310219, -0.820194, -0.480672)","(-0.0858882, -0.969064, -0.231383)",0
23.2,"(-0.0160066, -0.0683487, 2.25128e-05)","(0.833974, -0.0585406, -0.548689)","(0.110769, 0.991876, 0.0625458)","(0.540548, -0.112924, 0.8337)","(0.879887, -0.0686245, -0.470201)","(0.110769, 0.991876, 0.0625458)","(0.462072, -0.107081, 0.880354)","(0.110769, 0.991876, 0.0625458)","(-0.584471, -0.692614, -0.422705)","(-0.550508, -0.410181, -0.727113)","(0.695627, -0.507897, -0.508078)","(-0.249612, -0.893288, -0.373806)","(0.398773, -0.916183, -0.0398741)","(0.492579, -0.718379, 0.49122)","(-0.326664, -0.795017, -0.511115)","(-0.0777251, -0.969623, -0.231926)",0
23.2333,"(-0.0171817, -0.0708369, 2.52779e-05)","(0.834252, -0.06548, -0.547481)","(0.118061, 0.991108, 0.061364)","(0.538595, -0.115822, 0.834566)","(0.880677, -0.075956, -0.467588)","(0.118061, 0.991108, 0.061364)","(0.45877, -0.109241, 0.881814)","(0.118061, 0.991108, 0.061364)","(-0.605951, -0.688759, -0.398038)","(-0.5131, 0.148056, -0.845463)","(0.710321, -0.537359, -0.454632)","(-0.32191, -0.724048, -0.610023)","(0.42569, -0.904315, -0.0316587)","(0.495692, -0.710018, 0.500164)","(-0.331898, -0.773255, -0.540297)","(-0.0568086, -0.969933, -0.236648)",0
23.2667,"(-0.0181896, -0.0734162, 3.00546e-05)","(0.836196, -0.0696598, -0.543989)","(0.120053, 0.991095, 0.0576024)","(0.535138, -0.113466, 0.83711)","(0.885329, -0.0805773, -0.45793)","(0.120053, 0.991095, 0.0576024)","(0.449219, -0.105948, 0.887117)","(0.120053, 0.991095, 0.0576024)","(-0.625909, -0.690985, -0.361634)","(-0.328035, 0.645364, -0.689854)","(0.720176, -0.565873, -0.401415)","(-0.346874, -0.552483, -0.757919)","(0.436547, -0.899411, -0.0220651)","(0.498967, -0.702002, 0.508158)","(-0.332839, -0.762393, -0.554955)","(-0.0379876, -0.967612, -0.249568)",0
23.3,"(-0.0187228, -0.0758734, 3.39019e-05)","(0.839617, -0.0735387, -0.538179)","(0.120931, 0.991237, 0.0531523)","(0.529569, -0.109684, 0.841145)","(0.891784, -0.084874, -0.444429)","(0.120931, 0.991237, 0.0531523)","(0.436042, -0.101095, 0.89423)","(0.120931, 0.991237, 0.0531523)","(-0.637651, -0.698497, -0.324813)","(-0.16332, 0.81733, -0.552539)","(0.727806, -0.586752, -0.354992)","(-0.413842, -0.526173, -0.742884)","(0.437786, -0.89882, -0.021574)","(0.500193, -0.695518, 0.515812)","(-0.332043, -0.754261, -0.566425)","(-0.0181794, -0.966322, -0.256693)",0
23.3333,"(-0.0190425, -0.0780236, 3.79744e-05)","(0.843904, -0.0765261, -0.531007)","(0.120453, 0.991533, 0.0485055)","(0.522803, -0.104887, 0.845976)","(0.898268, -0.0880441, -0.430537)","(0.120453, 0.991533, 0.0485055)","(0.422625, -0.0954214, 0.901267)","(0.120453, 0.991533, 0.0485055)","(-0.645809, -0.702939, -0.298006)","(-0.0988534, 0.907365, -0.408555)","(0.73988, -0.58507, -0.332071)","(-0.393680059, -0.477640818, -0.670927818)","(0.431903, -0.901781, -0.0158345)","(0.50079, -0.69569, 0.514999)","(-0.332347, -0.746687, -0.576198)","(-0.00230245, -0.96303, -0.269383)",0
23.3667,"(-0.0190425, -0.0780236, 3.79744e-05)","(0.847903, -0.0777329, -0.524422)","(0.119475, 0.991764, 0.0461522)","(0.516513, -0.101794, 0.850207)","(0.901066, -0.088792, -0.424495)","(0.119475, 0.991764, 0.0461522)","(0.416899, -0.0923053, 0.904254)","(0.119475, 0.991764, 0.0461522)","(-0.653111, -0.703496, -0.280249)","(-0.0683099, 0.939539, -0.335559)","(0.776002, -0.57657, -0.25571)","(-0.373518118, -0.429108636, -0.598971636)","(0.424901, -0.905239, -0.0015343)","(0.497963, -0.702023, 0.509113)","(-0.336752, -0.744398, -0.576602)","(0.0121639, -0.958469, -0.284938)",0
23.4,"(-0.0194207, -0.0812964, 4.09412e-05)","(0.850131, -0.0770893, -0.520898)","(0.117293, 0.992096, 0.0445925)","(0.513342, -0.0990086, 0.852454)","(0.902463, -0.0877321, -0.421739)","(0.117293, 0.992096, 0.0445926)","(0.414491, -0.0897122, 0.905621)","(0.117293, 0.992096, 0.0445926)","(-0.65834, -0.709709, -0.250802)","(-0.0540018, 0.944753, -0.323305)","(0.805039, -0.578183, -0.132725)","(-0.353356177, -0.380576455, -0.527015455)","(0.416859, -0.908916, 0.0100199)","(0.49557, -0.706737, 0.504909)","(-0.339635, -0.742544, -0.5773)","(0.023926, -0.95467, -0.296704)",0
23.4333,"(-0.0194207, -0.0812964, 4.09412e-05)","(0.851523, -0.0773913, -0.518575)","(0.115631, 0.992414, 0.0417597)","(0.51141, -0.0955224, 0.854011)","(0.905259, -0.0879645, -0.415654)","(0.115631, 0.992414, 0.0417597)","(0.408828, -0.0858645, 0.908563)","(0.115631, 0.992414, 0.0417597)","(-0.659502, -0.71833, -0.221493)","(-0.0397772, 0.948866, -0.313162)","(0.808248, -0.588715, -0.0122422)","(-0.333194236, -0.332044273, -0.455059273)","(0.41016, -0.911661, 0.0253419)","(0.494554, -0.709337, 0.502253)","(-0.342765, -0.750326, -0.565264)","(0.0290737, -0.952378, -0.303531)",0
23.4667,"(-0.0194207, -0.0812964, 4.09412e-05)","(0.853795, -0.0799179, -0.514439)","(0.114626, 0.992758, 0.035951)","(0.507855, -0.089647, 0.856765)","(0.91253, -0.0907938, -0.398806)","(0.114626, 0.992758, 0.035951)","(0.392669, -0.0784773, 0.916326)","(0.114626, 0.992758, 0.0359511)","(-0.653467, -0.726846, -0.211367)","(-0.0292906, 0.948091, -0.316648)","(0.787308, -0.616095, 0.0239407)","(-0.313032295, -0.283512091, -0.383103091)","(0.405228, -0.913556, 0.0347332)","(0.495444, -0.708737, 0.502223)","(-0.342847, -0.756866, -0.556426)","(0.0307275, -0.95202, -0.304491)",0
23.5,"(-0.0194207, -0.0812964, 4.09412e-05)","(0.856125, -0.0831644, -0.510033)","(0.114905, 0.992895, 0.0309266)","(0.50385, -0.0850647, 0.859593)","(0.919749, -0.0944834, -0.380966)","(0.114905, 0.992895, 0.0309266)","(0.375352, -0.0721728, 0.924068)","(0.114905, 0.992895, 0.0309266)","(-0.640391, -0.737179, -0.215561)","(-0.0195984, 0.947627, -0.318778)","(0.765221, -0.643698, -0.00948069)","(-0.292870355, -0.234979909, -0.311146909)","(0.402715, -0.913634, 0.0556252)","(0.497715, -0.710103, 0.498029)","(-0.34302, -0.766101, -0.543531)","(0.0285943, -0.951204, -0.307235)",0
23.5333,"(-0.0194207, -0.0812964, 4.09412e-05)","(0.858356, -0.0875453, -0.505531)","(0.117347, 0.992715, 0.0273375)","(0.499452, -0.0827831, 0.862378)","(0.925097, -0.099263, -0.366526)","(0.117347, 0.992715, 0.0273375)","(0.361141, -0.0682916, 0.930007)","(0.117347, 0.992715, 0.0273375)","(-0.62745, -0.745433, -0.225025)","(-0.0183644, 0.947149, -0.320268)","(0.74746, -0.66325, -0.0374546)","(-0.272708414, -0.186447727, -0.239190727)","(0.400676, -0.913289, 0.0732213)","(0.498733, -0.714929, 0.490044)","(-0.342187, -0.76865, -0.540449)","(0.0256525, -0.948466, -0.315839)",0
23.5667,"(-0.0205925, -0.0796603, 2.92438e-05)","(0.858999, -0.0903973, -0.503934)","(0.120474, 0.99234, 0.0273546)","(0.497597, -0.0842041, 0.863312)","(0.92571, -0.102348, -0.364124)","(0.120474, 0.99234, 0.0273546)","(0.358531, -0.0691881, 0.93095)","(0.120474, 0.99234, 0.0273546)","(-0.622253, -0.757139, -0.198853)","(-0.0181731, 0.952004, -0.305545)","(0.76384, -0.645339, 0.00924033)","(-0.252546473, -0.137915545, -0.167234545)","(0.387464, -0.918293, 0.0812988)","(0.494798, -0.722424, 0.48299)","(-0.328315, -0.765893, -0.552826)","(0.0283451, -0.94614, -0.322515)",0
23.6,"(-0.0207417, -0.0758387, 2.49528e-05)","(0.861888, -0.0964245, -0.497847)","(0.125115, 0.991841, 0.0244663)","(0.49144, -0.0833305, 0.866916)","(0.928828, -0.108385, -0.354304)","(0.125115, 0.991841, 0.0244663)","(0.348782, -0.0669856, 0.934807)","(0.125115, 0.991841, 0.0244663)","(-0.624291, -0.761743, -0.173231)","(-0.0300515, 0.954467, -0.296799)","(0.780881, -0.621581, 0.0621492)","(-0.232384532, -0.0893833636, -0.0952783636)","(0.356948, -0.930604, 0.0810178)","(0.486348, -0.731015, 0.478626)","(-0.295314, -0.766907, -0.569775)","(0.0351763, -0.944818, -0.3257)",0
23.6333,"(-0.0207593, -0.0697083, 2.27886e-05)","(0.870904, -0.104525, -0.480209)","(0.127742, 0.991689, 0.0153407)","(0.474694, -0.0745317, 0.876989)","(0.938646, -0.115476, -0.324974)","(0.127743, 0.991689, 0.0153407)","(0.320583, -0.0556998, 0.945581)","(0.127742, 0.991689, 0.0153407)","(-0.636116, -0.757411, -0.14726)","(-0.0404445, 0.95507, -0.293608)","(0.785487, -0.600468, 0.14983)","(-0.212222591, -0.0408511818, -0.0233221818)","(0.291607, -0.954084, 0.0684808)","(0.470284, -0.745912, 0.471645)","(-0.231747, -0.773373, -0.590074)","(0.041393, -0.940454, -0.33739)",1
23.6667,"(-0.0205445, -0.0618582, 2.22423e-05)","(0.88492, -0.110888, -0.45235)","(0.129359, 0.99155, 0.00977344)","(0.447468, -0.0671371, 0.891776)","(0.948691, -0.120712, -0.292256)","(0.129359, 0.99155, 0.00977343)","(0.288626, -0.0470436, 0.956285)","(0.129359, 0.99155, 0.00977344)","(-0.647251, -0.748091, -0.146375)","(-0.0628816, 0.9515, -0.301155)","(0.77816, -0.603924, 0.172462)","(-0.19206065, 0.007681, 0.048634)","(0.21666, -0.974592, 0.056828)","(0.450887, -0.769862, 0.451679)","(-0.162824, -0.794404, -0.585158)","(0.0421295, -0.934328, -0.353916)",0
23.7,"(-0.0196616, -0.0527264, 2.1079e-05)","(0.899727, -0.109775, -0.422422)","(0.128219, 0.991614, 0.0161393)","(0.417182, -0.0688684, 0.90621)","(0.955334, -0.119146, -0.270445)","(0.128219, 0.991614, 0.0161393)","(0.26633, -0.0501117, 0.962578)","(0.128219, 0.991614, 0.0161393)","(-0.657701, -0.734958, -0.165129)","(-0.11579, 0.921004, -0.371948)","(0.767927, -0.622721, 0.150023)","(-0.171898709, 0.0562131818, 0.120590182)","(0.150961, -0.987846, 0.0370232)","(0.422066, -0.797639, 0.43085)","(-0.107107, -0.808772, -0.578287)","(0.0477666, -0.929252, -0.366346)",0
23.7333,"(-0.0179926, -0.0429982, 2.26632e-05)","(0.913076, -0.10109, -0.395062)","(0.123226, 0.991876, 0.031578)","(0.388737, -0.077763, 0.918061)","(0.957088, -0.110354, -0.267963)","(0.123226, 0.991876, 0.031578)","(0.262406, -0.0632477, 0.962883)","(0.123226, 0.991876, 0.031578)","(-0.647504, -0.725375, -0.233603)","(-0.301579, 0.562235, -0.770027)","(0.740435, -0.66626, -0.0886158)","(-0.151736768, 0.104745364, 0.192546364)","(0.102032, -0.994448, 0.0257296)","(0.384208, -0.827732, 0.408955)","(-0.0672278, -0.82418, -0.562323)","(0.0558443, -0.924018, -0.378248)",0
23.7667,"(-0.0151756, -0.0336207, 2.53948e-05)","(0.927149, -0.0872763, -0.364385)","(0.111494, 0.992698, 0.0460396)","(0.357674, -0.0837843, 0.93008)","(0.959895, -0.0956051, -0.263554)","(0.111494, 0.992698, 0.0460395)","(0.25726, -0.0736866, 0.963529)","(0.111494, 0.992698, 0.0460396)","(-0.630948, -0.694093, -0.346612)","(-0.439388, -0.289936, -0.850221)","(0.646175, -0.679101, -0.348253)","(-0.131574827, 0.153277545, 0.264502545)","(0.0611055, -0.99794, 0.0195536)","(0.33203, -0.864084, 0.378304)","(-0.0316199, -0.83765, -0.545291)","(0.0776067, -0.914887, -0.39618)",0
23.8,"(-0.0109923, -0.0251327, 2.687e-05)","(0.938731, -0.0648519, -0.338493)","(0.0890388, 0.994427, 0.0564466)","(0.332929, -0.0835758, 0.939241)","(0.95948, -0.0703794, -0.272846)","(0.0890389, 0.994427, 0.0564466)","(0.267448, -0.0780655, 0.960405)","(0.0890389, 0.994427, 0.0564466)","(-0.608915, -0.66194, -0.437102)","(-0.387784, -0.70392, -0.59508)","(0.518273, -0.680422, -0.518091)","(-0.111412886, 0.201809727, 0.336458727)","(0.00720762, -0.999766, 0.0203928)","(0.274616, -0.90189, 0.333439)","(0.014149, -0.859851, -0.510349)","(0.0970178, -0.902658, -0.419281)",0
23.8333,"(-0.00605445, -0.0179398, 2.69517e-05)","(0.95052, -0.0391777, -0.308182)","(0.0598345, 0.996583, 0.0569409)","(0.304631, -0.0730093, 0.949668)","(0.966681, -0.0431905, -0.252316)","(0.0598346, 0.996583, 0.0569409)","(0.24876, -0.0705161, 0.965995)","(0.0598345, 0.996583, 0.0569409)","(-0.629125, -0.677198, -0.381582)","(-0.640769, -0.714128, -0.281845)","(0.568206, -0.748729, -0.34139)","(-0.0912509455, 0.250341909, 0.408414909)","(-0.0323808, -0.999234, 0.0219871)","(0.230648, -0.932912, 0.276545)","(0.0404917, -0.887077, -0.459843)","(0.106493, -0.905284, -0.411243)",0
23.8667,"(-0.00116791, -0.0121747, 2.68155e-05)","(0.956539, -0.00785573, -0.291499)","(0.0263355, 0.997936, 0.0585751)","(0.29017, -0.0641019, 0.954826)","(0.969582, -0.0107264, -0.244533)","(0.0263355, 0.997936, 0.0585751)","(0.243143, -0.0638518, 0.967887)","(0.0263355, 0.997936, 0.0585751)","(-0.646089, -0.706489, -0.288863)","(-0.689816, -0.687235, -0.22773)","(0.6052, -0.770709, -0.19935)","(-0.0710890045, 0.298874091, 0.480371091)","(-0.0623154, -0.997776, 0.0236488)","(0.193886, -0.953726, 0.229815)","(0.047674, -0.905148, -0.422416)","(0.110209, -0.907834, -0.404587)",0
23.9,"(0.00327481, -0.00861052, 2.39364e-05)","(0.961567, 0.00947386, -0.274407)","(0.00230132, 0.999102, 0.0423173)","(0.274468, -0.0413442, 0.960707)","(0.978292, 0.00680177, -0.207117)","(0.00230134, 0.999102, 0.0423173)","(0.207119, -0.0418286, 0.977421)","(0.00230133, 0.999102, 0.0423173)","(-0.651223, -0.745679, -0.140964)","(-0.75721, -0.545597, 0.359105)","(0.657138, -0.753451, 0.0219572)","(-0.0509270636, 0.347406273, 0.552327273)","(-0.071112, -0.99725, 0.0208598)","(0.170709, -0.967088, 0.188676)","(0.024127, -0.91964, -0.392022)","(0.10491, -0.917286, -0.384163)",0
23.9333,"(0.00684847, -0.00646937, 2.22289e-05)","(0.963722, 0.021351, -0.266054)","(-0.0133329, 0.999422, 0.0312606)","(0.266584, -0.0265854, 0.963445)","(0.980447, 0.019716, -0.195792)","(-0.0133329, 0.999422, 0.0312606)","(0.196286, -0.0280574, 0.980145)","(-0.0133329, 0.999422, 0.0312606)","(-0.637683, -0.766128, -0.0800512)","(-0.668739, -0.442219, 0.597688)","(0.660051, -0.748154, 0.067808)","(-0.0307651227, 0.395938455, 0.624283455)","(-0.0767768, -0.996887, 0.0179211)","(0.15633, -0.974392, 0.161618)","(0.00257957, -0.923773, -0.382931)","(0.102889, -0.917185, -0.384949)",0
23.9667,"(0.00923328, -0.00607649, 1.77897e-05)","(0.966579, 0.0219119, -0.255432)","(-0.0194908, 0.999742, 0.0116519)","(0.255597, -0.00631778, 0.966763)","(0.985948, 0.0213289, -0.165688)","(-0.0194908, 0.999742, 0.0116519)","(0.165863, -0.00833197, 0.986114)","(-0.0194908, 0.999742, 0.0116519)","(-0.618225, -0.785742, 0.0201857)","(-0.331477, -0.147994, 0.931784)","(0.650096, -0.723988, 0.230689)","(-0.0106031818, 0.444470636, 0.696239636)","(-0.0752679, -0.997074, 0.0133177)","(0.163272, -0.976134, 0.143192)","(-0.0240079, -0.930148, -0.366399)","(0.0839708, -0.926467, -0.36689)",0
24,"(0.00923328, -0.00607649, 1.77897e-05)","(0.97083, 0.0258078, -0.238376)","(-0.0250766, 0.999669, 0.00581888)","(0.238435, 0.000287106, 0.971158)","(0.988451, 0.0257699, -0.149333)","(-0.0250766, 0.999669, 0.00581888)","(0.149418, -0.00205149, 0.988772)","(-0.0250766, 0.999669, 0.00581888)","(-0.607035, -0.79262, 0.0571167)","(-0.229086, -0.11407, 0.966699)","(0.648944, -0.720174, 0.245399)","(0.00955875909, 0.493002818, 0.768195818)","(-0.0767192, -0.996919, 0.016351)","(0.177202, -0.974827, 0.13532)","(-0.0324266, -0.932333, -0.360145)","(0.0681825, -0.929401, -0.362718)",0
