time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
0.333667,"(3.08156e-05, -9.13143e-05, -1.64456e-07)","(-0.0935999, 0.994213, -0.0527293)","(0.22662, -0.97093, 0.0770587)","(0.0419801, -0.809655, 0.585403)","(0.980633, 0.119669, -0.155043)","(-0.382618, 0.602191, 0.700692)","(-0.0301105, -0.994016, -0.105)","(0.0144161, -0.99983, -0.0114654)","(-0.023021, -0.903892, -0.427142)","(0.169271, -0.908179, -0.382829)",0
0.367033,"(3.08156e-05, -9.13143e-05, -1.64456e-07)","(-0.0924045, 0.994316, -0.052879)","(0.224728, -0.971174, 0.0794944)","(0.0400595, -0.809589, 0.585629)","(0.982104, 0.117005, -0.147587)","(-0.38346, 0.602885, 0.699635)","(-0.0296723, -0.9941, -0.104335)","(0.0144895, -0.999832, -0.0112185)","(-0.0232612, -0.903813, -0.427295)","(0.167936, -0.906971, -0.386265)",0
0.4004,"(3.08156e-05, -9.13143e-05, -1.64456e-07)","(-0.0911594, 0.994411, -0.0532681)","(0.222663, -0.971405, 0.0824193)","(0.0385541, -0.809453, 0.585917)","(0.983376, 0.114044, -0.141303)","(-0.38414, 0.603672, 0.698582)","(-0.029393, -0.99421, -0.10336)","(0.0145168, -0.999835, -0.0109222)","(-0.0234789, -0.903566, -0.427805)","(0.166637, -0.905883, -0.389368)",0
0.433767,"(3.08156e-05, -9.13143e-05, -1.64456e-07)","(-0.0895368, 0.99449, -0.0545215)","(0.219957, -0.971703, 0.0861002)","(0.0355545, -0.809394, 0.586189)","(0.984219, 0.111448, -0.137448)","(-0.38436, 0.604437, 0.697799)","(-0.0291539, -0.994363, -0.101946)","(0.0145896, -0.999839, -0.010411)","(-0.0237249, -0.903296, -0.428361)","(0.165475, -0.905073, -0.39174)",0
0.467133,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0879273, 0.994552, -0.0559911)","(0.217185, -0.972026, 0.0894221)","(0.0325886, -0.809089, 0.586782)","(0.984876, 0.109064, -0.134625)","(-0.384069, 0.605178, 0.697317)","(-0.0289958, -0.994524, -0.10041)","(0.0146741, -0.999845, -0.00969717)","(-0.0242405, -0.902985, -0.428987)","(0.16443, -0.904397, -0.393737)",0
0.5005,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0862456, 0.994606, -0.0576203)","(0.213873, -0.972497, 0.0922424)","(0.0296015, -0.80837, 0.58793)","(0.985401, 0.107468, -0.13204)","(-0.383384, 0.605762, 0.697187)","(-0.0288963, -0.994696, -0.0987199)","(0.0147765, -0.999851, -0.00895569)","(-0.0250998, -0.902946, -0.429021)","(0.163632, -0.904058, -0.394846)",0
0.533867,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0848926, 0.994635, -0.0591188)","(0.210107, -0.973117, 0.0943359)","(0.0279175, -0.807436, 0.589294)","(0.985981, 0.10517, -0.12954)","(-0.382538, 0.606393, 0.697103)","(-0.0288836, -0.994867, -0.0969805)","(0.0148232, -0.999857, -0.00812153)","(-0.0267356, -0.903122, -0.428551)","(0.162804, -0.903771, -0.395844)",0
0.567233,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0838389, 0.994648, -0.0603832)","(0.205902, -0.973867, 0.0958531)","(0.0272308, -0.806435, 0.590695)","(0.986534, 0.10288, -0.127146)","(-0.38123, 0.607001, 0.69729)","(-0.0289516, -0.995061, -0.0949479)","(0.0148603, -0.999864, -0.00721165)","(-0.0289124, -0.903358, -0.427911)","(0.161907, -0.903469, -0.396901)",0
0.6006,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0830037, 0.994664, -0.061277)","(0.201774, -0.974616, 0.0970084)","(0.0272257, -0.805589, 0.59185)","(0.987137, 0.100393, -0.124425)","(-0.379914, 0.607566, 0.697516)","(-0.0290559, -0.995226, -0.093176)","(0.0148753, -0.999872, -0.00594782)","(-0.031206, -0.903396, -0.427671)","(0.160819, -0.903043, -0.398311)",0
0.633967,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0823473, 0.994697, -0.0616206)","(0.198614, -0.975207, 0.0975885)","(0.0276729, -0.804732, 0.592992)","(0.987514, 0.0988342, -0.122669)","(-0.377936, 0.608402, 0.697862)","(-0.0292775, -0.995342, -0.0918497)","(0.0148224, -0.999879, -0.00462955)","(-0.0332458, -0.903184, -0.427964)","(0.159625, -0.902626, -0.399733)",0
0.667333,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0818498, 0.994729, -0.0617599)","(0.196448, -0.975621, 0.0978315)","(0.0282576, -0.803901, 0.594092)","(0.987769, 0.0981458, -0.121163)","(-0.375916, 0.609011, 0.698422)","(-0.0296098, -0.995416, -0.0909439)","(0.0146671, -0.999886, -0.00346019)","(-0.0347232, -0.90291, -0.428424)","(0.158248, -0.902325, -0.400957)",0
0.7007,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0814678, 0.994752, -0.0618923)","(0.195152, -0.975875, 0.0978943)","(0.0285561, -0.803025, 0.59526)","(0.987783, 0.098385, -0.120849)","(-0.373678, 0.609755, 0.698973)","(-0.0300974, -0.995453, -0.090377)","(0.0143792, -0.999893, -0.00269117)","(-0.0359168, -0.902694, -0.428782)","(0.156829, -0.902198, -0.401801)",0
0.734067,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0811242, 0.994779, -0.0619213)","(0.19573, -0.975791, 0.097576)","(0.0288697, -0.802306, 0.596215)","(0.987448, 0.0997963, -0.122419)","(-0.370953, 0.610549, 0.699732)","(-0.0306358, -0.995472, -0.0899853)","(0.0140635, -0.999898, -0.00230056)","(-0.0366949, -0.902552, -0.429015)","(0.155658, -0.902129, -0.402411)",0
0.767433,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.080881, 0.994809, -0.0617508)","(0.198023, -0.9754, 0.0968612)","(0.0292421, -0.80171, 0.596997)","(0.986779, 0.102349, -0.125668)","(-0.367637, 0.611644, 0.700524)","(-0.0312945, -0.995467, -0.0898059)","(0.0136746, -0.999904, -0.00222939)","(-0.0374794, -0.902466, -0.429128)","(0.154566, -0.902022, -0.403071)",0
0.8008,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.08071, 0.994842, -0.0614388)","(0.201824, -0.974707, 0.0959892)","(0.0299658, -0.801152, 0.59771)","(0.985844, 0.105848, -0.130032)","(-0.364075, 0.612783, 0.701388)","(-0.0319237, -0.995461, -0.0896557)","(0.0132793, -0.999909, -0.00235709)","(-0.0383979, -0.902399, -0.429187)","(0.153629, -0.901908, -0.403682)",0
0.834167,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0806041, 0.99487, -0.0611303)","(0.204666, -0.974185, 0.0952708)","(0.0309105, -0.800686, 0.598286)","(0.985111, 0.108617, -0.133265)","(-0.361404, 0.613457, 0.70218)","(-0.032481, -0.995454, -0.0895325)","(0.012824, -0.999915, -0.00249679)","(-0.0395693, -0.90235, -0.429184)","(0.152692, -0.901833, -0.404206)",0
0.867533,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0805057, 0.994885, -0.061008)","(0.206402, -0.97386, 0.0948376)","(0.0319668, -0.800273, 0.598783)","(0.98465, 0.110386, -0.135203)","(-0.359427, 0.613889, 0.702818)","(-0.0329602, -0.995451, -0.0893969)","(0.0122934, -0.999921, -0.00260404)","(-0.0410367, -0.902326, -0.429097)","(0.151808, -0.901863, -0.404472)",0
0.9009,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0804315, 0.994889, -0.0610463)","(0.207065, -0.973743, 0.0945988)","(0.0329518, -0.799923, 0.599197)","(0.984442, 0.11103, -0.136183)","(-0.358006, 0.614164, 0.703303)","(-0.0334874, -0.995445, -0.0892662)","(0.0117197, -0.999928, -0.00267828)","(-0.0424068, -0.902328, -0.428959)","(0.150997, -0.901912, -0.404667)",0
0.934267,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.080361, 0.994895, -0.06105)","(0.207395, -0.973663, 0.0947027)","(0.0338745, -0.799612, 0.599561)","(0.98426, 0.111685, -0.136964)","(-0.356912, 0.614348, 0.703698)","(-0.0339979, -0.995439, -0.0891405)","(0.0111978, -0.999933, -0.00279143)","(-0.0434436, -0.902332, -0.428847)","(0.150243, -0.901877, -0.405024)",0
0.967633,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.080226, 0.994907, -0.0610282)","(0.207454, -0.97363, 0.09491)","(0.0345038, -0.799372, 0.599845)","(0.984092, 0.112266, -0.137695)","(-0.35634, 0.614485, 0.703868)","(-0.0344191, -0.995433, -0.0890436)","(0.010826, -0.999937, -0.00289559)","(-0.044056, -0.902304, -0.428843)","(0.149716, -0.901783, -0.40543)",0
1.001,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0800903, 0.99492, -0.0609869)","(0.207495, -0.973598, 0.095148)","(0.035007, -0.799216, 0.600023)","(0.983962, 0.112732, -0.138237)","(-0.356031, 0.614598, 0.703925)","(-0.034753, -0.995429, -0.0889525)","(0.0104995, -0.99994, -0.00298547)","(-0.0444957, -0.902232, -0.428949)","(0.149354, -0.901657, -0.405843)",0
1.03437,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0799331, 0.994927, -0.0610847)","(0.207343, -0.973626, 0.095186)","(0.0350698, -0.799119, 0.60015)","(0.983862, 0.113023, -0.13871)","(-0.355963, 0.614672, 0.703895)","(-0.0350676, -0.995429, -0.0888355)","(0.0101538, -0.999944, -0.00303879)","(-0.0447898, -0.902174, -0.42904)","(0.149218, -0.901585, -0.406052)",0
1.06773,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0797759, 0.994932, -0.0611984)","(0.207117, -0.973674, 0.0951871)","(0.0350062, -0.799069, 0.600219)","(0.983796, 0.113219, -0.139022)","(-0.355925, 0.614753, 0.703844)","(-0.0352942, -0.995433, -0.0886949)","(0.00985211, -0.999947, -0.00307212)","(-0.044955, -0.902125, -0.429126)","(0.14919, -0.901523, -0.406201)",0
1.1011,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0796279, 0.994938, -0.0612992)","(0.206571, -0.973807, 0.0950217)","(0.0346726, -0.799065, 0.600244)","(0.983773, 0.113096, -0.139284)","(-0.356364, 0.614449, 0.703887)","(-0.0354722, -0.995441, -0.0885396)","(0.00959688, -0.999949, -0.00310726)","(-0.0450661, -0.902085, -0.4292)","(0.149252, -0.901471, -0.406293)",0
1.13447,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0795201, 0.99493, -0.0615682)","(0.205858, -0.974046, 0.0941138)","(0.0339543, -0.799081, 0.600264)","(0.983785, 0.112491, -0.139687)","(-0.357594, 0.613783, 0.703844)","(-0.0356162, -0.99545, -0.0883797)","(0.00939053, -0.999951, -0.00303892)","(-0.0451059, -0.901993, -0.429388)","(0.149304, -0.901388, -0.406459)",0
1.16783,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0793088, 0.994923, -0.0619497)","(0.204653, -0.974408, 0.0929803)","(0.0328733, -0.799167, 0.600209)","(0.984045, 0.110874, -0.13915)","(-0.359246, 0.61268, 0.703964)","(-0.0357519, -0.99546, -0.0882064)","(0.0092495, -0.999953, -0.00277226)","(-0.045076, -0.90187, -0.429651)","(0.149386, -0.901246, -0.406743)",0
1.2012,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0789477, 0.994924, -0.0623996)","(0.202234, -0.974989, 0.0921846)","(0.0313355, -0.799439, 0.59993)","(0.984609, 0.107635, -0.137692)","(-0.361218, 0.611612, 0.703884)","(-0.035801, -0.995475, -0.0880252)","(0.00934194, -0.999953, -0.00245138)","(-0.0448914, -0.90177, -0.429878)","(0.149436, -0.901404, -0.406374)",0
1.23457,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0783997, 0.994951, -0.0626517)","(0.199468, -0.975545, 0.0923332)","(0.0296509, -0.799855, 0.599461)","(0.985262, 0.104165, -0.135682)","(-0.362753, 0.61097, 0.703652)","(-0.0356424, -0.995494, -0.0878745)","(0.00990555, -0.999949, -0.00220043)","(-0.0445087, -0.901727, -0.430008)","(0.149904, -0.90184, -0.405232)",0
1.26793,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0780663, 0.994975, -0.0626937)","(0.196832, -0.976041, 0.0927392)","(0.0283585, -0.800357, 0.598853)","(0.98579, 0.100321, -0.134738)","(-0.364346, 0.610259, 0.703445)","(-0.035405, -0.995505, -0.0878393)","(0.0106272, -0.999941, -0.00217636)","(-0.0440839, -0.901765, -0.429973)","(0.150881, -0.902733, -0.402875)",0
1.3013,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0779263, 0.994993, -0.062583)","(0.195674, -0.976283, 0.0926426)","(0.0275809, -0.800956, 0.598088)","(0.98563, 0.09915, -0.136755)","(-0.365409, 0.609711, 0.70337)","(-0.0349845, -0.995495, -0.088122)","(0.0115124, -0.999931, -0.00232981)","(-0.0431628, -0.902099, -0.429365)","(0.153117, -0.904416, -0.398229)",0
1.33467,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0781152, 0.994961, -0.0628592)","(0.195222, -0.976485, 0.09146)","(0.0269367, -0.801251, 0.597722)","(0.983894, 0.101234, -0.147327)","(-0.366217, 0.6097, 0.702959)","(-0.034521, -0.995473, -0.0885557)","(0.0124293, -0.99992, -0.00249575)","(-0.0411837, -0.902705, -0.428284)","(0.156499, -0.906779, -0.391483)",0
1.36803,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0785075, 0.994896, -0.0633883)","(0.193969, -0.9768, 0.0907635)","(0.0265937, -0.801151, 0.597872)","(0.982116, 0.10599, -0.15561)","(-0.36673, 0.609739, 0.702657)","(-0.0338627, -0.995464, -0.0889103)","(0.0139959, -0.999901, -0.0016766)","(-0.0382594, -0.90329, -0.427322)","(0.160065, -0.908765, -0.385391)",0
1.4014,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.079342, 0.994794, -0.0639569)","(0.19332, -0.976876, 0.0913247)","(0.0267283, -0.800689, 0.598484)","(0.979891, 0.116779, -0.16179)","(-0.367763, 0.608756, 0.70297)","(-0.0332269, -0.995465, -0.0891392)","(0.0160194, -0.999872, -0.000447192)","(-0.0351945, -0.90348, -0.427183)","(0.16345, -0.910052, -0.380907)",0
1.43477,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0821555, 0.994445, -0.0658062)","(0.191248, -0.977038, 0.093918)","(0.031924, -0.798471, 0.601187)","(0.979223, 0.125175, -0.159544)","(-0.368177, 0.604719, 0.70623)","(-0.0320119, -0.995491, -0.0892864)","(0.0179892, -0.999838, 0.000827794)","(-0.0326584, -0.903492, -0.427359)","(0.166334, -0.910481, -0.378625)",0
1.46813,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0866967, 0.99389, -0.0683118)","(0.19237, -0.97674, 0.0947277)","(0.0389221, -0.795919, 0.604151)","(0.977728, 0.131817, -0.163319)","(-0.365015, 0.601053, 0.710985)","(-0.0309124, -0.995495, -0.0896307)","(0.0194185, -0.999811, 0.00114839)","(-0.0298665, -0.903021, -0.428556)","(0.169551, -0.910388, -0.377421)",0
1.5015,"(0.00131664, -0.00164129, -1.70842e-06)","(-0.0939253, 0.99289, -0.0731227)","(0.194579, -0.976587, 0.0917483)","(0.0437097, -0.794726, 0.605392)","(0.97755, 0.128515, -0.166974)","(-0.356885, 0.599801, 0.71615)","(-0.0296933, -0.995564, -0.0892816)","(0.0220298, -0.999757, 0.00113934)","(-0.0244198, -0.902736, -0.4295)","(0.173143, -0.908988, -0.379161)",0
1.53487,"(-0.00122839, -0.00122085, -1.54977e-06)","(-0.102875, 0.991752, -0.076444)","(0.201889, -0.975936, 0.0824026)","(0.0360033, -0.79675, 0.603236)","(0.974601, 0.124738, -0.185995)","(-0.338604, 0.605533, 0.720192)","(-0.0287711, -0.995565, -0.0895708)","(0.0269257, -0.999637, 0.000592749)","(-0.018536, -0.902757, -0.429753)","(0.179216, -0.907414, -0.380107)",0
1.56823,"(-0.00122839, -0.00122085, -1.54977e-06)","(-0.112086, 0.990561, -0.0788967)","(0.209537, -0.974979, 0.0742337)","(0.0275069, -0.799476, 0.600067)","(0.972399, 0.121749, -0.199042)","(-0.324591, 0.609737, 0.723092)","(-0.0264285, -0.995609, -0.0897993)","(0.0344161, -0.999408, 0.000116092)","(-0.00844023, -0.90331, -0.428906)","(0.187082, -0.905762, -0.380257)",0
1.6016,"(-0.00478938, -0.000897861, -1.07139e-06)","(-0.119945, 0.989628, -0.079057)","(0.218178, -0.97371, 0.0654746)","(0.0244259, -0.802329, 0.596382)","(0.969289, 0.123264, -0.212803)","(-0.316934, 0.606875, 0.728873)","(-0.0226123, -0.99563, -0.0906021)","(0.0431812, -0.999067, -2.51934e-05)","(-0.000271311, -0.903769, -0.428021)","(0.197826, -0.904635, -0.377491)",0
1.63497,"(-0.00693789, -0.000734639, -9.89903e-07)","(-0.124744, 0.989041, -0.0789779)","(0.223822, -0.972674, 0.061718)","(0.0294672, -0.804906, 0.592671)","(0.969082, 0.129803, -0.209838)","(-0.323345, 0.596588, 0.734527)","(-0.0174494, -0.995697, -0.0910077)","(0.0537734, -0.998551, 0.00207828)","(0.0081856, -0.903005, -0.429552)","(0.208053, -0.903066, -0.375746)",0
1.66833,"(-0.0091593, -0.000609589, -1.14441e-06)","(-0.127933, 0.988633, -0.078983)","(0.227594, -0.971999, 0.0584714)","(0.0341313, -0.808398, 0.587646)","(0.969307, 0.141999, -0.200699)","(-0.329361, 0.587372, 0.739267)","(-0.010597, -0.995645, -0.0926193)","(0.0662551, -0.99776, 0.00923881)","(0.0148976, -0.901408, -0.432715)","(0.21929, -0.904274, -0.366335)",0
1.7017,"(-0.0114751, -0.0004915, -8.80845e-07)","(-0.129597, 0.988468, -0.0783297)","(0.227933, -0.971815, 0.0601797)","(0.0339243, -0.812771, 0.581595)","(0.973778, 0.154544, -0.166953)","(-0.335435, 0.583157, 0.739872)","(-0.00178204, -0.995307, -0.0967532)","(0.080543, -0.996598, 0.0174569)","(0.0242589, -0.899619, -0.436002)","(0.228778, -0.905941, -0.356274)",0
1.73507,"(-0.0138312, -0.000399363, -5.0352e-07)","(-0.13139, 0.988286, -0.0776353)","(0.227465, -0.971717, 0.063457)","(0.0315157, -0.815696, 0.577622)","(0.978225, 0.160854, -0.131153)","(-0.339497, 0.579703, 0.740734)","(0.0102546, -0.994855, -0.100785)","(0.0933346, -0.995337, 0.0243453)","(0.0396408, -0.898274, -0.437645)","(0.236189, -0.907387, -0.347654)",0
1.76843,"(-0.0161533, -0.000330544, -4.47035e-07)","(-0.132842, 0.988163, -0.0767309)","(0.22521, -0.971752, 0.0705652)","(0.0258072, -0.817743, 0.575004)","(0.984013, 0.160505, -0.0771835)","(-0.347149, 0.5751, 0.740775)","(0.0222971, -0.994395, -0.103355)","(0.105268, -0.994098, 0.0262147)","(0.0566946, -0.896723, -0.438947)","(0.238984, -0.906523, -0.347999)",0
1.8018,"(-0.0183554, -0.000298882, -2.77441e-07)","(-0.134094, 0.987871, -0.0782955)","(0.224146, -0.971685, 0.0747432)","(0.0205668, -0.817693, 0.575287)","(0.985607, 0.15847, -0.0588808)","(-0.357285, 0.570815, 0.739269)","(0.0318815, -0.99414, -0.103293)","(0.111942, -0.993359, 0.0265705)","(0.0708135, -0.895352, -0.439694)","(0.236851, -0.90646, -0.349617)",0
1.83517,"(-0.0203731, -0.000239158, -1.55345e-07)","(-0.134674, 0.987708, -0.0793496)","(0.222862, -0.971533, 0.080348)","(0.0172994, -0.817639, 0.575471)","(0.986642, 0.157263, -0.0424894)","(-0.370714, 0.566459, 0.735999)","(0.0377371, -0.993946, -0.103182)","(0.114951, -0.993033, 0.0259027)","(0.0813748, -0.89504, -0.438499)","(0.230681, -0.908228, -0.349154)",0
1.86853,"(-0.0203731, -0.000239158, -1.55345e-07)","(-0.135005, 0.987626, -0.0798013)","(0.223123, -0.971319, 0.0821971)","(0.0164219, -0.81838, 0.574442)","(0.986994, 0.152445, -0.0510295)","(-0.38598, 0.562068, 0.731504)","(0.0419232, -0.993666, -0.104262)","(0.113356, -0.993246, 0.0247715)","(0.0881291, -0.896319, -0.434563)","(0.218427, -0.913277, -0.343823)",0
1.9019,"(-0.0236849, 0.000155592, -1.02986e-06)","(-0.135633, 0.987756, -0.0770891)","(0.2217, -0.970741, 0.092254)","(0.0198292, -0.822081, 0.569026)","(0.98958, 0.142127, -0.023062)","(-0.402888, 0.557117, 0.726156)","(0.0469895, -0.993315, -0.105438)","(0.111728, -0.993466, 0.0232951)","(0.0923142, -0.898602, -0.428943)","(0.194744, -0.920269, -0.339381)",0
1.93527,"(-0.0236849, 0.000155592, -1.02986e-06)","(-0.136887, 0.988096, -0.070209)","(0.219336, -0.968101, 0.121128)","(0.0282306, -0.833079, 0.552433)","(0.988708, 0.129351, 0.0756565)","(-0.427141, 0.551818, 0.716273)","(0.0530186, -0.993143, -0.104189)","(0.109164, -0.993799, 0.0211445)","(0.0947073, -0.903122, -0.418808)","(0.163759, -0.92595, -0.340292)",0
1.96863,"(-0.025664, 0.000914145, 7.33306e-07)","(-0.139863, 0.988453, -0.0582957)","(0.214436, -0.961212, 0.17346)","(0.0406147, -0.846261, 0.531219)","(0.966705, 0.115058, 0.228566)","(-0.457503, 0.542284, 0.704712)","(0.0576738, -0.993675, -0.096347)","(0.0974281, -0.995067, 0.0187026)","(0.0957111, -0.907089, -0.409913)","(0.128364, -0.923878, -0.360515)",0
2.002,"(-0.025664, 0.000914145, 7.33306e-07)","(-0.143143, 0.988727, -0.0439099)","(0.206211, -0.951099, 0.229973)","(0.0527557, -0.853486, 0.518439)","(0.924222, 0.101626, 0.368085)","(-0.4936, 0.528796, 0.690459)","(0.0604769, -0.994654, -0.0837051)","(0.0743497, -0.997046, 0.0192901)","(0.0982412, -0.908847, -0.405395)","(0.105008, -0.913198, -0.393754)",0
2.03537,"(-0.025664, 0.000914145, 7.33306e-07)","(-0.144008, 0.988926, -0.0358742)","(0.194533, -0.940493, 0.278621)","(0.0568754, -0.853712, 0.517631)","(0.901937, 0.0904441, 0.422291)","(-0.525276, 0.517027, 0.675846)","(0.0622643, -0.995441, -0.0722476)","(0.045649, -0.998763, 0.0197008)","(0.0996783, -0.907261, -0.408584)","(0.0958239, -0.899407, -0.42648)",0
2.06873,"(-0.0276833, 0.00264288, 6.53584e-06)","(-0.141947, 0.989288, -0.0340564)","(0.180859, -0.934198, 0.307513)","(0.052407, -0.851466, 0.521784)","(0.901612, 0.0835371, 0.424402)","(-0.551803, 0.509802, 0.660011)","(0.0657653, -0.995741, -0.0646093)","(0.0211849, -0.999619, 0.0176794)","(0.101419, -0.906351, -0.410174)","(0.0988402, -0.891225, -0.44266)",0
2.1021,"(-0.0276833, 0.00264288, 6.53584e-06)","(-0.137158, 0.989993, -0.0331849)","(0.169538, -0.931538, 0.321706)","(0.0412238, -0.853148, 0.520038)","(0.903385, 0.0770859, 0.421845)","(-0.571545, 0.505593, 0.646307)","(0.0710538, -0.995506, -0.0626117)","(0.00159388, -0.999943, 0.0105946)","(0.102006, -0.907968, -0.406435)","(0.10405, -0.890621, -0.442683)",0
