time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
44.0106,"(0.0363417, 0.0665324, -2.81861e-05)","(0.986686, -0.0184508, 0.161589)","(0.0170221, 0.99982, 0.00837774)","(-0.162336, -0.00544427, 0.986721)","(0.992973, -0.0140934, -0.117495)","(0.0170221, 0.99982, 0.00837775)","(0.11766, -0.0101643, 0.993002)","(0.0170221, 0.99982, 0.00837775)","(0.198975, -0.535827, 0.820548)","(0.0263811, -0.556829, 0.830208)","(0.435736, 0.565606, 0.70016)","(-0.208076, 0.651002, 0.730001)","(-0.0161028, -0.996123, 0.0864845)","(-0.351869, -0.821959, 0.447853)","(0.0867397, -0.976964, -0.194979)","(0.667071, -0.452635, -0.591725)",0
44.044,"(0.0362754, 0.0718573, -3.3519e-05)","(0.987708, -0.00652824, 0.156171)","(0.0170596, 0.997691, -0.0657438)","(-0.155933, 0.0675921, 0.985452)","(0.997089, -0.0185767, -0.073955)","(0.0170596, 0.997691, -0.0657438)","(0.0753841, 0.0645938, 0.99506)","(0.0170596, 0.997691, -0.0657438)","(0.104379, -0.604083, 0.790056)","(0.0334485, -0.667377, 0.743969)","(0.47805, 0.508172, 0.716401)","(-0.232239, 0.653126, 0.720757)","(0.00471516, -0.994949, 0.100267)","(-0.274569, -0.911667, 0.305738)","(0.0668903, -0.96771, -0.24303)","(0.488038, -0.702011, -0.518652)",0
44.0774,"(0.0366988, 0.0773377, -3.64597e-05)","(0.990528, 0.000736471, 0.137306)","(0.0160254, 0.991667, -0.127828)","(-0.136556, 0.128988, 0.982199)","(0.998438, -0.0225083, -0.0511444)","(0.0160254, 0.991667, -0.127828)","(0.0537126, 0.126873, 0.990464)","(0.0160254, 0.991667, -0.127828)","(-0.0261508, -0.668182, 0.743538)","(0.0423977, -0.741332, 0.669798)","(0.566464, 0.442669, 0.695099)","(-0.286207, 0.63101, 0.721049)","(0.0215637, -0.995527, 0.0919797)","(-0.198055, -0.967943, 0.15447)","(0.0461924, -0.954977, -0.29306)","(0.302039, -0.838329, -0.453846)",0
44.1107,"(0.0376894, 0.0811872, -4.06023e-05)","(0.994554, 0.00678197, 0.104003)","(0.0103555, 0.985245, -0.170836)","(-0.103829, 0.171372, 0.97972)","(0.998197, -0.0208994, -0.0562625)","(0.0103555, 0.985245, -0.170836)","(0.0588553, 0.170125, 0.983663)","(0.0103555, 0.985245, -0.170836)","(-0.173492, -0.691745, 0.700991)","(0.0625055, -0.766848, 0.638778)","(0.64689, 0.361399, 0.671508)","(-0.355911, 0.564958, 0.744413)","(0.0273942, -0.996742, 0.075862)","(-0.139033, -0.988452, 0.0602699)","(0.0262749, -0.944658, -0.327004)","(0.148157, -0.907449, -0.393175)",0
44.1441,"(0.0391719, 0.0827359, -3.92506e-05)","(0.997862, 0.0102143, 0.0645543)","(0.00170497, 0.983106, -0.183028)","(-0.0653703, 0.182952, 0.980946)","(0.997066, -0.0157174, -0.0749097)","(0.00170496, 0.983106, -0.183028)","(0.0764835, 0.182346, 0.980255)","(0.00170496, 0.983106, -0.183028)","(-0.259694, -0.704126, 0.660882)","(0.11066, -0.767018, 0.632011)","(0.69584, 0.264875, 0.667568)","(-0.44036, 0.478251, 0.759842)","(0.0240085, -0.997904, 0.0600884)","(-0.126026, -0.990693, 0.0514281)","(0.00655512, -0.93986, -0.341498)","(0.0858106, -0.919417, -0.383808)",0
44.1775,"(0.0391719, 0.0827359, -3.92506e-05)","(0.999221, 0.0123051, 0.0375081)","(-0.00511427, 0.98334, -0.181702)","(-0.0390987, 0.181401, 0.982632)","(0.997313, -0.0083435, -0.0727827)","(-0.00511428, 0.98334, -0.181702)","(0.0731174, 0.181557, 0.980658)","(-0.00511427, 0.98334, -0.181702)","(-0.325367, -0.710166, 0.62434)","(0.174954, -0.762241, 0.623202)","(0.711441, 0.183351, 0.678405)","(-0.5229, 0.377646, 0.764172)","(0.0157066, -0.998624, 0.0500303)","(-0.128197, -0.990095, 0.0572498)","(-0.0182315, -0.939049, -0.343299)","(0.0644718, -0.915924, -0.39614)",0
44.2108,"(0.0426496, 0.0831703, -3.07722e-05)","(0.999855, 0.0101791, 0.0136469)","(-0.00755992, 0.985006, -0.172352)","(-0.0151939, 0.172238, 0.984938)","(0.997518, -0.00462391, -0.0702636)","(-0.00755992, 0.985006, -0.172352)","(0.0700129, 0.17246, 0.982525)","(-0.00755991, 0.985006, -0.172352)","(-0.354098, -0.719317, 0.59766)","(0.227363, -0.755975, 0.613847)","(0.711735, 0.128106, 0.690667)","(-0.583073, 0.303059, 0.753778)","(0.00527002, -0.998957, 0.0453493)","(-0.130874, -0.989485, 0.0615731)","(-0.0459035, -0.934801, -0.352194)","(0.0505627, -0.911399, -0.408406)",0
44.2442,"(0.0441345, 0.0814777, -2.69128e-05)","(0.999954, 0.00829712, -0.00479115)","(-0.00877101, 0.987609, -0.156688)","(0.00345578, 0.156743, 0.987633)","(0.997296, -0.00274463, -0.0734418)","(-0.00877101, 0.987609, -0.156688)","(0.0730048, 0.156918, 0.98491)","(-0.00877101, 0.987609, -0.156688)","(-0.369465, -0.70568, 0.604576)","(0.25229, -0.728354, 0.637063)","(0.706158, 0.105431, 0.700161)","(-0.599849, 0.23936, 0.763471)","(-0.00664533, -0.999131, 0.0411366)","(-0.134259, -0.988831, 0.0647098)","(-0.064377, -0.909013, -0.411765)","(0.0461904, -0.925349, -0.376293)",0
44.2776,"(0.0453018, 0.0781929, -2.40379e-05)","(0.999808, 0.00903324, -0.0173717)","(-0.0107658, 0.993579, -0.11263)","(0.0163872, 0.112805, 0.993482)","(0.996117, 0.00162311, -0.0880261)","(-0.0107658, 0.993579, -0.11263)","(0.0876437, 0.113239, 0.989695)","(-0.0107658, 0.993579, -0.11263)","(-0.361995, -0.643503, 0.674436)","(0.239369, -0.653735, 0.717867)","(0.689988, 0.0907518, 0.718109)","(-0.564865, 0.204887, 0.799343)","(-0.015823, -0.999566, 0.0248495)","(-0.142923, -0.98508, 0.0958625)","(-0.0714075, -0.830942, -0.551757)","(0.0477594, -0.956859, -0.286601)",0
44.3109,"(0.046165, 0.0736439, -1.94421e-05)","(0.999813, 0.00802378, -0.0175921)","(-0.00870232, 0.999581, -0.0276126)","(0.0171745, 0.0277705, 0.999467)","(0.995952, 0.00620755, -0.0896711)","(-0.00870232, 0.999581, -0.0276127)","(0.0898399, 0.0283222, 0.995553)","(-0.00870232, 0.999581, -0.0276126)","(-0.333239, -0.515794, 0.789246)","(0.163572, -0.519813, 0.838474)","(0.661768, 0.0813264, 0.745285)","(-0.48454, 0.195631, 0.852613)","(-0.0213256, -0.999467, -0.0247001)","(-0.159463, -0.976356, 0.145949)","(-0.0680115, -0.696376, -0.714447)","(0.0586109, -0.98125, -0.183612)",0
44.3443,"(0.0466577, 0.0678125, -1.27789e-05)","(0.999864, 0.0031812, -0.0161973)","(-0.00241613, 0.997875, 0.0651117)","(0.015825, -0.0650398, 0.997757)","(0.994053, 0.0098998, -0.108445)","(-0.00241613, 0.997875, 0.0651117)","(0.10888, -0.0644909, 0.991961)","(-0.00241613, 0.997875, 0.0651117)","(-0.217676, -0.365463, 0.905016)","(0.03556, -0.395472, 0.917789)","(0.601217, 0.131048, 0.788267)","(-0.377518, 0.252306, 0.890967)","(-0.0220125, -0.996143, -0.084941)","(-0.183228, -0.96262, 0.199475)","(-0.0719775, -0.546893, -0.834103)","(0.0692113, -0.988891, -0.131545)",0
44.3777,"(0.0468816, 0.0613158, -1.1017e-05)","(0.999828, -0.0100265, -0.0156288)","(0.0119775, 0.991571, 0.129008)","(0.0138803, -0.129184, 0.991524)","(0.9953, 0.000750917, -0.0968354)","(0.0119775, 0.991571, 0.129008)","(0.0958515, -0.129415, 0.986947)","(0.0119775, 0.991571, 0.129008)","(-0.0823901, -0.271236, 0.95898)","(-0.0752344, -0.337164, 0.938435)","(0.506538, 0.245069, 0.826656)","(-0.292222, 0.354727, 0.88813)","(-0.0213761, -0.99161, -0.12749)","(-0.204147, -0.957002, 0.206085)","(-0.0578588, -0.416222, -0.90742)","(0.0800184, -0.987686, -0.134441)",0
44.411,"(0.0469194, 0.0553553, -1.10416e-05)","(0.9995, -0.0312404, 0.00482668)","(0.029828, 0.987398, 0.155421)","(-0.00977616, -0.154701, 0.987913)","(0.997223, -0.0194332, -0.0718867)","(0.029828, 0.987398, 0.155421)","(0.067803, -0.156205, 0.985395)","(0.029828, 0.987398, 0.155421)","(0.0324412, -0.210208, 0.977118)","(-0.133389, -0.328412, 0.935068)","(0.388436, 0.360341, 0.848099)","(-0.201728, 0.452737, 0.868525)","(-0.0214925, -0.99242, -0.120998)","(-0.217473, -0.960033, 0.176186)","(0.042811, -0.274434, -0.960652)","(0.0864703, -0.985988, -0.142655)",0
44.4444,"(0.0470663, 0.0501621, -1.22158e-05)","(0.996421, -0.0593767, 0.0601693)","(0.0491235, 0.985921, 0.159834)","(-0.0687764, -0.155262, 0.985476)","(0.998783, -0.0491166, -0.00447968)","(0.0491235, 0.985921, 0.159834)","(-0.00341789, -0.158975, 0.987277)","(0.0491235, 0.985921, 0.159834)","(0.0345431, -0.176108, 0.983764)","(-0.148636, -0.3259, 0.933647)","(0.260385, 0.425533, 0.866673)","(-0.123585, 0.514538, 0.848515)","(-0.0233008, -0.995712, -0.089521)","(-0.220974, -0.965517, 0.137647)","(0.183714, -0.167879, -0.968538)","(0.0930365, -0.988576, -0.118579)",0
44.4778,"(0.0472193, 0.0461413, -1.26564e-05)","(0.987738, -0.079552, 0.13433)","(0.0619419, 0.987912, 0.142104)","(-0.143964, -0.131781, 0.980769)","(0.992533, -0.0732446, 0.0975369)","(0.0619419, 0.987912, 0.142104)","(-0.106704, -0.134754, 0.985117)","(0.0619419, 0.987912, 0.142104)","(-0.0232849, -0.167595, 0.985581)","(-0.168601, -0.308858, 0.936045)","(0.12847, 0.449256, 0.884118)","(-0.0223661, 0.555116, 0.831472)","(-0.0337853, -0.997481, -0.0623675)","(-0.221738, -0.967808, 0.119083)","(0.296649, -0.0686386, -0.952517)","(0.0952796, -0.991952, -0.0833815)",0
44.5111,"(0.0475215, 0.0434549, -1.49007e-05)","(0.976324, -0.0912076, 0.196145)","(0.0712285, 0.991124, 0.112245)","(-0.204714, -0.0956708, 0.974135)","(0.979853, -0.0880719, 0.179251)","(0.0712285, 0.991124, 0.112245)","(-0.187585, -0.097333, 0.977414)","(0.0712285, 0.991124, 0.112245)","(-0.117593, -0.232522, 0.965456)","(-0.185903, -0.306336, 0.933594)","(-7.22456e-05, 0.472994, 0.881065)","(0.0566901, 0.572843, 0.817703)","(-0.0550843, -0.99791, -0.0337697)","(-0.224217, -0.96678, 0.122735)","(0.364092, -0.0363179, -0.930655)","(0.0907882, -0.994866, -0.0447011)",0
44.5445,"(0.0475215, 0.0434549, -1.49007e-05)","(0.966775, -0.0944716, 0.237533)","(0.0782078, 0.993773, 0.0793643)","(-0.243487, -0.0580592, 0.968165)","(0.963318, -0.0954106, 0.250829)","(0.0782078, 0.993773, 0.0793643)","(-0.256783, -0.0567785, 0.9648)","(0.0782078, 0.993773, 0.0793643)","(-0.217298, -0.309637, 0.925693)","(-0.188576, -0.274168, 0.943011)","(-0.0899333, 0.48889, 0.867697)","(0.123702, 0.583975, 0.802291)","(-0.0857748, -0.996311, 0.00279394)","(-0.234527, -0.961425, 0.143735)","(0.427346, -0.100947, -0.898435)","(0.0906185, -0.995503, -0.0275984)",0
44.5779,"(0.0488939, 0.0453354, -9.17539e-06)","(0.9595, -0.0920497, 0.266244)","(0.0820041, 0.995345, 0.0506241)","(-0.269856, -0.0268349, 0.962527)","(0.965117, -0.092407, 0.244969)","(0.082004, 0.995345, 0.0506241)","(-0.248654, -0.028545, 0.968172)","(0.0820041, 0.995345, 0.0506241)","(-0.309526, -0.35316, 0.882877)","(-0.14502, -0.151537, 0.977755)","(-0.12404, 0.497664, 0.858455)","(0.129863, 0.612334, 0.77986)","(-0.110657, -0.992, 0.0607542)","(-0.259538, -0.950424, 0.17127)","(0.504683, -0.348505, -0.789835)","(0.101257, -0.99466, -0.0199789)",0
44.6112,"(0.0496592, 0.0519167, -3.92459e-06)","(0.952017, -0.0837016, 0.294378)","(0.0842216, 0.99636, 0.013161)","(-0.294831, 0.0120958, 0.955473)","(0.958614, -0.0840039, 0.272032)","(0.0842216, 0.99636, 0.013161)","(-0.272552, 0.0102674, 0.962086)","(0.0842216, 0.99636, 0.013161)","(-0.440423, -0.384426, 0.811322)","(-0.0642065, -0.0166624, 0.997797)","(-0.139065, 0.509082, 0.849409)","(0.0481109, 0.664423, 0.745807)","(-0.123059, -0.986861, 0.104702)","(-0.282063, -0.940111, 0.191395)","(0.512405, -0.614515, -0.599844)","(0.113885, -0.992823, -0.0365197)",0
44.6446,"(0.0504869, 0.0613819, 1.52364e-07)","(0.943131, -0.0780861, 0.323119)","(0.090012, 0.995744, -0.0197941)","(-0.320182, 0.0478492, 0.946147)","(0.946741, -0.0772855, 0.312583)","(0.090012, 0.995744, -0.0197941)","(-0.30968, 0.0470878, 0.949674)","(0.090012, 0.995744, -0.0197941)","(-0.570334, -0.400672, 0.717065)","(0.00151049, 0.0316749, 0.999497)","(-0.14507, 0.534645, 0.832532)","(-0.0801389, 0.729966, 0.678769)","(-0.115016, -0.987269, 0.109874)","(-0.294471, -0.936653, 0.18965)","(0.468013, -0.795421, -0.385057)","(0.123993, -0.989286, -0.077068)",0
44.678,"(0.0517923, 0.0729913, 1.27889e-06)","(0.92904, -0.075912, 0.362107)","(0.0978201, 0.994335, -0.0415879)","(-0.356843, 0.0742204, 0.931211)","(0.90855, -0.0713982, 0.411629)","(0.0978201, 0.994335, -0.0415879)","(-0.406263, 0.0783472, 0.910391)","(0.0978201, 0.994335, -0.0415879)","(-0.700082, -0.433278, 0.567587)","(0.0345748, 0.0242756, 0.999107)","(-0.157285, 0.594999, 0.788186)","(-0.287807, 0.811843, 0.508014)","(-0.0909634, -0.992691, 0.0793166)","(-0.289264, -0.943201, 0.163398)","(0.400266, -0.887479, -0.228406)","(0.124665, -0.986811, -0.103258)",0
44.7113,"(0.0536654, 0.0836599, 3.56138e-07)","(0.918051, -0.0750911, 0.389285)","(0.0976645, 0.994471, -0.038578)","(-0.384201, 0.0733506, 0.920331)","(0.883937, -0.0688137, 0.462514)","(0.0976645, 0.994471, -0.038578)","(-0.457288, 0.0791097, 0.885793)","(0.0976645, 0.994471, -0.038578)","(-0.702773, -0.45696, 0.54525)","(-0.00718953, -0.0239776, 0.999687)","(-0.134776, 0.579532, 0.803728)","(-0.478145, 0.703836, 0.52535)","(-0.0665127, -0.996668, 0.0472182)","(-0.279903, -0.951391, 0.128491)","(0.295963, -0.947705, -0.119422)","(0.11624, -0.986144, -0.118354)",0
44.7447,"(0.0564485, 0.0922855, -5.7742e-07)","(0.913009, -0.05667, 0.403985)","(0.0791501, 0.996094, -0.0391322)","(-0.400031, 0.0676487, 0.914002)","(0.85108, -0.0474202, 0.52289)","(0.0791501, 0.996094, -0.0391322)","(-0.518894, 0.0737067, 0.851655)","(0.0791501, 0.996094, -0.0391322)","(-0.702796, -0.473496, 0.530923)","(-0.164963, -0.0377024, 0.985579)","(-0.0904818, 0.585132, 0.805874)","(-0.639144, 0.612062, 0.465697)","(-0.0513158, -0.998093, 0.0342987)","(-0.267766, -0.959111, 0.0916893)","(0.204321, -0.976543, -0.0679447)","(0.0968809, -0.990019, -0.102354)",0
44.7781,"(0.060688, 0.0970997, -8.10996e-07)","(0.907368, -0.0226119, 0.41973)","(0.0477941, 0.997653, -0.049028)","(-0.417943, 0.0635763, 0.906246)","(0.805673, -0.0095235, 0.592283)","(0.0477941, 0.997653, -0.049028)","(-0.590636, 0.0631719, 0.804462)","(0.0477941, 0.997653, -0.049028)","(-0.726564, -0.460963, 0.509528)","(-0.447744, -0.142598, 0.882718)","(-0.0109711, 0.608019, 0.793846)","(-0.735641, 0.508813, 0.447148)","(-0.0496877, -0.998154, 0.0349373)","(-0.251416, -0.965752, 0.0641367)","(0.150479, -0.987154, -0.0536946)","(0.0732987, -0.993362, -0.0886541)",0
44.8114,"(0.066348, 0.0986024, -3.25758e-06)","(0.88496, 0.0288534, 0.464772)","(0.00370393, 0.997575, -0.0694988)","(-0.465575, 0.0605505, 0.882935)","(0.724325, 0.0440013, 0.688053)","(0.00370392, 0.997575, -0.0694988)","(-0.689076, 0.0486076, 0.723057)","(0.00370393, 0.997575, -0.0694988)","(-0.757827, -0.42121, 0.498278)","(-0.705186, -0.169034, 0.688578)","(0.0345268, 0.664963, 0.746078)","(-0.855473, 0.506943, 0.105706)","(-0.0504317, -0.998411, 0.0251603)","(-0.233773, -0.971429, 0.0409417)","(0.138208, -0.989851, -0.0330801)","(0.0647072, -0.995878, -0.0635583)",0
44.8448,"(0.0729668, 0.0961285, -3.1285e-06)","(0.853608, 0.0852707, 0.513889)","(-0.0521671, 0.995333, -0.0811863)","(-0.517236, 0.0403009, 0.854893)","(0.670115, 0.0943709, 0.736234)","(-0.0521671, 0.995333, -0.0811863)","(-0.739508, 0.015264, 0.672974)","(-0.0521671, 0.995333, -0.0811863)","(-0.715854, -0.392775, 0.577305)","(-0.834001, -0.165255, 0.526434)","(0.0780688, 0.658482, 0.748537)","(-0.918409, 0.377762, -0.117559)","(-0.0540659, -0.998519, 0.00604117)","(-0.218761, -0.975489, 0.0237643)","(0.128742, -0.991187, -0.0311966)","(0.0854592, -0.994627, -0.0584215)",0
44.8782,"(0.0803668, 0.0920427, 2.51103e-06)","(0.82606, 0.131277, 0.548079)","(-0.121122, 0.991044, -0.056219)","(-0.548876, -0.020179, 0.83566)","(0.682179, 0.128697, 0.71977)","(-0.121122, 0.991044, -0.056219)","(-0.719857, -0.0476235, 0.692486)","(-0.121122, 0.991044, -0.056219)","(-0.637844, -0.356987, 0.682434)","(-0.87209, -0.111969, 0.476364)","(0.114239, 0.584572, 0.803259)","(-0.946674, 0.243123, -0.211421)","(-0.065387, -0.997702, -0.0177697)","(-0.210671, -0.977464, 0.0134726)","(0.105286, -0.992675, -0.0592555)","(0.123959, -0.989554, -0.0735974)",0
44.9115,"(0.0879556, 0.0866506, 8.37091e-06)","(0.802123, 0.156681, 0.576238)","(-0.195962, 0.980611, 0.00098952)","(-0.563891, -0.11388, 0.81796)","(0.707389, 0.143594, 0.692085)","(-0.195962, 0.980611, 0.00098952)","(-0.678616, -0.136284, 0.721739)","(-0.195962, 0.980611, 0.000989525)","(-0.632381, -0.332173, 0.699825)","(-0.894062, -0.110457, 0.43411)","(0.153079, 0.510301, 0.846262)","(-0.970877, 0.224598, -0.0833852)","(-0.0855651, -0.995862, -0.0306271)","(-0.214092, -0.976694, 0.0152656)","(0.0825471, -0.991289, -0.102626)","(0.174407, -0.979715, -0.0986962)",0
44.9449,"(0.0956041, 0.081094, 1.24888e-05)","(0.780989, 0.164009, 0.602626)","(-0.257989, 0.963801, 0.0672968)","(-0.569371, -0.208193, 0.795281)","(0.715783, 0.141305, 0.683877)","(-0.257989, 0.963801, 0.0672968)","(-0.649724, -0.224566, 0.726243)","(-0.257989, 0.963801, 0.0672968)","(-0.647297, -0.337941, 0.68323)","(-0.896993, -0.161247, 0.411587)","(0.139444, 0.45705, 0.878442)","(-0.982344, 0.186195, 0.0182123)","(-0.104881, -0.993301, -0.0485036)","(-0.208169, -0.97789, 0.0199202)","(0.0587152, -0.985069, -0.161836)","(0.209926, -0.968778, -0.13191)",0
44.9783,"(0.103109, 0.076035, 1.43416e-05)","(0.755063, 0.172578, 0.632532)","(-0.312002, 0.943191, 0.11422)","(-0.576289, -0.283683, 0.76643)","(0.665243, 0.127594, 0.735643)","(-0.312002, 0.943191, 0.11422)","(-0.678688, -0.306304, 0.667503)","(-0.312002, 0.943191, 0.11422)","(-0.645263, -0.366082, 0.670537)","(-0.906211, -0.230116, 0.354723)","(0.0419286, 0.38158, 0.923384)","(-0.991624, 0.107027, 0.0722931)","(-0.118869, -0.990752, -0.0654225)","(-0.19722, -0.9801, 0.0225461)","(0.0173232, -0.98, -0.198242)","(0.227123, -0.956128, -0.185029)",0
45.0116,"(0.110479, 0.0724903, 1.35304e-05)","(0.736817, 0.194474, 0.647519)","(-0.359176, 0.924083, 0.130627)","(-0.572025, -0.328911, 0.751402)","(0.622281, 0.130803, 0.771788)","(-0.359176, 0.924083, 0.130627)","(-0.695083, -0.359364, 0.62267)","(-0.359176, 0.924083, 0.130627)","(-0.630396, -0.422136, 0.651462)","(-0.893614, -0.301719, 0.332294)","(-0.0519987, 0.32641, 0.943797)","(-0.997361, 0.0524906, 0.0501505)","(-0.12413, -0.988201, -0.0897276)","(-0.175476, -0.984333, 0.0172516)","(-0.0166648, -0.973802, -0.226787)","(0.22068, -0.94681, -0.234205)",0
45.045,"(0.117577, 0.0695896, 8.56854e-06)","(0.707043, 0.215151, 0.673647)","(-0.408679, 0.901975, 0.139363)","(-0.576688, -0.374349, 0.72615)","(0.581155, 0.139449, 0.801756)","(-0.408679, 0.901975, 0.139363)","(-0.70331, -0.408493, 0.581798)","(-0.408679, 0.901975, 0.139363)","(-0.667475, -0.472194, 0.57577)","(-0.886084, -0.350465, 0.303365)","(-0.145206, 0.277411, 0.949715)","(-0.997197, 0.074818, 0.000581985)","(-0.135983, -0.986582, -0.0903538)","(-0.165341, -0.986185, 0.0100538)","(-0.0349905, -0.977858, -0.206325)","(0.212169, -0.95178, -0.221585)",0
45.0784,"(0.12479, 0.066791, 2.15154e-06)","(0.664247, 0.217219, 0.715256)","(-0.45599, 0.876657, 0.153444)","(-0.592788, -0.428791, 0.681719)","(0.551775, 0.140445, 0.822083)","(-0.45599, 0.876657, 0.153444)","(-0.698764, -0.459798, 0.54801)","(-0.45599, 0.876657, 0.153444)","(-0.702476, -0.52819, 0.477015)","(-0.863854, -0.390817, 0.317835)","(-0.246756, 0.263899, 0.932453)","(-0.989037, 0.146338, 0.0197633)","(-0.153624, -0.985194, -0.076106)","(-0.176414, -0.984311, 0.00324141)","(0.0102137, -0.982638, -0.185254)","(0.190004, -0.967123, -0.169033)",0
45.1117,"(0.131603, 0.0644757, -4.88125e-06)","(0.61067, 0.196225, 0.767188)","(-0.498547, 0.848892, 0.175591)","(-0.616186, -0.490191, 0.616464)","(0.505159, 0.11602, 0.855192)","(-0.498547, 0.848892, 0.175591)","(-0.70545, -0.51519, 0.486743)","(-0.498547, 0.848892, 0.175591)","(-0.737979, -0.572966, 0.356506)","(-0.839523, -0.407237, 0.359665)","(-0.399164, 0.249943, 0.882154)","(-0.984946, 0.158899, 0.0680629)","(-0.169555, -0.984179, -0.0514101)","(-0.210745, -0.977533, -0.00407133)","(0.0527253, -0.985656, -0.160318)","(0.13666, -0.983269, -0.12044)",0
45.1451,"(0.137748, 0.0621292, -1.13219e-05)","(0.547553, 0.173468, 0.818593)","(-0.542503, 0.819081, 0.186541)","(-0.636973, -0.547239, 0.54295)","(0.455011, 0.0982961, 0.885044)","(-0.542503, 0.819081, 0.186541)","(-0.706076, -0.5653, 0.426488)","(-0.542503, 0.819081, 0.186541)","(-0.758974, -0.609147, 0.229997)","(-0.816166, -0.411572, 0.405563)","(-0.540363, 0.255013, 0.801858)","(-0.97081, 0.17927, 0.159343)","(-0.181993, -0.982973, -0.0253329)","(-0.253671, -0.967273, -0.00590342)","(0.0707817, -0.989954, -0.122393)","(0.0746863, -0.992968, -0.0918535)",0
45.1785,"(0.142793, 0.0598994, -1.50319e-05)","(0.485104, 0.167838, 0.858198)","(-0.579927, 0.796497, 0.171104)","(-0.653428, -0.582102, 0.48393)","(0.393405, 0.0887785, 0.915069)","(-0.579927, 0.796497, 0.171104)","(-0.712203, -0.599474, 0.365236)","(-0.579927, 0.796497, 0.171104)","(-0.757132, -0.649087, 0.0737359)","(-0.800699, -0.413567, 0.433409)","(-0.638142, 0.280212, 0.717116)","(-0.953763, 0.231392, 0.19182)","(-0.198247, -0.980006, 0.0169506)","(-0.27776, -0.960626, 0.00686294)","(0.0553129, -0.995239, -0.0802454)","(0.0425127, -0.997722, -0.0523848)",0
45.2118,"(0.146619, 0.0582994, -2.11935e-05)","(0.431666, 0.182733, 0.883331)","(-0.609394, 0.78108, 0.13621)","(-0.664674, -0.59759, 0.448437)","(0.341167, 0.102954, 0.934348)","(-0.609394, 0.78108, 0.13621)","(-0.714717, -0.617108, 0.329176)","(-0.609394, 0.78108, 0.13621)","(-0.748572, -0.662963, -0.0109715)","(-0.796274, -0.426687, 0.428819)","(-0.652279, 0.326683, 0.683967)","(-0.932427, 0.312713, 0.181082)","(-0.229138, -0.970568, 0.0741141)","(-0.282992, -0.958784, 0.0254697)","(0.0515372, -0.997315, -0.0520254)","(0.0531628, -0.998397, -0.0194235)",0
45.2452,"(0.149147, 0.0574007, -2.54955e-05)","(0.398531, 0.207486, 0.893377)","(-0.622589, 0.776464, 0.0973996)","(-0.67354, -0.595074, 0.438441)","(0.301437, 0.122959, 0.945525)","(-0.622589, 0.776464, 0.0973996)","(-0.722525, -0.617669, 0.310552)","(-0.622589, 0.776464, 0.0973996)","(-0.736509, -0.676329, -0.0115538)","(-0.799799, -0.440074, 0.408235)","(-0.615835, 0.378871, 0.6908)","(-0.924689, 0.362862, 0.115245)","(-0.264355, -0.955755, 0.129029)","(-0.278909, -0.959443, 0.0409749)","(0.0704113, -0.995975, -0.0554591)","(0.0734753, -0.997229, -0.0116706)",0
45.2786,"(0.149147, 0.0574007, -2.54955e-05)","(0.391965, 0.219378, 0.893441)","(-0.624677, 0.776417, 0.0833977)","(-0.675403, -0.590829, 0.441307)","(0.309583, 0.148032, 0.939279)","(-0.624677, 0.776417, 0.0833977)","(-0.716979, -0.612529, 0.33279)","(-0.624677, 0.776417, 0.0833977)","(-0.705864, -0.690178, 0.159405)","(-0.798152, -0.448185, 0.402596)","(-0.470164, 0.42151, 0.775419)","(-0.927486, 0.367218, 0.0701486)","(-0.29061, -0.943247, 0.160723)","(-0.277745, -0.959475, 0.0476)","(0.0935787, -0.993308, -0.0676884)","(0.0890625, -0.99574, -0.0238512)",0
45.3119,"(0.149147, 0.0574007, -2.54955e-05)","(0.405369, 0.215612, 0.888362)","(-0.616244, 0.78224, 0.0913436)","(-0.675055, -0.584687, 0.449936)","(0.352446, 0.17007, 0.920249)","(-0.616244, 0.78224, 0.0913436)","(-0.703546, -0.600251, 0.380423)","(-0.616244, 0.78224, 0.0913436)","(-0.614854, -0.692695, 0.376999)","(-0.795003, -0.451102, 0.405559)","(-0.299455, 0.45683, 0.837636)","(-0.941067, 0.337972, 0.0129399)","(-0.30149, -0.937739, 0.172482)","(-0.276411, -0.959539, 0.0536789)","(0.107172, -0.991534, -0.073306)","(0.112574, -0.993031, -0.0348825)",0
45.3453,"(0.148263, 0.05952, -2.30014e-05)","(0.445228, 0.196084, 0.873684)","(-0.588971, 0.799172, 0.120152)","(-0.673688, -0.568702, 0.471935)","(0.445785, 0.194182, 0.873825)","(-0.588971, 0.799172, 0.120152)","(-0.671905, -0.571732, 0.470814)","(-0.588971, 0.799172, 0.120152)","(-0.511168, -0.652917, 0.558934)","(-0.790541, -0.449748, 0.415657)","(-0.126762, 0.490745, 0.862033)","(-0.94703, 0.320671, -0.0174436)","(-0.293717, -0.938958, 0.179132)","(-0.266814, -0.961798, 0.0612712)","(0.120286, -0.989364, -0.0817955)","(0.136638, -0.989656, -0.0437142)",0
