time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
86.8367,"(0.0539586, 0.0812197, -8.97739e-06)","(-0.884153, -0.058954, -0.463463)","(-0.00106341, 0.99226, -0.124174)","(0.467121, -0.109306, -0.877411)","(-0.97362, -0.0293698, -0.226278)","(-0.0010634, 0.99226, -0.124174)","(0.228187, -0.120178, -0.966172)","(-0.0010634, 0.99226, -0.124174)","(-0.0103664, -0.999623, -0.0254311)","(-0.323953, -0.946017, 0.0103139)","(0, 0, 0)","(0, 0, 0)","(0.254337, -0.96143, -0.104712)","(-0.148507, -0.988874, 0.00863724)","(0.155502, -0.986166, 0.0574045)","(0.00102275, -0.998133, 0.0610679)",0
86.8701,"(0.0570666, 0.0801738, -9.40571e-06)","(-0.887928, -0.0290045, -0.459067)","(0.0285893, 0.992576, -0.118214)","(0.458944, -0.117705, -0.880634)","(-0.979347, 0.00407794, -0.202147)","(0.0285893, 0.992576, -0.118214)","(0.200243, -0.120857, -0.972263)","(0.0285893, 0.992576, -0.118214)","(-0.0498833, -0.99875, 0.00302955)","(-0.307785, -0.951335, 0.0151819)","(0, 0, 0)","(0, 0, 0)","(0.23284, -0.967601, -0.0976454)","(-0.15527, -0.987839, 0.00804697)","(0.15176, -0.987139, 0.0502519)","(-0.014633, -0.998303, 0.0563619)",0
86.9035,"(0.0601553, 0.0793357, -1.01644e-05)","(-0.891149, -0.00121896, -0.45371)","(0.0582367, 0.991381, -0.117357)","(0.4497, -0.130748, -0.883558)","(-0.984245, 0.0376381, -0.172759)","(0.0582367, 0.991381, -0.117357)","(0.166711, -0.124913, -0.978061)","(0.0582367, 0.991381, -0.117357)","(-0.0912196, -0.987334, 0.129811)","(-0.301363, -0.95057, 0.074819)","(0, 0, 0)","(0, 0, 0)","(0.213045, -0.972789, -0.0910683)","(-0.173564, -0.98479, 0.00795234)","(0.147032, -0.987959, 0.0481491)","(-0.0316431, -0.998119, 0.0525169)",0
86.9369,"(0.0634195, 0.0784717, -1.12693e-05)","(-0.891821, 0.014969, -0.452141)","(0.0840549, 0.98759, -0.132668)","(0.444466, -0.156339, -0.882048)","(-0.98795, 0.066074, -0.139962)","(0.0840549, 0.98759, -0.132668)","(0.129219, -0.142419, -0.981335)","(0.0840549, 0.98759, -0.132668)","(-0.128876, -0.957398, 0.258418)","(-0.295346, -0.941323, 0.163344)","(0, 0, 0)","(0, 0, 0)","(0.193508, -0.977315, -0.0860829)","(-0.200343, -0.979687, 0.00870124)","(0.137679, -0.989185, 0.0505699)","(-0.0463035, -0.997689, 0.0497243)",0
86.9702,"(0.0669328, 0.0773268, -1.00189e-05)","(-0.881124, 0.0131437, -0.472702)","(0.102364, 0.981524, -0.161653)","(0.461864, -0.190808, -0.866183)","(-0.987408, 0.0801861, -0.136367)","(0.102364, 0.981524, -0.161653)","(0.120548, -0.173668, -0.977398)","(0.102364, 0.981524, -0.161653)","(-0.154264, -0.953992, 0.257101)","(-0.316058, -0.929222, 0.191454)","(0, 0, 0)","(0, 0, 0)","(0.176515, -0.98002, -0.0916728)","(-0.232661, -0.972556, -0.00189232)","(0.126632, -0.987735, 0.0913444)","(-0.0728533, -0.993601, 0.0863047)",0
87.0036,"(0.0714383, 0.076788, -8.19583e-06)","(-0.861503, 0.0118747, -0.507613)","(0.121352, 0.975848, -0.181642)","(0.493055, -0.218457, -0.842124)","(-0.983789, 0.0932658, -0.153168)","(0.121352, 0.975848, -0.181642)","(0.132298, -0.19774, -0.971286)","(0.121352, 0.975848, -0.181642)","(-0.178903, -0.966196, 0.185628)","(-0.33606, -0.924282, 0.181017)","(0, 0, 0)","(0, 0, 0)","(0.162707, -0.981753, -0.0984214)","(-0.265603, -0.963975, -0.0143912)","(0.119054, -0.984926, 0.125484)","(-0.123623, -0.984433, 0.124939)",0
87.037,"(0.0766223, 0.07597, -4.58974e-06)","(-0.842508, 0.00933275, -0.538604)","(0.135531, 0.97141, -0.194921)","(0.521325, -0.237451, -0.819657)","(-0.975237, 0.0959113, -0.199281)","(0.135531, 0.97141, -0.194921)","(0.174848, -0.217316, -0.960313)","(0.135531, 0.97141, -0.194921)","(-0.132133, -0.985047, 0.110557)","(-0.390026, -0.908055, 0.152695)","(0, 0, 0)","(0, 0, 0)","(0.149552, -0.983832, -0.0985366)","(-0.315963, -0.94849, -0.0230958)","(0.0996131, -0.983627, 0.150183)","(-0.166441, -0.973823, 0.154811)",0
87.0703,"(0.0827065, 0.0739807, -4.82406e-06)","(-0.849025, 0.012324, -0.528209)","(0.133702, 0.972376, -0.191334)","(0.511134, -0.233457, -0.827188)","(-0.974011, 0.0930827, -0.206492)","(0.133702, 0.972376, -0.191334)","(0.182881, -0.214077, -0.959544)","(0.133702, 0.972376, -0.191334)","(-0.0448773, -0.996419, 0.0716591)","(-0.439701, -0.888512, 0.131183)","(0, 0, 0)","(0, 0, 0)","(0.135224, -0.986658, -0.0906666)","(-0.37386, -0.927226, -0.021924)","(0.0769393, -0.987813, 0.1353)","(-0.192639, -0.971465, 0.138372)",0
87.1037,"(0.089013, 0.0698925, -8.88237e-06)","(-0.900842, 0.0181002, -0.433769)","(0.111072, 0.977349, -0.180147)","(0.4199, -0.212878, -0.882251)","(-0.98172, 0.078024, -0.173604)","(0.111072, 0.977349, -0.180147)","(0.15481, -0.197592, -0.967983)","(0.111072, 0.977349, -0.180147)","(0.0838498, -0.995885, 0.0343736)","(-0.471292, -0.879413, 0.0671976)","(0, 0, 0)","(0, 0, 0)","(0.121418, -0.989321, -0.0806265)","(-0.433089, -0.900901, -0.028497)","(0.0610831, -0.991269, 0.116849)","(-0.233373, -0.965427, 0.116136)",0
87.1371,"(0.0950783, 0.0658401, -1.69047e-05)","(-0.965137, 0.0351839, -0.25937)","(0.083456, 0.984477, -0.154404)","(0.249238, -0.173389, -0.952794)","(-0.994359, 0.0691566, -0.0804194)","(0.083456, 0.984477, -0.154404)","(0.0677875, -0.161979, -0.984463)","(0.083456, 0.984477, -0.154404)","(0.150588, -0.988596, 0.000883848)","(-0.468151, -0.883419, 0.0201537)","(0, 0, 0)","(0, 0, 0)","(0.11178, -0.990606, -0.0787662)","(-0.473422, -0.879894, -0.0407162)","(0.0604929, -0.992795, 0.103439)","(-0.29425, -0.950981, 0.095141)",0
87.1704,"(0.100085, 0.0619283, -2.13325e-05)","(-0.996503, 0.0521944, -0.0652521)","(0.0624779, 0.988858, -0.135119)","(0.0573194, -0.139844, -0.988513)","(-0.997781, 0.0644133, 0.016848)","(0.0624779, 0.988858, -0.135119)","(-0.0255027, -0.134448, -0.990592)","(0.0624779, 0.988858, -0.135119)","(0.179324, -0.983729, 0.0109314)","(-0.439399, -0.898288, 0.00252455)","(0, 0, 0)","(0, 0, 0)","(0.106858, -0.991911, -0.0685134)","(-0.500826, -0.864119, -0.0497153)","(0.0623058, -0.993437, 0.0959261)","(-0.355563, -0.930934, 0.0832878)",0
87.2038,"(0.103344, 0.0583595, -2.36506e-05)","(-0.994953, 0.0652493, 0.0762276)","(0.0555742, 0.990729, -0.123966)","(-0.0836279, -0.119427, -0.989315)","(-0.992042, 0.0687437, 0.105482)","(0.0555742, 0.990729, -0.123966)","(-0.113037, -0.11732, -0.98664)","(0.0555742, 0.990729, -0.123966)","(0.175127, -0.984344, -0.0199614)","(-0.433382, -0.901186, -0.00660664)","(0, 0, 0)","(0, 0, 0)","(0.0993619, -0.993514, -0.0552832)","(-0.515866, -0.855639, -0.0420033)","(0.0606495, -0.99284, 0.102908)","(-0.363876, -0.928457, 0.0745722)",0
87.2371,"(0.10516, 0.0557075, -2.60741e-05)","(-0.988356, 0.0728959, 0.13356)","(0.0560223, 0.990383, -0.126503)","(-0.141513, -0.117513, -0.982937)","(-0.985222, 0.0753415, 0.153821)","(0.0560224, 0.990383, -0.126503)","(-0.161883, -0.115896, -0.979981)","(0.0560223, 0.990383, -0.126503)","(0.160561, -0.981011, -0.108797)","(-0.431192, -0.900217, -0.0606832)","(0, 0, 0)","(0, 0, 0)","(0.0862348, -0.995317, -0.0436714)","(-0.525035, -0.85074, -0.0240866)","(0.0546013, -0.989817, 0.13146)","(-0.351734, -0.933631, 0.0679371)",0
87.2705,"(0.10516, 0.0557075, -2.60741e-05)","(-0.986452, 0.0810941, 0.142602)","(0.0629863, 0.989829, -0.127556)","(-0.151535, -0.116974, -0.981506)","(-0.979379, 0.0859083, 0.182857)","(0.0629863, 0.989829, -0.127556)","(-0.191981, -0.113351, -0.974831)","(0.0629863, 0.989829, -0.127556)","(0.137479, -0.966023, -0.218859)","(-0.442072, -0.886101, -0.139274)","(0, 0, 0)","(0, 0, 0)","(0.0639264, -0.997242, -0.0376995)","(-0.53068, -0.847535, -0.00792344)","(0.0591424, -0.985789, 0.157233)","(-0.330403, -0.942014, 0.058692)",0
87.3039,"(0.10516, 0.0557075, -2.60741e-05)","(-0.987816, 0.0873934, 0.128767)","(0.0705566, 0.989025, -0.129811)","(-0.138689, -0.119191, -0.983137)","(-0.976896, 0.0948025, 0.191537)","(0.0705566, 0.989025, -0.129811)","(-0.201725, -0.113265, -0.972871)","(0.0705566, 0.989025, -0.129811)","(0.116211, -0.949788, -0.290513)","(-0.440798, -0.875462, -0.19815)","(0, 0, 0)","(0, 0, 0)","(0.0492334, -0.998116, -0.0366136)","(-0.538128, -0.842858, 0.00290518)","(0.0626987, -0.982686, 0.17435)","(-0.320974, -0.945934, 0.0467405)",0
87.3372,"(0.107234, 0.0540195, -1.49699e-05)","(-0.990025, 0.0772886, 0.117797)","(0.0627211, 0.99052, -0.122216)","(-0.126242, -0.113453, -0.98549)","(-0.980355, 0.0842408, 0.178347)","(0.0627211, 0.99052, -0.122216)","(-0.187031, -0.10814, -0.976384)","(0.0627211, 0.99052, -0.122216)","(0.12496, -0.938486, -0.321913)","(-0.420128, -0.877188, -0.232451)","(0, 0, 0)","(0, 0, 0)","(0.0405009, -0.998542, -0.0356991)","(-0.545825, -0.837882, 0.00538455)","(0.0710672, -0.983339, 0.167315)","(-0.322425, -0.945657, 0.0421371)",0
87.3706,"(0.107234, 0.0540195, -1.49699e-05)","(-0.989854, 0.0539071, 0.131465)","(0.0372059, 0.991562, -0.124179)","(-0.136793, -0.118482, -0.983488)","(-0.982768, 0.0589137, 0.175205)","(0.0372059, 0.991562, -0.124179)","(-0.180717, -0.115103, -0.976777)","(0.0372059, 0.991562, -0.124179)","(0.162954, -0.934673, -0.315964)","(-0.380359, -0.897308, -0.223978)","(0, 0, 0)","(0, 0, 0)","(0.0448031, -0.998037, -0.0437619)","(-0.556893, -0.830571, 0.00473852)","(0.0727543, -0.983718, 0.164335)","(-0.330144, -0.942352, 0.0545713)",0
87.404,"(0.107234, 0.0540195, -1.49699e-05)","(-0.981929, 0.0413286, 0.184683)","(0.00731345, 0.987107, -0.159897)","(-0.188508, -0.156242, -0.969563)","(-0.982655, 0.0384078, 0.181425)","(0.00731345, 0.987107, -0.159897)","(-0.184772, -0.156126, -0.970301)","(0.00731345, 0.987107, -0.159897)","(0.210596, -0.938258, -0.274449)","(-0.34422, -0.92352, -0.169187)","(0, 0, 0)","(0, 0, 0)","(0.0497142, -0.997567, -0.0488664)","(-0.566441, -0.824095, 0.00361521)","(0.0761344, -0.984385, 0.158712)","(-0.336329, -0.938706, 0.0755822)",0
87.4373,"(0.107234, 0.0540195, -1.49699e-05)","(-0.969727, 0.0395623, 0.240964)","(-0.0119627, 0.980032, -0.198482)","(-0.244197, -0.195111, -0.949895)","(-0.981493, 0.0268708, 0.189602)","(-0.0119627, 0.980032, -0.198482)","(-0.19127, -0.19699, -0.961567)","(-0.0119627, 0.980032, -0.198482)","(0.246811, -0.940522, -0.23346)","(-0.323293, -0.938378, -0.12218)","(0, 0, 0)","(0, 0, 0)","(0.0540673, -0.997133, -0.052946)","(-0.561639, -0.827376, 0.00318862)","(0.0814305, -0.985352, 0.149838)","(-0.326353, -0.940953, 0.0900068)",0
87.4707,"(0.105755, 0.0567578, -3.47636e-05)","(-0.950151, 0.0530698, 0.307241)","(-0.0103456, 0.978542, -0.205788)","(-0.311682, -0.198835, -0.92915)","(-0.983216, 0.0283297, 0.180231)","(-0.0103456, 0.978542, -0.205788)","(-0.182129, -0.204185, -0.961841)","(-0.0103456, 0.978542, -0.205788)","(0.24555, -0.945207, -0.215149)","(-0.303427, -0.947403, -0.101784)","(0, 0, 0)","(0, 0, 0)","(0.0601593, -0.997151, -0.0455081)","(-0.517063, -0.85591, 0.00804521)","(0.0963172, -0.986894, 0.129476)","(-0.285209, -0.954981, 0.0816544)",0
87.5041,"(0.102475, 0.0589797, -3.54448e-05)","(-0.951486, 0.0535913, 0.302988)","(-8.29637e-05, 0.98446, -0.175611)","(-0.307594, -0.167276, -0.936699)","(-0.989231, 0.0263519, 0.143972)","(-8.29637e-05, 0.98446, -0.175611)","(-0.146048, -0.173945, -0.973865)","(-8.2965e-05, 0.98446, -0.175611)","(0.237469, -0.941108, -0.240673)","(-0.294175, -0.945265, -0.141193)","(0, 0, 0)","(0, 0, 0)","(0.0658795, -0.996788, -0.0455445)","(-0.470189, -0.882467, 0.0132052)","(0.111072, -0.987657, 0.110436)","(-0.252288, -0.965412, 0.0658039)",0
87.5375,"(0.0980779, 0.0616589, -3.20292e-05)","(-0.959162, 0.0595649, 0.276514)","(0.0172941, 0.988366, -0.151108)","(-0.282251, -0.140955, -0.948929)","(-0.992419, 0.0354844, 0.117668)","(0.0172941, 0.988366, -0.151108)","(-0.121616, -0.148218, -0.981448)","(0.0172941, 0.988366, -0.151108)","(0.221406, -0.937736, -0.267639)","(-0.293896, -0.937994, -0.183829)","(0, 0, 0)","(0, 0, 0)","(0.0789984, -0.995742, -0.0475189)","(-0.437756, -0.898937, 0.0167891)","(0.132584, -0.985875, 0.102336)","(-0.217838, -0.974267, 0.0578803)",0
87.5708,"(0.0925434, 0.0642357, -2.67961e-05)","(-0.977185, 0.0584636, 0.204184)","(0.0287784, 0.989019, -0.144957)","(-0.210428, -0.13615, -0.968082)","(-0.994328, 0.0431718, 0.0972038)","(0.0287784, 0.989019, -0.144957)","(-0.102404, -0.141418, -0.984639)","(0.0287784, 0.989019, -0.144957)","(0.218077, -0.935155, -0.279155)","(-0.307807, -0.932521, -0.188837)","(0, 0, 0)","(0, 0, 0)","(0.0956323, -0.993988, -0.0533094)","(-0.440796, -0.897453, 0.0166386)","(0.1503, -0.983527, 0.100425)","(-0.204271, -0.977156, 0.0586444)",0
87.6042,"(0.0869444, 0.0656616, -1.88e-05)","(-0.987656, 0.0593836, 0.144945)","(0.037691, 0.988291, -0.147855)","(-0.152042, -0.140741, -0.978302)","(-0.995092, 0.050657, 0.0850022)","(0.037691, 0.988291, -0.147855)","(-0.0915047, -0.143951, -0.985345)","(0.037691, 0.988291, -0.147855)","(0.206788, -0.939745, -0.272247)","(-0.318889, -0.932997, -0.166812)","(0, 0, 0)","(0, 0, 0)","(0.123066, -0.990855, -0.0553192)","(-0.439366, -0.898234, 0.0115485)","(0.169943, -0.979999, 0.10354)","(-0.176445, -0.982081, 0.0662129)",0
87.6376,"(0.0809192, 0.0666978, -1.61155e-05)","(-0.996094, 0.0520974, 0.0712907)","(0.0414651, 0.987426, -0.152546)","(-0.0783986, -0.149289, -0.985681)","(-0.996831, 0.0509815, 0.0610626)","(0.0414651, 0.987426, -0.152546)","(-0.0681209, -0.149639, -0.986391)","(0.0414651, 0.987426, -0.152546)","(0.19864, -0.950939, -0.237186)","(-0.327844, -0.940268, -0.0917326)","(0, 0, 0)","(0, 0, 0)","(0.158485, -0.985516, -0.06034)","(-0.425658, -0.904875, 0.00411745)","(0.185315, -0.977152, 0.104082)","(-0.156616, -0.984954, 0.0730527)",0
87.6709,"(0.0744353, 0.0675511, -1.42461e-05)","(-0.99882, 0.0460563, 0.0153893)","(0.0433159, 0.986546, -0.157644)","(-0.0224494, -0.156791, -0.987377)","(-0.998045, 0.0497389, 0.0378545)","(0.0433159, 0.986546, -0.157644)","(-0.0451936, -0.155697, -0.986771)","(0.0433159, 0.986546, -0.157644)","(0.192787, -0.960921, -0.198657)","(-0.336695, -0.941374, -0.0212504)","(0, 0, 0)","(0, 0, 0)","(0.190701, -0.978778, -0.0750161)","(-0.408691, -0.912673, -0.00063033)","(0.20206, -0.974376, 0.0988088)","(-0.117414, -0.989633, 0.0827078)",0
87.7043,"(0.0677945, 0.0670607, -1.31e-05)","(-0.999163, 0.0371378, -0.0171412)","(0.0394075, 0.986859, -0.156705)","(0.0110565, -0.157277, -0.987493)","(-0.998629, 0.0442454, 0.02797)","(0.0394075, 0.986859, -0.156705)","(-0.0345781, -0.155453, -0.987238)","(0.0394075, 0.986859, -0.156705)","(0.195889, -0.97007, -0.1435)","(-0.345043, -0.937653, 0.0418602)","(0, 0, 0)","(0, 0, 0)","(0.214946, -0.972289, -0.0919326)","(-0.386719, -0.922198, -0.000192716)","(0.220004, -0.972067, 0.0817555)","(-0.0702243, -0.993348, 0.0912581)",0
87.7377,"(0.0609362, 0.0637212, -1.27712e-05)","(-0.99952, 0.0307469, 0.00378835)","(0.0300161, 0.9886, -0.147541)","(-0.0083601, -0.147591, -0.989013)","(-0.997746, 0.0383061, 0.055096)","(0.0300161, 0.9886, -0.147541)","(-0.0601977, -0.145883, -0.987469)","(0.0300161, 0.9886, -0.147541)","(0.204557, -0.972807, -0.108644)","(-0.360376, -0.931302, 0.0529712)","(0, 0, 0)","(0, 0, 0)","(0.22663, -0.968497, -0.103209)","(-0.367067, -0.930174, 0.00608027)","(0.242529, -0.968046, 0.0637769)","(-0.0284636, -0.995068, 0.0950268)",0
87.771,"(0.0545599, 0.0594029, -1.36245e-05)","(-0.998684, 0.0214067, 0.0466032)","(0.0164675, 0.991862, -0.126251)","(-0.0492643, -0.12597, -0.99081)","(-0.994775, 0.0281267, 0.0981456)","(0.0164675, 0.991862, -0.126251)","(-0.10125, -0.124574, -0.987031)","(0.0164675, 0.991862, -0.126251)","(0.228472, -0.970552, -0.0763515)","(-0.370724, -0.926306, 0.0672327)","(0, 0, 0)","(0, 0, 0)","(0.239867, -0.964803, -0.107792)","(-0.342377, -0.939556, 0.00360071)","(0.26492, -0.963475, 0.0391486)","(-0.0192374, -0.996923, 0.0759927)",0
87.8044,"(0.0485796, 0.0553862, -1.45514e-05)","(-0.995593, 0.00456155, 0.0936656)","(-0.00450767, 0.994435, -0.105254)","(-0.0940162, -0.105945, -0.989918)","(-0.991923, 0.0085278, 0.126558)","(-0.00450766, 0.994435, -0.105254)","(-0.127149, -0.105171, -0.986292)","(-0.00450767, 0.994435, -0.105254)","(0.256932, -0.962484, -0.0872407)","(-0.365679, -0.927914, 0.0724848)","(0, 0, 0)","(0, 0, 0)","(0.251609, -0.961661, -0.109088)","(-0.312567, -0.949888, -0.00380954)","(0.283469, -0.958805, 0.0183841)","(-0.0217339, -0.998609, 0.0480417)",0
87.8377,"(0.0434727, 0.0517829, -1.78721e-05)","(-0.985806, -0.0182267, 0.166896)","(-0.0332012, 0.995688, -0.0866235)","(-0.164499, -0.092672, -0.982014)","(-0.988502, -0.0199006, 0.149892)","(-0.0332012, 0.995688, -0.0866235)","(-0.147493, -0.0907961, -0.984887)","(-0.0332012, 0.995688, -0.0866235)","(0.286315, -0.953657, -0.0925337)","(-0.326772, -0.941346, 0.0841954)","(0, 0, 0)","(0.451476, -0.780889, -0.43172)","(0.26109, -0.959262, -0.107925)","(-0.284521, -0.958451, -0.0204994)","(0.312906, -0.949744, -0.00870288)","(-0.0127709, -0.99963, 0.0240161)",0
87.8711,"(0.0388615, 0.0502185, -2.06066e-05)","(-0.9752, -0.044435, 0.216818)","(-0.0654626, 0.993895, -0.0888095)","(-0.211212, -0.102151, -0.972088)","(-0.986372, -0.0509011, 0.156457)","(-0.0654626, 0.993895, -0.0888095)","(-0.150733, -0.0981875, -0.983686)","(-0.0654626, 0.993895, -0.0888095)","(0.313415, -0.947925, -0.0566481)","(-0.275193, -0.958379, 0.0760206)","(0, 0, 0)","(0.484025, -0.778483, -0.399605)","(0.271493, -0.956807, -0.10398)","(-0.258757, -0.965484, -0.0297667)","(0.341918, -0.939607, -0.0151907)","(0.00553572, -0.99969, 0.0242629)",0
87.9045,"(0.0352155, 0.0539236, -2.68572e-05)","(-0.964115, -0.066325, 0.257066)","(-0.0953506, 0.990159, -0.102437)","(-0.2474, -0.123199, -0.961049)","(-0.983111, -0.0776625, 0.165714)","(-0.0953506, 0.990159, -0.102437)","(-0.155766, -0.116372, -0.980915)","(-0.0953506, 0.990159, -0.102437)","(0.341247, -0.936341, 0.082565)","(-0.215069, -0.971279, 0.101793)","(0, 0, 0)","(0.524627, -0.790606, -0.315767)","(0.282644, -0.954094, -0.0990836)","(-0.237967, -0.970378, -0.0416991)","(0.374874, -0.926815, -0.0219799)","(0.0202822, -0.999489, 0.0247256)",0
87.9378,"(0.0318146, 0.060423, -3.09601e-05)","(-0.957135, -0.0852823, 0.276803)","(-0.123341, 0.984921, -0.121313)","(-0.261842, -0.150662, -0.953278)","(-0.983204, -0.105196, 0.149142)","(-0.123341, 0.984921, -0.121313)","(-0.133789, -0.137138, -0.981475)","(-0.123341, 0.984921, -0.121313)","(0.355655, -0.907469, 0.223626)","(-0.143104, -0.978363, 0.149423)","(0, 0, 0)","(0.56349, -0.80154, -0.200032)","(0.301997, -0.949274, -0.0876222)","(-0.196907, -0.979204, -0.0488666)","(0.396204, -0.917772, -0.026793)","(0.0402204, -0.998999, 0.0195789)",0
87.9712,"(0.028511, 0.0678235, -3.62195e-05)","(-0.950001, -0.0991735, 0.296079)","(-0.145432, 0.979807, -0.137211)","(-0.276242, -0.173807, -0.945242)","(-0.982976, -0.127627, 0.132175)","(-0.145432, 0.979807, -0.137211)","(-0.111868, -0.153714, -0.981762)","(-0.145432, 0.979807, -0.137211)","(0.356645, -0.88095, 0.311015)","(-0.0700327, -0.977614, 0.19841)","(-0.451012, -0.86953, 0.201258)","(0.574372, -0.812132, -0.102652)","(0.316316, -0.945512, -0.07714)","(-0.166181, -0.984648, -0.0534116)","(0.414833, -0.909141, -0.0370918)","(0.0482985, -0.998785, 0.00977933)",0
88.0046,"(0.0252802, 0.074983, -3.90114e-05)","(-0.942315, -0.107418, 0.317022)","(-0.160432, 0.976173, -0.146111)","(-0.293751, -0.18854, -0.937103)","(-0.981525, -0.142059, 0.128171)","(-0.160432, 0.976173, -0.146111)","(-0.104326, -0.164008, -0.980927)","(-0.160432, 0.976173, -0.146111)","(0.356995, -0.876107, 0.324024)","(-0.0140698, -0.974365, 0.224534)","(-0.47109, -0.850956, 0.232268)","(0.555736, -0.827812, -0.076718)","(0.329403, -0.941652, -0.0691712)","(-0.139406, -0.988855, -0.0522571)","(0.438263, -0.897879, -0.0416973)","(0.0503298, -0.998717, 0.00557468)",0
88.0379,"(0.022076, 0.0810306, -4.1003e-05)","(-0.941372, -0.111056, 0.318569)","(-0.166062, 0.974489, -0.150977)","(-0.293668, -0.195031, -0.9358)","(-0.97867, -0.143984, 0.146538)","(-0.166062, 0.974489, -0.150977)","(-0.121042, -0.17215, -0.977606)","(-0.166062, 0.974489, -0.150977)","(0.364428, -0.871291, 0.3287)","(-0.00677994, -0.972496, 0.232822)","(-0.488564, -0.844182, 0.220594)","(0.560958, -0.824346, -0.0760203)","(0.338682, -0.937711, -0.0774087)","(-0.133683, -0.989756, -0.0501169)","(0.469403, -0.881796, -0.0457831)","(0.0306879, -0.999512, 0.00574902)",0
88.0713,"(0.0187322, 0.0840574, -3.83538e-05)","(-0.932745, -0.112606, 0.3425)","(-0.168806, 0.975569, -0.140607)","(-0.318371, -0.189225, -0.928889)","(-0.969875, -0.14008, 0.1993)","(-0.168806, 0.975569, -0.140607)","(-0.174769, -0.170309, -0.969768)","(-0.168806, 0.975569, -0.140607)","(0.389648, -0.860519, 0.32815)","(-0.0336717, -0.976347, 0.21357)","(-0.504939, -0.833558, 0.224093)","(0.570531, -0.813638, -0.111751)","(0.351433, -0.932024, -0.0884662)","(-0.120779, -0.991552, -0.0473055)","(0.508548, -0.85947, -0.0518655)","(0.0280456, -0.999575, 0.00800701)",0
88.1047,"(0.0154182, 0.0849727, -3.96109e-05)","(-0.918309, -0.115202, 0.378731)","(-0.169623, 0.978541, -0.116981)","(-0.357306, -0.17214, -0.917987)","(-0.95597, -0.136589, 0.259741)","(-0.169623, 0.978541, -0.116981)","(-0.238293, -0.156312, -0.958532)","(-0.169623, 0.978541, -0.116981)","(0.425413, -0.847897, 0.316378)","(-0.0618376, -0.980541, 0.186322)","(-0.511901, -0.834335, 0.204552)","(0.573643, -0.802002, -0.166512)","(0.375813, -0.920879, -0.103669)","(-0.11326, -0.992709, -0.0412388)","(0.552687, -0.831336, -0.0584576)","(0.0331959, -0.999383, 0.0114773)",0
88.1381,"(0.0119722, 0.0836938, -3.91042e-05)","(-0.898987, -0.117669, 0.421872)","(-0.167705, 0.982171, -0.0849423)","(-0.404468, -0.147333, -0.902607)","(-0.942923, -0.135061, 0.304393)","(-0.167705, 0.982171, -0.0849423)","(-0.287574, -0.131228, -0.948726)","(-0.167705, 0.982171, -0.0849423)","(0.454364, -0.841534, 0.292187)","(-0.0684218, -0.984425, 0.161947)","(-0.501853, -0.835898, 0.222303)","(0.556455, -0.806831, -0.19845)","(0.402658, -0.908544, -0.111417)","(-0.103752, -0.99396, -0.0357499)","(0.59603, -0.79991, -0.069937)","(0.050176, -0.99874, 0.00023033)",0
88.1714,"(0.00801846, 0.0811505, -3.78108e-05)","(-0.890027, -0.117797, 0.440427)","(-0.159486, 0.98543, -0.0590938)","(-0.427037, -0.122862, -0.895849)","(-0.945879, -0.134679, 0.295252)","(-0.159486, 0.98543, -0.0590938)","(-0.282899, -0.103134, -0.953589)","(-0.159486, 0.98543, -0.0590938)","(0.466289, -0.851449, 0.24002)","(-0.073477, -0.985447, 0.153279)","(-0.516225, -0.85252, 0.0819824)","(0.538325, -0.80011, -0.264631)","(0.434845, -0.89177, -0.125127)","(-0.0942328, -0.994944, -0.034731)","(0.630154, -0.770825, -0.0934586)","(0.0597998, -0.998083, -0.0159205)",0
88.2048,"(0.00337317, 0.0776512, -3.64502e-05)","(-0.898385, -0.109104, 0.425443)","(-0.142909, 0.988592, -0.0475686)","(-0.415183, -0.104068, -0.903766)","(-0.957007, -0.12537, 0.26157)","(-0.142909, 0.988592, -0.0475686)","(-0.252421, -0.083426, -0.964014)","(-0.142909, 0.988592, -0.0475686)","(0.452869, -0.87078, 0.191448)","(-0.0923981, -0.986218, 0.137246)","(-0.506652, -0.862138, -0.00478189)","(0.550132, -0.776476, -0.307311)","(0.461459, -0.876824, -0.135036)","(-0.0835572, -0.995675, -0.0406164)","(0.647501, -0.753777, -0.112082)","(0.0752995, -0.996653, -0.0318264)",0
88.2382,"(-0.00138806, 0.0720731, -3.70044e-05)","(-0.935076, -0.0899946, 0.342832)","(-0.114563, 0.991911, -0.054665)","(-0.334973, -0.0937855, -0.937549)","(-0.974248, -0.102089, 0.201045)","(-0.114563, 0.991911, -0.054665)","(-0.194016, -0.0778214, -0.977907)","(-0.114563, 0.991911, -0.054665)","(0.418331, -0.893502, 0.163257)","(-0.144329, -0.981316, 0.127235)","(-0.460173, -0.883717, -0.0853537)","(0.588416, -0.746727, -0.310106)","(0.488381, -0.860753, -0.143486)","(-0.0784679, -0.996226, -0.0371042)","(0.645973, -0.757308, -0.0959379)","(0.0916123, -0.995353, -0.0296487)",0
