time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
8.66,"(-0.00474652, -0.27961, 1.38718e-07)","(0.999185, -0.00718962, 0.0397109)","(-0.0144917, 0.856723, 0.515572)","(-0.037966, -0.515695, 0.855931)","(0.999718, 0.0218664, -0.00920692)","(-0.0144917, 0.856724, 0.515572)","(0.0189872, -0.515231, 0.856841)","(-0.0144917, 0.856724, 0.515572)","(-0.60783, -0.0869096, -0.789297)","(0.610168, -0.202751, -0.76589)","(-0.323942, -0.689978, -0.647296)","(0.266724, -0.645445, -0.715723)","(0.0672467, -0.996851, 0.042015)","(-0.209396, -0.970065, 0.12299)","(0.0452099, -0.653124, -0.755901)","(0.0124609, -0.687477, -0.7261)",0
8.70,"(-0.00474652, -0.27961, 1.38718e-07)","(0.999323, 0.00587897, 0.0363183)","(-0.0232174, 0.873682, 0.485942)","(-0.0293329, -0.486346, 0.873274)","(0.998669, 0.0418141, -0.0302047)","(-0.0232174, 0.873682, 0.485942)","(0.0463562, -0.484344, 0.873649)","(-0.0232174, 0.873683, 0.485942)","(-0.475502, -0.25114, -0.843105)","(0.422306, -0.290852, -0.858524)","(-0.0942744, -0.697369, -0.710485)","(0.138723, -0.622493, -0.770233)","(0.0783262, -0.99507, 0.0608394)","(-0.207619, -0.969596, 0.129529)","(0.0288057, -0.591443, -0.805832)","(0.0159408, -0.702506, -0.7115)",0
8.74,"(-0.00371954, -0.283818, -1.3224e-05)","(0.999238, 0.0238187, 0.0309106)","(-0.0354702, 0.89034, 0.453912)","(-0.0168861, -0.454556, 0.890558)","(0.996284, 0.0668197, -0.0543489)","(-0.0354702, 0.89034, 0.453912)","(0.0785585, -0.450093, 0.889519)","(-0.0354702, 0.89034, 0.453912)","(-0.308926, -0.388172, -0.868267)","(0.163878, -0.349426, -0.922521)","(0.145385, -0.648437, -0.747257)","(0.0652041, -0.547465, -0.834284)","(0.0860445, -0.992912, 0.0819931)","(-0.201473, -0.969803, 0.137441)","(0.0160974, -0.527942, -0.849128)","(0.0393159, -0.72601, -0.686559)",0
8.76,"(-0.00351921, -0.289465, -2.3844e-05)","(0.999095, 0.0375984, 0.0199113)","(-0.0425358, 0.894773, 0.44449)","(-0.00112604, -0.444902, 0.895579)","(0.994248, 0.0816557, -0.069303)","(-0.0425358, 0.894773, 0.44449)","(0.0982854, -0.438965, 0.893112)","(-0.0425358, 0.894773, 0.44449)","(-0.138944, -0.495463, -0.857445)","(-0.0644907, -0.390122, -0.918502)","(0.29709, -0.589194, -0.751391)","(-0.028937, -0.515722, -0.856267)","(0.0920879, -0.99409, 0.0574927)","(-0.190011, -0.973516, 0.127131)","(0.00403237, -0.509138, -0.860675)","(0.0751119, -0.76416, -0.640638)",0
8.80,"(-0.00372597, -0.294842, -3.81615e-05)","(0.998961, 0.0449419, 0.00761326)","(-0.0436303, 0.895641, 0.442633)","(0.013069, -0.442539, 0.896654)","(0.994394, 0.0816352, -0.0672077)","(-0.0436303, 0.895641, 0.442633)","(0.0963215, -0.437197, 0.894193)","(-0.0436303, 0.895641, 0.442633)","(-0.113734, -0.537315, -0.835678)","(-0.1126, -0.433861, -0.893916)","(0.310344, -0.56555, -0.764095)","(-0.0551733, -0.528606, -0.847072)","(0.0820509, -0.995745, 0.0419415)","(-0.173157, -0.979589, 0.102088)","(0.00323684, -0.505942, -0.862561)","(0.0937042, -0.784948, -0.612434)",1
8.84,"(-0.00479419, -0.297528, -4.31715e-05)","(0.998873, 0.0472603, -0.00445827)","(-0.0404614, 0.896149, 0.441904)","(0.0248939, -0.441243, 0.897042)","(0.995108, 0.0760483, -0.0630635)","(-0.0404614, 0.896149, 0.441904)","(0.090134, -0.437174, 0.894849)","(-0.0404614, 0.896149, 0.441904)","(-0.0962778, -0.604858, -0.790492)","(-0.0980908, -0.498052, -0.861581)","(0.16946097, -0.784277821, -0.596817626)","(-0.11869, -0.570214, -0.812877)","(0.0705388, -0.997146, 0.0269137)","(-0.159476, -0.984426, 0.0739742)","(0.0551027409, -0.634026768, -0.771345413)","(0.0889474, -0.790746, -0.605648)",0
8.86,"(-0.00680914, -0.295409, -4.49053e-05)","(0.999008, 0.0406711, -0.0181347)","(-0.0291658, 0.903612, 0.427357)","(0.0340367, -0.426482, 0.903856)","(0.995732, 0.0636706, -0.0668179)","(-0.0291658, 0.903612, 0.427357)","(0.0878615, -0.423613, 0.901572)","(-0.0291658, 0.903612, 0.427357)","(-0.138445, -0.741573, -0.656431)","(-0.00060975, -0.677966, -0.735093)","(0.0885799282, -0.965094673, -0.246466769)","(-0.201546, -0.920516, -0.334708)","(0.0614324, -0.998008, 0.0143625)","(-0.151861, -0.987787, 0.0348486)","(0.0969081759, -0.727902111, -0.678798441)","(0.0692546, -0.774835, -0.628358)",0
8.90,"(-0.00896023, -0.286577, -4.36907e-05)","(0.999271, 0.0308917, -0.0224225)","(-0.0187248, 0.907717, 0.419165)","(0.0334719, -0.418446, 0.907625)","(0.997671, 0.0444354, -0.0517563)","(-0.0187248, 0.907717, 0.419165)","(0.0657723, -0.417015, 0.906517)","(-0.0187248, 0.907717, 0.419165)","(-0.237019, -0.814739, -0.529171)","(0.140661, -0.843534, -0.51833)","(-0.16443, -0.965943, 0.199792)","(-0.0618263, -0.96665, 0.248526)","(0.063805, -0.997319, -0.035817)","(-0.150291, -0.98864, 0.00210727)","(0.145184, -0.82121, -0.551848)","(0.0610229, -0.775224, -0.628732)",0
8.94,"(-0.0113904, -0.273949, -3.8051e-05)","(0.999853, 0.0127439, -0.0114299)","(-0.00717486, 0.90782, 0.419299)","(0.0156779, -0.419086, 0.907811)","(0.999961, 0.00816721, -0.00326141)","(-0.00717486, 0.90782, 0.419299)","(0.0063401, -0.419053, 0.907939)","(-0.00717486, 0.90782, 0.419299)","(-0.344939, -0.853041, -0.391583)","(0.283471, -0.93252, -0.223718)","(-0.193733, -0.951294, 0.239807)","(-0.0201418, -0.965096, 0.26112)","(0.0666792, -0.99518, -0.071906)","(-0.149968, -0.988604, 0.0131034)","(0.140521, -0.828104, -0.542675)","(0.0560321, -0.797181, -0.601135)",0
8.96,"(-0.0137926, -0.256633, -3.00011e-05)","(0.999868, -0.00790893, 0.014176)","(0.00119604, 0.906018, 0.423237)","(-0.0161424, -0.422907, 0.906029)","(0.99507, -0.0427353, 0.0894988)","(0.00119603, 0.906018, 0.423237)","(-0.0991275, -0.420241, 0.901982)","(0.00119604, 0.906018, 0.423237)","(-0.449303, -0.822081, -0.349729)","(0.399851, -0.906399, -0.136233)","(-0.183221, -0.946725, 0.264842)","(0.061591, -0.969639, 0.236659)","(0.072818, -0.991593, -0.106966)","(-0.14617, -0.988741, 0.0320261)","(0.132991, -0.826974, -0.546285)","(0.0597741, -0.811241, -0.581648)",0
9.00,"(-0.0154168, -0.241699, -2.56412e-05)","(0.998847, -0.0283171, 0.0387716)","(0.0119726, 0.921331, 0.388595)","(-0.046326, -0.387536, 0.92069)","(0.986727, -0.0729653, 0.145073)","(0.0119726, 0.921331, 0.388595)","(-0.161976, -0.381367, 0.910122)","(0.0119726, 0.921331, 0.388595)","(-0.502358, -0.808522, -0.306479)","(0.440403, -0.887806, -0.13359)","(-0.0694336, -0.936884, 0.342677)","(0.0182589, -0.963945, 0.265473)","(0.0767943, -0.994803, -0.0668582)","(-0.141818, -0.98833, 0.0556068)","(0.120905, -0.844619, -0.521536)","(0.0676024, -0.777591, -0.625126)",0
9.04,"(-0.01608, -0.231422, -2.25473e-05)","(0.997975, -0.0398722, 0.0495683)","(0.0215492, 0.94286, 0.332491)","(-0.0599363, -0.330745, 0.941815)","(0.98314, -0.0821208, 0.163374)","(0.0215491, 0.94286, 0.332491)","(-0.181837, -0.323109, 0.928728)","(0.0215492, 0.94286, 0.332491)","(-0.535552, -0.800843, -0.26802)","(0.44943, -0.876251, -0.173773)","(0.0954904, -0.907888, 0.408192)","(-0.0524978, -0.946958, 0.317039)","(0.0838574, -0.995817, -0.0362783)","(-0.138041, -0.98969, 0.0381831)","(0.108219, -0.862901, -0.493651)","(0.0756859, -0.726089, -0.683423)",0
9.06,"(-0.0165443, -0.225224, -2.22926e-05)","(0.997985, -0.0450193, 0.0447046)","(0.0299686, 0.955361, 0.293917)","(-0.05599, -0.29206, 0.95476)","(0.988116, -0.0727374, 0.135412)","(0.0299686, 0.955361, 0.293917)","(-0.150827, -0.286451, 0.946149)","(0.0299686, 0.955361, 0.293917)","(-0.533863, -0.829593, -0.163601)","(0.42385, -0.904968, -0.0372056)","(0.257502, -0.803694, 0.53644)","(-0.23064, -0.768038, 0.597431)","(0.0926538, -0.995664, -0.00822545)","(-0.123903, -0.991609, 0.0368676)","(0.104022, -0.878515, -0.466252)","(0.075895, -0.592014, -0.802346)",0
9.10,"(-0.0164119, -0.220909, -2.336e-05)","(0.99838, -0.0475307, 0.0312873)","(0.0372582, 0.962388, 0.269111)","(-0.0428776, -0.267627, 0.962568)","(0.989239, -0.0735186, 0.1265)","(0.0372582, 0.962388, 0.269111)","(-0.141564, -0.261563, 0.954748)","(0.0372582, 0.962388, 0.269111)","(-0.500427, -0.862051, -0.0802488)","(0.357429, -0.927809, 0.106836)","(0.293141, -0.740146, 0.605187)","(-0.323669, -0.471913, 0.820083)","(0.0992845, -0.994919, -0.0166852)","(-0.106561, -0.99363, 0.0366749)","(0.107833, -0.871378, -0.478615)","(0.0717437, -0.466544, -0.881583)",0
9.14,"(-0.0164119, -0.220909, -2.336e-05)","(0.998603, -0.0495309, 0.018387)","(0.0445311, 0.97985, 0.194709)","(-0.0277485, -0.193617, 0.980685)","(0.987276, -0.069756, 0.142897)","(0.0445311, 0.97985, 0.194709)","(-0.155395, -0.186231, 0.970139)","(0.0445311, 0.97985, 0.194709)","(-0.454602, -0.889141, -0.0525793)","(0.246249, -0.928947, 0.276438)","(0.275429, -0.69274, 0.666521)","(-0.297022, -0.121979, 0.947048)","(0.0950416, -0.995307, -0.0181771)","(-0.0851986, -0.994563, 0.0598785)","(0.125301, -0.865051, -0.485784)","(0.062587, -0.324098, -0.943951)",0
9.16,"(-0.0144089, -0.218787, -3.19872e-05)","(0.998752, -0.0478503, 0.0142834)","(0.0459216, 0.992512, 0.11319)","(-0.0197724, -0.112384, 0.993468)","(0.983963, -0.0621894, 0.167179)","(0.0459216, 0.992512, 0.11319)","(-0.174309, -0.104014, 0.979182)","(0.0459216, 0.992512, 0.11319)","(-0.420336, -0.896112, -0.142479)","(0.159993, -0.943713, 0.289495)","(0.227169, -0.733884, 0.640163)","(-0.180712, -0.0211799, 0.983308)","(0.0841335, -0.995936, -0.0321499)","(-0.0752722, -0.997046, 0.0152775)","(0.142583, -0.869236, -0.473391)","(0.0619015, -0.403845, -0.912731)",0
9.20,"(-0.0127457, -0.216617, -3.67669e-05)","(0.998868, -0.0448451, 0.0158858)","(0.0437677, 0.997179, 0.0609864)","(-0.0185341, -0.0602286, 0.998013)","(0.980345, -0.0546743, 0.189562)","(0.0437677, 0.997179, 0.0609864)","(-0.192373, -0.0514893, 0.97997)","(0.0437677, 0.997179, 0.0609864)","(-0.408303, -0.891887, -0.19449)","(0.1105, -0.949773, 0.29278)","(0.179647, -0.725785, 0.66405)","(-0.108282, 0.00642194, 0.994099)","(0.0741323, -0.996303, -0.0434037)","(-0.0667461, -0.996966, -0.0400369)","(0.144247, -0.887778, -0.437084)","(0.059484, -0.56028, -0.826165)",0
9.24,"(-0.00947593, -0.21451, -4.09699e-05)","(0.998882, -0.0427745, 0.020119)","(0.0412656, 0.996704, 0.0698391)","(-0.0230257, -0.0689416, 0.997355)","(0.979135, -0.0542865, 0.195824)","(0.0412656, 0.996704, 0.0698391)","(-0.198974, -0.0603149, 0.978147)","(0.0412656, 0.996704, 0.0698391)","(-0.41476, -0.893575, -0.171747)","(0.103518, -0.956444, 0.272946)","(0.158091, -0.720302, 0.675405)","(-0.0959841, -0.021186, 0.995157)","(0.071716, -0.995219, -0.0663073)","(-0.061547, -0.9915, -0.114625)","(0.130167, -0.901457, -0.412833)","(0.0605571, -0.724674, -0.686426)",0
9.26,"(-0.00549253, -0.211795, -4.47322e-05)","(0.99907, -0.0351768, 0.0249484)","(0.0332797, 0.996724, 0.0737113)","(-0.0274841, -0.0728338, 0.996965)","(0.978772, -0.0473966, 0.199397)","(0.0332797, 0.996724, 0.0737112)","(-0.202254, -0.0654942, 0.977141)","(0.0332797, 0.996724, 0.0737112)","(-0.434387, -0.891214, -0.130559)","(0.100395, -0.95313, 0.285418)","(0.152515, -0.68967, 0.70788)","(-0.116918, -0.044655, 0.992137)","(0.0671165, -0.995044, -0.073364)","(-0.0613994, -0.990483, -0.123182)","(0.105553, -0.908211, -0.404982)","(0.0458995, -0.790186, -0.611146)",1
9.30,"(-0.00159925, -0.208352, -4.28616e-05)","(0.999448, -0.0225817, 0.0243469)","(0.0207038, 0.996745, 0.0779174)","(-0.0258499, -0.0772977, 0.996673)","(0.982612, -0.0342331, 0.18249)","(0.0207039, 0.996745, 0.0779173)","(-0.184384, -0.0724512, 0.98018)","(0.0207038, 0.996745, 0.0779173)","(-0.429864, -0.901496, -0.0502197)","(0.105323, -0.946289, 0.305687)","(0.156142, -0.667731, 0.727843)","(-0.16545, -0.06004, 0.984389)","(0.0627026, -0.997032, -0.0446638)","(-0.06924, -0.991671, -0.108603)","(0.0904413, -0.91317, -0.397418)","(0.025836, -0.824831, -0.564789)",0
9.34,"(0.00164614, -0.204541, -3.69961e-05)","(0.999793, -0.00486593, 0.0197749)","(0.00291522, 0.993506, 0.113745)","(-0.0196249, -0.113557, 0.993338)","(0.988991, -0.0178951, 0.146891)","(0.00291522, 0.993506, 0.113745)","(-0.147642, -0.111743, 0.982708)","(0.00291522, 0.993506, 0.113745)","(-0.403752, -0.914715, 0.0167727)","(0.115355, -0.946343, 0.301874)","(0.163473, -0.615721, 0.77082)","(-0.216904, -0.0617868, 0.974236)","(0.0577107, -0.99821, -0.0157057)","(-0.0826322, -0.991872, -0.0967552)","(0.0791812, -0.911832, -0.402855)","(0.00286907, -0.840374, -0.541999)",0
9.36,"(0.00468019, -0.19925, -2.94811e-05)","(0.999855, 0.00925847, 0.0143065)","(-0.0116444, 0.978357, 0.206595)","(-0.0111792, -0.206689, 0.978343)","(0.994368, -0.00744148, 0.105725)","(-0.0116444, 0.978357, 0.206595)","(-0.105122, -0.206669, 0.972747)","(-0.0116444, 0.978357, 0.206595)","(-0.351652, -0.92645, 0.134281)","(0.133712, -0.942606, 0.305966)","(0.176682, -0.493764, 0.851458)","(-0.278614, -0.0566416, 0.958731)","(0.0577825, -0.998327, -0.00203704)","(-0.0988283, -0.991685, -0.0824303)","(0.0769784, -0.888033, -0.453289)","(-0.00620131, -0.850526, -0.525896)",0
9.40,"(0.00606889, -0.194034, -2.2832e-05)","(0.999688, 0.0213378, 0.0129851)","(-0.0240678, 0.951179, 0.3077)","(-0.0050679, -0.307881, 0.951411)","(0.997301, 0.00386136, 0.0733148)","(-0.0240678, 0.951179, 0.3077)","(-0.0684972, -0.308592, 0.948725)","(-0.0240678, 0.951179, 0.3077)","(-0.304664, -0.92839, 0.212772)","(0.144377, -0.940357, 0.308033)","(0.193709, -0.314318, 0.929344)","(-0.304329, -0.0501519, 0.951246)","(0.0551379, -0.997514, -0.0438712)","(-0.113607, -0.991103, -0.069336)","(0.0768411, -0.814052, -0.575686)","(-0.00482244, -0.844288, -0.535869)",0
9.44,"(0.00662532, -0.188506, -1.69618e-05)","(0.999483, 0.0290777, 0.0137087)","(-0.03206, 0.922571, 0.384493)","(-0.00126695, -0.384717, 0.923034)","(0.998394, 0.0121533, 0.0553369)","(-0.03206, 0.922571, 0.384493)","(-0.0462252, -0.385573, 0.921519)","(-0.03206, 0.922571, 0.384493)","(-0.265866, -0.9211, 0.28441)","(0.148728, -0.932034, 0.330442)","(0.199439, -0.139486, 0.969932)","(-0.316677, -0.0504225, 0.947192)","(0.0508443, -0.993311, -0.10367)","(-0.125569, -0.99099, -0.0465985)","(0.0794239, -0.718933, -0.690527)","(-0.0015503, -0.838232, -0.545312)",0
9.46,"(0.00681922, -0.183992, -1.40157e-05)","(0.99924, 0.0348173, 0.0175317)","(-0.0389996, 0.910251, 0.412216)","(-0.00155539, -0.412596, 0.910913)","(0.998839, 0.0240124, 0.0417545)","(-0.0389996, 0.910251, 0.412216)","(-0.0280641, -0.413342, 0.910143)","(-0.0389996, 0.910251, 0.412216)","(-0.235579, -0.920949, 0.310411)","(0.148951, -0.920404, 0.361483)","(0.195375, -0.0178852, 0.980566)","(-0.294199, -0.0528091, 0.954284)","(0.0451765, -0.986522, -0.15727)","(-0.138987, -0.989431, 0.0413362)","(0.0821709, -0.621023, -0.779473)","(-0.000744808, -0.848069, -0.529885)",0
9.50,"(0.00679362, -0.180684, -1.48013e-05)","(0.999134, 0.0362091, 0.0205166)","(-0.0414854, 0.908534, 0.415747)","(-0.00357087, -0.416243, 0.909246)","(0.998998, 0.0307256, 0.0325497)","(-0.0414854, 0.908534, 0.415747)","(-0.0167854, -0.416662, 0.908907)","(-0.0414854, 0.908534, 0.415747)","(-0.222784, -0.921948, 0.316827)","(0.149411, -0.912316, 0.381255)","(0.191322, 0.0562288, 0.979915)","(-0.257732, -0.0605209, 0.964319)","(0.0383913, -0.982768, -0.180814)","(-0.150288, -0.983897, 0.0967518)","(0.0942931, -0.523495, -0.846795)","(0.000936406, -0.860635, -0.509221)",0
9.54,"(0.00679362, -0.180684, -1.48013e-05)","(0.999099, 0.0363371, 0.0219323)","(-0.0421518, 0.912509, 0.406879)","(-0.00520441, -0.407437, 0.913218)","(0.999124, 0.038717, 0.0158557)","(-0.0421517, 0.912509, 0.406879)","(0.00131316, -0.407209, 0.913334)","(-0.0421517, 0.912509, 0.406879)","(-0.221825, -0.924537, 0.309878)","(0.16438, -0.917956, 0.361021)","(0.193268, 0.105159, 0.975494)","(-0.225226, -0.119089, 0.967001)","(0.0321456, -0.982316, -0.184449)","(-0.159015, -0.977524, 0.138424)","(0.104393, -0.437498, -0.893139)","(0.00225346, -0.872091, -0.489339)",0
9.56,"(0.00592021, -0.176338, -2.93695e-05)","(0.999116, 0.0390316, 0.0156094)","(-0.0429256, 0.946233, 0.320625)","(-0.00246305, -0.321006, 0.947074)","(0.999017, 0.044271, -0.00235879)","(-0.0429256, 0.946233, 0.320625)","(0.0164868, -0.320218, 0.947201)","(-0.0429256, 0.946233, 0.320625)","(-0.228362, -0.921444, 0.314311)","(0.189126, -0.937542, 0.29197)","(0.197473, 0.119404, 0.973009)","(-0.196619, -0.255625, 0.946571)","(0.0207244, -0.984693, -0.173062)","(-0.161925, -0.974314, 0.156502)","(0.117929, -0.372284, -0.920596)","(0.00896948, -0.896227, -0.443506)",0
9.60,"(0.00592021, -0.176338, -2.93695e-05)","(0.999079, 0.0422727, 0.0074275)","(-0.0441284, 0.97506, 0.21751)","(0.00167351, -0.217629, 0.97603)","(0.998478, 0.048675, -0.0259134)","(-0.0441284, 0.97506, 0.21751)","(0.0361029, -0.216066, 0.975711)","(-0.0441284, 0.97506, 0.21751)","(-0.236025, -0.90818, 0.345689)","(0.211693, -0.955526, 0.20532)","(0.188297, 0.100617, 0.976944)","(-0.160863, -0.442519, 0.882213)","(0.00688933, -0.985233, -0.171081)","(-0.161725, -0.965349, 0.204809)","(0.119972, -0.3689, -0.921694)","(0.0133615, -0.928112, -0.372061)",0
9.64,"(0.00379678, -0.172139, -5.00352e-05)","(0.998951, 0.0457453, -0.00201226)","(-0.0453602, 0.991888, 0.118745)","(0.00743052, -0.11853, 0.992923)","(0.997481, 0.0508601, -0.0494504)","(-0.0453602, 0.991888, 0.118745)","(0.0551392, -0.116234, 0.99169)","(-0.0453602, 0.991888, 0.118745)","(-0.240409, -0.885208, 0.39826)","(0.219775, -0.963059, 0.155616)","(0.172337, 0.082504, 0.981577)","(-0.116424, -0.579784, 0.806409)","(-0.00429301, -0.98445, -0.175614)","(-0.160008, -0.950516, 0.266304)","(0.118802, -0.370359, -0.92126)","(0.0172041, -0.95827, -0.285348)",0
9.66,"(0.00169852, -0.169008, -5.6231e-05)","(0.99892, 0.0458788, -0.00733108)","(-0.0449036, 0.993907, 0.100665)","(0.0119013, -0.10023, 0.994893)","(0.995993, 0.0523929, -0.0724829)","(-0.0449036, 0.993907, 0.100665)","(0.0773165, -0.0970147, 0.992275)","(-0.0449036, 0.993907, 0.100665)","(-0.244845, -0.863243, 0.441433)","(0.218669, -0.970195, 0.104428)","(0.150775, 0.0621781, 0.986611)","(-0.0745859, -0.675892, 0.733217)","(-0.0166053, -0.978378, -0.20616)","(-0.159298, -0.951436, 0.263426)","(0.115632, -0.476553, -0.871508)","(0.0238119, -0.957666, -0.286895)",0
9.70,"(-0.00118514, -0.164894, -5.97966e-05)","(0.99917, 0.0381334, -0.0143401)","(-0.0364883, 0.994232, 0.100852)","(0.0180963, -0.100307, 0.994792)","(0.9943, 0.0463133, -0.0960396)","(-0.0364883, 0.994232, 0.100852)","(0.100148, -0.0969712, 0.990236)","(-0.0364883, 0.994232, 0.100852)","(-0.249032, -0.83819, 0.485201)","(0.200436, -0.979073, 0.0352409)","(0.137543, 0.0330594, 0.989944)","(-0.0500665, -0.767401, 0.639209)","(-0.0227995, -0.970389, -0.24047)","(-0.15216, -0.963182, 0.221647)","(0.115639, -0.62981, -0.768093)","(0.0401586, -0.959037, -0.28042)",0
9.74,"(-0.00449742, -0.159081, -5.66423e-05)","(0.99949, 0.0261926, -0.0182881)","(-0.0240935, 0.993913, 0.107499)","(0.0209976, -0.107048, 0.994032)","(0.993667, 0.035578, -0.106586)","(-0.0240935, 0.993913, 0.107499)","(0.109751, -0.104352, 0.988466)","(-0.0240935, 0.993913, 0.107499)","(-0.253093, -0.822327, 0.50963)","(0.17269, -0.984902, -0.012062)","(0.127965, 0.00977535, 0.99173)","(-0.0394459, -0.813532, 0.580181)","(-0.0276108, -0.96222, -0.270868)","(-0.143004, -0.975289, 0.168407)","(0.119866, -0.750923, -0.64942)","(0.065357, -0.955179, -0.288723)",0
9.76,"(-0.00788125, -0.151951, -4.72526e-05)","(0.999707, 0.0107262, -0.0216783)","(-0.00831337, 0.993999, 0.109068)","(0.0226613, -0.108836, 0.993801)","(0.993874, 0.0201568, -0.108666)","(-0.00831337, 0.993999, 0.109068)","(0.110151, -0.107395, 0.988096)","(-0.00831337, 0.993999, 0.109068)","(-0.258357, -0.823218, 0.505533)","(0.150592, -0.988347, -0.0221861)","(0.1297, 0.00574609, 0.991537)","(-0.04814, -0.82199, 0.567463)","(-0.0178233, -0.95964, -0.280664)","(-0.129473, -0.982632, 0.132935)","(0.126989, -0.80579, -0.578425)","(0.0909601, -0.965351, -0.244588)",1
9.80,"(-0.0109367, -0.144673, -3.6918e-05)","(0.999757, 0.0022189, -0.0219288)","(0.000365333, 0.993149, 0.116852)","(0.0220095, -0.116834, 0.992908)","(0.995565, 0.0105516, -0.0934817)","(0.000365337, 0.993149, 0.116852)","(0.0940463, -0.116311, 0.98875)","(0.000365336, 0.993149, 0.116852)","(-0.272817, -0.846196, 0.457736)","(0.160378, -0.98698, -0.012177)","(0.152658, 0.0327291, 0.987737)","(-0.0799199, -0.779909, 0.620769)","(0.000562793, -0.968686, -0.248288)","(-0.115538, -0.987131, 0.110562)","(0.134436, -0.82183, -0.553645)","(0.0940738, -0.942544, -0.320565)",0
9.84,"(-0.0132573, -0.135091, -2.77666e-05)","(0.999738, -0.00253109, -0.0227458)","(0.00545797, 0.991591, 0.129294)","(0.0222109, -0.129386, 0.991346)","(0.997301, 0.00376555, -0.0733199)","(0.00545798, 0.991591, 0.129294)","(0.0731833, -0.129334, 0.988897)","(0.00545797, 0.991591, 0.129294)","(-0.296181, -0.865151, 0.40471)","(0.186021, -0.98253, -0.00550147)","(0.186311, 0.0584652, 0.98075)","(-0.109493, -0.740373, 0.663218)","(0.0188861, -0.97764, -0.209435)","(-0.100985, -0.99084, 0.0896565)","(0.133851, -0.838214, -0.52866)","(0.0844712, -0.917013, -0.389809)",0
9.86,"(-0.0145362, -0.124169, -1.63969e-05)","(0.999697, -0.00615377, -0.0238375)","(0.010511, 0.981793, 0.189664)","(0.0219187, -0.189852, 0.981568)","(0.999021, -0.00433613, -0.0440202)","(0.010511, 0.981793, 0.189664)","(0.0421547, -0.189861, 0.980906)","(0.010511, 0.981793, 0.189664)","(-0.330696, -0.885465, 0.326485)","(0.220038, -0.975098, 0.0276865)","(0.229396, 0.0650123, 0.971159)","(-0.162413, -0.67927, 0.715691)","(0.0378217, -0.987819, -0.150944)","(-0.0906035, -0.995492, 0.0280467)","(0.124196, -0.854598, -0.50422)","(0.0608009, -0.869633, -0.489941)",0
9.90,"(-0.0149469, -0.115078, -7.84439e-06)","(0.99957, -0.00661526, -0.0285778)","(0.0150277, 0.959372, 0.281744)","(0.0253225, -0.282053, 0.959065)","(0.999607, -0.00903563, -0.0265263)","(0.0150277, 0.959372, 0.281744)","(0.0226905, -0.281989, 0.959149)","(0.0150277, 0.959372, 0.281744)","(-0.345521, -0.895656, 0.280029)","(0.228845, -0.963831, 0.136603)","(0.250301, 0.0625788, 0.966144)","(-0.217303, -0.541945, 0.811834)","(0.0610671, -0.99313, -0.0998202)","(-0.0888729, -0.996027, -0.00564683)","(0.104971, -0.863776, -0.49282)","(0.0491416, -0.82602, -0.561494)",0
9.94,"(-0.0149965, -0.10719, -3.8416e-06)","(0.999342, -0.00657113, -0.0356745)","(0.019421, 0.932678, 0.360187)","(0.0309498, -0.360638, 0.932192)","(0.999772, -0.0144746, -0.0157095)","(0.019421, 0.932678, 0.360187)","(0.0094343, -0.360406, 0.932748)","(0.019421, 0.932678, 0.360187)","(-0.351212, -0.904655, 0.24135)","(0.221144, -0.946886, 0.233459)","(0.257677, 0.0228213, 0.965962)","(-0.259626, -0.346426, 0.901434)","(0.0835976, -0.995024, -0.054216)","(-0.0896255, -0.993955, -0.063405)","(0.0920214, -0.880656, -0.464733)","(0.0401788, -0.715348, -0.697612)",0
9.96,"(-0.0149948, -0.099635, -5.67651e-06)","(0.998949, -0.00473976, -0.0455824)","(0.021858, 0.922829, 0.384589)","(0.0402859, -0.385199, 0.921954)","(0.999718, -0.016479, -0.0170874)","(0.021858, 0.922829, 0.384589)","(0.0094711, -0.38484, 0.922935)","(0.021858, 0.922829, 0.384589)","(-0.351256, -0.90439, 0.242278)","(0.188304, -0.939028, 0.287694)","(0.275364, -0.0850493, 0.95757)","(-0.254297, -0.155283, 0.954579)","(0.104913, -0.993907, -0.0337897)","(-0.0899171, -0.991725, -0.0916351)","(0.0939207, -0.885596, -0.454861)","(0.0479369, -0.540369, -0.840061)",0
10.00,"(-0.0147802, -0.0949519, -9.43793e-06)","(0.998449, -0.00666387, -0.0552796)","(0.02561, 0.934498, 0.355046)","(0.0494858, -0.355955, 0.933192)","(0.99968, -0.0240707, -0.00779977)","(0.02561, 0.934498, 0.355046)","(-0.00113122, -0.355106, 0.934825)","(0.02561, 0.934498, 0.355046)","(-0.379332, -0.917422, 0.120182)","(0.161013, -0.944038, 0.287866)","(0.326928, -0.302827, 0.895217)","(-0.225985, -0.0352755, 0.973492)","(0.115104, -0.992338, -0.0449158)","(-0.0885373, -0.982079, -0.166377)","(0.108141, -0.903846, -0.413966)","(0.065285, -0.392732, -0.917333)",0
