time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
2.9,"(0.379258, -0.00904062, -6.3033e-06)","(0.99637, -0.0711338, -0.0467532)","(0.0772329, 0.986393, 0.145133)","(0.0357526, -0.148237, 0.988305)","(0.959606, -0.112962, 0.257674)","(0.0772329, 0.986393, 0.145133)","(-0.270359, -0.119067, 0.955369)","(0.0772329, 0.986393, 0.145133)","(-0.686329, -0.644072, -0.337821)","(-0.482674, -0.720335, 0.49814)","(-0.866765, 0.136803, 0.479587)","(-0.795471, 0.1302, 0.59184)","(-0.111156, -0.991779, -0.0633964)","(0.123776, -0.991947, -0.0268305)","(-0.0688158, -0.893794, -0.443167)","(0.203087, -0.812304, -0.546734)",0
2.94,"(0.375769, -0.00336113, -8.71733e-06)","(0.99889, -0.0369996, -0.0291464)","(0.0408661, 0.987724, 0.150769)","(0.0234083, -0.152394, 0.988042)","(0.968312, -0.0758364, 0.237949)","(0.0408661, 0.987724, 0.150769)","(-0.245818, -0.135121, 0.959852)","(0.0408661, 0.987724, 0.150769)","(-0.564732, -0.796193, -0.217148)","(-0.269982, -0.821548, 0.502164)","(-0.709721, 0.147407, 0.688889)","(-0.77183, 0.0894871, 0.629501)","(-0.0811046, -0.995234, -0.0541327)","(0.0376807, -0.998619, -0.0366198)","(-0.0443229, -0.905589, -0.421835)","(0.14934, -0.827299, -0.541548)",0
2.98,"(0.37207, 4.2057e-05, -1.24578e-05)","(0.999995, 0.0027385, -0.00159563)","(-0.00277016, 0.986947, 0.161019)","(0.00242757, -0.161806, 0.98682)","(0.977893, -0.0302864, 0.206899)","(-0.00277017, 0.986947, 0.161019)","(-0.208537, -0.157022, 0.965327)","(-0.00277016, 0.986947, 0.161019)","(-0.379808, -0.923565, -0.0526683)","(-0.000887251, -0.880959, 0.473192)","(-0.485028, 0.12551, 0.865445)","(-0.717073, 0.0433597, 0.695648)","(-0.0461678, -0.997795, -0.0476882)","(-0.0653054, -0.996904, -0.0437897)","(-0.0245067, -0.906403, -0.421703)","(0.0696972, -0.837157, -0.542503)",0
3,"(0.367276, 0.00287216, -1.61923e-05)","(0.998921, 0.0306605, 0.0348893)","(-0.0365082, 0.984107, 0.173785)","(-0.0287714, -0.175382, 0.98408)","(0.984344, 0.00573006, 0.176164)","(-0.0365082, 0.984107, 0.173785)","(-0.172128, -0.17701, 0.96904)","(-0.0365082, 0.984107, 0.173785)","(-0.214515, -0.973709, 0.0766422)","(0.232206, -0.872358, 0.4302)","(-0.331408, 0.0504523, 0.942137)","(-0.64187, -0.00058892, 0.766813)","(-0.0174926, -0.998819, -0.0453225)","(-0.139086, -0.989826, -0.0299919)","(-0.0183684, -0.892796, -0.450086)","(-0.00947857, -0.828811, -0.559449)",0
3.04,"(0.362967, 0.00309968, -1.54895e-05)","(0.996668, 0.046415, 0.0670695)","(-0.0574973, 0.982825, 0.175355)","(-0.057784, -0.17896, 0.982158)","(0.986849, 0.0293768, 0.158951)","(-0.0574973, 0.982825, 0.175355)","(-0.151087, -0.182035, 0.971615)","(-0.0574973, 0.982825, 0.175355)","(-0.0997184, -0.990271, 0.0970562)","(0.363722, -0.847356, 0.386904)","(-0.298835, -0.0101765, 0.95425)","(-0.597406, -0.0373902, 0.801067)","(0.00503018, -0.998816, -0.0483882)","(-0.185932, -0.982236, -0.025335)","(-0.0205891, -0.885693, -0.463815)","(-0.0715569, -0.835673, -0.544546)",0
3.08,"(0.358421, 0.00170178, -1.84704e-05)","(0.993874, 0.0554058, 0.0956247)","(-0.0709096, 0.98299, 0.169417)","(-0.084674, -0.175308, 0.980866)","(0.987647, 0.0453434, 0.149994)","(-0.0709095, 0.98299, 0.169417)","(-0.139838, -0.177918, 0.974059)","(-0.0709095, 0.98299, 0.169417)","(-0.0209875, -0.996662, 0.07889)","(0.436196, -0.830045, 0.347502)","(-0.302458, -0.0534167, 0.951665)","(-0.580691, -0.0667288, 0.811385)","(0.0181119, -0.998719, -0.0472447)","(-0.206688, -0.978195, -0.0203705)","(-0.0161216, -0.888388, -0.45881)","(-0.103661, -0.850441, -0.515756)",0
3.1,"(0.353419, 0.000212169, -2.21101e-05)","(0.991164, 0.0594671, 0.118567)","(-0.0767265, 0.985814, 0.149276)","(-0.108092, -0.157145, 0.981642)","(0.986698, 0.0536886, 0.153441)","(-0.0767265, 0.985814, 0.149276)","(-0.143349, -0.159092, 0.976801)","(-0.0767265, 0.985814, 0.149276)","(0.0207519, -0.997046, 0.0739482)","(0.451208, -0.8306, 0.326366)","(-0.312189, -0.100532, 0.944686)","(-0.584589, -0.0835134, 0.80702)","(0.0237048, -0.998766, -0.0436508)","(-0.208374, -0.977877, -0.0183525)","(0.00548493, -0.892524, -0.450966)","(-0.102875, -0.867856, -0.486048)",0
3.14,"(0.349034, -0.00090903, -2.37701e-05)","(0.98888, 0.0622706, 0.135053)","(-0.0794275, 0.988614, 0.127806)","(-0.125624, -0.137151, 0.982552)","(0.983982, 0.0577416, 0.168655)","(-0.0794275, 0.988614, 0.127806)","(-0.159437, -0.139238, 0.97734)","(-0.0794275, 0.988614, 0.127806)","(0.0420534, -0.996227, 0.0759227)","(0.44461, -0.835858, 0.321969)","(-0.312997, -0.127276, 0.941188)","(-0.591119, -0.088293, 0.801737)","(0.027117, -0.998854, -0.0394369)","(-0.201166, -0.979315, -0.0217814)","(0.0308652, -0.893693, -0.447617)","(-0.0863178, -0.872549, -0.480841)",0
3.18,"(0.344999, -0.00188791, -2.40425e-05)","(0.987382, 0.0622594, 0.145605)","(-0.0786199, 0.99084, 0.109793)","(-0.137439, -0.119856, 0.983232)","(0.98093, 0.0573992, 0.185692)","(-0.0786199, 0.99084, 0.109793)","(-0.177695, -0.12231, 0.976455)","(-0.0786199, 0.99084, 0.109793)","(0.0504413, -0.994239, 0.0945799)","(0.437944, -0.838802, 0.323446)","(-0.300729, -0.145419, 0.942558)","(-0.600798, -0.090689, 0.79424)","(0.0383803, -0.998639, -0.0353135)","(-0.188964, -0.981654, -0.0254443)","(0.059797, -0.895953, -0.440106)","(-0.0670059, -0.877371, -0.47511)",0
3.2,"(0.33974, -0.0025409, -2.24265e-05)","(0.987063, 0.0508961, 0.152042)","(-0.0669187, 0.992497, 0.102332)","(-0.145642, -0.111094, 0.98308)","(0.979525, 0.0458384, 0.196034)","(-0.0669187, 0.992497, 0.102332)","(-0.189809, -0.113332, 0.975258)","(-0.0669187, 0.992497, 0.102332)","(0.0299198, -0.99397, 0.105492)","(0.416524, -0.847244, 0.329675)","(-0.289845, -0.133439, 0.947726)","(-0.609707, -0.0793293, 0.788647)","(0.0480763, -0.998532, -0.0249466)","(-0.180159, -0.983263, -0.0271363)","(0.0875065, -0.89626, -0.434811)","(-0.0471814, -0.882148, -0.468602)",0
3.24,"(0.335156, -0.00301679, -1.94862e-05)","(0.988133, 0.0178417, 0.152563)","(-0.0335292, 0.994315, 0.101066)","(-0.149554, -0.104864, 0.983177)","(0.976015, 0.011207, 0.217414)","(-0.0335292, 0.994315, 0.101066)","(-0.214643, -0.104607, 0.971075)","(-0.0335292, 0.994315, 0.101066)","(-0.0648371, -0.987753, 0.141916)","(0.362076, -0.857961, 0.364423)","(-0.279256, -0.0706853, 0.957611)","(-0.636684, -0.0456834, 0.76977)","(0.0367667, -0.998836, 0.0312287)","(-0.174367, -0.984584, -0.01379)","(0.125973, -0.883963, -0.450266)","(-0.0274584, -0.88353, -0.467569)",0
3.28,"(0.330242, -0.00374476, -1.35614e-05)","(0.988254, -0.0198566, 0.151527)","(0.00428384, 0.994735, 0.102392)","(-0.152651, -0.100569, 0.98315)","(0.968896, -0.0292164, 0.245736)","(0.00428383, 0.994735, 0.102392)","(-0.247219, -0.0967393, 0.964118)","(0.00428383, 0.994735, 0.102392)","(-0.174229, -0.971992, 0.157722)","(0.296141, -0.865996, 0.402928)","(-0.286593, -0.0122299, 0.957974)","(-0.673958, -0.00489887, 0.738754)","(0.0178436, -0.996158, 0.0857423)","(-0.168608, -0.985676, 0.00376842)","(0.163027, -0.867069, -0.470759)","(-0.00499581, -0.878515, -0.477689)",0
3.3,"(0.324567, -0.00456001, -8.24718e-06)","(0.989462, -0.0607542, 0.131433)","(0.0460765, 0.992439, 0.113766)","(-0.137703, -0.107044, 0.984672)","(0.95685, -0.0767077, 0.280276)","(0.0460765, 0.992439, 0.113766)","(-0.287065, -0.095358, 0.953153)","(0.0460765, 0.992439, 0.113766)","(-0.319252, -0.928717, 0.18858)","(0.182952, -0.868366, 0.460944)","(-0.294032, 0.0688425, 0.953313)","(-0.717147, 0.0795683, 0.692365)","(-0.0173371, -0.976297, 0.215739)","(-0.156066, -0.98741, 0.0257678)","(0.200284, -0.828299, -0.523266)","(0.0106745, -0.855776, -0.517237)",0
3.34,"(0.318808, -0.00520506, -5.01819e-06)","(0.990618, -0.0886767, 0.103979)","(0.0762849, 0.99018, 0.117152)","(-0.113362, -0.109049, 0.987551)","(0.9443, -0.109072, 0.310486)","(0.0762849, 0.99018, 0.117152)","(-0.31995, -0.08604, 0.943519)","(0.0762849, 0.99018, 0.117152)","(-0.467349, -0.859576, 0.206676)","(0.0313695, -0.86863, 0.494468)","(-0.339332, 0.124782, 0.932353)","(-0.743236, 0.201928, 0.637828)","(-0.0506633, -0.954381, 0.294262)","(-0.138121, -0.989686, 0.0379933)","(0.198751, -0.815676, -0.543296)","(0.028816, -0.839004, -0.543362)",0
3.38,"(0.312875, -0.00586689, -2.43032e-06)","(0.990191, -0.115102, 0.0792095)","(0.105087, 0.987295, 0.119183)","(-0.0917498, -0.109871, 0.989702)","(0.928318, -0.13983, 0.344489)","(0.105087, 0.987295, 0.119183)","(-0.356537, -0.0739494, 0.93135)","(0.105087, 0.987295, 0.119183)","(-0.66161, -0.733951, 0.153583)","(-0.180836, -0.836321, 0.517558)","(-0.466127, 0.198026, 0.862271)","(-0.761004, 0.331617, 0.557587)","(-0.110125, -0.928708, 0.354081)","(-0.118994, -0.991138, 0.0590483)","(0.158538, -0.802124, -0.575728)","(0.0473849, -0.83817, -0.543346)",0
3.4,"(0.305883, -0.00641034, 4.46438e-07)","(0.988091, -0.135698, 0.0725421)","(0.124791, 0.982817, 0.13601)","(-0.0902161, -0.125182, 0.988024)","(0.902399, -0.170705, 0.395647)","(0.124791, 0.982817, 0.13601)","(-0.412516, -0.0719766, 0.908103)","(0.124791, 0.982817, 0.13601)","(-0.830261, -0.55657, 0.0299415)","(-0.414901, -0.750601, 0.514253)","(-0.633698, 0.203636, 0.746297)","(-0.784196, 0.401801, 0.472856)","(-0.162828, -0.956604, 0.241651)","(-0.0927361, -0.992554, 0.0789675)","(0.0319943, -0.834715, -0.549752)","(0.0660851, -0.856437, -0.512005)",0
3.44,"(0.300044, -0.00646752, 1.47434e-06)","(0.985069, -0.155945, 0.072945)","(0.14045, 0.973108, 0.182576)","(-0.100504, -0.169412, 0.980407)","(0.878372, -0.209209, 0.42976)","(0.14045, 0.973108, 0.182576)","(-0.457615, -0.0981935, 0.883712)","(0.14045, 0.973108, 0.182576)","(-0.928491, -0.339525, -0.150425)","(-0.599388, -0.606171, 0.522772)","(-0.787326, 0.129358, 0.602814)","(-0.808506, 0.380238, 0.449152)","(-0.206434, -0.97116, 0.119299)","(-0.0439611, -0.99575, 0.0809276)","(-0.13701, -0.850931, -0.507094)","(0.0702551, -0.876088, -0.477005)",0
3.48,"(0.293679, -0.00758344, 5.893e-06)","(0.982439, -0.172758, 0.0704906)","(0.151844, 0.959638, 0.236724)","(-0.109024, -0.221805, 0.968977)","(0.857751, -0.247081, 0.450793)","(0.151844, 0.959638, 0.236724)","(-0.491773, -0.134262, 0.86031)","(0.151844, 0.959638, 0.236724)","(-0.951301, -0.179625, -0.250522)","(-0.715317, -0.467516, 0.519375)","(-0.857179, 0.0324662, 0.513994)","(-0.824253, 0.332276, 0.458475)","(-0.223453, -0.974528, 0.0190848)","(0.00461801, -0.998153, 0.0605698)","(-0.27148, -0.854684, -0.442508)","(0.074509, -0.880525, -0.468108)",0
3.5,"(0.286275, -0.0104375, 1.08625e-05)","(0.980011, -0.187465, 0.0666018)","(0.163465, 0.949601, 0.267463)","(-0.113457, -0.251201, 0.961262)","(0.840905, -0.275943, 0.465547)","(0.163465, 0.949601, 0.267463)","(-0.515918, -0.14848, 0.843672)","(0.163465, 0.949601, 0.267463)","(-0.967557, -0.0717647, -0.242247)","(-0.779933, -0.326288, 0.53408)","(-0.880702, -0.0561021, 0.470337)","(-0.843975, 0.234759, 0.48228)","(-0.255096, -0.966718, 0.0195472)","(0.0529722, -0.998249, 0.0263184)","(-0.337745, -0.860643, -0.38108)","(0.0791373, -0.863076, -0.498836)",0
3.54,"(0.278063, -0.0138891, 1.50842e-05)","(0.977952, -0.198649, 0.0644103)","(0.173313, 0.944129, 0.280327)","(-0.116526, -0.262955, 0.957745)","(0.827816, -0.293751, 0.477945)","(0.173313, 0.944129, 0.280327)","(-0.5335, -0.148939, 0.832583)","(0.173313, 0.944129, 0.280327)","(-0.985446, -0.0467664, -0.163431)","(-0.816359, -0.253422, 0.518975)","(-0.858236, -0.0841202, 0.506314)","(-0.861395, 0.178026, 0.475715)","(-0.275152, -0.960823, 0.0333211)","(0.0892672, -0.995702, -0.0246733)","(-0.332768, -0.875053, -0.351494)","(0.111618, -0.834762, -0.53918)",0
3.58,"(0.268466, -0.0178071, 1.80048e-05)","(0.975836, -0.210626, 0.0581475)","(0.18529, 0.938508, 0.291324)","(-0.116061, -0.273525, 0.954837)","(0.823944, -0.309713, 0.474547)","(0.18529, 0.938508, 0.291324)","(-0.535756, -0.152403, 0.830505)","(0.18529, 0.938508, 0.291324)","(-0.995482, -0.0287969, -0.0904828)","(-0.843956, -0.195143, 0.499657)","(-0.838217, -0.101993, 0.535714)","(-0.87417, 0.138107, 0.465568)","(-0.288276, -0.956608, 0.0424068)","(0.135618, -0.988958, -0.0597419)","(-0.313794, -0.891336, -0.327191)","(0.153111, -0.80592, -0.571883)",0
3.6,"(0.256327, -0.0217048, 2.02325e-05)","(0.974477, -0.21925, 0.0482108)","(0.195075, 0.933073, 0.302194)","(-0.111329, -0.285122, 0.952004)","(0.83212, -0.320365, 0.452705)","(0.195075, 0.933073, 0.302194)","(-0.519344, -0.163418, 0.838794)","(0.195075, 0.933073, 0.302194)","(-0.9948, -0.0418569, -0.0928527)","(-0.85575, -0.212937, 0.471539)","(-0.85519, -0.0921394, 0.510059)","(-0.868762, 0.143564, 0.473963)","(-0.275093, -0.960412, 0.043962)","(0.1861, -0.979304, -0.079564)","(-0.267251, -0.894905, -0.357381)","(0.203068, -0.792378, -0.575239)",0
3.64,"(0.246091, -0.0244145, 1.96037e-05)","(0.973474, -0.226151, 0.0347012)","(0.204762, 0.928863, 0.308684)","(-0.102034, -0.293469, 0.950508)","(0.841984, -0.328006, 0.428341)","(0.204762, 0.928863, 0.308684)","(-0.49909, -0.172262, 0.849255)","(0.204762, 0.928863, 0.308684)","(-0.988996, -0.0613194, -0.134634)","(-0.860031, -0.244524, 0.447834)","(-0.893903, -0.0856346, 0.440005)","(-0.867051, 0.13904, 0.478424)","(-0.242344, -0.969576, 0.0345127)","(0.240526, -0.969553, -0.0459701)","(-0.209093, -0.889433, -0.406435)","(0.244154, -0.770721, -0.588539)",0
3.68,"(0.235855, -0.0245996, 1.89741e-05)","(0.972621, -0.231104, 0.0244827)","(0.212737, 0.927862, 0.306291)","(-0.0934921, -0.292738, 0.951611)","(0.843145, -0.332763, 0.422344)","(0.212737, 0.927862, 0.306291)","(-0.493786, -0.168429, 0.853116)","(0.212737, 0.927862, 0.306291)","(-0.981247, -0.0820341, -0.174425)","(-0.860908, -0.275774, 0.427535)","(-0.920374, -0.0819826, 0.382349)","(-0.870612, 0.130734, 0.474282)","(-0.207969, -0.978052, 0.0127706)","(0.28036, -0.95982, -0.0119626)","(-0.150181, -0.872495, -0.464972)","(0.27595, -0.752038, -0.598574)",0
3.7,"(0.226429, -0.0232213, 1.72234e-05)","(0.972197, -0.233601, 0.0162264)","(0.21871, 0.930828, 0.292788)","(-0.0834853, -0.281105, 0.956039)","(0.841058, -0.331787, 0.427247)","(0.21871, 0.930828, 0.292788)","(-0.494944, -0.152853, 0.855375)","(0.21871, 0.930828, 0.292788)","(-0.965817, -0.14576, -0.214365)","(-0.860672, -0.330001, 0.38774)","(-0.925339, -0.0540868, 0.375263)","(-0.88709, 0.153383, 0.435367)","(-0.170983, -0.985162, -0.0148796)","(0.300768, -0.952641, 0.0448817)","(-0.0930985, -0.864561, -0.49383)","(0.30541, -0.753473, -0.582239)",0
3.74,"(0.219, -0.0202782, 1.44187e-05)","(0.973235, -0.22933, 0.0149173)","(0.218683, 0.944189, 0.246345)","(-0.0709151, -0.236412, 0.969062)","(0.847771, -0.30919, 0.430913)","(0.218683, 0.944189, 0.246345)","(-0.484347, -0.113863, 0.867435)","(0.218683, 0.944189, 0.246345)","(-0.937379, -0.240589, -0.251869)","(-0.846931, -0.400931, 0.349229)","(-0.929301, -0.0104879, 0.369174)","(-0.889498, 0.192652, 0.41434)","(-0.149854, -0.988168, -0.0326761)","(0.292841, -0.953229, 0.0748186)","(-0.0409588, -0.87132, -0.489002)","(0.319556, -0.775826, -0.544039)",0
3.78,"(0.21347, -0.0147692, 9.60777e-06)","(0.977262, -0.211286, 0.0177969)","(0.20369, 0.958606, 0.198961)","(-0.0599515, -0.19065, 0.979826)","(0.866727, -0.272077, 0.418041)","(0.20369, 0.958606, 0.198961)","(-0.455718, -0.0854159, 0.886017)","(0.20369, 0.958606, 0.198961)","(-0.877694, -0.379113, -0.293131)","(-0.79215, -0.505068, 0.342643)","(-0.925725, 0.031327, 0.376899)","(-0.885714, 0.244509, 0.394622)","(-0.123264, -0.991549, -0.0404417)","(0.261651, -0.961312, 0.0861265)","(-0.0051165, -0.885439, -0.464727)","(0.317609, -0.80226, -0.505473)",0
3.8,"(0.207266, -0.00708092, 3.53023e-06)","(0.983907, -0.175177, 0.0352261)","(0.168093, 0.973819, 0.153038)","(-0.0617189, -0.14511, 0.987489)","(0.897667, -0.215191, 0.38456)","(0.168093, 0.973819, 0.153038)","(-0.406976, -0.0708993, 0.910683)","(0.168093, 0.973819, 0.153038)","(-0.784101, -0.544859, -0.297178)","(-0.660072, -0.639554, 0.394051)","(-0.889897, 0.0534007, 0.453026)","(-0.855058, 0.253655, 0.452255)","(-0.0959787, -0.994478, -0.0424346)","(0.184656, -0.98098, 0.0598329)","(0.0121275, -0.897869, -0.440096)","(0.284133, -0.824488, -0.489375)",0
3.84,"(0.20296, 0.000279963, -3.74032e-06)","(0.98962, -0.12954, 0.0622297)","(0.121633, 0.984483, 0.126487)","(-0.078968, -0.118467, 0.989813)","(0.919776, -0.159913, 0.358385)","(0.121633, 0.984483, 0.126487)","(-0.373575, -0.0716601, 0.924828)","(0.121633, 0.984483, 0.126487)","(-0.634562, -0.7384, -0.228249)","(-0.459508, -0.771437, 0.440156)","(-0.768131, 0.0723289, 0.636194)","(-0.826191, 0.228121, 0.515139)","(-0.0598536, -0.997331, -0.0418109)","(0.0641569, -0.997367, 0.0338079)","(0.0111088, -0.908797, -0.417091)","(0.214832, -0.84352, -0.492261)",0
3.88,"(0.199642, 0.00682958, -9.06711e-06)","(0.991583, -0.0950443, 0.0879188)","(0.087412, 0.991966, 0.0914463)","(-0.0965874, -0.0832772, 0.991835)","(0.931153, -0.114053, 0.346332)","(0.087412, 0.991966, 0.0914463)","(-0.354579, -0.0547232, 0.933423)","(0.087412, 0.991966, 0.0914463)","(-0.489585, -0.862743, -0.126415)","(-0.258836, -0.856581, 0.4464)","(-0.623912, 0.0787812, 0.777514)","(-0.787193, 0.179262, 0.590078)","(-0.0287877, -0.998869, -0.0378309)","(-0.0343402, -0.999305, 0.0144998)","(0.013845, -0.919841, -0.392047)","(0.148471, -0.853112, -0.500156)",0
3.9,"(0.196182, 0.0118677, -1.59783e-05)","(0.992606, -0.0579548, 0.106651)","(0.0512948, 0.996587, 0.0646753)","(-0.11026, -0.0589468, 0.992153)","(0.937462, -0.070381, 0.340899)","(0.0512948, 0.996587, 0.0646753)","(-0.344261, -0.0427571, 0.9379)","(0.0512948, 0.996587, 0.0646753)","(-0.353334, -0.933706, -0.0578605)","(-0.0661445, -0.901903, 0.426845)","(-0.501278, 0.0545288, 0.863566)","(-0.772381, 0.135173, 0.620609)","(-0.00781805, -0.999384, -0.0342127)","(-0.111711, -0.993727, 0.00514093)","(0.0125557, -0.921085, -0.389158)","(0.0696093, -0.85799, -0.508928)",0
3.94,"(0.192633, 0.0141732, -2.17082e-05)","(0.991607, -0.026548, 0.126531)","(0.0202462, 0.998493, 0.0510069)","(-0.127717, -0.0487132, 0.990614)","(0.941834, -0.0360892, 0.334136)","(0.0202462, 0.998493, 0.0510069)","(-0.3352, -0.0409533, 0.941256)","(0.0202462, 0.998493, 0.0510069)","(-0.254567, -0.964831, -0.0655471)","(0.0948705, -0.910017, 0.403569)","(-0.492707, 0.00210765, 0.870193)","(-0.755369, 0.0842807, 0.649858)","(-0.000591903, -0.999285, -0.0378015)","(-0.155453, -0.987834, -0.00426522)","(0.00607117, -0.918045, -0.396431)","(0.0176898, -0.865362, -0.500835)",0
3.98,"(0.188782, 0.0138982, -2.63009e-05)","(0.98835, 0.00138226, 0.152193)","(-0.00871281, 0.998826, 0.0476581)","(-0.151964, -0.0486915, 0.987186)","(0.942872, -0.00767509, 0.333067)","(-0.00871281, 0.998826, 0.0476581)","(-0.333032, -0.0478687, 0.9417)","(-0.00871281, 0.998826, 0.0476581)","(-0.147307, -0.985592, -0.0831211)","(0.234177, -0.90121, 0.364667)","(-0.467847, -0.0604822, 0.881737)","(-0.750121, 0.0129972, 0.661173)","(0.007122, -0.999124, -0.0412276)","(-0.196045, -0.980553, -0.00904007)","(0.00321066, -0.913532, -0.406753)","(-0.0363975, -0.875286, -0.482234)",0
4,"(0.184148, 0.0127413, -2.91932e-05)","(0.98388, 0.00948517, 0.178578)","(-0.0183069, 0.998704, 0.0474985)","(-0.17789, -0.0500231, 0.982778)","(0.940482, 0.00104824, 0.339842)","(-0.0183069, 0.998704, 0.0474985)","(-0.339348, -0.0508977, 0.939283)","(-0.0183069, 0.998704, 0.0474985)","(-0.0809434, -0.992079, -0.0960585)","(0.293716, -0.897385, 0.32929)","(-0.4544, -0.113205, 0.883575)","(-0.744032, -0.0509144, 0.666201)","(0.019751, -0.998879, -0.0430275)","(-0.207999, -0.978012, -0.015111)","(0.0085016, -0.916495, -0.399955)","(-0.0499864, -0.887812, -0.457484)",0
4.04,"(0.179759, 0.0112654, -3.23628e-05)","(0.980039, 0.00992267, 0.198559)","(-0.0200837, 0.998591, 0.049122)","(-0.197787, -0.0521625, 0.978856)","(0.935375, 0.0014021, 0.353654)","(-0.0200837, 0.998591, 0.049122)","(-0.353082, -0.053073, 0.934086)","(-0.0200837, 0.998591, 0.049122)","(-0.0634445, -0.994395, -0.0845774)","(0.300431, -0.90402, 0.304121)","(-0.434356, -0.149482, 0.888251)","(-0.76001, -0.0908546, 0.643529)","(0.0289899, -0.998767, -0.0402955)","(-0.201182, -0.979469, -0.0128776)","(0.0341959, -0.917076, -0.397243)","(-0.044946, -0.895185, -0.443423)",0
4.08,"(0.175729, 0.0102727, -3.17761e-05)","(0.977163, 0.0105191, 0.212231)","(-0.0209997, 0.998658, 0.0473507)","(-0.211447, -0.0507281, 0.976072)","(0.930438, 0.00224283, 0.366441)","(-0.0209997, 0.998658, 0.0473507)","(-0.365845, -0.0517622, 0.929235)","(-0.0209997, 0.998658, 0.0473507)","(-0.060083, -0.995239, -0.076743)","(0.295426, -0.910418, 0.289591)","(-0.420284, -0.166422, 0.892)","(-0.770826, -0.105347, 0.628275)","(0.0349715, -0.998658, -0.0382098)","(-0.192548, -0.981246, -0.0090128)","(0.0594377, -0.913864, -0.401646)","(-0.0274688, -0.897129, -0.440914)",0
4.1,"(0.172036, 0.00855354, -2.92859e-05)","(0.974782, 0.00902733, 0.222975)","(-0.0190797, 0.998889, 0.0430831)","(-0.222331, -0.0462407, 0.973874)","(0.926941, 0.00153553, 0.375204)","(-0.0190797, 0.998889, 0.0430831)","(-0.374718, -0.0470943, 0.925942)","(-0.0190797, 0.998889, 0.0430831)","(-0.0659677, -0.993941, -0.0879141)","(0.284286, -0.915729, 0.283939)","(-0.431053, -0.167443, 0.886654)","(-0.775598, -0.104282, 0.622554)","(0.0332958, -0.998887, -0.0334198)","(-0.184868, -0.982763, -0.00107928)","(0.0881911, -0.908267, -0.408991)","(-0.0135108, -0.894589, -0.446686)",0
4.14,"(0.168379, 0.00606991, -2.5444e-05)","(0.973162, 0.00586356, 0.230046)","(-0.0148819, 0.999181, 0.0376308)","(-0.229624, -0.0400221, 0.972456)","(0.922843, -0.000708448, 0.385175)","(-0.0148819, 0.999181, 0.0376308)","(-0.384877, -0.0404372, 0.922082)","(-0.0148819, 0.999181, 0.0376308)","(-0.074131, -0.988886, -0.128876)","(0.274676, -0.91767, 0.287116)","(-0.465097, -0.165377, 0.869675)","(-0.770918, -0.0919027, 0.63027)","(0.0308095, -0.999089, -0.029537)","(-0.179469, -0.983758, 0.0033235)","(0.109579, -0.90045, -0.42093)","(-0.00503745, -0.891234, -0.453516)",0
4.18,"(0.164644, 0.00293959, -2.09708e-05)","(0.971893, -0.00281577, 0.235407)","(-0.00541532, 0.999394, 0.0343778)","(-0.235316, -0.0346676, 0.9713)","(0.919565, -0.00844785, 0.392847)","(-0.00541532, 0.999394, 0.0343778)","(-0.39285, -0.033656, 0.918987)","(-0.00541532, 0.999394, 0.0343778)","(-0.0963675, -0.982505, -0.159366)","(0.250143, -0.919073, 0.304522)","(-0.48862, -0.124869, 0.863515)","(-0.776307, -0.0482051, 0.628509)","(0.00133675, -0.999633, 0.0270693)","(-0.173148, -0.984694, 0.0199254)","(0.156716, -0.870034, -0.46742)","(0.00414061, -0.88004, -0.474882)",0
4.2,"(0.160636, -0.000244141, -1.64367e-05)","(0.97192, -0.0221576, 0.234266)","(0.0156995, 0.99945, 0.0292177)","(-0.23458, -0.0248198, 0.97178)","(0.912525, -0.0261239, 0.408186)","(0.0156995, 0.99945, 0.0292177)","(-0.408475, -0.0200531, 0.912549)","(0.0156995, 0.99945, 0.0292177)","(-0.165232, -0.973684, -0.156962)","(0.173237, -0.922141, 0.345896)","(-0.496701, -0.0461567, 0.866693)","(-0.783581, 0.03095, 0.620519)","(-0.0580427, -0.980706, 0.186675)","(-0.16976, -0.98412, 0.0518518)","(0.224058, -0.809857, -0.542153)","(0.020235, -0.852164, -0.522883)",0
4.24,"(0.156902, -0.00334094, -1.27532e-05)","(0.971964, -0.0453398, 0.230717)","(0.0393066, 0.998759, 0.030579)","(-0.231731, -0.0207319, 0.972559)","(0.90136, -0.0484812, 0.430348)","(0.0393066, 0.998759, 0.030579)","(-0.43112, -0.0100827, 0.902238)","(0.0393066, 0.998759, 0.030579)","(-0.295993, -0.94205, -0.157894)","(0.00737014, -0.909341, 0.415987)","(-0.558303, 0.056846, 0.827687)","(-0.781191, 0.146083, 0.60696)","(-0.149068, -0.926381, 0.345829)","(-0.169178, -0.981671, 0.0877556)","(0.275191, -0.771141, -0.574118)","(0.0428133, -0.822001, -0.567874)",0
