time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
7.4,"(-0.00345212, -0.0431573, -2.36458e-05)","(0.999003, -0.0310473, 0.0320776)","(0.0306413, 0.99945, 0.0126961)","(-0.0324908, -0.0116988, 0.999404)","(0.999133, -0.0306928, 0.0281339)","(0.0306413, 0.99945, 0.0126961)","(-0.0285399, -0.011835, 0.999523)","(0.0306413, 0.99945, 0.0126961)","(-0.365404, -0.892904, 0.263063)","(-0.124217, -0.573747, 0.809558)","(0.554878, -0.473893, 0.683766)","(-0.176122, -0.0812249, 0.981012)","(0.0870822, -0.988134, -0.126526)","(-0.0943263, -0.965946, 0.240939)","(0.0863758, -0.643138, -0.760863)","(0.115557, -0.957992, -0.262486)",0
7.44,"(-0.00134349, -0.0458412, -1.98668e-05)","(0.998806, -0.0334222, 0.0356458)","(0.031845, 0.998652, 0.0409921)","(-0.0370177, -0.0397977, 0.998522)","(0.999159, -0.0327918, 0.0246261)","(0.031845, 0.998652, 0.0409921)","(-0.0259798, -0.0401702, 0.998855)","(0.031845, 0.998652, 0.0409921)","(-0.353807, -0.869544, 0.344548)","(-0.13356, -0.678594, 0.722269)","(0.561065, -0.35643, 0.747104)","(-0.221589, -0.00243105, 0.975137)","(0.0688635, -0.983065, -0.169826)","(-0.111572, -0.969189, 0.219602)","(0.0873746, -0.623154, -0.777203)","(0.115246, -0.954605, -0.274679)",0
7.48,"(0.0008497, -0.0481637, -1.66105e-05)","(0.998648, -0.0359335, 0.037556)","(0.0334115, 0.997333, 0.0648881)","(-0.0398077, -0.0635396, 0.997185)","(0.999137, -0.0349886, 0.0223854)","(0.0334115, 0.997333, 0.0648881)","(-0.0246147, -0.0640737, 0.997642)","(0.0334115, 0.997333, 0.0648881)","(-0.349135, -0.874115, 0.337679)","(-0.147612, -0.77112, 0.619342)","(0.587419, -0.283449, 0.758021)","(-0.282269, 0.0804472, 0.955956)","(0.0548262, -0.977371, -0.204302)","(-0.128738, -0.975641, 0.177625)","(0.0901091, -0.61817, -0.780862)","(0.11602, -0.950661, -0.287719)",0
7.5,"(0.00327048, -0.0508735, -1.22755e-05)","(0.998276, -0.0440071, 0.0388318)","(0.0402257, 0.994776, 0.0938242)","(-0.0430453, -0.0920964, 0.994819)","(0.998111, -0.0450033, 0.0418205)","(0.0402257, 0.994776, 0.0938242)","(-0.0461126, -0.0917381, 0.994715)","(0.0402257, 0.994776, 0.0938242)","(-0.341127, -0.88077, 0.328446)","(-0.174703, -0.81332, 0.554968)","(0.576946, -0.184449, 0.795683)","(-0.336485, 0.146097, 0.930287)","(0.039137, -0.974242, -0.222082)","(-0.141797, -0.977726, 0.15474)","(0.0961715, -0.622142, -0.776975)","(0.110179, -0.94996, -0.292297)",0
7.54,"(0.00532063, -0.0535417, -7.69113e-06)","(0.997986, -0.0539158, 0.0334259)","(0.0498326, 0.992229, 0.114007)","(-0.0396232, -0.112131, 0.992903)","(0.996249, -0.0582218, 0.0640242)","(0.0498326, 0.992229, 0.114006)","(-0.0704661, -0.109992, 0.991431)","(0.0498326, 0.992229, 0.114006)","(-0.300427, -0.894153, 0.332016)","(-0.196603, -0.833629, 0.516149)","(0.50465, -0.0574105, 0.861413)","(-0.382302, 0.218171, 0.897912)","(0.0271367, -0.97683, -0.212287)","(-0.148188, -0.977002, 0.153324)","(0.0952768, -0.595934, -0.797361)","(0.0945903, -0.941439, -0.323643)",0
7.58,"(0.00702097, -0.0562571, -4.73213e-06)","(0.9976, -0.0641497, 0.0260556)","(0.0600374, 0.988882, 0.136045)","(-0.0344929, -0.134202, 0.990353)","(0.993341, -0.0725975, 0.0894565)","(0.0600374, 0.988882, 0.136045)","(-0.0983283, -0.129685, 0.986668)","(0.0600374, 0.988882, 0.136045)","(-0.261804, -0.904259, 0.337304)","(-0.200086, -0.856724, 0.475385)","(0.400518, 0.0637095, 0.914071)","(-0.424447, 0.270633, 0.864062)","(0.0154469, -0.978753, -0.204461)","(-0.155131, -0.975501, 0.15599)","(0.0911377, -0.560474, -0.823142)","(0.0731584, -0.92945, -0.361622)",0
7.6,"(0.00910618, -0.0592455, -6.9721e-06)","(0.997364, -0.0710042, 0.0149538)","(0.0683754, 0.988669, 0.133634)","(-0.0242693, -0.132311, 0.990911)","(0.992006, -0.0816259, 0.0962346)","(0.0683754, 0.988669, 0.133634)","(-0.106044, -0.125992, 0.986347)","(0.0683754, 0.988669, 0.133634)","(-0.197499, -0.920916, 0.336018)","(-0.174187, -0.8725, 0.456511)","(0.321052, 0.171804, 0.931348)","(-0.497694, 0.252595, 0.829757)","(0.0117211, -0.980865, -0.194338)","(-0.160742, -0.980382, 0.114074)","(0.0961418, -0.556341, -0.825373)","(0.0616151, -0.904241, -0.422554)",0
7.64,"(0.0108225, -0.0618268, -1.0114e-05)","(0.997286, -0.0734442, 0.00523359)","(0.0720629, 0.988341, 0.134123)","(-0.0150114, -0.133404, 0.990948)","(0.992624, -0.0842287, 0.0872011)","(0.0720629, 0.988341, 0.134123)","(-0.0974695, -0.126869, 0.987119)","(0.0720629, 0.988341, 0.134123)","(-0.143996, -0.940959, 0.306367)","(-0.146282, -0.903946, 0.401849)","(0.352441, 0.220696, 0.909439)","(-0.572999, 0.224342, 0.788253)","(0.021347, -0.975739, -0.217893)","(-0.161499, -0.986037, 0.0405985)","(0.100081, -0.630939, -0.76935)","(0.0533609, -0.889036, -0.454716)",0
7.68,"(0.0108225, -0.0618268, -1.0114e-05)","(0.99722, -0.0745018, -0.00149256)","(0.0740424, 0.988292, 0.133402)","(-0.00845969, -0.133136, 0.991062)","(0.993748, -0.0842968, 0.0731994)","(0.0740424, 0.988292, 0.133402)","(-0.083583, -0.127128, 0.988358)","(0.0740425, 0.988292, 0.133402)","(-0.085811, -0.958048, 0.27346)","(-0.13075, -0.926291, 0.353397)","(0.395551, 0.260496, 0.880727)","(-0.626166, 0.186296, 0.757106)","(0.0354033, -0.969742, -0.24155)","(-0.157407, -0.987123, -0.0284898)","(0.104034, -0.721976, -0.684053)","(0.0513419, -0.879771, -0.472616)",0
7.7,"(0.0138648, -0.0624741, -2.01669e-05)","(0.997469, -0.0686297, -0.0185693)","(0.0700828, 0.989788, 0.124128)","(0.00981031, -0.125033, 0.992104)","(0.996719, -0.0750946, 0.0301918)","(0.0700828, 0.989788, 0.124128)","(-0.0392549, -0.121395, 0.991828)","(0.0700828, 0.989788, 0.124128)","(-0.0587925, -0.968565, 0.241714)","(-0.12862, -0.945791, 0.298222)","(0.446381, 0.143902, 0.883196)","(-0.638632, 0.153998, 0.753945)","(0.0651579, -0.975469, -0.210271)","(-0.149159, -0.986874, -0.0619)","(0.0821429, -0.822588, -0.562673)","(0.0437756, -0.885752, -0.462091)",0
7.74,"(0.0138648, -0.0624741, -2.01669e-05)","(0.997074, -0.0634433, -0.0426499)","(0.0671965, 0.991708, 0.10954)","(0.0352893, -0.111992, 0.993082)","(0.997641, -0.0670577, -0.0147098)","(0.0671965, 0.991708, 0.10954)","(0.00717965, -0.110052, 0.9939)","(0.0671965, 0.991708, 0.10954)","(-0.0418725, -0.975487, 0.216038)","(-0.124699, -0.951461, 0.281374)","(0.435774, -0.00991004, 0.900002)","(-0.614071, 0.114839, 0.780852)","(0.0973331, -0.984287, -0.147326)","(-0.138551, -0.988544, -0.0598776)","(0.058429, -0.884222, -0.463397)","(0.03255, -0.896354, -0.442143)",1
7.78,"(0.0160454, -0.0627017, -2.58615e-05)","(0.996117, -0.057615, -0.0665695)","(0.0635933, 0.993634, 0.0929905)","(0.0607854, -0.0968587, 0.99344)","(0.996622, -0.0584954, -0.0576475)","(0.0635933, 0.993634, 0.0929905)","(0.0518381, -0.0963358, 0.993998)","(0.0635933, 0.993634, 0.0929905)","(-0.0284361, -0.980331, 0.1953)","(-0.120749, -0.958233, 0.259247)","(0.419018, -0.151852, 0.89519)","(-0.595402, 0.0880946, 0.798583)","(0.125137, -0.988441, -0.0855827)","(-0.129538, -0.990232, -0.0515776)","(0.0357576, -0.92264, -0.384002)","(0.0220545, -0.908, -0.418389)",0
7.8,"(0.0160454, -0.0627017, -2.58615e-05)","(0.995602, -0.0544626, -0.0762215)","(0.0605942, 0.994893, 0.0807185)","(0.0714048, -0.0849776, 0.993821)","(0.995932, -0.0549169, -0.0714465)","(0.0605942, 0.994893, 0.0807185)","(0.0666179, -0.0847017, 0.994177)","(0.0605942, 0.994893, 0.0807185)","(-0.0148673, -0.983671, 0.179359)","(-0.114749, -0.959014, 0.259083)","(0.407268, -0.185903, 0.894188)","(-0.574336, 0.0805032, 0.814652)","(0.138081, -0.988078, -0.0680909)","(-0.123173, -0.991426, -0.0436105)","(0.0387097, -0.930629, -0.363912)","(0.0172626, -0.912029, -0.409762)",0
7.84,"(0.0172366, -0.0643767, -3.25392e-05)","(0.995673, -0.0517845, -0.0771604)","(0.0566148, 0.996467, 0.0620358)","(0.0736283, -0.0661314, 0.995091)","(0.99578, -0.0519434, -0.0756601)","(0.0566148, 0.996467, 0.0620358)","(0.0721231, -0.0660444, 0.995207)","(0.0566148, 0.996467, 0.0620357)","(-0.0121112, -0.985732, 0.167884)","(-0.117308, -0.961027, 0.250333)","(0.43142, -0.182707, 0.883456)","(-0.528418, 0.117937, 0.840753)","(0.141212, -0.987835, -0.0651317)","(-0.123331, -0.99166, -0.0374001)","(0.0483554, -0.928793, -0.367431)","(0.0186386, -0.912107, -0.409529)",0
7.88,"(0.0172366, -0.0643767, -3.25392e-05)","(0.99575, -0.0495406, -0.0776344)","(0.0528641, 0.997741, 0.0414556)","(0.0753939, -0.0453827, 0.996121)","(0.995711, -0.0495076, -0.0781615)","(0.0528641, 0.997741, 0.0414556)","(0.0759214, -0.0454094, 0.996079)","(0.0528641, 0.997741, 0.0414556)","(-0.00945385, -0.988271, 0.152418)","(-0.125754, -0.95942, 0.252388)","(0.473102, -0.180638, 0.86229)","(-0.463661, 0.182272, 0.867061)","(0.142435, -0.987898, -0.0613937)","(-0.124449, -0.991671, -0.0331878)","(0.0592004, -0.927313, -0.369575)","(0.0214401, -0.911821, -0.410028)",0
7.9,"(0.0172366, -0.0643767, -3.25392e-05)","(0.995786, -0.0469145, -0.078799)","(0.0469267, 0.998898, -0.00105905)","(0.0786251, -0.00263309, 0.996901)","(0.995742, -0.0469312, -0.0793403)","(0.0469267, 0.998898, -0.00105905)","(0.0791673, -0.00265741, 0.996858)","(0.0469267, 0.998898, -0.00105905)","(-0.0178279, -0.989717, 0.141927)","(-0.124685, -0.950645, 0.284125)","(0.533554, -0.190642, 0.824)","(-0.381828, 0.317826, 0.867868)","(0.141419, -0.988265, -0.0577237)","(-0.127573, -0.991373, -0.0300681)","(0.0631083, -0.922335, -0.381203)","(0.0263318, -0.903171, -0.428473)",0
7.94,"(0.0172366, -0.0643767, -3.25392e-05)","(0.995692, -0.044686, -0.0812376)","(0.0417704, 0.998482, -0.0359046)","(0.0825979, 0.0323685, 0.996057)","(0.995224, -0.0450561, -0.0865983)","(0.0417704, 0.998482, -0.0359046)","(0.0879723, 0.032136, 0.995604)","(0.0417704, 0.998482, -0.0359046)","(-0.0283064, -0.988747, 0.146894)","(-0.106708, -0.93989, 0.324378)","(0.5728, -0.231356, 0.786368)","(-0.317981, 0.43439, 0.84273)","(0.138463, -0.988739, -0.0567667)","(-0.132085, -0.99087, -0.0270133)","(0.0660023, -0.913494, -0.401462)","(0.0320359, -0.88348, -0.467373)",0
7.98,"(0.0172366, -0.0643767, -3.25392e-05)","(0.995661, -0.0425828, -0.0827385)","(0.0371066, 0.997093, -0.0665449)","(0.0853318, 0.0631858, 0.994347)","(0.995235, -0.0429092, -0.087558)","(0.0371066, 0.997093, -0.0665449)","(0.0901591, 0.062977, 0.993934)","(0.0371066, 0.997093, -0.0665449)","(-0.0423451, -0.986995, 0.155074)","(-0.0842768, -0.928472, 0.361715)","(0.595734, -0.289267, 0.749283)","(-0.267633, 0.541781, 0.796773)","(0.13453, -0.989195, -0.0582637)","(-0.135929, -0.990412, -0.024643)","(0.0695774, -0.901717, -0.426692)","(0.036802, -0.859341, -0.510077)",0
8,"(0.0172366, -0.0643767, -3.25392e-05)","(0.995935, -0.0415693, -0.0799138)","(0.036356, 0.997207, -0.0652342)","(0.0824085, 0.0620566, 0.994665)","(0.995653, -0.0418126, -0.0832327)","(0.036356, 0.997207, -0.0652342)","(0.0857339, 0.0619104, 0.994393)","(0.036356, 0.997207, -0.0652342)","(-0.0663109, -0.984447, 0.162685)","(-0.0756916, -0.90772, 0.412692)","(0.606273, -0.342151, 0.717889)","(-0.247939, 0.564208, 0.787525)","(0.129591, -0.989526, -0.0635902)","(-0.138456, -0.990079, -0.0239301)","(0.0750895, -0.893724, -0.442288)","(0.0403496, -0.845172, -0.53297)",0
8.04,"(0.0172366, -0.0643767, -3.25392e-05)","(0.996761, -0.0385868, -0.0705561)","(0.0344357, 0.997713, -0.0581571)","(0.0726568, 0.0555087, 0.995811)","(0.997055, -0.0383695, -0.0663973)","(0.0344357, 0.997713, -0.0581571)","(0.0684945, 0.0556629, 0.996097)","(0.0344357, 0.997713, -0.0581571)","(-0.102475, -0.980346, 0.168584)","(-0.0778528, -0.859254, 0.505591)","(0.613143, -0.373538, 0.696078)","(-0.24716, 0.549671, 0.797981)","(0.12655, -0.989384, -0.0714475)","(-0.137845, -0.990137, -0.0250505)","(0.0793792, -0.891401, -0.44621)","(0.0441692, -0.844321, -0.534014)",0
8.08,"(0.0172366, -0.0643767, -3.25392e-05)","(0.99761, -0.0355587, -0.0592446)","(0.0324762, 0.998145, -0.0514964)","(0.0609751, 0.0494272, 0.996915)","(0.99785, -0.0353568, -0.0551866)","(0.0324761, 0.998145, -0.0514964)","(0.0569142, 0.0495707, 0.997148)","(0.0324762, 0.998145, -0.0514964)","(-0.139034, -0.974571, 0.175729)","(-0.0802852, -0.794409, 0.602054)","(0.621333, -0.395564, 0.676369)","(-0.253201, 0.514088, 0.819514)","(0.125217, -0.989105, -0.0774082)","(-0.13647, -0.990333, -0.0248138)","(0.0829301, -0.89205, -0.444264)","(0.0481406, -0.847092, -0.529261)",0
8.1,"(0.0174813, -0.0664082, -2.12517e-05)","(0.99858, -0.0334608, -0.0414468)","(0.0315723, 0.998627, -0.041792)","(0.0427851, 0.0404298, 0.998266)","(0.998763, -0.0332765, -0.0369447)","(0.0315723, 0.998627, -0.041792)","(0.038281, 0.0405808, 0.998443)","(0.0315723, 0.998627, -0.041792)","(-0.172108, -0.965151, 0.197133)","(-0.10944, -0.73641, 0.667625)","(0.634109, -0.421161, 0.648482)","(-0.255506, 0.459599, 0.850579)","(0.12627, -0.988884, -0.0785115)","(-0.131106, -0.991227, -0.0167318)","(0.0838503, -0.895735, -0.43661)","(0.0494407, -0.862027, -0.504445)",0
8.14,"(0.0174813, -0.0664082, -2.12517e-05)","(0.999114, -0.0329037, -0.0262391)","(0.0320662, 0.999336, -0.0172786)","(0.0267963, 0.0164227, 0.999506)","(0.998907, -0.0326048, -0.033506)","(0.0320662, 0.999336, -0.0172786)","(0.0340642, 0.0161917, 0.999288)","(0.0320662, 0.999336, -0.0172786)","(-0.195813, -0.963619, 0.181922)","(-0.204865, -0.80695, 0.553951)","(0.658469, -0.446909, 0.605549)","(-0.285926, 0.527244, 0.800163)","(0.126043, -0.988217, -0.0868368)","(-0.127411, -0.991825, -0.00704819)","(0.0852459, -0.897084, -0.43356)","(0.0495428, -0.882777, -0.467172)",0
8.18,"(0.0173593, -0.0702124, -1.84744e-05)","(0.999363, -0.0331673, -0.0132104)","(0.0334948, 0.998351, 0.0466254)","(0.0116216, -0.0470374, 0.998826)","(0.997036, -0.0252817, -0.0726649)","(0.0334948, 0.998351, 0.0466254)","(0.0717647, -0.0485742, 0.996238)","(0.0334948, 0.998351, 0.0466254)","(-0.215568, -0.963069, 0.161335)","(-0.308672, -0.93026, 0.198335)","(0.695939, -0.460862, 0.550704)","(-0.718171, 0.361212, 0.594775)","(0.12464, -0.984703, -0.121754)","(-0.124743, -0.992102, 0.0131277)","(0.0857227, -0.888384, -0.451026)","(0.0574956, -0.916029, -0.39697)",0
8.2,"(0.0173318, -0.0739165, -2.54519e-05)","(0.999348, -0.0347179, -0.00992726)","(0.0354879, 0.993884, 0.104574)","(0.00614598, -0.104852, 0.994469)","(0.992808, -0.0197979, -0.118068)","(0.0354879, 0.993884, 0.104574)","(0.115484, -0.10781, 0.987441)","(0.0354879, 0.993884, 0.104574)","(-0.230022, -0.965567, 0.121529)","(-0.311845, -0.932727, -0.181033)","(0.715007, -0.457055, 0.529023)","(-0.624296, -0.734713, 0.265425)","(0.119992, -0.979441, -0.162166)","(-0.122812, -0.990739, 0.0579101)","(0.0889578, -0.871996, -0.481363)","(0.0818953, -0.944972, -0.316737)",0
8.24,"(0.0173466, -0.0782548, -3.54531e-05)","(0.999224, -0.0392749, -0.00292449)","(0.0392784, 0.988639, 0.14509)","(-0.00280819, -0.14506, 0.989419)","(0.987249, -0.0159817, -0.158378)","(0.0392784, 0.988639, 0.14509)","(0.154256, -0.149457, 0.976661)","(0.0392784, 0.988639, 0.14509)","(-0.253018, -0.960289, 0.117592)","(-0.264342, -0.945021, -0.192505)","(0.725719, -0.408244, 0.553777)","(-0.212696, -0.891462, 0.40007)","(0.113713, -0.973946, -0.196211)","(-0.117043, -0.984255, 0.132451)","(0.0970198, -0.851318, -0.515601)","(0.10709, -0.966639, -0.232681)",1
8.28,"(0.0176982, -0.0848256, -4.89177e-05)","(0.999057, -0.0430012, 0.0059574)","(0.0417116, 0.988698, 0.144001)","(-0.0120813, -0.143597, 0.989563)","(0.987767, -0.0191262, -0.15476)","(0.0417116, 0.988698, 0.144001)","(0.150257, -0.148703, 0.9774)","(0.0417116, 0.988698, 0.144001)","(-0.276939, -0.953514, 0.118809)","(-0.2319, -0.971277, 0.0533145)","(0.724407, -0.35568, 0.59053)","(0.029858, -0.277892, 0.960148)","(0.108232, -0.972092, -0.20814)","(-0.11077, -0.973755, 0.198824)","(0.106507, -0.832414, -0.543822)","(0.121939, -0.973728, -0.192315)",0
8.3,"(0.0186675, -0.0935179, -5.98677e-05)","(0.998603, -0.0458, 0.0263518)","(0.0427124, 0.991366, 0.123971)","(-0.0318552, -0.122705, 0.991932)","(0.990911, -0.0251494, -0.132146)","(0.0427124, 0.991366, 0.123971)","(0.127958, -0.128403, 0.983432)","(0.0427124, 0.991366, 0.123971)","(-0.297502, -0.929772, 0.216832)","(-0.193799, -0.892856, 0.40651)","(0.703683, -0.266732, 0.658547)","(-0.0186514, 0.0708112, 0.997315)","(0.10475, -0.970688, -0.216317)","(-0.110818, -0.961247, 0.252436)","(0.1157, -0.808541, -0.576953)","(0.120427, -0.976956, -0.176222)",0
8.34,"(0.0197657, -0.101682, -6.79003e-05)","(0.998095, -0.0445456, 0.0426885)","(0.0408812, 0.994553, 0.0958803)","(-0.0468202, -0.0939937, 0.994471)","(0.995114, -0.0303318, -0.0939617)","(0.0408812, 0.994553, 0.0958803)","(0.0906137, -0.0991659, 0.990937)","(0.0408812, 0.994553, 0.0958803)","(-0.301779, -0.894333, 0.3303)","(-0.194017, -0.818341, 0.540996)","(0.676623, -0.195857, 0.709804)","(-0.234937, -0.038045, 0.971266)","(0.101054, -0.966785, -0.234766)","(-0.122948, -0.955564, 0.267919)","(0.119339, -0.778556, -0.616124)","(0.112694, -0.978644, -0.171921)",0
8.38,"(0.0210078, -0.107304, -6.40514e-05)","(0.997425, -0.0443329, 0.0563678)","(0.0402482, 0.996589, 0.0720506)","(-0.0593865, -0.0695997, 0.995806)","(0.998012, -0.0364177, -0.0514284)","(0.0402482, 0.996589, 0.0720507)","(0.0486228, -0.0739822, 0.996074)","(0.0402482, 0.996589, 0.0720506)","(-0.30035, -0.849217, 0.434304)","(-0.207383, -0.762338, 0.613052)","(0.644193, -0.0888071, 0.75969)","(-0.420665, -0.172909, 0.890586)","(0.0941331, -0.964241, -0.247744)","(-0.134714, -0.956183, 0.259936)","(0.124476, -0.765853, -0.630853)","(0.106605, -0.983347, -0.147189)",0
8.4,"(0.0223591, -0.111799, -5.42336e-05)","(0.997376, -0.0445548, 0.0570683)","(0.0407252, 0.996946, 0.0666307)","(-0.0598682, -0.0641344, 0.996144)","(0.999097, -0.0399146, -0.0145371)","(0.0407252, 0.996946, 0.0666307)","(0.0118309, -0.0671063, 0.997676)","(0.0407252, 0.996946, 0.0666307)","(-0.297354, -0.8513, 0.432283)","(-0.276654, -0.797679, 0.535882)","(0.634449, -0.0354278, 0.772153)","(-0.623724, -0.151743, 0.766774)","(0.0810653, -0.969123, -0.232872)","(-0.145166, -0.962658, 0.228508)","(0.127722, -0.745988, -0.653597)","(0.104363, -0.984904, -0.138104)",0
8.44,"(0.0234831, -0.113839, -4.16234e-05)","(0.997031, -0.0548511, 0.0540339)","(0.0508116, 0.995984, 0.0737144)","(-0.0579368, -0.0707791, 0.995808)","(0.998177, -0.0532491, 0.0284008)","(0.0508116, 0.995984, 0.0737144)","(-0.0322615, -0.0715996, 0.996912)","(0.0508116, 0.995984, 0.0737144)","(-0.300506, -0.870719, 0.389287)","(-0.319068, -0.835903, 0.446611)","(0.609758, 0.00284779, 0.792582)","(-0.635459, -0.00601817, 0.772112)","(0.0691622, -0.978969, -0.191927)","(-0.149071, -0.968471, 0.199603)","(0.130471, -0.727095, -0.674025)","(0.105708, -0.981066, -0.162279)",0
8.48,"(0.0234831, -0.113839, -4.16234e-05)","(0.996658, -0.0651986, 0.0492109)","(0.0613039, 0.995136, 0.0771086)","(-0.0540703, -0.0738681, 0.995801)","(0.99584, -0.0663247, 0.0624833)","(0.061304, 0.995136, 0.0771086)","(-0.0673419, -0.0726255, 0.995083)","(0.061304, 0.995136, 0.0771086)","(-0.290655, -0.89148, 0.347538)","(-0.334767, -0.859391, 0.386494)","(0.562805, 0.00128886, 0.826588)","(-0.635243, 0.0960714, 0.766314)","(0.0607081, -0.987258, -0.147095)","(-0.154454, -0.969502, 0.190286)","(0.129926, -0.694132, -0.708025)","(0.105673, -0.972813, -0.206079)",0
8.5,"(0.0234831, -0.113839, -4.16234e-05)","(0.996055, -0.0764852, 0.0450038)","(0.0723384, 0.993509, 0.087786)","(-0.0514539, -0.0841906, 0.99512)","(0.992863, -0.0802082, 0.0882557)","(0.0723384, 0.993509, 0.087786)","(-0.0947512, -0.0807283, 0.992222)","(0.0723384, 0.993509, 0.087786)","(-0.263819, -0.914968, 0.305342)","(-0.312614, -0.886405, 0.341408)","(0.50588, 0.0353638, 0.861879)","(-0.603575, 0.111855, 0.789421)","(0.0588379, -0.989469, -0.132248)","(-0.158059, -0.971917, 0.17434)","(0.132316, -0.672067, -0.728573)","(0.0975674, -0.95919, -0.265396)",0
8.54,"(0.0234831, -0.113839, -4.16234e-05)","(0.995928, -0.0798502, 0.041842)","(0.0756213, 0.992631, 0.0946812)","(-0.049128, -0.0911334, 0.994626)","(0.992313, -0.0843344, 0.0905732)","(0.0756213, 0.992631, 0.0946812)","(-0.0979261, -0.0870721, 0.991377)","(0.0756213, 0.992631, 0.0946812)","(-0.20999, -0.939948, 0.269077)","(-0.234783, -0.915176, 0.327612)","(0.46502, 0.0802137, 0.881659)","(-0.62462, 0.0341414, 0.780182)","(0.0552053, -0.989912, -0.130489)","(-0.159107, -0.974351, 0.15914)","(0.1396, -0.660055, -0.738132)","(0.0913925, -0.948689, -0.302715)",0
8.58,"(0.0234831, -0.113839, -4.16234e-05)","(0.995842, -0.0822697, 0.0391334)","(0.0777371, 0.991305, 0.106167)","(-0.0475327, -0.102685, 0.993578)","(0.992061, -0.0874129, 0.0904049)","(0.0777371, 0.991305, 0.106167)","(-0.0989072, -0.0983129, 0.990228)","(0.0777371, 0.991305, 0.106167)","(-0.165564, -0.960887, 0.222001)","(-0.170572, -0.936769, 0.305563)","(0.461089, 0.122778, 0.878819)","(-0.65147, -0.0193747, 0.758427)","(0.0522192, -0.989572, -0.134244)","(-0.156617, -0.978708, 0.13267)","(0.147426, -0.659658, -0.736965)","(0.0840215, -0.931133, -0.354869)",0
8.6,"(0.0234831, -0.113839, -4.16234e-05)","(0.99599, -0.0819569, 0.0358754)","(0.0776999, 0.991192, 0.107244)","(-0.0443514, -0.104023, 0.993586)","(0.993941, -0.0854209, 0.0691772)","(0.0776999, 0.991192, 0.107244)","(-0.0777307, -0.101195, 0.991825)","(0.0776999, 0.991192, 0.107244)","(-0.134499, -0.97498, 0.176988)","(-0.113343, -0.961386, 0.250778)","(0.489339, 0.0621985, 0.869873)","(-0.675139, -0.0902982, 0.732143)","(0.0580835, -0.989556, -0.131925)","(-0.152463, -0.98307, 0.101624)","(0.145575, -0.713338, -0.685534)","(0.0808708, -0.922755, -0.376807)",0
8.64,"(0.0234831, -0.113839, -4.16234e-05)","(0.996478, -0.0788471, 0.0285552)","(0.0757089, 0.992812, 0.0926976)","(-0.0357284, -0.0901793, 0.995284)","(0.996285, -0.0799394, 0.0320372)","(0.0757089, 0.992812, 0.0926976)","(-0.0392762, -0.0897998, 0.995185)","(0.0757089, 0.992812, 0.0926976)","(-0.104891, -0.984698, 0.139166)","(-0.114765, -0.978499, 0.171375)","(0.55874, -0.0892088, 0.824531)","(-0.737919, -0.120335, 0.664075)","(0.0806063, -0.989665, -0.118596)","(-0.140432, -0.98869, 0.0526499)","(0.126039, -0.803425, -0.581913)","(0.0718421, -0.91501, -0.396983)",0
8.68,"(0.0248281, -0.115956, -3.63386e-05)","(0.996989, -0.0750992, 0.019294)","(0.0733331, 0.994826, 0.0703112)","(-0.0245384, -0.0686525, 0.997339)","(0.997247, -0.0740042, -0.00476692)","(0.0733332, 0.994826, 0.0703112)","(-0.000511717, -0.070385, 0.99752)","(0.0733331, 0.994826, 0.0703112)","(-0.0714351, -0.99084, 0.114602)","(-0.116012, -0.988317, 0.0988442)","(0.600708, -0.242334, 0.761856)","(-0.8029, -0.140382, 0.579348)","(0.105864, -0.989112, -0.102224)","(-0.126757, -0.991879, 0.0103889)","(0.100759, -0.87735, -0.469153)","(0.0641693, -0.916908, -0.393906)",0
8.7,"(0.0248281, -0.115956, -3.63386e-05)","(0.997861, -0.0651225, 0.00573099)","(0.0646887, 0.996607, 0.0508899)","(-0.00905947, -0.0502954, 0.998693)","(0.997469, -0.0631255, -0.0327323)","(0.0646887, 0.996607, 0.0508899)","(0.0293699, -0.0528047, 0.998173)","(0.0646887, 0.996607, 0.0508899)","(-0.0410042, -0.992879, 0.111845)","(-0.10585, -0.990519, 0.0875681)","(0.6291, -0.30064, 0.716832)","(-0.80583, -0.131791, 0.577295)","(0.1228, -0.989651, -0.074233)","(-0.112009, -0.993693, -0.00529048)","(0.0802022, -0.916485, -0.391948)","(0.0537449, -0.917263, -0.39464)",1
8.74,"(0.0246, -0.119387, -4.57795e-05)","(0.998646, -0.0514811, -0.00740041)","(0.0516396, 0.997855, 0.0402291)","(0.00520462, -0.0403555, 0.999172)","(0.997813, -0.0499724, -0.0432762)","(0.0516396, 0.997855, 0.0402291)","(0.0410553, -0.04224, 0.998264)","(0.0516396, 0.997855, 0.0402291)","(-0.0318507, -0.99173, 0.124324)","(-0.0809485, -0.989135, 0.122717)","(0.62196, -0.285999, 0.728952)","(-0.743146, -0.124364, 0.657471)","(0.127205, -0.990759, -0.0470767)","(-0.103891, -0.994572, 0.00572876)","(0.0727481, -0.929531, -0.361498)","(0.0469033, -0.92018, -0.388675)",0
