time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
0.467133,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.193504, 0.980114, -0.0439661)","(0, 0, 0)","(-0.720566, -0.676601, -0.15164)","(0, 0, 0)","(-0.675436, 0.226515, -0.701767)","(-0.145879, -0.989235, -0.011557)","(0.160148, -0.984955, 0.0649301)","(-0.0255899, -0.978592, -0.204215)","(0.485961, -0.825603, -0.286743)",0
0.5005,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.193906, 0.980072, -0.0431249)","(0, 0, 0)","(-0.7045, -0.695396, -0.141787)","(0, 0, 0)","(-0.70974, 0.217801, -0.66995)","(-0.146917, -0.989075, -0.0120606)","(0.160553, -0.984994, 0.0633264)","(-0.0232063, -0.979394, -0.200622)","(0.488768, -0.825148, -0.28326)",0
0.533867,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.1943, 0.979777, -0.0477914)","(0, 0, 0)","(-0.690629, -0.71166, -0.128729)","(0, 0, 0)","(-0.737432, 0.211247, -0.641536)","(-0.14755, -0.988985, -0.0117071)","(0.16127, -0.984914, 0.0627379)","(-0.0215682, -0.980489, -0.195385)","(0.490348, -0.824547, -0.282279)",0
0.567233,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.195191, 0.979278, -0.0539835)","(0, 0, 0)","(-0.684144, -0.719884, -0.117108)","(0, 0, 0)","(-0.738722, 0.238122, -0.630545)","(-0.14742, -0.989009, -0.0113476)","(0.161972, -0.984775, 0.0631145)","(-0.0214757, -0.981368, -0.190932)","(0.491051, -0.824348, -0.281637)",0
0.6006,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.197732, 0.97828, -0.0622086)","(0, 0, 0)","(-0.688655, -0.71711, -0.107272)","(0, 0, 0)","(-0.719749, 0.277131, -0.636522)","(-0.14781, -0.988946, -0.0117123)","(0.162093, -0.9847, 0.0639703)","(-0.0212999, -0.982505, -0.185016)","(0.491934, -0.824383, -0.27999)",0
0.633967,"(-0.00390686, 0.0194675, 2.70754e-06)","(0.200792, 0.977191, -0.0691384)","(0, 0, 0)","(-0.69383, -0.712393, -0.105339)","(0, 0, 0)","(-0.695886, 0.31465, -0.645553)","(-0.149046, -0.98875, -0.0126196)","(0.16174, -0.984743, 0.0641942)","(-0.0205641, -0.983191, -0.18142)","(0.493359, -0.823861, -0.279016)",0
0.667333,"(-0.00380723, 0.0216371, 5.37746e-07)","(0.203679, 0.976325, -0.0728278)","(0, 0, 0)","(-0.696484, -0.709092, -0.109997)","(0, 0, 0)","(-0.693538, 0.318466, -0.646208)","(-0.152532, -0.988196, -0.0142141)","(0.159817, -0.985088, 0.0637227)","(-0.0193937, -0.983943, -0.177427)","(0.495324, -0.82276, -0.278781)",0
0.7007,"(-0.00380723, 0.0216371, 5.37746e-07)","(0.205374, 0.975899, -0.073773)","(0, 0, 0)","(-0.697232, -0.707387, -0.116067)","(0, 0, 0)","(-0.703712, 0.300036, -0.644025)","(-0.156153, -0.987624, -0.0146884)","(0.157009, -0.9856, 0.0627693)","(-0.0195105, -0.984364, -0.175064)","(0.497292, -0.821449, -0.279148)",0
0.734067,"(-0.00380723, 0.0216371, 5.37746e-07)","(0.207118, 0.975122, -0.0789856)","(0, 0, 0)","(-0.69942, -0.704134, -0.122502)","(0, 0, 0)","(-0.712796, 0.266525, -0.648757)","(-0.160196, -0.98699, -0.0137059)","(0.150259, -0.98656, 0.0642059)","(-0.0196741, -0.985905, -0.166147)","(0.501738, -0.82081, -0.273)",0
0.767433,"(-0.00329672, 0.0245274, -9.05991e-07)","(0.208469, 0.973457, -0.094459)","(0, 0, 0)","(-0.702373, -0.700099, -0.128584)","(0, 0, 0)","(-0.704982, 0.231027, -0.670542)","(-0.163251, -0.986524, -0.0109156)","(0.141406, -0.987742, 0.0661019)","(-0.0198954, -0.987947, -0.153509)","(0.507747, -0.821256, -0.260251)",0
0.8008,"(-0.00329672, 0.0245274, -9.05991e-07)","(0.209019, 0.971744, -0.109659)","(0, 0, 0)","(-0.705735, -0.695975, -0.132502)","(0, 0, 0)","(-0.691031, 0.20892, -0.691974)","(-0.166269, -0.986045, -0.00838425)","(0.133543, -0.988709, 0.0679797)","(-0.018736, -0.989908, -0.140468)","(0.512484, -0.821806, -0.248988)",0
0.834167,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.208917, 0.971085, -0.115535)","(0, 0, 0)","(-0.705299, -0.695832, -0.135541)","(0, 0, 0)","(-0.683852, 0.201868, -0.701139)","(-0.168386, -0.985688, -0.00809527)","(0.130614, -0.989119, 0.0676998)","(-0.017856, -0.990579, -0.135771)","(0.513773, -0.822154, -0.245153)",0
0.867533,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.20833, 0.97187, -0.10985)","(0, 0, 0)","(-0.703753, -0.696082, -0.142132)","(0, 0, 0)","(-0.685858, 0.203521, -0.698697)","(-0.170022, -0.985384, -0.0105488)","(0.131838, -0.989024, 0.0667109)","(-0.0167576, -0.990026, -0.139884)","(0.512623, -0.821756, -0.248868)",0
0.9009,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.207843, 0.972672, -0.10349)","(0, 0, 0)","(-0.702403, -0.695103, -0.153175)","(0, 0, 0)","(-0.676634, 0.2149, -0.704261)","(-0.171238, -0.985134, -0.0137368)","(0.133465, -0.988911, 0.065135)","(-0.014905, -0.988904, -0.14781)","(0.512422, -0.820793, -0.252433)",0
0.934267,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.207174, 0.97336, -0.0982309)","(0, 0, 0)","(-0.70167, -0.693233, -0.164583)","(0, 0, 0)","(-0.659227, 0.230826, -0.715639)","(-0.172164, -0.984932, -0.0163962)","(0.134919, -0.988804, 0.0637447)","(-0.0115101, -0.987646, -0.156279)","(0.51302, -0.819281, -0.256105)",0
0.967633,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206542, 0.973886, -0.0942651)","(0, 0, 0)","(-0.698874, -0.694633, -0.170469)","(0, 0, 0)","(-0.641474, 0.247521, -0.726116)","(-0.172506, -0.984833, -0.0185815)","(0.136249, -0.98866, 0.0631485)","(-0.00693738, -0.986584, -0.163108)","(0.51396, -0.817645, -0.259425)",0
1.001,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206228, 0.974416, -0.0893477)","(0, 0, 0)","(-0.695571, -0.696853, -0.174862)","(0, 0, 0)","(-0.624048, 0.261645, -0.736279)","(-0.172487, -0.984792, -0.0208221)","(0.137364, -0.988514, 0.0630199)","(-0.00308906, -0.985697, -0.168497)","(0.515426, -0.815855, -0.262137)",0
1.03437,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206321, 0.974932, -0.0833068)","(0, 0, 0)","(-0.692658, -0.698475, -0.179882)","(0, 0, 0)","(-0.607634, 0.272054, -0.746169)","(-0.172562, -0.984733, -0.0229011)","(0.138431, -0.988389, 0.0626438)","(-0.000830017, -0.984854, -0.173385)","(0.516848, -0.814345, -0.264026)",0
1.06773,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206732, 0.975378, -0.0768144)","(0, 0, 0)","(-0.691361, -0.69877, -0.183686)","(0, 0, 0)","(-0.592908, 0.278593, -0.755543)","(-0.172778, -0.98465, -0.0247447)","(0.139436, -0.988283, 0.0620773)","(-6.99311e-05, -0.984258, -0.176738)","(0.517774, -0.813136, -0.265933)",0
1.1011,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206833, 0.97583, -0.0705411)","(0, 0, 0)","(-0.689929, -0.700436, -0.18272)","(0, 0, 0)","(-0.593849, 0.275751, -0.755847)","(-0.173117, -0.984542, -0.0265941)","(0.140706, -0.988136, 0.0615602)","(0.000369447, -0.983723, -0.179694)","(0.517529, -0.812399, -0.268647)",0
1.13447,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206756, 0.976206, -0.0653793)","(0, 0, 0)","(-0.688252, -0.703082, -0.178841)","(0, 0, 0)","(-0.601792, 0.268926, -0.752014)","(-0.173259, -0.984476, -0.0280935)","(0.14211, -0.987956, 0.0612106)","(0.000672306, -0.983284, -0.182077)","(0.516487, -0.811878, -0.272203)",0
1.16783,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206583, 0.976576, -0.0601962)","(0, 0, 0)","(-0.686302, -0.706111, -0.174348)","(0, 0, 0)","(-0.614939, 0.258263, -0.745084)","(-0.173199, -0.984454, -0.0292012)","(0.143761, -0.98773, 0.0610019)","(0.000984196, -0.983, -0.183602)","(0.515059, -0.811576, -0.275789)",0
1.2012,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.206377, 0.976837, -0.0565565)","(0, 0, 0)","(-0.685082, -0.707779, -0.17237)","(0, 0, 0)","(-0.622313, 0.250589, -0.741574)","(-0.173038, -0.984468, -0.0296735)","(0.145265, -0.987523, 0.0607962)","(0.00108398, -0.982954, -0.183847)","(0.513673, -0.811511, -0.278549)",0
1.23457,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.20612, 0.977114, -0.0525621)","(0, 0, 0)","(-0.684707, -0.708183, -0.172203)","(0, 0, 0)","(-0.626945, 0.244182, -0.739808)","(-0.17279, -0.984502, -0.0299909)","(0.146717, -0.987321, 0.0605921)","(0.00113541, -0.982952, -0.18386)","(0.512352, -0.811603, -0.280705)",0
1.26793,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.205776, 0.977293, -0.0505457)","(0, 0, 0)","(-0.685099, -0.707799, -0.17222)","(0, 0, 0)","(-0.627908, 0.24002, -0.740352)","(-0.172456, -0.984563, -0.0299138)","(0.147669, -0.987188, 0.0604511)","(0.00112125, -0.983013, -0.18353)","(0.511308, -0.811814, -0.281996)",0
1.3013,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.204904, 0.977534, -0.0494169)","(0, 0, 0)","(-0.685931, -0.706801, -0.173005)","(0, 0, 0)","(-0.627099, 0.235245, -0.742568)","(-0.172232, -0.984613, -0.0295506)","(0.148086, -0.987118, 0.0605683)","(0.00116589, -0.983257, -0.182218)","(0.510182, -0.812132, -0.28312)",0
1.33467,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.203397, 0.977858, -0.0492267)","(0, 0, 0)","(-0.686203, -0.70651, -0.173117)","(0, 0, 0)","(-0.626489, 0.232249, -0.744024)","(-0.172235, -0.984624, -0.0291703)","(0.147808, -0.987138, 0.0609214)","(0.00134956, -0.983584, -0.180448)","(0.509229, -0.812461, -0.283889)",0
1.36803,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.201247, 0.978196, -0.0513059)","(0, 0, 0)","(-0.687378, -0.70436, -0.177167)","(0, 0, 0)","(-0.61625, 0.239707, -0.750184)","(-0.172568, -0.984591, -0.0283099)","(0.146443, -0.987315, 0.061344)","(0.00158151, -0.984056, -0.177849)","(0.508865, -0.812445, -0.284587)",0
1.4014,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.198534, 0.978516, -0.0555913)","(0, 0, 0)","(-0.68943, -0.700904, -0.182811)","(0, 0, 0)","(-0.601701, 0.251275, -0.758167)","(-0.173469, -0.984465, -0.0271672)","(0.143841, -0.987687, 0.0615102)","(0.00170802, -0.984542, -0.175143)","(0.509175, -0.812159, -0.284847)",0
1.43477,"(-0.00294806, 0.0266805, -6.07781e-07)","(0.195285, 0.978697, -0.0633783)","(0, 0, 0)","(-0.691636, -0.697445, -0.187643)","(0, 0, 0)","(-0.584802, 0.263249, -0.767272)","(-0.174603, -0.984303, -0.0257154)","(0.139934, -0.98825, 0.061489)","(0.00160479, -0.985225, -0.17126)","(0.510153, -0.811714, -0.284365)",0
1.46813,"(-0.00130092, 0.0279544, -2.62782e-06)","(0.190229, 0.978906, -0.0745354)","(0, 0, 0)","(-0.690956, -0.700026, -0.180401)","(0, 0, 0)","(-0.582417, 0.267067, -0.767767)","(-0.175745, -0.984138, -0.0241951)","(0.136588, -0.988675, 0.0621774)","(0.00150585, -0.986352, -0.164641)","(0.510995, -0.811644, -0.28305)",0
1.5015,"(-0.00130092, 0.0279544, -2.62782e-06)","(0.184028, 0.978474, -0.0933926)","(0, 0, 0)","(-0.685765, -0.709806, -0.160943)","(0, 0, 0)","(-0.573116, 0.305522, -0.760391)","(-0.176306, -0.984078, -0.0225297)","(0.133645, -0.988997, 0.0634339)","(0.00113055, -0.987795, -0.155754)","(0.513524, -0.812865, -0.274852)",0
1.53487,"(-0.00130092, 0.0279544, -2.62782e-06)","(0.178386, 0.977752, -0.110363)","(0, 0, 0)","(-0.678397, -0.719848, -0.146954)","(0, 0, 0)","(-0.565479, 0.340679, -0.751113)","(-0.176574, -0.984088, -0.0197902)","(0.132343, -0.989103, 0.0645075)","(-0.00106514, -0.988981, -0.14804)","(0.515596, -0.814051, -0.267361)",0
1.56823,"(-0.00130092, 0.0279544, -2.62782e-06)","(0.174978, 0.977355, -0.118995)","(0, 0, 0)","(-0.671863, -0.726709, -0.143161)","(0, 0, 0)","(-0.524156, 0.41348, -0.74451)","(-0.17688, -0.984106, -0.0157975)","(0.13131, -0.98924, 0.0645101)","(-0.00589888, -0.989381, -0.145224)","(0.517817, -0.814772, -0.260792)",0
1.6016,"(-0.00130092, 0.0279544, -2.62782e-06)","(0.173605, 0.978085, -0.114942)","(0, 0, 0)","(-0.668746, -0.728115, -0.150422)","(0, 0, 0)","(-0.474115, 0.476731, -0.740231)","(-0.176872, -0.98417, -0.0112398)","(0.131194, -0.989345, 0.0631282)","(-0.0131326, -0.988989, -0.147405)","(0.516709, -0.813944, -0.265532)",0
1.63497,"(0.00059768, 0.0289355, -8.83155e-06)","(0.172308, 0.979548, -0.103905)","(0, 0, 0)","(-0.66935, -0.724796, -0.163223)","(0, 0, 0)","(-0.406699, 0.52963, -0.744371)","(-0.176906, -0.984196, -0.00785443)","(0.131172, -0.989486, 0.0609173)","(-0.0198209, -0.98807, -0.152724)","(0.51466, -0.812656, -0.273341)",0
1.66833,"(0.00059768, 0.0289355, -8.83155e-06)","(0.170983, 0.980851, -0.093253)","(0, 0, 0)","(-0.672235, -0.718857, -0.177041)","(0, 0, 0)","(-0.363592, 0.551849, -0.750509)","(-0.176926, -0.984211, -0.00515559)","(0.131412, -0.989573, 0.0589623)","(-0.0257483, -0.987185, -0.157486)","(0.512454, -0.811377, -0.281174)",0
1.7017,"(0.00059768, 0.0289355, -8.83155e-06)","(0.170227, 0.981629, -0.0861792)","(0, 0, 0)","(-0.681097, -0.707799, -0.18742)","(0, 0, 0)","(-0.32073, 0.571621, -0.755236)","(-0.177593, -0.9841, -0.00277193)","(0.131544, -0.989607, 0.0580833)","(-0.0303873, -0.986801, -0.159059)","(0.513308, -0.809942, -0.28374)",0
1.73507,"(0.00196027, 0.0274042, -1.19634e-05)","(0.170952, 0.981336, -0.088062)","(0, 0, 0)","(-0.695588, -0.697341, -0.172837)","(0, 0, 0)","(-0.279985, 0.635589, -0.719469)","(-0.178605, -0.983921, 8.31373e-05)","(0.13107, -0.98965, 0.0584277)","(-0.035498, -0.987049, -0.156445)","(0.516894, -0.809955, -0.277117)",0
1.76843,"(0.00196027, 0.0274042, -1.19634e-05)","(0.171556, 0.980117, -0.0996968)","(0, 0, 0)","(-0.712037, -0.688759, -0.136436)","(0, 0, 0)","(-0.248736, 0.691464, -0.678238)","(-0.179615, -0.983734, 0.00254025)","(0.130472, -0.989691, 0.0590672)","(-0.0431006, -0.987474, -0.15178)","(0.519399, -0.810534, -0.270664)",0
1.8018,"(0.00196027, 0.0274042, -1.19634e-05)","(0.171561, 0.978982, -0.110282)","(0, 0, 0)","(-0.71926, -0.685642, -0.112069)","(0, 0, 0)","(-0.246153, 0.708547, -0.66134)","(-0.181674, -0.983349, 0.00444175)","(0.130059, -0.989757, 0.058873)","(-0.0513257, -0.98738, -0.14982)","(0.517493, -0.812533, -0.268313)",0
1.83517,"(0.00358254, 0.0260838, -9.19141e-06)","(0.169514, 0.977656, -0.124309)","(0, 0, 0)","(-0.714594, -0.693347, -0.0928714)","(0, 0, 0)","(-0.298081, 0.688903, -0.660727)","(-0.183174, -0.983066, 0.00533729)","(0.129903, -0.989803, 0.0584403)","(-0.0580145, -0.986921, -0.150401)","(0.511332, -0.815137, -0.272197)",0
1.86853,"(0.00358254, 0.0260838, -9.19141e-06)","(0.16782, 0.976984, -0.131675)","(0, 0, 0)","(-0.693587, -0.714472, -0.0920194)","(0, 0, 0)","(-0.436518, 0.609111, -0.662145)","(-0.185334, -0.982664, 0.00484003)","(0.125889, -0.990353, 0.0578994)","(-0.0609466, -0.986147, -0.154271)","(0.506058, -0.817509, -0.274927)",0
1.9019,"(0.00358254, 0.0260838, -9.19141e-06)","(0.167309, 0.976123, -0.138533)","(0, 0, 0)","(-0.671367, -0.73697, -0.0783654)","(0, 0, 0)","(-0.60222, 0.528434, -0.598405)","(-0.186505, -0.982448, 0.00345478)","(0.121413, -0.990934, 0.0575193)","(-0.0619622, -0.985537, -0.157725)","(0.50093, -0.820932, -0.274116)",0
1.93527,"(0.00599402, 0.0249753, 1.12262e-06)","(0.168792, 0.975496, -0.141125)","(0, 0, 0)","(-0.651455, -0.755335, -0.071239)","(0, 0, 0)","(-0.726991, 0.432654, -0.533193)","(-0.188613, -0.982049, 0.00219857)","(0.114797, -0.991738, 0.0572409)","(-0.0617424, -0.985314, -0.159202)","(0.496666, -0.824648, -0.270701)",0
1.96863,"(0.00599402, 0.0249753, 1.12262e-06)","(0.17189, 0.973914, -0.148142)","(0, 0, 0)","(-0.635702, -0.76932, -0.063478)","(0, 0, 0)","(-0.775157, 0.410129, -0.480547)","(-0.19083, -0.98162, 0.00251543)","(0.104434, -0.993021, 0.0547977)","(-0.0615258, -0.987115, -0.147714)","(0.493544, -0.828376, -0.264965)",0
2.002,"(0.00802653, 0.0244185, 4.70541e-06)","(0.177345, 0.971145, -0.159458)","(0, 0, 0)","(-0.618578, -0.78432, -0.0469482)","(0, 0, 0)","(-0.815286, 0.382314, -0.434907)","(-0.193056, -0.981179, 0.00403776)","(0.0946267, -0.994152, 0.0520344)","(-0.0614838, -0.989618, -0.129906)","(0.493037, -0.831128, -0.257179)",0
2.03537,"(0.00802653, 0.0244185, 4.70541e-06)","(0.188716, 0.967629, -0.167574)","(0, 0, 0)","(-0.605241, -0.795963, -0.0111926)","(0, 0, 0)","(-0.870141, 0.341069, -0.355706)","(-0.19526, -0.980728, 0.00672061)","(0.0886617, -0.994727, 0.0515565)","(-0.0626153, -0.991871, -0.110779)","(0.494152, -0.834893, -0.242419)",0
2.06873,"(0.00802653, 0.0244185, 4.70541e-06)","(0.201976, 0.96436, -0.170928)","(0, 0, 0)","(-0.6026, -0.797042, 0.0399612)","(0, 0, 0)","(-0.931398, 0.278209, -0.23473)","(-0.196114, -0.980531, 0.00987433)","(0.0983861, -0.993692, 0.0538247)","(-0.0642845, -0.992372, -0.105194)","(0.485977, -0.842497, -0.232435)",0
2.1021,"(0.0105522, 0.0248212, -1.71214e-06)","(0.213107, 0.962192, -0.169621)","(0, 0, 0)","(-0.604417, -0.791775, 0.0881635)","(0, 0, 0)","(-0.968156, 0.219055, -0.121198)","(-0.196278, -0.980465, 0.0128)","(0.114626, -0.991725, 0.0578188)","(-0.0701917, -0.991519, -0.10938)","(0.469207, -0.853683, -0.225987)",0
2.13547,"(0.0105522, 0.0248212, -1.71214e-06)","(0.218884, 0.960712, -0.170655)","(0, 0, 0)","(-0.609999, -0.783697, 0.117133)","(0, 0, 0)","(-0.986572, 0.16175, -0.0226357)","(-0.194231, -0.98078, 0.0185538)","(0.130619, -0.989172, 0.0669104)","(-0.07895, -0.989473, -0.121289)","(0.445977, -0.864699, -0.231085)",0
2.16883,"(0.0105522, 0.0248212, -1.71214e-06)","(0.219554, 0.960274, -0.172251)","(0, 0, 0)","(-0.619404, -0.774197, 0.130224)","(0, 0, 0)","(-0.992914, 0.11772, 0.0162666)","(-0.19312, -0.980772, 0.0281314)","(0.140332, -0.986861, 0.0800736)","(-0.0911583, -0.986777, -0.134023)","(0.41801, -0.875896, -0.240986)",0
2.2022,"(0.0134454, 0.0251811, -1.12047e-05)","(0.217375, 0.96179, -0.166456)","(0, 0, 0)","(-0.629075, -0.766332, 0.13038)","(0, 0, 0)","(-0.997751, 0.0619093, 0.0257087)","(-0.191448, -0.980777, 0.037744)","(0.149028, -0.984109, 0.0965403)","(-0.106113, -0.983127, -0.149003)","(0.380846, -0.88638, -0.263224)",0
2.23557,"(0.0134454, 0.0251811, -1.12047e-05)","(0.210041, 0.966313, -0.148734)","(0, 0, 0)","(-0.636068, -0.761007, 0.127618)","(0, 0, 0)","(-0.999387, 0.0263783, 0.0230353)","(-0.189887, -0.980825, 0.0438705)","(0.158394, -0.981445, 0.10806)","(-0.120705, -0.978784, -0.165566)","(0.335946, -0.894637, -0.294558)",0
2.26893,"(0.0134454, 0.0251811, -1.12047e-05)","(0.203977, 0.971173, -0.123356)","(0, 0, 0)","(-0.641485, -0.757839, 0.119071)","(0, 0, 0)","(-0.999683, -0.00267809, 0.0250165)","(-0.189618, -0.980841, 0.0446692)","(0.168659, -0.978711, 0.11696)","(-0.131067, -0.974356, -0.1829)","(0.29791, -0.899275, -0.320239)",0
2.3023,"(0.0151393, 0.0236727, -1.06401e-05)","(0.196631, 0.974743, -0.105889)","(0, 0, 0)","(-0.651953, -0.749445, 0.115279)","(0, 0, 0)","(-0.999768, -0.00933795, 0.019384)","(-0.19309, -0.980227, 0.0432592)","(0.172292, -0.977396, 0.122529)","(-0.133411, -0.971555, -0.195659)","(0.276096, -0.899749, -0.337968)",0
2.33567,"(0.0151393, 0.0236727, -1.06401e-05)","(0.190925, 0.976316, -0.101758)","(0, 0, 0)","(-0.670203, -0.732761, 0.11785)","(0, 0, 0)","(-0.999041, 0.043737, -0.00225668)","(-0.19794, -0.979385, 0.0403064)","(0.173453, -0.976982, 0.124175)","(-0.132059, -0.970249, -0.202922)","(0.266414, -0.901065, -0.342206)",0
2.36903,"(0.0151393, 0.0236727, -1.06401e-05)","(0.179009, 0.978696, -0.100546)","(0, 0, 0)","(-0.693018, -0.708498, 0.133254)","(0, 0, 0)","(-0.995483, 0.0946935, 0.00681933)","(-0.202103, -0.97857, 0.0394363)","(0.170523, -0.977633, 0.123106)","(-0.128059, -0.969257, -0.210098)","(0.251615, -0.905898, -0.340645)",0
2.4024,"(0.0151393, 0.0236727, -1.06401e-05)","(0.166132, 0.98074, -0.102708)","(0, 0, 0)","(-0.711043, -0.684412, 0.161238)","(0, 0, 0)","(-0.98695, 0.159918, 0.0188625)","(-0.20454, -0.97803, 0.040266)","(0.16762, -0.978741, 0.11819)","(-0.121978, -0.96784, -0.220015)","(0.239012, -0.913996, -0.327848)",0
