time,root_position,root_right,root_up,root_forward,chest_right,chest_up,chest_forward,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
37.2372,"(-0.114866, 0.00276434, 1.14428e-05)","(0.986639, -0.157667, 0.0410431)","(0.154902, 0.985805, 0.0647616)","(-0.0506838, -0.0575867, 0.997053)","(0.973997, -0.163352, 0.156992)","(0.154902, 0.985805, 0.0647616)","(-0.165348, -0.038763, 0.985473)","(0.154902, 0.985805, 0.0647616)","(-0.948289, 0.275947, -0.156847)","(0.900948, 0.410325, 0.141158)","(-0.882987, 0.284311, 0.373498)","(0.877124, 0.314337, 0.363105)","(-0.141993, -0.989436, 0.0292411)","(0.313704, -0.937593, 0.150029)","(-0.0938137, -0.956533, -0.276122)","(0.447196, -0.86976, -0.208644)",0
37.2706,"(-0.114866, 0.00276434, 1.14428e-05)","(0.986335, -0.15278, 0.0616494)","(0.149756, 0.98735, 0.0520824)","(-0.0689317, -0.0421595, 0.99673)","(0.973855, -0.156303, 0.164849)","(0.149756, 0.98735, 0.0520824)","(-0.171026, -0.0260697, 0.984921)","(0.149756, 0.98735, 0.0520824)","(-0.920591, 0.366507, -0.134849)","(0.846634, 0.508684, 0.15637)","(-0.841281, 0.388012, 0.376422)","(0.845162, 0.420653, 0.329776)","(-0.143655, -0.989201, 0.0290547)","(0.304373, -0.942002, 0.141383)","(-0.0924175, -0.956249, -0.277573)","(0.441857, -0.871406, -0.213107)",0
37.3039,"(-0.111789, 0.00609561, 9.69032e-06)","(0.987463, -0.144001, 0.0646649)","(0.141858, 0.989214, 0.036493)","(-0.0694026, -0.0268254, 0.997228)","(0.975842, -0.145908, 0.162612)","(0.141858, 0.989214, 0.036493)","(-0.166383, -0.0125153, 0.985982)","(0.141858, 0.989214, 0.036493)","(-0.884439, 0.454288, -0.106725)","(0.776641, 0.601492, 0.18718)","(-0.79493, 0.481611, 0.368968)","(0.788471, 0.542556, 0.289734)","(-0.14377, -0.989273, 0.0258566)","(0.292883, -0.946272, 0.137071)","(-0.0913809, -0.952035, -0.292025)","(0.437714, -0.872039, -0.218985)",0
37.3373,"(-0.109828, 0.0081014, 7.75736e-06)","(0.989591, -0.128756, 0.0642779)","(0.128322, 0.99168, 0.0102048)","(-0.0653076, -0.00178406, 0.997864)","(0.974041, -0.127512, 0.187042)","(0.128322, 0.99168, 0.0102048)","(-0.187104, 0.0136768, 0.982245)","(0.128322, 0.99168, 0.0102048)","(-0.843465, 0.530255, -0.0859986)","(0.678728, 0.697418, 0.23008)","(-0.726422, 0.583398, 0.363262)","(0.71027, 0.664154, 0.233271)","(-0.144674, -0.989246, 0.0215074)","(0.275398, -0.952289, 0.131537)","(-0.0892005, -0.948972, -0.302481)","(0.430178, -0.87589, -0.218548)",0
37.3707,"(-0.106951, 0.0102633, 2.58312e-06)","(0.991711, -0.112392, 0.0622758)","(0.113049, 0.993565, -0.00698395)","(-0.0613202, 0.0139835, 0.99802)","(0.971122, -0.108441, 0.212514)","(0.113049, 0.993565, -0.00698395)","(-0.210685, 0.0301227, 0.97709)","(0.113049, 0.993565, -0.00698395)","(-0.772796, 0.629064, -0.0840531)","(0.560324, 0.788767, 0.252754)","(-0.643479, 0.678733, 0.353915)","(0.623975, 0.756307, 0.196608)","(-0.145793, -0.989227, 0.0132302)","(0.255249, -0.959308, 0.120733)","(-0.0851382, -0.947293, -0.308848)","(0.425586, -0.878754, -0.216029)",0
37.404,"(-0.102785, 0.011613, -7.98795e-07)","(0.991409, -0.0937624, 0.0911949)","(0.0966971, 0.995004, -0.024823)","(-0.0885486, 0.0329836, 0.995526)","(0.957241, -0.08585, 0.276261)","(0.0966971, 0.995004, -0.024823)","(-0.272883, 0.0497683, 0.960759)","(0.0966971, 0.995004, -0.024823)","(-0.687684, 0.719979, -0.0933875)","(0.460702, 0.84234, 0.279675)","(-0.558839, 0.754731, 0.343628)","(0.553717, 0.815372, 0.169015)","(-0.147919, -0.988988, -0.00482454)","(0.232752, -0.967445, 0.0993837)","(-0.0739383, -0.953753, -0.291355)","(0.425381, -0.880523, -0.209118)",0
37.4374,"(-0.0973494, 0.0130313, -4.49717e-06)","(0.987005, -0.0805025, 0.139068)","(0.0835241, 0.996313, -0.0195763)","(-0.136977, 0.0304293, 0.990107)","(0.940224, -0.0728667, 0.332671)","(0.0835241, 0.996313, -0.0195763)","(-0.330048, 0.045744, 0.942855)","(0.0835241, 0.996313, -0.0195763)","(-0.620125, 0.778183, -0.099376)","(0.369927, 0.868375, 0.330271)","(-0.483274, 0.80585, 0.342129)","(0.471445, 0.856715, 0.209237)","(-0.153499, -0.987752, -0.0280017)","(0.208721, -0.974982, 0.0764551)","(-0.0593473, -0.961731, -0.26749)","(0.43066, -0.880351, -0.198779)",0
37.4708,"(-0.0911648, 0.0137162, -7.34236e-06)","(0.97947, -0.0679189, 0.189804)","(0.0703016, 0.997483, -0.00926587)","(-0.188581, 0.0222423, 0.981806)","(0.922948, -0.0620494, 0.37989)","(0.0703016, 0.997483, -0.00926586)","(-0.378322, 0.0352467, 0.925003)","(0.0703016, 0.997483, -0.00926587)","(-0.573299, 0.812964, -0.102067)","(0.284151, 0.875224, 0.39146)","(-0.394634, 0.856005, 0.333945)","(0.392626, 0.882334, 0.259483)","(-0.158794, -0.986323, -0.0441772)","(0.1891, -0.980164, 0.0593312)","(-0.0477794, -0.968645, -0.243812)","(0.431786, -0.881792, -0.189746)",0
37.5041,"(-0.0843428, 0.0146196, -1.03312e-05)","(0.970189, -0.0548002, 0.236072)","(0.0574912, 0.998341, -0.00328935)","(-0.235599, 0.016294, 0.971714)","(0.901153, -0.0501617, 0.430589)","(0.0574912, 0.998341, -0.00328934)","(-0.429796, 0.0269987, 0.902522)","(0.0574912, 0.998341, -0.00328934)","(-0.519167, 0.845478, -0.125029)","(0.199929, 0.884201, 0.422158)","(-0.299051, 0.90541, 0.301333)","(0.282998, 0.912041, 0.296805)","(-0.165827, -0.985175, -0.0439428)","(0.175027, -0.983481, 0.0461665)","(-0.0435944, -0.972655, -0.228126)","(0.430963, -0.882773, -0.187038)",0
37.5375,"(-0.0774232, 0.0151721, -1.14452e-05)","(0.96471, -0.034921, 0.260989)","(0.0422769, 0.998898, -0.0203987)","(-0.260381, 0.0302527, 0.965032)","(0.890692, -0.0278597, 0.453754)","(0.0422769, 0.998898, -0.0203987)","(-0.45305, 0.0366846, 0.89073)","(0.0422769, 0.998898, -0.0203987)","(-0.45759, 0.881152, -0.119094)","(0.121406, 0.886968, 0.445588)","(-0.183861, 0.948026, 0.259697)","(0.177336, 0.951537, 0.251255)","(-0.181349, -0.982911, -0.0316105)","(0.163601, -0.985816, 0.0374256)","(-0.0589015, -0.975608, -0.211472)","(0.402884, -0.892766, -0.201628)",0
37.5709,"(-0.0706056, 0.0153115, -1.19498e-05)","(0.958679, -0.0135769, 0.284165)","(0.0293267, 0.998257, -0.051209)","(-0.283344, 0.0574303, 0.957297)","(0.880276, -0.00181902, 0.474458)","(0.0293267, 0.998257, -0.051209)","(-0.473865, 0.0593748, 0.878593)","(0.0293267, 0.998257, -0.051209)","(-0.406421, 0.910156, -0.080235)","(0.0525439, 0.880221, 0.471646)","(-0.0493874, 0.972242, 0.228705)","(0.0506964, 0.983897, 0.171395)","(-0.216629, -0.97603, -0.0209183)","(0.154018, -0.987644, 0.0289304)","(-0.0830084, -0.977287, -0.194987)","(0.367339, -0.902682, -0.224115)",0
37.6042,"(-0.0636204, 0.0153782, -1.16173e-05)","(0.953532, 0.0119312, 0.301056)","(0.0135007, 0.99664, -0.0807826)","(-0.301333, 0.0805736, 0.950109)","(0.874921, 0.0276814, 0.483474)","(0.0135007, 0.99664, -0.0807826)","(-0.484358, 0.0765264, 0.871516)","(0.0135007, 0.99664, -0.0807826)","(-0.376741, 0.92532, -0.0430091)","(-0.027177, 0.882933, 0.468712)","(0.0668041, 0.986531, 0.149309)","(-0.054263, 0.998147, 0.0275504)","(-0.263484, -0.964639, -0.00691786)","(0.14174, -0.989532, 0.02715)","(-0.113397, -0.977778, -0.176329)","(0.331403, -0.913039, -0.237765)",0
37.6376,"(-0.0559785, 0.0157046, -1.21076e-05)","(0.947188, 0.0338663, 0.318886)","(-0.000126855, 0.99454, -0.104358)","(-0.320873, 0.0983621, 0.942001)","(0.874569, 0.0507855, 0.482234)","(-0.000126852, 0.99454, -0.104358)","(-0.485042, 0.0909939, 0.869744)","(-0.000126849, 0.99454, -0.104358)","(-0.326175, 0.943811, -0.0532017)","(-0.112991, 0.918153, 0.379773)","(0.156934, 0.987601, -0.00396691)","(-0.126339, 0.980842, -0.148283)","(-0.291378, -0.956608, 0.000409564)","(0.126445, -0.991704, 0.0231102)","(-0.140128, -0.97622, -0.165402)","(0.321024, -0.9164, -0.239069)",0
37.671,"(-0.0485322, 0.0171586, -7.65175e-06)","(0.94091, 0.0486715, 0.335142)","(-0.0146739, 0.994548, -0.10324)","(-0.338331, 0.0922264, 0.936497)","(0.895697, 0.0604907, 0.44053)","(-0.0146739, 0.994548, -0.10324)","(-0.444391, 0.0862128, 0.891675)","(-0.0146739, 0.994548, -0.10324)","(-0.322285, 0.91127, 0.256356)","(-0.233924, 0.933722, 0.271003)","(0.251998, 0.966803, 0.0423006)","(-0.163728, 0.967202, -0.194198)","(-0.296253, -0.955093, 0.00566721)","(0.106158, -0.994332, 0.00586572)","(-0.17878, -0.971966, -0.152708)","(0.30859, -0.922365, -0.232412)",0
37.7043,"(-0.0416132, 0.01903, 8.75629e-07)","(0.945664, 0.0520245, 0.320958)","(-0.0307089, 0.997203, -0.0681387)","(-0.32366, 0.0545637, 0.944599)","(0.949361, 0.0580688, 0.308774)","(-0.0307089, 0.997203, -0.0681387)","(-0.311858, 0.0552355, 0.948522)","(-0.0307089, 0.997203, -0.0681387)","(-0.251737, 0.608284, 0.752741)","(-0.293928, 0.84905, 0.438999)","(0.350796, 0.885534, 0.304585)","(-0.258507, 0.964731, 0.0496817)","(-0.284982, -0.958517, 0.00545976)","(0.0868215, -0.996202, -0.00663234)","(-0.222066, -0.963915, -0.146815)","(0.270426, -0.934416, -0.231811)",0
37.7377,"(-0.0353686, 0.020805, 5.4962e-06)","(0.967147, 0.0600579, 0.247021)","(-0.0527233, 0.998379, -0.0214323)","(-0.247558, 0.00904929, 0.968831)","(0.989767, 0.0621022, 0.128468)","(-0.0527233, 0.998379, -0.0214323)","(-0.129144, 0.0171364, 0.991478)","(-0.0527233, 0.998379, -0.0214323)","(-0.109678, 0.152779, 0.982155)","(-0.272184, 0.711551, 0.647774)","(0.415977, 0.707072, 0.57185)","(-0.384238, 0.870341, 0.308007)","(-0.275379, -0.961163, 0.0182128)","(0.0758578, -0.997114, -0.00304065)","(-0.266534, -0.952163, -0.149486)","(0.231177, -0.945205, -0.23053)",1
37.7711,"(-0.0303103, 0.0222142, 5.62845e-06)","(0.983564, 0.0787143, 0.162497)","(-0.0791142, 0.996861, -0.00313005)","(-0.16252, -0.00782506, 0.986674)","(0.996645, 0.0786515, -0.022631)","(-0.0791142, 0.996861, -0.00313005)","(0.0219687, 0.00708101, 0.999734)","(-0.0791142, 0.996861, -0.00313005)","(-0.025921, 0.00779438, 0.999634)","(-0.171058, 0.58369, 0.793754)","(0.534096, 0.774327, 0.339351)","(-0.592016, 0.74278, 0.312721)","(-0.267664, -0.962956, 0.0327228)","(0.0711411, -0.997341, 0.0157758)","(-0.293829, -0.944183, -0.148941)","(0.20578, -0.951971, -0.22673)",0
37.8044,"(-0.0270497, 0.0233904, 8.38765e-06)","(0.991852, 0.107395, 0.0685243)","(-0.10683, 0.993419, -0.0413145)","(-0.0739963, 0.0344757, 0.996662)","(0.986881, 0.0978631, -0.12841)","(-0.10683, 0.993419, -0.0413145)","(0.12262, 0.0551266, 0.990922)","(-0.10683, 0.993419, -0.0413145)","(-0.0177526, 0.0741874, 0.997086)","(-0.107023, 0.625287, 0.773022)","(0.619883, 0.76464, -0.176268)","(-0.755264, 0.644882, 0.117066)","(-0.26038, -0.963857, 0.0564112)","(0.0630344, -0.997266, 0.0385735)","(-0.31314, -0.939332, -0.139996)","(0.19567, -0.958735, -0.206255)",0
37.8378,"(-0.0245028, 0.0225011, 6.9971e-06)","(0.991519, 0.126802, 0.0284775)","(-0.12551, 0.98667, -0.103581)","(-0.0422804, 0.0996429, 0.994125)","(0.984374, 0.111023, -0.13668)","(-0.12551, 0.98667, -0.103581)","(0.122936, 0.119203, 0.98523)","(-0.12551, 0.98667, -0.103581)","(-0.174568, 0.219528, 0.959861)","(-0.0643495, 0.662116, 0.746634)","(0.625022, 0.601014, -0.498126)","(-0.853343, 0.511764, -0.0995165)","(-0.255779, -0.964492, 0.0658242)","(0.0564233, -0.996881, 0.0551738)","(-0.319783, -0.938649, -0.129141)","(0.180637, -0.967688, -0.175925)",0
37.8712,"(-0.0227742, 0.0206268, 1.62649e-06)","(0.990395, 0.138153, -0.00552802)","(-0.137696, 0.977152, -0.161907)","(-0.0171059, 0.161144, 0.986783)","(0.985592, 0.121383, -0.117794)","(-0.137696, 0.977152, -0.161907)","(0.0954631, 0.175841, 0.979779)","(-0.137696, 0.977152, -0.161907)","(-0.392491, 0.368022, 0.842918)","(-0.0226832, 0.68262, 0.730421)","(0.752038, 0.493888, -0.436479)","(-0.885918, 0.423272, -0.189713)","(-0.256057, -0.963833, 0.0738947)","(0.0508244, -0.995784, 0.0763559)","(-0.333367, -0.935467, -0.117332)","(0.157453, -0.97669, -0.145897)",0
37.9045,"(-0.0221988, 0.0182133, 1.50201e-06)","(0.990355, 0.137418, -0.0177174)","(-0.138265, 0.969366, -0.203008)","(-0.0107232, 0.203502, 0.979016)","(0.989352, 0.126573, -0.0718434)","(-0.138265, 0.969366, -0.203008)","(0.0439957, 0.210789, 0.976541)","(-0.138265, 0.969366, -0.203008)","(-0.671162, 0.49342, 0.553244)","(-0.00162393, 0.773748, 0.633491)","(0.817389, 0.409579, -0.405118)","(-0.824896, 0.382066, -0.416619)","(-0.258141, -0.96297, 0.0777932)","(0.0527983, -0.992895, 0.106639)","(-0.344257, -0.933114, -0.103857)","(0.140673, -0.981286, -0.131489)",0
37.9379,"(-0.0224953, 0.0138608, 4.89891e-06)","(0.990626, 0.134768, -0.022291)","(-0.136369, 0.964917, -0.224361)","(-0.00865917, 0.22529, 0.974253)","(0.990196, 0.125865, -0.0605795)","(-0.136369, 0.964917, -0.224361)","(0.0302943, 0.230424, 0.972619)","(-0.136369, 0.964917, -0.224361)","(-0.818048, 0.506879, 0.271793)","(0.040143, 0.890128, 0.45394)","(0.820225, 0.350225, -0.452298)","(-0.725044, 0.364622, -0.584261)","(-0.261094, -0.961172, 0.0893254)","(0.056571, -0.988754, 0.13844)","(-0.359265, -0.929807, -0.0799269)","(0.135306, -0.981891, -0.132602)",0
37.9713,"(-0.0235384, 0.00768418, 5.16527e-06)","(0.991917, 0.124625, -0.0238651)","(-0.126759, 0.967416, -0.219179)","(-0.00447191, 0.220377, 0.975405)","(0.988728, 0.107812, -0.103887)","(-0.126759, 0.967416, -0.219179)","(0.0767457, 0.22942, 0.970297)","(-0.126759, 0.967416, -0.219179)","(-0.849839, 0.524551, 0.0511772)","(0.114668, 0.937261, 0.329232)","(0.802488, 0.321619, -0.502568)","(-0.654029, 0.349347, -0.670972)","(-0.259476, -0.960873, 0.0969269)","(0.0617532, -0.989298, 0.132195)","(-0.361383, -0.92964, -0.0719096)","(0.138554, -0.978137, -0.155085)",0
38.0046,"(-0.0269343, 0.00139986, 3.4038e-06)","(0.993363, 0.111749, -0.0272505)","(-0.11467, 0.975941, -0.185446)","(0.00538347, 0.187223, 0.982303)","(0.983851, 0.0887378, -0.155445)","(-0.11467, 0.975941, -0.185446)","(0.134999, 0.199734, 0.970506)","(-0.11467, 0.975941, -0.185446)","(-0.811223, 0.58177, -0.0588267)","(0.199549, 0.952757, 0.228986)","(0.774831, 0.273037, -0.570164)","(-0.635987, 0.326058, -0.699433)","(-0.257049, -0.961498, 0.0971937)","(0.0733569, -0.991754, 0.105086)","(-0.363203, -0.927411, -0.0893984)","(0.138795, -0.971746, -0.190906)",0
38.038,"(-0.0321294, -0.00580391, 3.08603e-06)","(0.995592, 0.0873351, -0.0341996)","(-0.0913527, 0.983924, -0.153453)","(0.0199118, 0.155595, 0.98762)","(0.979863, 0.0613143, -0.190027)","(-0.0913526, 0.983924, -0.153453)","(0.177211, 0.167923, 0.969741)","(-0.0913526, 0.983924, -0.153453)","(-0.750849, 0.646176, -0.136685)","(0.28296, 0.942705, 0.176751)","(0.731311, 0.208237, -0.649478)","(-0.633548, 0.297377, -0.714272)","(-0.252772, -0.963353, 0.0897588)","(0.100637, -0.991857, 0.0780479)","(-0.353191, -0.92829, -0.116337)","(0.12298, -0.966804, -0.223976)",0
38.0714,"(-0.0388555, -0.0137146, 9.92976e-07)","(0.997239, 0.0548788, -0.0500247)","(-0.0606107, 0.989883, -0.128291)","(0.0420807, 0.130319, 0.990579)","(0.981384, 0.0356137, -0.188725)","(-0.0606106, 0.989883, -0.128291)","(0.181716, 0.137508, 0.973689)","(-0.0606106, 0.989883, -0.128291)","(-0.704095, 0.67268, -0.227491)","(0.338048, 0.939554, 0.0544216)","(0.663386, 0.14771, -0.733554)","(-0.57621, 0.280324, -0.767724)","(-0.247086, -0.965415, 0.0831953)","(0.14501, -0.984956, 0.0939879)","(-0.331252, -0.930363, -0.157151)","(0.101404, -0.964123, -0.245324)",0
38.1047,"(-0.0467216, -0.0206823, 2.3822e-06)","(0.996734, 0.017574, -0.0788221)","(-0.023916, 0.994959, -0.0973838)","(0.0757227, 0.0981113, 0.99229)","(0.982475, 0.00607905, -0.186294)","(-0.023916, 0.994959, -0.0973838)","(0.183895, 0.0997658, 0.97787)","(-0.023916, 0.994959, -0.0973838)","(-0.696434, 0.668159, -0.261809)","(0.389012, 0.920662, -0.0324316)","(0.646589, 0.150235, -0.747899)","(-0.548602, 0.302049, -0.779617)","(-0.235163, -0.968874, 0.0773463)","(0.222501, -0.964678, 0.141028)","(-0.29658, -0.936268, -0.188263)","(0.0693288, -0.958762, -0.275624)",0
38.1381,"(-0.0553771, -0.0267383, 1.46747e-05)","(0.99341, -0.0169466, -0.113353)","(0.0115869, 0.998176, -0.0592489)","(0.11328, 0.0567811, 0.991939)","(0.979248, -0.0228143, -0.201378)","(0.0115869, 0.998176, -0.0592489)","(0.201615, 0.0554627, 0.977893)","(0.0115869, 0.998176, -0.0592489)","(-0.718566, 0.667366, -0.195665)","(0.422751, 0.903732, -0.0674542)","(0.671734, 0.186118, -0.717031)","(-0.5464, 0.340211, -0.765313)","(-0.214983, -0.974168, 0.0691374)","(0.286211, -0.940207, 0.184643)","(-0.261054, -0.937424, -0.230404)","(0.0807804, -0.949042, -0.304622)",0
38.1715,"(-0.0634164, -0.0321406, 2.46646e-05)","(0.987506, -0.0348333, -0.153685)","(0.0422932, 0.99871, 0.0281135)","(0.151851, -0.0345641, 0.987799)","(0.978033, -0.0360058, -0.205318)","(0.0422932, 0.99871, 0.0281135)","(0.203737, -0.0362159, 0.978356)","(0.0422932, 0.99871, 0.0281135)","(-0.754873, 0.6549, 0.0356821)","(0.443486, 0.894208, -0.0609342)","(0.819113, 0.254731, -0.513971)","(-0.589191, 0.387057, -0.709254)","(-0.192544, -0.979811, 0.0538242)","(0.343275, -0.912445, 0.222726)","(-0.226518, -0.940948, -0.251609)","(0.0953328, -0.941821, -0.322311)",0
38.2048,"(-0.0706804, -0.0358334, 4.0406e-05)","(0.982644, -0.0516236, -0.178171)","(0.072918, 0.991851, 0.104474)","(0.170818, -0.115686, 0.978487)","(0.982592, -0.0566312, -0.176932)","(0.072918, 0.991851, 0.104474)","(0.169202, -0.115034, 0.978845)","(0.072918, 0.991851, 0.104474)","(-0.78157, 0.564152, 0.266235)","(0.480235, 0.877139, -0.00154997)","(0.927706, 0.339159, -0.155989)","(-0.665518, 0.397438, -0.631767)","(-0.170718, -0.984423, 0.0420217)","(0.358124, -0.903428, 0.235721)","(-0.197179, -0.945235, -0.260098)","(0.139915, -0.942196, -0.304452)",0
38.2382,"(-0.0769592, -0.0376713, 5.70673e-05)","(0.979874, -0.0618164, -0.189803)","(0.0971922, 0.978074, 0.184188)","(0.173824, -0.198815, 0.964499)","(0.991816, -0.0831859, -0.0968535)","(0.0971922, 0.978074, 0.184188)","(0.0790691, -0.190358, 0.978525)","(0.0971922, 0.978074, 0.184188)","(-0.831659, 0.45311, 0.320989)","(0.573073, 0.814394, 0.0913752)","(0.890924, 0.4468, 0.0813857)","(-0.761665, 0.421221, -0.492381)","(-0.156494, -0.987385, 0.0241034)","(0.362815, -0.900458, 0.239877)","(-0.174163, -0.949946, -0.259365)","(0.166756, -0.942594, -0.289327)",0
38.2716,"(-0.082602, -0.0379307, 7.06451e-05)","(0.979475, -0.0719378, -0.188294)","(0.115369, 0.965995, 0.231396)","(0.165226, -0.248351, 0.954475)","(0.992993, -0.107744, -0.0485447)","(0.115369, 0.965995, 0.231396)","(0.0216688, -0.235016, 0.97175)","(0.115369, 0.965995, 0.231396)","(-0.903008, 0.318184, 0.288678)","(0.702464, 0.687348, 0.184653)","(0.762062, 0.594968, 0.255487)","(-0.817142, 0.487064, -0.308297)","(-0.131875, -0.990881, 0.0276355)","(0.345335, -0.909914, 0.229782)","(-0.156234, -0.951845, -0.263786)","(0.212707, -0.933241, -0.28951)",0
38.3049,"(-0.0869878, -0.0354653, 7.39475e-05)","(0.979573, -0.0707877, -0.188217)","(0.126961, 0.944307, 0.303587)","(0.156657, -0.321287, 0.933934)","(0.99215, -0.121913, -0.0278345)","(0.126961, 0.944307, 0.303587)","(-0.0114059, -0.3049, 0.952316)","(0.126961, 0.944307, 0.303587)","(-0.939815, 0.14968, 0.307154)","(0.811735, 0.467979, 0.349403)","(0.593613, 0.683815, 0.424288)","(-0.851456, 0.524026, 0.0204617)","(-0.112815, -0.993516, 0.0141221)","(0.326494, -0.923647, 0.200696)","(-0.134935, -0.948178, -0.287666)","(0.243819, -0.920539, -0.305221)",0
38.3383,"(-0.090522, -0.0320338, 7.87114e-05)","(0.979949, -0.0636504, -0.188811)","(0.130105, 0.922392, 0.363685)","(0.151232, -0.380966, 0.912137)","(0.991344, -0.113103, -0.0666664)","(0.130105, 0.922392, 0.363685)","(0.0202219, -0.369167, 0.929143)","(0.130105, 0.922392, 0.363685)","(-0.926777, -0.0435697, 0.373078)","(0.86598, 0.204895, 0.456177)","(0.346955, 0.679303, 0.64666)","(-0.764342, 0.549059, 0.338105)","(-0.0927328, -0.995691, -0.000133608)","(0.304518, -0.937548, 0.168148)","(-0.106765, -0.942317, -0.317238)","(0.26557, -0.910925, -0.315736)",0
38.3717,"(-0.093255, -0.0260975, 7.49874e-05)","(0.979892, -0.0664348, -0.188146)","(0.134104, 0.917923, 0.373407)","(0.148173, -0.391119, 0.908334)","(0.990419, -0.112558, -0.0800068)","(0.134104, 0.917923, 0.373407)","(0.0315394, -0.380561, 0.924218)","(0.134104, 0.917923, 0.373407)","(-0.911743, -0.191853, 0.363205)","(0.874021, -0.0524399, 0.48305)","(0.186191, 0.715403, 0.673447)","(-0.611665, 0.562086, 0.55671)","(-0.0868437, -0.99591, -0.0249208)","(0.290274, -0.946363, 0.14191)","(-0.0927355, -0.935379, -0.341271)","(0.270724, -0.906698, -0.32343)",0
38.405,"(-0.0955984, -0.0185342, 7.01626e-05)","(0.979924, -0.0763729, -0.184164)","(0.133593, 0.938322, 0.318913)","(0.149328, -0.337096, 0.929552)","(0.990813, -0.114557, -0.07187)","(0.133593, 0.938322, 0.318913)","(0.0311587, -0.325568, 0.945005)","(0.133593, 0.938322, 0.318913)","(-0.935772, -0.257463, 0.240924)","(0.853946, -0.224842, 0.469279)","(0.0574861, 0.732944, 0.677856)","(-0.398264, 0.711654, 0.578735)","(-0.0802133, -0.996223, -0.0332467)","(0.281875, -0.950185, 0.133023)","(-0.0815845, -0.932582, -0.351617)","(0.280782, -0.900224, -0.332802)",0
38.4384,"(-0.097452, -0.0101463, 6.1513e-05)","(0.980053, -0.0882179, -0.178083)","(0.129147, 0.964877, 0.228764)","(0.151964, -0.247197, 0.956975)","(0.991024, -0.116288, -0.0659502)","(0.129147, 0.964877, 0.228764)","(0.0366241, -0.235137, 0.971272)","(0.129147, 0.964877, 0.228764)","(-0.932667, -0.295343, 0.207136)","(0.815191, -0.330594, 0.475575)","(0.0206006, 0.692166, 0.721445)","(-0.142006, 0.790819, 0.595348)","(-0.0780846, -0.996612, -0.0258296)","(0.292228, -0.947393, 0.130575)","(-0.0705618, -0.933213, -0.352328)","(0.289576, -0.890174, -0.351761)",0
38.4718,"(-0.0989755, -0.0018944, 5.12415e-05)","(0.981114, -0.0879568, -0.172276)","(0.11448, 0.982211, 0.148849)","(0.155746, -0.165742, 0.973793)","(0.991319, -0.106473, -0.0771382)","(0.11448, 0.982211, 0.148849)","(0.0591925, -0.155755, 0.986021)","(0.11448, 0.982211, 0.148849)","(-0.909059, -0.345036, 0.233584)","(0.769987, -0.388075, 0.506476)","(0.00491865, 0.503774, 0.863821)","(0.0948836, 0.759652, 0.643371)","(-0.0792028, -0.996821, -0.00864475)","(0.307191, -0.941848, 0.13622)","(-0.0542168, -0.931501, -0.359676)","(0.292575, -0.883005, -0.367018)",0
38.5051,"(-0.0998036, 0.00796176, 4.09289e-05)","(0.982629, -0.0742214, -0.170092)","(0.0916492, 0.991007, 0.0974931)","(0.160962, -0.111294, 0.980666)","(0.989974, -0.0809965, -0.115716)","(0.0916492, 0.991007, 0.0974931)","(0.106438, -0.10651, 0.988598)","(0.0916492, 0.991007, 0.0974931)","(-0.841716, -0.391037, 0.372296)","(0.761681, -0.41425, 0.498236)","(0.0367354, 0.262421, 0.964254)","(0.245495, 0.554141, 0.795399)","(-0.0826218, -0.996427, 0.0175131)","(0.326577, -0.933723, 0.146658)","(-0.0460302, -0.929471, -0.366012)","(0.282743, -0.880042, -0.381552)",0
38.5385,"(-0.100042, 0.0188043, 3.30394e-05)","(0.983187, -0.0586223, -0.172936)","(0.0725389, 0.994498, 0.0755828)","(0.167418, -0.0867892, 0.982059)","(0.98804, -0.0614191, -0.141437)","(0.0725389, 0.994498, 0.0755828)","(0.135889, -0.0847882, 0.987089)","(0.0725389, 0.994498, 0.0755828)","(-0.787222, -0.412602, 0.458302)","(0.757683, -0.408371, 0.509067)","(0.0633623, -0.0914707, 0.99379)","(0.259734, 0.297045, 0.918859)","(-0.0833559, -0.995798, 0.037922)","(0.336036, -0.928857, 0.155897)","(-0.0484759, -0.933959, -0.354077)","(0.242257, -0.890697, -0.38467)",0
38.5719,"(-0.0990176, 0.0274547, 2.66129e-05)","(0.983298, -0.0411963, -0.17728)","(0.0553293, 0.995611, 0.0754769)","(0.173436, -0.0839816, 0.981258)","(0.987633, -0.0434461, -0.150642)","(0.0553292, 0.995611, 0.0754769)","(0.146747, -0.0828269, 0.9857)","(0.0553293, 0.995611, 0.0754769)","(-0.808779, -0.437089, 0.393485)","(0.760707, -0.448948, 0.468797)","(0.150803, -0.489941, 0.858613)","(0.173338, 0.00565305, 0.984846)","(-0.082188, -0.99548, 0.0475899)","(0.336564, -0.92804, 0.159582)","(-0.0502939, -0.945607, -0.321399)","(0.19787, -0.90499, -0.376619)",0
