time,root_position,neck,shoulder_l,shoulder_r,elbow_l,elbow_r,hip_l,hip_r,knee_l,knee_r,is_pattern
0.715393,"(0.024906, 0.180179, -0.000007)","(0.015886, 0.965385, 0.260344)","(-0.874901, -0.392285, -0.284009)","(0.680502, -0.689784, -0.247215)","(-0.19599, -0.556638, 0.807305)","(0.785266, -0.572269, 0.236359)","(-0.144808, -0.924552, 0.352468)","(0.349475, -0.835969, 0.423111)","(-0.57365, -0.733355, -0.364851)","(0.119733, -0.907916, -0.401688)",
0.758083,"(0.020936, 0.179632, -0.00001)","(0.012539, 0.940812, 0.338697)","(-0.83263, -0.498029, -0.242271)","(0.620392, -0.772238, -0.136975)","(0.128304, -0.584881, 0.800907)","(0.545993, -0.596625, 0.588158)","(0.004909, -0.924814, 0.380389)","(0.173239, -0.874284, 0.453449)","(-0.319502, -0.833108, -0.451497)","(-0.012379, -0.896454, -0.442963)",
0.804367,"(0.01794, 0.153655, 0.000337)","(0.009135, 0.921122, 0.389167)","(-0.818354, -0.564598, -0.107361)","(0.634636, -0.769627, -0.070083)","(0.325938, -0.579435, 0.747007)","(0.291451, -0.555712, 0.778614)","(0.067297, -0.879724, 0.470698)","(0.073911, -0.863105, 0.499586)","(-0.183858, -0.844832, -0.50245)","(-0.092673, -0.8619, -0.498538)",
0.849678,"(0.014248, 0.105013, -0.000023)","(0.004493, 0.897611, 0.440766)","(-0.756461, -0.642547, 0.122071)","(0.675673, -0.736402, 0.034312)","(0.536746, -0.56409, 0.62746)","(-0.133289, -0.502676, 0.854138)","(0.078422, -0.822131, 0.563872)","(0.006587, -0.841502, 0.540214)","(-0.088029, -0.821216, -0.563786)","(-0.093044, -0.801562, -0.590628)",
0.895104,"(0.010308, 0.052275, -0.000017)","(0.000619, 0.879739, 0.475456)","(-0.634481, -0.693353, 0.341607)","(0.705405, -0.690469, 0.160178)","(0.677059, -0.548335, 0.490835)","(-0.545708, -0.460214, 0.70029)","(0.070257, -0.77136, 0.632509)","(-0.030796, -0.81687, 0.575999)","(-0.037921, -0.773729, -0.63238)","(-0.057849, -0.73351, -0.677212)",
0.940102,"(0.006111, 0.012494, 0.000004)","(-0.000766, 0.873117, 0.48751)","(-0.517943, -0.709792, 0.477421)","(0.709485, -0.653362, 0.264102)","(0.738831, -0.538781, 0.404775)","(-0.787246, -0.41755, 0.453757)","(0.068786, -0.728844, 0.681216)","(-0.038917, -0.776178, 0.629312)","(-0.025685, -0.729374, -0.683633)","(-0.036524, -0.671682, -0.739939)",
0.985287,"(0.001752, -0.002935, 0.000004)","(-0.000106, 0.876408, 0.48157)","(-0.476611, -0.708607, 0.520306)","(0.708078, -0.628818, 0.321269)","(0.749057, -0.532182, 0.394584)","(-0.875047, -0.378781, 0.301359)","(0.083141, -0.710193, 0.69908)","(-0.021689, -0.759371, 0.650297)","(-0.028936, -0.708217, -0.705401)","(-0.044173, -0.649956, -0.758687)",
1.031471,"(-0.002653, 0.007514, -0.000004)","(0.000547, 0.873665, 0.486528)","(-0.5256, -0.701128, 0.481834)","(0.719092, -0.608422, 0.335752)","(0.720046, -0.522179, 0.457015)","(-0.887497, -0.359457, 0.28834)","(0.099956, -0.722687, 0.68391)","(-0.006373, -0.769726, 0.638343)","(-0.034917, -0.721794, -0.691227)","(-0.04933, -0.666015, -0.744306)",
1.077621,"(-0.007079, 0.044028, -0.000005)","(-0.000236, 0.877473, 0.479626)","(-0.652465, -0.680076, 0.334345)","(0.752414, -0.57991, 0.312373)","(0.617033, -0.507065, 0.601794)","(-0.832992, -0.361984, 0.41844)","(0.091768, -0.765412, 0.636964)","(-0.007396, -0.80938, 0.587239)","(-0.015367, -0.769239, -0.638777)","(-0.036491, -0.71972, -0.693304)",
1.123676,"(-0.011331, 0.096848, 0)","(-0.003885, 0.894445, 0.447161)","(-0.770486, -0.633948, 0.066785)","(0.799299, -0.547159, 0.248473)","(0.391058, -0.488747, 0.779872)","(-0.675004, -0.359426, 0.644347)","(0.04844, -0.825243, 0.562696)","(-0.032411, -0.851921, 0.522666)","(0.038983, -0.835604, -0.547947)","(0.002828, -0.78506, -0.619413)",1
1.169113,"(-0.015357, 0.147122, 0.000235)","(-0.008516, 0.917525, 0.397587)","(-0.790515, -0.570029, -0.223949)","(0.840372, -0.518184, 0.158935)","(0.07612, -0.463048, 0.883059)","(-0.421266, -0.329666, 0.8449)","(-0.013512, -0.86799, 0.496399)","(-0.068325, -0.882631, 0.465074)","(0.075935, -0.877323, -0.473855)","(0.044157, -0.837806, -0.54418)",
1.21413,"(-0.018829, 0.177914, -0.000002)","(-0.012301, 0.93916, 0.343259)","(-0.746465, -0.51406, -0.422531)","(0.868494, -0.489815, 0.076162)","(-0.217581, -0.430763, 0.875844)","(-0.168841, -0.29433, 0.940671)","(-0.122711, -0.877613, 0.463399)","(-0.012437, -0.931106, 0.364536)","(0.024056, -0.886684, -0.461751)","(0.219897, -0.845987, -0.485749)",
1.260269,"(-0.021962, 0.184833, 0.000001)","(-0.014784, 0.955688, 0.294011)","(-0.713034, -0.467373, -0.522633)","(0.892537, -0.450799, 0.012576)","(-0.456903, -0.393729, 0.797632)","(0.019129, -0.272422, 0.961988)","(-0.258788, -0.866871, 0.426103)","(0.147852, -0.948472, 0.280251)","(-0.095523, -0.897179, -0.431213)","(0.458232, -0.794082, -0.399322)",
1.305378,"(-0.024686, 0.174319, -0.000003)","(-0.016545, 0.971321, 0.237198)","(-0.708578, -0.394613, -0.584976)","(0.924686, -0.375408, -0.063447)","(-0.717369, -0.304653, 0.626553)","(0.211843, -0.250762, 0.944585)","(-0.397836, -0.842839, 0.36242)","(0.301842, -0.922634, 0.240079)","(-0.198729, -0.910843, -0.361761)","(0.613821, -0.736216, -0.284973)",
1.350212,"(-0.026809, 0.149772, 0.000004)","(-0.017086, 0.982939, 0.183135)","(-0.720387, -0.296447, -0.627026)","(0.949443, -0.275796, -0.149983)","(-0.923059, -0.1498, 0.354291)","(0.400277, -0.21678, 0.890385)","(-0.486819, -0.821142, 0.297881)","(0.403135, -0.890967, 0.208952)","(-0.243749, -0.926648, -0.286199)","(0.683828, -0.695644, -0.220134)",
1.396751,"(-0.028427, 0.115868, 0.000001)","(-0.016788, 0.989274, 0.145101)","(-0.732078, -0.198766, -0.651578)","(0.957513, -0.179055, -0.226073)","(-0.99865, 0.00384, 0.051809)","(0.556503, -0.172269, 0.81279)","(-0.561554, -0.75949, 0.328379)","(0.417538, -0.878915, 0.230588)","(-0.218555, -0.925997, -0.307836)","(0.731071, -0.632305, -0.256368)",
1.442909,"(-0.029548, 0.077959, 0.000005)","(-0.01659, 0.991126, 0.131884)","(-0.743161, -0.128681, -0.656623)","(0.95372, -0.120668, -0.275423)","(-0.980287, 0.075798, -0.182463)","(0.668222, -0.136794, 0.731278)","(-0.620027, -0.682744, 0.386557)","(0.416667, -0.868116, 0.269747)","(-0.165797, -0.918131, -0.359925)","(0.765332, -0.559477, -0.318202)",
1.489162,"(-0.030135, 0.045627, -0.000001)","(-0.016743, 0.990206, 0.138609)","(-0.759851, -0.113191, -0.640167)","(0.949461, -0.125204, -0.287833)","(-0.95682, 0.05907, -0.284615)","(0.731692, -0.132715, 0.668591)","(-0.650866, -0.62109, 0.436602)","(0.411489, -0.854288, 0.317598)","(-0.126736, -0.900002, -0.417055)","(0.781774, -0.497308, -0.376184)",
1.564472,"(-0.030038, 0.075533, 0.000008)","(-0.016603, 0.991074, 0.132276)","(-0.788056, -0.164946, -0.593095)","(0.942424, -0.203976, -0.265012)","(-0.960609, -0.036306, -0.27552)","(0.766944, -0.181118, 0.615625)","(-0.608249, -0.682999, 0.404407)","(0.431422, -0.865142, 0.255742)","(-0.175619, -0.908529, -0.379121)","(0.763827, -0.563602, -0.314517)",
1.606285,"(-0.028347, 0.135875, -0.00006)","(-0.016978, 0.986212, 0.164612)","(-0.798671, -0.416372, -0.434464)","(0.866666, -0.47894, -0.139666)","(-0.9197, -0.388786, -0.05475)","(0.728325, -0.398415, 0.557502)","(-0.510599, -0.81452, 0.275399)","(0.419593, -0.881521, 0.216478)","(-0.307982, -0.921215, -0.237719)","(0.711469, -0.66668, -0.222149)",
1.653954,"(-0.026544, 0.163535, 0.000039)","(-0.016893, 0.977723, 0.209218)","(-0.733275, -0.585536, -0.345625)","(0.770661, -0.635747, -0.043662)","(-0.776077, -0.619892, 0.115925)","(0.626831, -0.536924, 0.564621)","(-0.459719, -0.818599, 0.344318)","(0.301778, -0.909763, 0.285065)","(-0.250791, -0.915148, -0.315609)","(0.673128, -0.687364, -0.272818)",
1.703083,"(-0.024035, 0.181814, -0.000011)","(-0.01562, 0.963018, 0.268985)","(-0.641652, -0.715385, -0.2766)","(0.664825, -0.744807, 0.057185)","(-0.54488, -0.792375, 0.274312)","(0.481131, -0.625306, 0.614414)","(-0.356999, -0.845431, 0.397238)","(0.211175, -0.938473, 0.273266)","(-0.178583, -0.906478, -0.382629)","(0.5595, -0.76461, -0.319892)",
1.751095,"(-0.020882, 0.183202, 0.000011)","(-0.013276, 0.945785, 0.324522)","(-0.584074, -0.779854, -0.225136)","(0.603176, -0.785998, 0.135597)","(-0.32302, -0.861961, 0.390744)","(0.331589, -0.635106, 0.697631)","(-0.247043, -0.862773, 0.441127)","(0.057858, -0.939745, 0.336946)","(-0.099284, -0.893459, -0.438035)","(0.395985, -0.81897, -0.415312)",
1.799797,"(-0.017226, 0.15998, 0.000187)","(-0.00978, 0.924845, 0.380218)","(-0.586295, -0.797265, -0.143619)","(0.592075, -0.775023, 0.220878)","(-0.083518, -0.852093, 0.516684)","(0.106364, -0.56736, 0.816572)","(-0.146083, -0.840494, 0.521756)","(-0.05118, -0.888002, 0.456984)","(-0.019369, -0.847291, -0.530776)","(0.23025, -0.835709, -0.498574)",
1.844631,"(-0.013158, 0.111771, -0.000061)","(-0.004963, 0.899934, 0.435998)","(-0.616198, -0.787519, -0.010707)","(0.609358, -0.715572, 0.341526)","(0.242665, -0.771035, 0.588744)","(-0.270124, -0.446315, 0.853133)","(-0.04748, -0.820361, 0.569871)","(-0.084753, -0.825187, 0.558465)","(0.035007, -0.798553, -0.600905)","(0.088622, -0.824085, -0.559491)",
1.893536,"(-0.009154, 0.059915, 0.000001)","(-0.000997, 0.881357, 0.472451)","(-0.63577, -0.760463, 0.132263)","(0.613264, -0.643308, 0.458325)","(0.533336, -0.663308, 0.524954)","(-0.626851, -0.364062, 0.688852)","(0.005164, -0.795268, 0.606236)","(-0.08387, -0.773574, 0.628131)","(0.029087, -0.73384, -0.678699)","(0.016428, -0.781176, -0.624095)",
1.940376,"(-0.004646, 0.016331, -0.000005)","(0.000783, 0.873019, 0.487686)","(-0.636211, -0.728571, 0.25381)","(0.599635, -0.580871, 0.550478)","(0.722659, -0.570574, 0.390141)","(-0.840252, -0.323128, 0.43539)","(0.023261, -0.78315, 0.621398)","(-0.08149, -0.733153, 0.675164)","(0.012897, -0.681711, -0.731508)","(-0.001519, -0.735641, -0.67737)",
1.985928,"(-0.000376, 0.000754, -0.000007)","(0.000098, 0.876192, 0.481962)","(-0.632579, -0.716077, 0.295088)","(0.591169, -0.558897, 0.58151)","(0.77552, -0.539228, 0.328332)","(-0.891387, -0.311486, 0.32925)","(0.005837, -0.766153, 0.642631)","(-0.096012, -0.713656, 0.693885)","(0.020708, -0.66036, -0.750664)","(0.002316, -0.714262, -0.699874)",
2.031593,"(0.003636, 0.010763, -0.000004)","(-0.00055, 0.873637, 0.486577)","(-0.639368, -0.712324, 0.289488)","(0.597626, -0.561712, 0.572121)","(0.772652, -0.524228, 0.358042)","(-0.87386, -0.305018, 0.378594)","(-0.008512, -0.775708, 0.631034)","(-0.111926, -0.724978, 0.679617)","(0.025865, -0.675947, -0.736496)","(0.008349, -0.726501, -0.687115)",
2.076893,"(0.007598, 0.046542, 0)","(0.000243, 0.877501, 0.479574)","(-0.663747, -0.700281, 0.262769)","(0.622119, -0.572878, 0.533647)","(0.74137, -0.478781, 0.470255)","(-0.778954, -0.285442, 0.558349)","(-0.007012, -0.793262, 0.60884)","(-0.103128, -0.767571, 0.632613)","(0.013763, -0.717218, -0.696713)","(-0.01125, -0.771023, -0.636708)",
2.122719,"(0.011368, 0.097624, 0.000001)","(0.003795, 0.894037, 0.447978)","(-0.700488, -0.679012, 0.219679)","(0.659337, -0.587936, 0.468622)","(0.657054, -0.41047, 0.632293)","(-0.557058, -0.257644, 0.789498)","(0.020214, -0.823499, 0.566958)","(-0.058155, -0.817609, 0.57283)","(-0.02533, -0.771482, -0.635747)","(-0.058457, -0.821186, -0.567658)",
2.168407,"(0.014937, 0.14705, 0.000016)","(0.00839, 0.916861, 0.399117)","(-0.743156, -0.646791, 0.171407)","(0.704173, -0.595939, 0.386001)","(0.512505, -0.342121, 0.787586)","(-0.220718, -0.2464, 0.943701)","(-0.001821, -0.890177, 0.455611)","(0.02913, -0.840526, 0.540987)","(-0.176176, -0.815532, -0.551244)","(-0.053738, -0.838904, -0.54162)",
2.213295,"(0.0182, 0.177814, -0.000005)","(0.012217, 0.938647, 0.344663)","(-0.786221, -0.603949, 0.130776)","(0.754036, -0.586156, 0.296396)","(0.338336, -0.300588, 0.891726)","(0.122819, -0.257565, 0.958424)","(-0.100636, -0.942636, 0.318292)","(0.149271, -0.854326, 0.497841)","(-0.365219, -0.815076, -0.44974)","(0.018658, -0.860389, -0.509297)",
2.259708,"(0.021084, 0.184756, -0.000004)","(0.014711, 0.955177, 0.295669)","(-0.832511, -0.543492, 0.107436)","(0.813946, -0.545306, 0.200335)","(0.155593, -0.292146, 0.943632)","(0.409507, -0.267471, 0.872218)","(-0.224273, -0.947375, 0.228434)","(0.279367, -0.84481, 0.456345)","(-0.49825, -0.79659, -0.342333)","(0.123205, -0.873968, -0.470106)",
2.304703,"(0.023664, 0.174344, -0.000008)","(0.016518, 0.970984, 0.238574)","(-0.896522, -0.433067, 0.093282)","(0.896604, -0.440525, 0.045164)","(-0.11485, -0.280561, 0.95294)","(0.724095, -0.232092, 0.649477)","(-0.283552, -0.921787, 0.264398)","(0.408708, -0.822706, 0.395111)","(-0.622121, -0.720216, -0.307009)","(0.194406, -0.89383, -0.404072)",1
2.348892,"(0.025761, 0.149973, -0.000005)","(0.017089, 0.982733, 0.184241)","(-0.959705, -0.269954, 0.078053)","(0.945003, -0.277482, -0.173127)","(-0.432088, -0.20361, 0.878546)","(0.952951, -0.12414, 0.276537)","(-0.324724, -0.904774, 0.27557)","(0.487933, -0.818584, 0.303053)","(-0.691226, -0.661776, -0.290276)","(0.240888, -0.925257, -0.293041)",
2.393562,"(0.027377, 0.116768, 0.000002)","(0.016803, 0.989139, 0.146022)","(-0.993244, -0.104571, 0.050314)","(0.910808, -0.118841, -0.395355)","(-0.68752, -0.072733, 0.722513)","(0.992104, -0.003988, -0.125356)","(-0.338449, -0.896202, 0.286837)","(0.561776, -0.759833, 0.327203)","(-0.727424, -0.610671, -0.312948)","(0.230388, -0.926479, -0.297588)",
2.439865,"(0.028516, 0.08043, 0.000005)","(0.016573, 0.991181, 0.131478)","(-0.999725, 0.017086, 0.016046)","(0.831808, -0.023596, -0.554562)","(-0.827355, 0.04183, 0.56012)","(0.908591, 0.058592, -0.413558)","(-0.339991, -0.883332, 0.322693)","(0.619958, -0.68019, 0.391144)","(-0.757989, -0.539343, -0.366827)","(0.1781, -0.921036, -0.346373)",
2.485165,"(0.02917, 0.046271, -0.000003)","(0.016738, 0.990231, 0.138432)","(-0.997635, 0.066612, -0.016943)","(0.776265, -0.009958, -0.630328)","(-0.876593, 0.084246, 0.473802)","(0.835514, 0.056188, -0.546589)","(-0.349879, -0.866107, 0.356993)","(0.65364, -0.608238, 0.450334)","(-0.770521, -0.480423, -0.418916)","(0.134025, -0.905631, -0.402331)",
2.530182,"(0.029224, 0.072517, 0.000006)","(0.016632, 0.991007, 0.132771)","(-0.997663, 0.038039, -0.056759)","(0.768658, -0.076523, -0.635066)","(-0.871506, 0.035104, 0.489126)","(0.831598, -0.013612, -0.555211)","(-0.380113, -0.879265, 0.287068)","(0.614906, -0.661929, 0.42865)","(-0.756543, -0.545505, -0.360648)","(0.173826, -0.91391, -0.366814)",
2.576279,"(0.028768, 0.108749, -0.000027)","(0.016722, 0.990016, 0.139957)","(-0.99104, -0.061075, -0.118781)","(0.786463, -0.225658, -0.574938)","(-0.802933, -0.118202, 0.584233)","(0.877619, -0.158357, -0.452446)","(-0.413559, -0.886063, 0.209431)","(0.558997, -0.736423, 0.381055)","(-0.720631, -0.635364, -0.277496)","(0.224886, -0.923211, -0.311622)",
2.622307,"(0.027662, 0.144753, -0.000004)","(0.017009, 0.984242, 0.176009)","(-0.958568, -0.204521, -0.198291)","(0.779525, -0.435226, -0.450465)","(-0.620123, -0.342132, 0.70597)","(0.90847, -0.354292, -0.22172)","(-0.345211, -0.899114, 0.269116)","(0.496137, -0.807059, 0.320162)","(-0.707631, -0.650198, -0.276588)","(0.273742, -0.92607, -0.259732)",
2.667568,"(0.026073, 0.17162, -0.000006)","(0.016717, 0.973152, 0.229556)","(-0.901683, -0.340474, -0.266545)","(0.714208, -0.626979, -0.311134)","(-0.342803, -0.513237, 0.786813)","(0.846686, -0.526221, 0.078826)","(-0.169176, -0.911816, 0.374128)","(0.408096, -0.817833, 0.405717)","(-0.63799, -0.686686, -0.348471)","(0.157488, -0.914202, -0.373406)",
2.713097,"(0.023862, 0.18423, -0.000034)","(0.015118, 0.95806, 0.286169)","(-0.855512, -0.430627, -0.287507)","(0.651458, -0.730712, -0.204116)","(-0.081178, -0.574863, 0.814213)","(0.718204, -0.596269, 0.358674)","(-0.116114, -0.93995, 0.320954)","(0.293766, -0.854752, 0.427902)","(-0.493006, -0.781555, -0.382254)","(0.086665, -0.907014, -0.412087)",
2.758396,"(0.021097, 0.180431, -0.000003)","(0.012684, 0.941741, 0.336099)","(-0.833487, -0.494458, -0.246598)","(0.620659, -0.771459, -0.14012)","(0.118117, -0.584776, 0.802549)","(0.556182, -0.59798, 0.577132)","(-0.000147, -0.926763, 0.375647)","(0.178987, -0.87428, 0.451218)","(-0.327463, -0.831757, -0.448273)","(-0.007103, -0.897617, -0.440719)",
2.802483,"(0.017916, 0.153383, 0.000328)","(0.009108, 0.920961, 0.389548)","(-0.818162, -0.565128, -0.106029)","(0.63486, -0.769495, -0.069507)","(0.327445, -0.579366, 0.746401)","(0.289049, -0.555345, 0.779771)","(0.06751, -0.879373, 0.471323)","(0.073314, -0.862952, 0.499939)","(-0.182996, -0.844833, -0.502763)","(-0.092967, -0.861583, -0.499031)",
2.847214,"(0.014404, 0.107227, -0.000032)","(0.004682, 0.898517, 0.438913)","(-0.760402, -0.639713, 0.112054)","(0.67399, -0.738153, 0.029458)","(0.529168, -0.564825, 0.633209)","(-0.114443, -0.504562, 0.855757)","(0.078593, -0.824595, 0.560238)","(0.008591, -0.84233, 0.538893)","(-0.09083, -0.822964, -0.560786)","(-0.094374, -0.804416, -0.586523)",
2.893013,"(0.010531, 0.054925, -0.00001)","(0.000798, 0.880506, 0.474035)","(-0.641669, -0.691606, 0.331576)","(0.704231, -0.693341, 0.152763)","(0.671698, -0.549016, 0.497397)","(-0.52711, -0.462641, 0.712824)","(0.070808, -0.773948, 0.629278)","(-0.02936, -0.818973, 0.57308)","(-0.039613, -0.776332, -0.629078)","(-0.059854, -0.737421, -0.672777)",
2.937519,"(0.006311, 0.013838, 0.000006)","(-0.000784, 0.873016, 0.487691)","(-0.521984, -0.709567, 0.473336)","(0.709581, -0.654828, 0.260184)","(0.737343, -0.539092, 0.407068)","(-0.780174, -0.419604, 0.463963)","(0.068166, -0.73054, 0.679459)","(-0.03957, -0.777584, 0.627533)","(-0.025561, -0.731171, -0.681716)","(-0.036335, -0.673655, -0.738153)",
2.982109,"(0.002005, -0.002749, 0.000005)","(-0.000135, 0.876284, 0.481795)","(-0.476538, -0.70887, 0.520015)","(0.707982, -0.62995, 0.319255)","(0.749476, -0.532586, 0.393241)","(-0.872511, -0.380615, 0.306361)","(0.082239, -0.710378, 0.698999)","(-0.022738, -0.759612, 0.649978)","(-0.028694, -0.708519, -0.705108)","(-0.043687, -0.650161, -0.758539)",
3.027035,"(-0.002342, 0.005915, -0.000003)","(0.00051, 0.873876, 0.486149)","(-0.519232, -0.701925, 0.487545)","(0.717618, -0.610088, 0.335884)","(0.723799, -0.523067, 0.450018)","(-0.888496, -0.359954, 0.28462)","(0.098912, -0.72074, 0.686113)","(-0.007355, -0.768093, 0.640296)","(-0.034646, -0.719701, -0.693419)","(-0.049076, -0.663602, -0.746474)",
3.072392,"(-0.006653, 0.039519, -0.000007)","(0.000026, 0.876308, 0.481751)","(-0.638569, -0.68314, 0.35433)","(0.748362, -0.582916, 0.316487)","(0.631836, -0.50865, 0.584858)","(-0.842192, -0.361424, 0.400107)","(0.09506, -0.760289, 0.642592)","(-0.005664, -0.804329, 0.594157)","(-0.019787, -0.76344, -0.645576)","(-0.03953, -0.713184, -0.699861)",
3.117104,"(-0.010862, 0.090703, -0.000004)","(-0.003375, 0.892132, 0.451762)","(-0.761444, -0.640396, 0.100484)","(0.793993, -0.550769, 0.257349)","(0.422601, -0.491131, 0.761708)","(-0.698427, -0.361058, 0.61793)","(0.054094, -0.818711, 0.571652)","(-0.029049, -0.848049, 0.529121)","(0.032772, -0.828553, -0.558952)","(-0.00222, -0.77823, -0.627975)",
3.162514,"(-0.014802, 0.140851, 0.00019)","(-0.007859, 0.914101, 0.40541)","(-0.79337, -0.57942, -0.186645)","(0.835321, -0.522156, 0.172026)","(0.122123, -0.46727, 0.87564)","(-0.46022, -0.334953, 0.822195)","(-0.001483, -0.864597, 0.502464)","(-0.061309, -0.876258, 0.477925)","(0.076179, -0.875058, -0.477985)","(0.042288, -0.829822, -0.556424)",
3.208576,"(-0.018335, 0.174955, -0.000015)","(-0.011843, 0.936315, 0.350961)","(-0.754127, -0.520651, -0.400268)","(0.86495, -0.494257, 0.087017)","(-0.178628, -0.435489, 0.882293)","(-0.202073, -0.298818, 0.932671)","(-0.104441, -0.877447, 0.468165)","(-0.034531, -0.923306, 0.382511)","(0.036889, -0.885488, -0.463197)","(0.175415, -0.851354, -0.494394)",
3.253777,"(-0.021589, 0.184965, 0)","(-0.014468, 0.953723, 0.300338)","(-0.716871, -0.472862, -0.512345)","(0.88915, -0.457148, 0.020691)","(-0.42673, -0.398802, 0.811701)","(-0.003435, -0.274716, 0.961519)","(-0.241298, -0.869069, 0.431849)","(0.128119, -0.949111, 0.287705)","(-0.080882, -0.895871, -0.436891)","(0.433602, -0.801405, -0.411994)",
